bin,domain,signal_CAZ_count,total_CAZ_count,signal_CAZ_aa,MAG_ORFs_aa,ORF_count,signal_pep_count,total_pep_count,signal_pep_aa
SAT-113,Bacteria,15,142,6912,1155585,3428,31,156,13613
SAT-164,Archaea,1,17,593,549150,1426,3,65,1916
SAT-74,Bacteria,18,94,9306,908432,2859,98,196,56994
SAT-1509,Bacteria,25,96,14170,776070,2385,60,145,37169
SAT-121,Bacteria,28,105,17793,1095264,3126,120,225,79386
SAT-90,Bacteria,17,102,7798,952456,3159,29,150,10982
SAT-1340,Bacteria,50,95,34236,656962,1759,34,81,17940
SAT-228,Bacteria,0,30,0,515051,1635,7,98,3441
SAT-2756,Bacteria,13,66,7985,668762,1970,43,100,27049
SP-2982,Bacteria,22,114,13023,1143075,3442,38,131,34341
SP-131,Bacteria,22,153,10159,1258448,3954,42,180,18312
SP-245,Bacteria,32,165,18477,1404182,4360,72,250,30432
SP-232,Bacteria,9,99,4888,827731,2625,19,139,7852
SP-58,Bacteria,25,91,14058,713502,2300,71,154,39380
SP-52,Bacteria,132,215,85691,1123489,2874,76,150,42374
SP-335,Bacteria,4,39,2154,480855,1525,47,109,27744
SP-342,Bacteria,1,52,516,432960,1381,6,69,2672
SP-238,Bacteria,21,105,11737,837371,2600,70,164,41330
SP-190,Bacteria,20,85,13822,538699,1509,39,99,24113
SP-109,Bacteria,17,135,7032,1045009,3292,29,118,13322
SP-174,Bacteria,3,63,1015,603112,1846,13,75,5963
SP-299,Bacteria,6,69,3189,531872,1701,17,91,7993
SP-3065,Bacteria,118,289,82515,1467999,3590,44,151,23513
SP-293,Bacteria,28,108,17884,629791,1913,30,113,18020
SP-17,Bacteria,25,159,14305,1419322,4481,43,216,17981
SP-60,Bacteria,24,110,14763,890018,2783,50,154,28037
SP-486,Bacteria,5,48,2765,362629,1174,6,44,2377
SP-2975,Bacteria,0,54,0,473522,1511,26,96,16570
SP-4023,Bacteria,91,217,56871,956114,3015,31,115,15455
SP-351,Bacteria,8,71,4133,584421,1843,8,112,3590
SP-6,Bacteria,7,65,3226,679335,2074,39,156,19602
SP-256,Bacteria,9,54,4571,459175,1211,40,87,30188
SP-3044,Bacteria,1,33,270,378144,1239,6,56,1961
SP-167,Bacteria,169,324,102371,1325921,3671,139,243,97989
SP-110,Bacteria,41,124,24134,870654,2490,54,130,30527
SP-189,Archaea,3,66,1460,541361,1496,10,82,7481
SP-183,Bacteria,32,118,19771,1095771,3391,118,220,60524
SP-3982,Bacteria,9,100,3743,1000840,3137,48,208,25429
SP-73,Bacteria,19,116,9693,1037996,3296,123,260,71417
SP-4365,Bacteria,42,119,25791,955477,2628,58,149,35830
SP-219,Bacteria,6,68,2805,776374,2430,7,164,2884
SP-3098,Bacteria,30,99,16975,558878,1564,49,122,30850
SP-213,Bacteria,28,98,17743,766271,2130,121,198,71954
SP-3966,Bacteria,8,83,4007,678112,2217,20,109,7912
SP-74,Bacteria,37,148,24292,1176018,3386,95,188,62177
SP-269,Bacteria,27,119,15944,953880,2901,36,140,17848
SP-319,Bacteria,4,50,1687,402340,1282,10,101,4129
SP-263,Bacteria,5,106,1861,601990,1881,17,82,7500
SP-160,Bacteria,5,62,2481,759220,2383,6,158,2601
SP-184,Bacteria,30,129,19046,1126727,3207,72,142,41959
SP-4016,Bacteria,13,74,9028,478091,1305,26,80,14972
SP-1,Bacteria,17,102,7122,853599,2699,26,126,10593
SP-4220,Bacteria,1,50,508,402356,1290,8,80,4093
SP-4154,Bacteria,2,40,448,387938,1193,9,47,3742
SP-2972,Bacteria,2,43,772,368828,1191,7,56,2600
SP-125,Bacteria,19,125,9052,1174487,3707,38,194,17232
SP-2978,Bacteria,21,114,12322,974475,2810,129,231,70205
SP-3118,Bacteria,9,61,4264,617201,1798,17,96,9540
SP-3062,Archaea,1,29,776,567842,1569,8,72,5585
SP-3112,Bacteria,11,67,4349,540822,1669,20,84,7718
SP-3068,Archaea,0,25,0,498583,1370,2,73,1113
SP-89,Bacteria,46,144,30582,772286,2147,44,135,35056
SP-179,Bacteria,15,119,5707,905908,3050,33,142,11990
SP-197,Bacteria,13,115,6452,1134566,3892,28,272,12849
SP-173,Bacteria,23,125,11714,784975,2189,63,157,48933
SP-242,Bacteria,149,239,106395,1277136,3106,87,171,48250
SP-3050,Bacteria,9,71,4911,647361,2029,21,137,9578
SP-28,Bacteria,19,158,10412,1220742,3803,43,183,19285
SP-22,Bacteria,8,27,4162,297398,943,11,28,6345
SP-248,Bacteria,0,31,0,316209,1024,4,46,1583
SP-332,Bacteria,15,122,6217,1315915,3931,60,204,26955
SP-2985,Bacteria,59,183,41228,1111712,2821,66,169,39418
SP-141,Bacteria,208,370,151050,1822568,4709,82,222,52080
SP-136,Bacteria,20,103,10329,729048,2017,49,128,32515
SP-3029,Bacteria,9,91,3415,513275,1629,27,89,11579
SP-26,Bacteria,18,117,9946,831196,2568,21,120,8997
SP-51,Bacteria,19,65,11085,487105,1342,46,90,29269
SP-3023,Bacteria,14,86,8301,749644,2303,96,177,50951
SP-3054,Archaea,2,49,1621,648325,1761,8,77,4568
SP-246,Bacteria,23,99,10136,905180,2874,94,196,50832
SP-145,Bacteria,119,197,83794,1036200,2728,83,158,46877
SP-138,Bacteria,18,285,11413,1564778,4918,46,244,34882
SP-4044,Bacteria,0,39,0,413345,1336,5,54,2295
SP-304,Bacteria,2,58,1230,725567,2373,4,149,1536
SP-209,Archaea,2,41,932,589104,1542,9,67,6605
SP-3066,Archaea,1,26,844,488662,1326,10,62,7739
SP-274,Bacteria,121,213,77013,1011896,2573,60,133,37833
SP-203,Bacteria,51,152,32223,1098137,3231,114,218,54513
SP-69,Bacteria,6,47,1682,427656,1371,6,63,2540
SP-199,Bacteria,3,47,1137,464040,1462,6,73,2590
SP-177,Bacteria,15,100,7228,1076567,3350,38,133,22860
SP-222,Bacteria,3,84,1435,750698,2530,11,155,4089
SP-3030,Bacteria,39,150,23424,1016318,3153,74,156,47133
SP-358,Bacteria,15,92,6899,601972,1923,21,87,9427
SP-5,Bacteria,277,440,192150,1845505,5126,109,221,74900
SP-35,Bacteria,11,107,7838,1082297,3427,24,142,15221
SP-156,Bacteria,6,94,3006,773449,2354,28,125,13682
SP-2976,Bacteria,28,93,15604,609029,1719,41,104,26085
SP-94,Bacteria,10,79,4997,531398,1711,13,97,5652
SP-267,Bacteria,3,54,1685,536749,1641,4,107,2256
SP-210,Archaea,1,29,1414,525576,1348,6,67,2933
SP-289,Bacteria,9,64,3914,465793,1452,25,81,11124
SP-3105,Bacteria,7,59,4406,472955,1386,20,95,14374
SP-283,Bacteria,32,120,18286,681222,2135,37,103,22673
SP-360,Bacteria,10,106,4589,1136535,3631,23,229,9731
SP-4366,Bacteria,33,114,19083,871560,2390,46,133,27907
SP-4388,Bacteria,21,172,11804,960196,2669,45,159,40368
SP-70,Bacteria,153,313,95040,1498160,4273,159,277,104896
SP-180,Bacteria,21,147,9723,1154417,3444,88,196,51335
SP-164,Bacteria,140,229,93745,1067870,2702,63,141,32551
SP-187,Bacteria,27,96,16073,731856,2011,57,116,37239
SP-169,Bacteria,20,161,8177,1003251,3187,24,148,8599
SP-163,Bacteria,39,174,21065,1655622,4784,76,250,39057
SP-114,Bacteria,124,213,84903,1117742,2923,82,159,44040
SP-93,Bacteria,20,102,9306,853746,2641,77,175,46720
SP-260,Bacteria,170,266,117574,1291881,3109,77,175,43574
SP-4288,Bacteria,3,67,1507,498009,1659,10,74,3807
SP-284,Bacteria,6,55,4891,516438,1755,10,122,5986
SP-126,Bacteria,36,211,17311,1609033,5051,55,261,23983
SP-151,Bacteria,12,82,4655,739225,2157,26,101,8701
SP-3040,Bacteria,47,117,29267,668863,1891,44,134,29220
SP-3037,Bacteria,27,147,17107,1410975,3574,72,186,42738
SP-328,Bacteria,9,68,4377,481358,1341,22,96,17477
SP-252,Bacteria,37,112,20261,962414,2922,106,205,61609
SP-2,Bacteria,14,123,6405,960564,3100,41,143,18466
SP-38,Bacteria,7,63,2816,367487,1238,15,63,5965
SP-8,Bacteria,17,146,7613,1477230,4813,42,303,16660
SP-45,Bacteria,107,221,60415,1129384,3286,119,215,80147
SP-32,Bacteria,29,146,13794,1364784,4252,47,194,25859
SP-107,Bacteria,10,68,4786,574612,1794,37,121,23393
SP-194,Bacteria,145,251,95804,1253143,3296,87,180,41636
SP-13,Bacteria,8,74,4511,964091,2503,19,100,10386
SP-64,Bacteria,28,130,15581,1075148,3292,50,167,25599
SP-279,Bacteria,7,92,3074,678818,2136,16,118,7403
SP-3111,Bacteria,29,141,17265,864057,2354,45,156,38450
SP-303,Archaea,1,35,1962,559879,1425,7,73,5821
SP-3061,Bacteria,3,29,1105,355393,1120,4,61,1664
SP-4275,Bacteria,19,64,13307,378720,1110,36,74,20439
SP-3971,Bacteria,16,71,8443,411878,1180,26,72,18351
SP-19,Bacteria,31,126,17663,777987,2161,65,147,43489
SP-135,Bacteria,25,105,11418,810046,2236,43,118,27158
SP-142,Bacteria,47,279,23722,1499397,4325,67,207,38860
SP-346,Bacteria,1,64,582,367130,1164,5,59,2969
SP-3059,Archaea,1,34,1691,612191,1579,5,70,3942
SP-56,Bacteria,4,57,2049,444809,1342,42,95,21809
SP-21,Bacteria,17,115,7845,1240799,3851,35,130,16029
SP-241,Bacteria,137,233,94843,1117927,2884,72,147,51074
SP-236,Bacteria,21,125,9633,1010394,3343,38,162,14333
SP-3024,Archaea,1,30,853,579741,1516,6,72,6400
SP-88,Archaea,1,26,891,501570,1403,6,74,4472
SP-11,Bacteria,63,174,37081,1070582,3190,110,202,65677
SP-3069,Bacteria,29,124,16661,1225583,4049,46,260,24573
SP-301,Bacteria,2,64,1050,434439,1356,4,51,1680
SP-295,Bacteria,7,101,3238,754634,2342,12,93,6578
SP-3119,Bacteria,5,78,2470,536516,1546,27,91,20861
SP-3014,Archaea,0,30,0,530225,1467,10,77,8760
SP-3063,Archaea,1,28,432,469147,1313,6,78,4523
SP-82,Bacteria,23,108,15397,743196,2058,71,147,52263
SP-105,Bacteria,71,199,49283,986291,2668,36,128,18815
SP-196,Bacteria,0,59,0,585771,1812,4,109,2254
SP-333,Bacteria,20,106,8437,926441,2741,37,152,16928
SP-344,Bacteria,2,60,897,453134,1442,4,69,2352
SP-23,Bacteria,116,226,75556,1167803,3231,61,133,37043
SP-29,Bacteria,29,107,15805,528501,1494,38,101,22739
SP-243,Bacteria,17,66,11748,513171,1492,49,100,31945
SP-234,Bacteria,37,146,29044,1453018,3567,73,193,69146
SP-137,Bacteria,52,156,33949,1129176,3037,78,161,48119
SP-140,Bacteria,32,154,15993,1150126,3592,95,218,56871
SP-4387,Bacteria,16,193,10095,1000954,2929,18,113,9358
SP-3070,Bacteria,7,79,3715,841900,2657,10,154,5566
SP-262,Bacteria,2,51,1188,503732,1611,11,94,4029
SP-312,Bacteria,21,114,12475,929737,2839,69,160,41300
SP-3984,Bacteria,5,69,1959,586352,1879,11,111,4023
SP-75,Bacteria,27,120,17657,864945,2630,84,171,54721
SP-4060,Bacteria,42,130,23164,518586,1611,24,84,13054
SP-161,Bacteria,24,152,10219,1041851,3418,36,167,16022
SP-4189,Bacteria,7,60,3615,362712,1136,38,89,23678
SP-3035,Bacteria,153,252,106748,1251849,3170,80,169,44778
SP-250,Bacteria,38,146,23207,931907,2529,56,152,38759
SP-47,Bacteria,8,67,4755,485497,1384,25,82,17217
SP-30,Bacteria,76,157,54585,813899,2141,39,105,17908
SP-320,Bacteria,3,51,1406,409959,1306,6,56,2603
SP-3048,Bacteria,22,122,14277,1035462,3075,115,211,61764
SP-2979,Bacteria,12,72,6931,848224,2678,16,185,5986
SP-159,Bacteria,30,134,12647,1097022,3565,29,162,10513
SP-124,Bacteria,10,93,5310,1194660,3625,39,219,20405
SP-154,Bacteria,13,97,5985,751945,2386,15,117,6362
SP-123,Bacteria,17,133,7484,1276988,4047,39,194,16771
SP-257,Bacteria,0,52,0,461343,1488,6,70,2339
SP-37,Bacteria,37,166,17830,1226429,3697,45,173,21704
SP-350,Bacteria,20,103,9424,830623,2533,83,176,49768
SP-4356,Bacteria,3,43,1238,413386,1305,7,79,3273
SP-182,Bacteria,80,266,50697,1659168,4929,135,272,85877
SP-166,Bacteria,180,281,124958,1394144,3519,84,187,46272
SP-188,Bacteria,2,59,1049,522724,1671,6,93,2915
SP-96,Bacteria,20,75,10421,777680,2245,36,120,22007
SP-78,Bacteria,5,44,2028,576398,1970,10,54,4619
SP-4380,Bacteria,55,127,35504,602496,1690,31,81,17850
SP-218,Bacteria,11,95,5164,652873,2096,20,141,8919
SP-3107,Archaea,1,22,473,415751,1134,6,68,3747
SP-281,Bacteria,5,58,2523,613410,1928,5,142,1971
SP-3983,Bacteria,15,140,7206,1245510,4276,26,223,12290
SP-2989,Bacteria,12,50,6428,526878,1685,21,90,12187
SP-2983,Bacteria,12,60,7151,459367,1341,50,100,35177
SP-343,Bacteria,2,63,976,613077,1920,6,97,2958
SP-334,Bacteria,10,80,4709,654362,2029,12,138,5433
SP-24,Bacteria,4,42,2719,494366,1554,9,84,4814
SP-59,Bacteria,17,99,7839,687792,2234,30,97,13676
SP-3021,Bacteria,27,110,14242,843766,2680,70,172,39128
SP-349,Bacteria,9,66,5358,626743,1953,9,113,8368
SP-244,Bacteria,23,124,14045,1059229,2988,109,215,70377
SP-102,Bacteria,9,104,3963,829218,2560,22,136,9045
SP-108,Bacteria,2,37,1576,361888,1066,18,77,14544
SP-61,Bacteria,21,135,10024,1099223,3501,44,222,21189
SP-16,Bacteria,32,182,21596,1988744,5996,61,273,30798
SP-4300,Bacteria,4,36,1317,208872,699,4,30,1670
SP-292,Bacteria,35,112,22237,666446,1848,64,131,39889
SP-3013,Bacteria,3,48,1391,623749,1954,11,110,5163
SP-276,Bacteria,19,101,12564,706000,1990,45,129,33728
SP-201,Bacteria,14,69,7666,553310,1524,47,95,30873
SP-85,Bacteria,121,251,76997,1239480,3188,73,174,46796
SP-171,Bacteria,11,102,5119,826767,2619,41,157,25305
SP-81,Bacteria,7,70,3587,540419,1780,14,97,6992
SP-18,Bacteria,14,132,5676,831742,2640,14,119,5879
SP-272,Archaea,1,40,929,615649,1658,8,75,6009
SP-3060,Bacteria,4,55,2690,471426,1353,21,82,14966
SP-3017,Bacteria,15,90,6361,757713,2357,54,180,28450
SP-4379,Bacteria,5,69,3317,412700,1232,22,78,11953
SP-3110,Bacteria,19,78,9366,706365,2248,88,163,53106
SP-3084,Bacteria,20,137,12666,1725992,5257,51,277,25355
SP-302,Bacteria,21,115,9053,921138,2725,74,171,45088
SP-4145,Archaea,1,29,905,566087,1467,9,73,8307
SP-237,Bacteria,57,152,41918,875118,2341,25,101,21391
SP-240,Bacteria,13,70,6160,539585,1664,21,99,9600
SP-3025,Archaea,1,43,836,603986,1537,6,70,5238
SP-20,Bacteria,22,133,10676,1117578,3608,121,249,66644
SP-57,Bacteria,25,116,10693,912783,2907,37,161,13168
SP-3058,Bacteria,2,50,1077,452859,1529,8,69,3412
SP-330,Bacteria,31,122,18315,825436,2259,51,133,30179
SP-115,Bacteria,9,139,4121,944309,2967,18,159,7779
SP-186,Bacteria,25,126,13072,1172968,3767,116,239,62954
SP-98,Bacteria,10,81,5430,763286,2349,48,143,26918
SP-311,Bacteria,20,75,11296,630091,1788,99,162,55809
SP-285,Bacteria,4,69,1451,547871,1686,11,90,5230
SP-3103,Bacteria,11,91,5207,854212,2728,20,142,8187
SP-3097,Bacteria,16,86,7194,674171,1879,51,132,41779
SP-4360,Bacteria,4,60,4681,511857,1635,8,83,3342
SP-3073,Bacteria,15,64,7288,432133,1241,29,80,17766
SP-3004,Bacteria,13,74,6537,511403,1611,33,95,17740
SP-3109,Bacteria,17,85,8297,566983,1665,40,101,27392
SP-216,Bacteria,56,123,38271,828027,2305,25,96,25869
SP-127,Bacteria,138,222,98228,1123489,2785,80,151,46489
SP-2970,Bacteria,16,89,10158,702918,1954,103,187,59587
SP-354,Bacteria,17,102,9991,845265,2608,21,150,9171
SP-259,Bacteria,17,90,8023,734974,2245,67,149,38886
SP-3,Bacteria,16,143,7057,1104247,3535,40,194,14714
SP-39,Bacteria,10,53,5492,405904,1104,25,73,17395
SP-3036,Bacteria,4,51,2028,359591,1202,9,55,3614
SP-3041,Bacteria,0,37,0,404739,1311,5,58,1615
SP-224,Bacteria,5,65,1938,738180,2701,13,69,5568
SP-253,Bacteria,4,121,2621,649407,2097,4,73,1603
SP-4355,Bacteria,3,49,992,410938,1240,8,88,3624
SP-43,Bacteria,16,126,7226,724548,2304,28,113,12655
SP-34,Bacteria,212,314,156758,1378679,3361,101,186,58569
SP-4,Bacteria,164,257,112795,1363535,3350,73,176,40963
SP-49,Bacteria,2,45,748,472704,1503,3,79,980
SP-3046,Bacteria,4,47,2131,488326,1535,38,105,25567
SP-3031,Bacteria,18,115,9597,995385,3175,110,228,64395
SP-157,Bacteria,20,87,12020,632532,1765,41,100,27703
SP-2999,Bacteria,27,146,12428,1541730,4916,83,209,44707
SP-71,Bacteria,10,77,5148,442328,1274,32,81,25264
SP-3009,Bacteria,17,69,11407,500632,1358,39,82,25586
SP-282,Bacteria,26,86,14622,517184,1531,33,105,18405
SP-316,Bacteria,0,37,0,410763,1332,4,70,1182
SP-3003,Bacteria,26,109,15443,754272,2173,74,148,40625
SP-288,Bacteria,11,139,4534,1041119,3084,28,128,11848
SP-3074,Archaea,0,33,0,532693,1461,3,83,1964
SP-112,Bacteria,83,200,51889,1474986,4209,140,250,83334
SP-118,Bacteria,18,130,10282,1229804,3858,45,205,19761
SP-181,Bacteria,40,168,31953,1365758,4155,100,240,70339
SP-247,Bacteria,69,183,44824,988175,2903,95,181,66735
SP-230,Bacteria,2,38,836,443259,1378,6,56,2215
SP-27,Bacteria,4,57,1923,386386,1325,5,53,2534
SP-337,Bacteria,7,72,3075,450973,1457,6,64,2581
SP-3028,Bacteria,35,112,19314,580898,1676,51,122,35533
SP-340,Bacteria,9,92,4086,976221,2996,21,192,10861
SP-4045,Bacteria,4,56,1713,353091,1170,8,56,3596
SP-133,Bacteria,31,184,14067,1275408,3999,47,176,20738
SP-144,Bacteria,24,146,12151,1178451,3773,136,266,81907
SP-4038,Bacteria,1,44,450,384845,1211,7,54,2844
SP-86,Bacteria,21,102,11958,833598,2710,90,176,54850
SP-275,Bacteria,13,138,6089,1203091,3713,31,213,13252
SP-291,Bacteria,38,185,18071,1373008,4309,53,201,23100
SP-305,Bacteria,14,64,7991,485131,1373,25,87,16535
SP-3083,Bacteria,198,430,129571,1825376,4873,39,202,22171
SP-208,Archaea,1,26,426,443599,1235,3,70,1934
SP-62,Bacteria,29,145,17711,910770,2708,93,181,58193
SP-176,Bacteria,190,399,125907,2003280,5059,89,243,50749
SP-101,Bacteria,6,58,3353,429324,1456,14,62,6977
