gene_callers_id,contig,start,stop,direction,partial,call_type,integron,ocean,annotation,category_accession,COG_category
241997,EAC-47_41535,433299,433884,r,0,1,CALIN,EAC,protein,F!!!R,General function prediction only
243094,EAC-47_45240,870240,870597,r,0,1,CALIN,EAC,protein,R,General function prediction only
243095,EAC-47_45240,871024,871723,r,0,1,CALIN,EAC,protein,nan,nan
243096,EAC-47_45240,871930,872683,r,0,1,CALIN,EAC,protein,nan,nan
243097,EAC-47_45240,872800,873850,r,0,1,CALIN,EAC,protein,F!!!T,Nucleotide transport and metabolism
243097,EAC-47_45240,872800,873850,r,0,1,CALIN,EAC,protein,F!!!T,Signal transduction mechanisms
243098,EAC-47_45240,873919,874759,r,0,1,CALIN,EAC,protein,nan,nan
244003,EAC-47_127637,152571,153570,f,0,1,CALIN,EAC,protein,V,Defense mechanisms
244004,EAC-47_127637,153789,154182,f,0,1,CALIN,EAC,protein,J!!!O,"Translation, ribosomal structure and biogenesis"
244004,EAC-47_127637,153789,154182,f,0,1,CALIN,EAC,protein,J!!!O,"Posttranslational modification, protein turnover, chaperones"
244005,EAC-47_127637,154267,154885,f,0,1,CALIN,EAC,protein,M,Cell wall/membrane/envelope biogenesis
244097,EAC-47_127756,653,929,r,0,1,CALIN,EAC,protein,D!!!Z,"Cell cycle control, cell division, chromosome partitioning"
244097,EAC-47_127756,653,929,r,0,1,CALIN,EAC,protein,D!!!Z,Cytoskeleton
244098,EAC-47_127756,1085,2126,r,0,1,CALIN,EAC,protein,nan,nan
244099,EAC-47_127756,2232,3168,r,0,1,CALIN,EAC,protein,H!!!R,Coenzyme transport and metabolism
244099,EAC-47_127756,2232,3168,r,0,1,CALIN,EAC,protein,H!!!R,General function prediction only
244100,EAC-47_127756,3154,3280,r,0,1,CALIN,EAC,protein,nan,nan
244101,EAC-47_127756,3956,4199,r,0,1,CALIN,EAC,protein,nan,nan
244102,EAC-47_127756,4456,4798,r,0,1,CALIN,EAC,protein,nan,nan
244103,EAC-47_127756,4978,5455,r,0,1,CALIN,EAC,protein,J,"Translation, ribosomal structure and biogenesis"
244104,EAC-47_127756,5513,6740,r,0,1,CALIN,EAC,protein,nan,nan
244105,EAC-47_127756,6847,7396,r,0,1,CALIN,EAC,protein,nan,nan
244106,EAC-47_127756,7990,8398,f,0,1,CALIN,EAC,protein,V,Defense mechanisms
244107,EAC-47_127756,8378,8651,f,0,1,CALIN,EAC,protein,V,Defense mechanisms
244108,EAC-47_127756,9442,9949,r,0,1,CALIN,EAC,protein,nan,nan
244109,EAC-47_127756,10036,10345,r,0,1,CALIN,EAC,protein,S,Function unknown
244110,EAC-47_127756,10921,11911,r,0,1,CALIN,EAC,protein,V,Defense mechanisms
244111,EAC-47_127756,12121,12553,r,0,1,CALIN,EAC,protein,nan,nan
244112,EAC-47_127756,12639,13230,r,0,1,CALIN,EAC,protein,H,Coenzyme transport and metabolism
244113,EAC-47_127756,13395,13719,r,0,1,CALIN,EAC,protein,nan,nan
247711,EAC-91_MHASMcontig_628332,0,750,f,1,1,CALIN,EAC,protein,E!!!H,Amino acid transport and metabolism
247711,EAC-91_MHASMcontig_628332,0,750,f,1,1,CALIN,EAC,protein,E!!!H,Coenzyme transport and metabolism
247718,EAC-91_MHASMcontig_628332,6899,7313,f,0,1,CALIN,EAC,protein,nan,nan
247719,EAC-91_MHASMcontig_628332,7393,8023,f,0,1,CALIN,EAC,protein,nan,nan
248330,EAC-91_MHASMcontig_634395,245,851,f,0,1,CALIN,EAC,protein,nan,nan
248331,EAC-91_MHASMcontig_634395,1516,1942,f,0,1,CALIN,EAC,protein,nan,nan
248332,EAC-91_MHASMcontig_634395,2124,2424,f,0,1,CALIN,EAC,protein,nan,nan
248333,EAC-91_MHASMcontig_634395,2283,2856,r,0,1,CALIN,EAC,protein,X,"Mobilome: prophages, transposons"
248334,EAC-91_MHASMcontig_634395,2966,3206,f,0,1,CALIN,EAC,protein,V,Defense mechanisms
248335,EAC-91_MHASMcontig_634395,3215,3503,f,0,1,CALIN,EAC,protein,V,Defense mechanisms
248336,EAC-91_MHASMcontig_634395,3621,3858,r,0,1,CALIN,EAC,protein,nan,nan
248337,EAC-91_MHASMcontig_634395,3947,4172,f,0,1,CALIN,EAC,protein,S,Function unknown
248338,EAC-91_MHASMcontig_634395,4324,4648,f,0,1,CALIN,EAC,protein,S,Function unknown
248339,EAC-91_MHASMcontig_634395,4640,4940,f,0,1,CALIN,EAC,protein,K,Transcription
248340,EAC-91_MHASMcontig_634395,4997,5477,f,0,1,CALIN,EAC,protein,nan,nan
248341,EAC-91_MHASMcontig_634395,5503,5878,f,0,1,CALIN,EAC,protein,nan,nan
250057,EAC-91_MHASMcontig_644499,477351,477612,f,0,1,complete,EAC,protein,nan,nan
250058,EAC-91_MHASMcontig_644499,477742,478120,f,0,1,complete,EAC,protein,nan,nan
250059,EAC-91_MHASMcontig_644499,478291,478603,f,0,1,complete,EAC,protein,S,Function unknown
250060,EAC-91_MHASMcontig_644499,478595,478883,f,0,1,complete,EAC,protein,K,Transcription
250061,EAC-91_MHASMcontig_644499,479006,479318,f,0,1,complete,EAC,protein,nan,nan
266651,EAC-17_MHASMcontig_754170,305,1523,r,0,1,CALIN,EAC,protein,M,Cell wall/membrane/envelope biogenesis
266652,EAC-17_MHASMcontig_754170,1588,1975,r,0,1,CALIN,EAC,protein,nan,nan
266653,EAC-17_MHASMcontig_754170,2007,2907,r,0,1,CALIN,EAC,protein,J,"Translation, ribosomal structure and biogenesis"
266654,EAC-17_MHASMcontig_754170,3000,4182,r,0,1,CALIN,EAC,protein,R,General function prediction only
266655,EAC-17_MHASMcontig_754170,4454,5915,f,0,1,CALIN,EAC,protein,I,Lipid transport and metabolism
266684,EAC-17_MHASMcontig_754853,338,800,r,0,1,CALIN,EAC,protein,nan,nan
267669,EAC-17_MHASMcontig_766811,112,439,f,0,1,CALIN,EAC,protein,nan,nan
267670,EAC-17_MHASMcontig_766811,593,935,f,0,1,CALIN,EAC,protein,nan,nan
267671,EAC-17_MHASMcontig_766811,1084,1435,f,0,1,CALIN,EAC,protein,nan,nan
267672,EAC-17_MHASMcontig_766811,1479,1905,f,0,1,CALIN,EAC,protein,nan,nan
267673,EAC-17_MHASMcontig_766811,2034,2400,f,0,1,CALIN,EAC,protein,nan,nan
267674,EAC-17_MHASMcontig_766811,2613,2898,f,0,1,CALIN,EAC,protein,nan,nan
267675,EAC-17_MHASMcontig_766811,3021,3369,f,0,1,CALIN,EAC,protein,nan,nan
267676,EAC-17_MHASMcontig_766811,3469,3835,f,0,1,CALIN,EAC,protein,nan,nan
267677,EAC-17_MHASMcontig_766811,3837,4290,f,0,1,CALIN,EAC,protein,nan,nan
267678,EAC-17_MHASMcontig_766811,4414,4762,f,0,1,CALIN,EAC,protein,nan,nan
267679,EAC-17_MHASMcontig_766811,4900,5302,f,0,1,CALIN,EAC,protein,nan,nan
267680,EAC-17_MHASMcontig_766811,5425,5695,f,0,1,CALIN,EAC,protein,nan,nan
267681,EAC-17_MHASMcontig_766811,5836,6115,f,0,1,CALIN,EAC,protein,nan,nan
267682,EAC-17_MHASMcontig_766811,6217,6622,f,0,1,CALIN,EAC,protein,nan,nan
267683,EAC-17_MHASMcontig_766811,6846,7194,r,1,1,CALIN,EAC,protein,nan,nan
267816,EAC-17_134234,117,576,f,0,1,CALIN,EAC,protein,nan,nan
267817,EAC-17_134234,772,1027,f,0,1,CALIN,EAC,protein,K!!!T,Transcription
267817,EAC-17_134234,772,1027,f,0,1,CALIN,EAC,protein,K!!!T,Signal transduction mechanisms
267818,EAC-17_134234,1134,1494,f,0,1,CALIN,EAC,protein,nan,nan
267819,EAC-17_134234,1622,2036,f,0,1,CALIN,EAC,protein,nan,nan
267820,EAC-17_134234,2563,3088,f,0,1,CALIN,EAC,protein,nan,nan
267821,EAC-17_134234,3215,3545,f,0,1,CALIN,EAC,protein,nan,nan
267822,EAC-17_134234,3684,4086,f,0,1,CALIN,EAC,protein,nan,nan
267823,EAC-17_134234,4191,4569,f,0,1,CALIN,EAC,protein,nan,nan
267824,EAC-17_134234,4676,5033,f,0,1,CALIN,EAC,protein,nan,nan
267825,EAC-17_134234,5146,5539,f,0,1,CALIN,EAC,protein,nan,nan
276750,EAC-50_MHASMcontig_666020,144,438,r,0,1,CALIN,EAC,protein,nan,nan
276751,EAC-50_MHASMcontig_666020,738,1071,r,0,1,CALIN,EAC,protein,nan,nan
276752,EAC-50_MHASMcontig_666020,1082,1619,r,0,1,CALIN,EAC,protein,nan,nan
276753,EAC-50_MHASMcontig_666020,1633,2008,r,0,1,CALIN,EAC,protein,nan,nan
276767,EAC-50_MHASMcontig_666020,18669,19530,r,0,1,CALIN,EAC,protein,C,Energy production and conversion
277458,EAC-50_44012,1445,1781,r,0,1,complete,EAC,protein,H,Coenzyme transport and metabolism
277459,EAC-50_44012,1907,2597,f,0,1,complete,EAC,protein,S,Function unknown
277460,EAC-50_44012,2602,4021,f,0,1,complete,EAC,protein,L,"Replication, recombination and repair"
277461,EAC-50_44012,4020,7137,f,0,1,complete,EAC,protein,L,"Replication, recombination and repair"
278286,EAC-50_128950,145508,145787,r,0,1,CALIN,EAC,protein,V,Defense mechanisms
278287,EAC-50_128950,145904,146363,r,0,1,CALIN,EAC,protein,nan,nan
278786,EAC-50_130074,0,159,f,1,1,CALIN,EAC,protein,nan,nan
278787,EAC-50_130074,136,298,f,0,1,CALIN,EAC,protein,nan,nan
278788,EAC-50_130074,309,1875,f,0,1,CALIN,EAC,protein,L,"Replication, recombination and repair"
278789,EAC-50_130074,1859,2894,f,0,1,CALIN,EAC,protein,L,"Replication, recombination and repair"
278790,EAC-50_130074,3052,3733,f,0,1,CALIN,EAC,protein,nan,nan
278791,EAC-50_130074,3800,4085,f,0,1,CALIN,EAC,protein,nan,nan
278792,EAC-50_130074,4205,4610,f,0,1,CALIN,EAC,protein,nan,nan
278793,EAC-50_130074,4768,6340,f,0,1,CALIN,EAC,protein,X,"Mobilome: prophages, transposons"
278794,EAC-50_130074,7330,8026,f,0,1,CALIN,EAC,protein,M,Cell wall/membrane/envelope biogenesis
278795,EAC-50_130074,8112,8607,f,0,1,CALIN,EAC,protein,nan,nan
278796,EAC-50_130074,8951,9422,f,0,1,CALIN,EAC,protein,nan,nan
278797,EAC-50_130074,9649,9952,f,0,1,CALIN,EAC,protein,K,Transcription
278856,EAC-50_130074,63050,63191,f,1,1,CALIN,EAC,protein,nan,nan
279328,EAC-50_130803,649,1162,f,0,1,CALIN,EAC,protein,nan,nan
279329,EAC-50_130803,1241,1613,f,0,1,CALIN,EAC,protein,nan,nan
279330,EAC-50_130803,1718,2036,f,0,1,CALIN,EAC,protein,nan,nan
279331,EAC-50_130803,2129,2693,f,0,1,CALIN,EAC,protein,nan,nan
279332,EAC-50_130803,2789,3140,f,0,1,CALIN,EAC,protein,R,General function prediction only
279333,EAC-50_130803,3224,3626,r,0,1,CALIN,EAC,protein,V,Defense mechanisms
285041,EAC-41_61260,11744,12269,f,0,1,CALIN,EAC,protein,nan,nan
285042,EAC-41_61260,12250,13015,f,0,1,CALIN,EAC,protein,nan,nan
322138,EAC-73_MHASMcontig_14168,6928,7924,r,0,1,CALIN,EAC,protein,nan,nan
322139,EAC-73_MHASMcontig_14168,8112,8973,r,0,1,CALIN,EAC,protein,nan,nan
12951,IN-6_MHASMcontig_235795,654,1098,r,0,1,CALIN,IN,protein,S,Function unknown
12952,IN-6_MHASMcontig_235795,1094,4493,r,0,1,CALIN,IN,protein,nan,nan
16286,IN-5_11176,7490,7796,f,0,1,CALIN,IN,protein,J,"Translation, ribosomal structure and biogenesis"
16287,IN-5_11176,7826,8222,f,0,1,CALIN,IN,protein,J,"Translation, ribosomal structure and biogenesis"
16288,IN-5_11176,8245,8779,f,0,1,CALIN,IN,protein,J,"Translation, ribosomal structure and biogenesis"
16289,IN-5_11176,8791,9145,f,0,1,CALIN,IN,protein,J,"Translation, ribosomal structure and biogenesis"
36831,IN-9_37346,8501,9074,f,0,1,complete,IN,protein,nan,nan
36832,IN-9_37346,9135,9813,f,0,1,complete,IN,protein,nan,nan
36833,IN-9_37346,9920,10286,f,0,1,complete,IN,protein,S,Function unknown
43106,IN-15_612,0,663,f,1,1,complete,IN,protein,I!!!C,Lipid transport and metabolism
43106,IN-15_612,0,663,f,1,1,complete,IN,protein,I!!!C,Energy production and conversion
43107,IN-15_612,688,2011,f,0,1,complete,IN,protein,C,Energy production and conversion
43108,IN-15_612,2067,5187,r,0,1,complete,IN,protein,L,"Replication, recombination and repair"
43109,IN-15_612,5186,6608,r,0,1,complete,IN,protein,L,"Replication, recombination and repair"
43110,IN-15_612,6611,7304,r,0,1,complete,IN,protein,S,Function unknown
43111,IN-15_612,7431,7767,f,0,1,complete,IN,protein,H,Coenzyme transport and metabolism
51522,IN-40_51598,2,362,r,1,1,CALIN,IN,protein,H,Coenzyme transport and metabolism
51527,IN-40_51598,5936,8951,r,1,1,CALIN,IN,protein,T!!!T!!!T,Signal transduction mechanisms
51527,IN-40_51598,5936,8951,r,1,1,CALIN,IN,protein,T!!!T!!!T,Signal transduction mechanisms
51527,IN-40_51598,5936,8951,r,1,1,CALIN,IN,protein,T!!!T!!!T,Signal transduction mechanisms
51828,IN-924_29040,4459,5215,f,0,1,CALIN,IN,protein,O,"Posttranslational modification, protein turnover, chaperones"
51829,IN-924_29040,5271,6171,f,0,1,CALIN,IN,protein,H,Coenzyme transport and metabolism
51830,IN-924_29040,6160,6745,f,0,1,CALIN,IN,protein,H,Coenzyme transport and metabolism
51831,IN-924_29040,6762,7512,f,0,1,CALIN,IN,protein,K!!!J,Transcription
51831,IN-924_29040,6762,7512,f,0,1,CALIN,IN,protein,K!!!J,"Translation, ribosomal structure and biogenesis"
54686,IN-16_MHASMcontig_179311,950,1916,r,0,1,CALIN,IN,protein,M,Cell wall/membrane/envelope biogenesis
54687,IN-16_MHASMcontig_179311,2027,2246,f,0,1,CALIN,IN,protein,nan,nan
54688,IN-16_MHASMcontig_179311,2242,2788,f,0,1,CALIN,IN,protein,nan,nan
56876,IN-5_12108,195471,196170,r,0,1,CALIN,IN,protein,H,Coenzyme transport and metabolism
56877,IN-5_12108,196475,196916,r,0,1,CALIN,IN,protein,S,Function unknown
56878,IN-5_12108,197242,197473,f,0,1,CALIN,IN,protein,nan,nan
56879,IN-5_12108,197447,197777,f,0,1,CALIN,IN,protein,V,Defense mechanisms
56880,IN-5_12108,197867,198620,r,0,1,CALIN,IN,protein,nan,nan
56881,IN-5_12108,198692,199121,r,0,1,CALIN,IN,protein,nan,nan
58148,IN-12_MHASMcontig_364207,29426,29780,f,0,1,CALIN,IN,protein,nan,nan
58149,IN-12_MHASMcontig_364207,29858,30362,f,0,1,CALIN,IN,protein,nan,nan
58150,IN-12_MHASMcontig_364207,30552,30906,f,0,1,CALIN,IN,protein,nan,nan
62699,IN-922_MHASMcontig_24326,13236,13857,r,0,1,CALIN,IN,protein,L,"Replication, recombination and repair"
62700,IN-922_MHASMcontig_24326,13989,14475,r,0,1,CALIN,IN,protein,nan,nan
62701,IN-922_MHASMcontig_24326,14522,14915,r,0,1,CALIN,IN,protein,nan,nan
62702,IN-922_MHASMcontig_24326,15507,16263,r,0,1,CALIN,IN,protein,nan,nan
62703,IN-922_MHASMcontig_24326,16544,16895,r,0,1,CALIN,IN,protein,nan,nan
67576,IN-6_40998,2971,3481,r,0,1,CALIN,IN,protein,nan,nan
67577,IN-6_40998,3477,3648,r,0,1,CALIN,IN,protein,nan,nan
67578,IN-6_40998,3644,3986,r,0,1,CALIN,IN,protein,nan,nan
67594,IN-6_42280,7004,7337,r,0,1,complete,IN,protein,C,Energy production and conversion
67595,IN-6_42280,7428,8106,r,0,1,complete,IN,protein,nan,nan
67596,IN-6_42280,8181,9879,r,0,1,complete,IN,protein,L,"Replication, recombination and repair"
67597,IN-6_42280,11210,11753,r,0,1,complete,IN,protein,nan,nan
67598,IN-6_42280,11956,12436,f,0,1,complete,IN,protein,L,"Replication, recombination and repair"
68215,IN-23_5903,0,2301,r,1,1,CALIN,IN,protein,O!!!E,"Posttranslational modification, protein turnover, chaperones"
68215,IN-23_5903,0,2301,r,1,1,CALIN,IN,protein,O!!!E,Amino acid transport and metabolism
68216,IN-23_5903,2417,2882,f,0,1,CALIN,IN,protein,K,Transcription
68217,IN-23_5903,2942,3299,r,0,1,CALIN,IN,protein,R,General function prediction only
68218,IN-23_5903,3326,4256,r,0,1,CALIN,IN,protein,nan,nan
68221,IN-23_5903,8699,8927,f,1,1,CALIN,IN,protein,K,Transcription
70564,IN-2_MHASMcontig_28109,834,1431,r,0,1,CALIN,IN,protein,J,"Translation, ribosomal structure and biogenesis"
70565,IN-2_MHASMcontig_28109,1427,2744,r,0,1,CALIN,IN,protein,S,Function unknown
70566,IN-2_MHASMcontig_28109,2733,3288,r,0,1,CALIN,IN,protein,nan,nan
70567,IN-2_MHASMcontig_28109,3517,4303,r,1,1,CALIN,IN,protein,C!!!R,Energy production and conversion
70567,IN-2_MHASMcontig_28109,3517,4303,r,1,1,CALIN,IN,protein,C!!!R,General function prediction only
70719,IN-2_MHASMcontig_42664,0,720,f,1,1,CALIN,IN,protein,R,General function prediction only
70723,IN-2_MHASMcontig_42664,4915,5614,f,0,1,CALIN,IN,protein,nan,nan
70724,IN-2_MHASMcontig_42664,5698,6517,f,0,1,CALIN,IN,protein,nan,nan
71030,IN-5_8706,51679,52627,f,0,1,CALIN,IN,protein,nan,nan
71031,IN-5_8706,52733,53522,f,0,1,CALIN,IN,protein,nan,nan
71032,IN-5_8706,53610,55164,f,0,1,CALIN,IN,protein,K,Transcription
71033,IN-5_8706,55195,55495,f,0,1,CALIN,IN,protein,nan,nan
77561,IN-10_MHASMcontig_343933,224,830,f,0,1,CALIN,IN,protein,nan,nan
77562,IN-10_MHASMcontig_343933,945,1422,f,0,1,CALIN,IN,protein,nan,nan
77563,IN-10_MHASMcontig_343933,1562,1964,f,0,1,CALIN,IN,protein,nan,nan
77564,IN-10_MHASMcontig_343933,2148,2784,f,0,1,CALIN,IN,protein,nan,nan
77565,IN-10_MHASMcontig_343933,2965,4108,f,0,1,CALIN,IN,protein,O,"Posttranslational modification, protein turnover, chaperones"
77566,IN-10_MHASMcontig_343933,4608,4926,f,0,1,CALIN,IN,protein,nan,nan
77567,IN-10_MHASMcontig_343933,5063,5255,f,0,1,CALIN,IN,protein,nan,nan
77568,IN-10_MHASMcontig_343933,5400,5649,f,0,1,CALIN,IN,protein,nan,nan
79550,IN-32_19423,45740,46037,f,0,1,CALIN,IN,protein,V,Defense mechanisms
79551,IN-32_19423,46036,46330,f,0,1,CALIN,IN,protein,V,Defense mechanisms
79552,IN-32_19423,46426,46729,r,0,1,CALIN,IN,protein,X,"Mobilome: prophages, transposons"
85646,IN-912_MHASMcontig_1294,1425,2526,f,0,1,CALIN,IN,protein,R,General function prediction only
85647,IN-912_MHASMcontig_1294,2595,3291,r,0,1,CALIN,IN,protein,T!!!U,Signal transduction mechanisms
85647,IN-912_MHASMcontig_1294,2595,3291,r,0,1,CALIN,IN,protein,T!!!U,"Intracellular trafficking, secretion, and vesicular transport"
90582,IN-922_MHASMcontig_35210,698,917,r,0,1,CALIN,IN,protein,nan,nan
90583,IN-922_MHASMcontig_35210,1241,2036,r,0,1,CALIN,IN,protein,S,Function unknown
95629,IN-6_3949,164,398,r,0,1,complete,IN,protein,nan,nan
95630,IN-6_3949,608,1070,r,0,1,complete,IN,protein,nan,nan
114732,IN-12_MHASMcontig_362903,63876,64230,r,0,1,CALIN,IN,protein,nan,nan
114733,IN-12_MHASMcontig_362903,64410,65124,r,0,1,CALIN,IN,protein,nan,nan
114817,IN-12_MHASMcontig_370833,5002,5443,f,0,1,CALIN,IN,protein,S,Function unknown
114818,IN-12_MHASMcontig_370833,5721,6303,r,0,1,CALIN,IN,protein,V,Defense mechanisms
114819,IN-12_MHASMcontig_370833,6676,7588,r,0,1,CALIN,IN,protein,M!!!T,Cell wall/membrane/envelope biogenesis
114819,IN-12_MHASMcontig_370833,6676,7588,r,0,1,CALIN,IN,protein,M!!!T,Signal transduction mechanisms
118589,IN-961_25291,9466,10351,f,0,1,CALIN,IN,protein,nan,nan
118590,IN-961_25291,10406,11159,f,0,1,CALIN,IN,protein,K,Transcription
118591,IN-961_25291,11169,11391,r,0,1,CALIN,IN,protein,K,Transcription
118592,IN-961_25291,11462,15578,r,0,1,CALIN,IN,protein,L,"Replication, recombination and repair"
127857,IN-15_MHASMcontig_273,2,1823,r,1,1,CALIN,IN,protein,T!!!T!!!T,Signal transduction mechanisms
127857,IN-15_MHASMcontig_273,2,1823,r,1,1,CALIN,IN,protein,T!!!T!!!T,Signal transduction mechanisms
127857,IN-15_MHASMcontig_273,2,1823,r,1,1,CALIN,IN,protein,T!!!T!!!T,Signal transduction mechanisms
127862,IN-15_MHASMcontig_273,5627,5885,r,0,1,CALIN,IN,protein,V,Defense mechanisms
127863,IN-15_MHASMcontig_273,6047,6611,r,0,1,CALIN,IN,protein,nan,nan
127864,IN-15_MHASMcontig_273,6682,7507,r,0,1,CALIN,IN,protein,nan,nan
132506,IN-928_44884,26518,26647,r,0,1,complete,IN,protein,nan,nan
132507,IN-928_44884,26636,27434,r,0,1,complete,IN,protein,Q,"Secondary metabolites biosynthesis, transport and catabolism"
137823,IN-40_MHASMcontig_384379,114,495,f,0,1,CALIN,IN,protein,U,"Intracellular trafficking, secretion, and vesicular transport"
137824,IN-40_MHASMcontig_384379,496,1036,f,0,1,CALIN,IN,protein,K,Transcription
137825,IN-40_MHASMcontig_384379,1173,1602,f,0,1,CALIN,IN,protein,J,"Translation, ribosomal structure and biogenesis"
137826,IN-40_MHASMcontig_384379,1605,2301,f,0,1,CALIN,IN,protein,J,"Translation, ribosomal structure and biogenesis"
137830,IN-40_MHASMcontig_384379,7829,8846,f,1,1,CALIN,IN,protein,K,Transcription
28989,SAT-2910_247818,79843,80725,f,0,1,CALIN,SAT,protein,I,Lipid transport and metabolism
28990,SAT-2910_247818,80810,80975,r,0,1,CALIN,SAT,protein,P,Inorganic ion transport and metabolism
28991,SAT-2910_247818,81078,81876,f,0,1,CALIN,SAT,protein,I,Lipid transport and metabolism
28992,SAT-2910_247818,81902,82712,r,0,1,CALIN,SAT,protein,nan,nan
32671,SAT-85_111589,36644,37304,f,0,1,CALIN,SAT,protein,nan,nan
32672,SAT-85_111589,37400,39290,f,0,1,CALIN,SAT,protein,L,"Replication, recombination and repair"
32673,SAT-85_111589,39712,40744,f,0,1,CALIN,SAT,protein,nan,nan
32674,SAT-85_111589,40857,42852,f,0,1,CALIN,SAT,protein,K!!!N!!!W,Transcription
32674,SAT-85_111589,40857,42852,f,0,1,CALIN,SAT,protein,K!!!N!!!W,Cell motility
32674,SAT-85_111589,40857,42852,f,0,1,CALIN,SAT,protein,K!!!N!!!W,Extracellular structures
32675,SAT-85_111589,42947,43892,f,0,1,CALIN,SAT,protein,nan,nan
32676,SAT-85_111589,43976,44408,f,0,1,CALIN,SAT,protein,nan,nan
34853,SAT-79_77052,2109,2541,f,0,1,CALIN,SAT,protein,nan,nan
34854,SAT-79_77052,2557,5677,f,0,1,CALIN,SAT,protein,P,Inorganic ion transport and metabolism
47765,SAT-230_145689,23894,25292,r,0,1,CALIN,SAT,protein,nan,nan
47766,SAT-230_145689,25404,25761,r,0,1,CALIN,SAT,protein,nan,nan
47767,SAT-230_145689,25871,26549,r,0,1,CALIN,SAT,protein,nan,nan
47768,SAT-230_145689,27011,27425,r,0,1,CALIN,SAT,protein,nan,nan
47769,SAT-230_145689,27542,27902,r,0,1,CALIN,SAT,protein,nan,nan
47770,SAT-230_145689,28003,28360,r,0,1,CALIN,SAT,protein,nan,nan
53885,SAT-69_146374,40895,41570,f,0,1,complete,SAT,protein,P,Inorganic ion transport and metabolism
53886,SAT-69_146374,41637,41976,f,0,1,complete,SAT,protein,nan,nan
53887,SAT-69_146374,42222,43431,f,0,1,complete,SAT,protein,nan,nan
56485,SAT-31_MHASMcontig_716831,6515,6863,f,0,1,complete,SAT,protein,V,Defense mechanisms
57407,SAT-92_MHASMcontig_1023497,66263,66977,f,0,1,CALIN,SAT,protein,nan,nan
57408,SAT-92_MHASMcontig_1023497,67050,67521,f,0,1,CALIN,SAT,protein,nan,nan
57409,SAT-92_MHASMcontig_1023497,68502,69729,f,0,1,CALIN,SAT,protein,nan,nan
83320,SAT-189_MHASMcontig_1026754,1148,1475,f,0,1,CALIN,SAT,protein,nan,nan
83322,SAT-189_MHASMcontig_1026754,2238,3135,f,0,1,CALIN,SAT,protein,R,General function prediction only
83323,SAT-189_MHASMcontig_1026754,3136,3241,f,0,1,CALIN,SAT,protein,nan,nan
83324,SAT-189_MHASMcontig_1026754,3259,3718,f,0,1,CALIN,SAT,protein,R,General function prediction only
83325,SAT-189_MHASMcontig_1026754,3790,4063,r,0,1,CALIN,SAT,protein,V,Defense mechanisms
83326,SAT-189_MHASMcontig_1026754,4043,4316,r,0,1,CALIN,SAT,protein,V,Defense mechanisms
83327,SAT-189_MHASMcontig_1026754,4485,6186,f,0,1,CALIN,SAT,protein,J,"Translation, ribosomal structure and biogenesis"
83328,SAT-189_MHASMcontig_1026754,7404,7926,f,0,1,CALIN,SAT,protein,R,General function prediction only
86627,SAT-1613_90371,11104,11419,f,0,1,CALIN,SAT,protein,nan,nan
86628,SAT-1613_90371,11484,11823,f,0,1,CALIN,SAT,protein,nan,nan
86629,SAT-1613_90371,11868,12954,f,0,1,CALIN,SAT,protein,E,Amino acid transport and metabolism
87248,SAT-93_152326,544,934,r,0,1,complete,SAT,protein,nan,nan
97918,SAT-2755_4792,17682,19479,f,0,1,CALIN,SAT,protein,I,Lipid transport and metabolism
97919,SAT-2755_4792,19485,20316,r,0,1,CALIN,SAT,protein,S,Function unknown
97920,SAT-2755_4792,20351,21269,r,0,1,CALIN,SAT,protein,E,Amino acid transport and metabolism
97921,SAT-2755_4792,21261,22509,r,0,1,CALIN,SAT,protein,I,Lipid transport and metabolism
101676,SAT-6_137138,6404,6758,r,0,1,CALIN,SAT,protein,J,"Translation, ribosomal structure and biogenesis"
101677,SAT-6_137138,6770,7304,r,0,1,CALIN,SAT,protein,J,"Translation, ribosomal structure and biogenesis"
101678,SAT-6_137138,7327,7723,r,0,1,CALIN,SAT,protein,J,"Translation, ribosomal structure and biogenesis"
101679,SAT-6_137138,7753,8059,r,0,1,CALIN,SAT,protein,J,"Translation, ribosomal structure and biogenesis"
109320,SAT-31_MHASMcontig_718195,141612,141906,f,0,1,CALIN,SAT,protein,H,Coenzyme transport and metabolism
109321,SAT-31_MHASMcontig_718195,142040,142376,f,0,1,CALIN,SAT,protein,nan,nan
109322,SAT-31_MHASMcontig_718195,142458,142713,r,0,1,CALIN,SAT,protein,V,Defense mechanisms
109323,SAT-31_MHASMcontig_718195,142709,142961,r,0,1,CALIN,SAT,protein,V,Defense mechanisms
109324,SAT-31_MHASMcontig_718195,143104,143305,f,0,1,CALIN,SAT,protein,nan,nan
109325,SAT-31_MHASMcontig_718195,143564,144557,f,0,1,CALIN,SAT,protein,I,Lipid transport and metabolism
109326,SAT-31_MHASMcontig_718195,144951,145074,f,0,1,CALIN,SAT,protein,nan,nan
109327,SAT-31_MHASMcontig_718195,145238,146078,f,0,1,CALIN,SAT,protein,O,"Posttranslational modification, protein turnover, chaperones"
110153,SAT-92_MHASMcontig_1028606,426014,427484,f,0,1,CALIN,SAT,protein,nan,nan
110154,SAT-92_MHASMcontig_1028606,427740,428571,f,0,1,CALIN,SAT,protein,nan,nan
110155,SAT-92_MHASMcontig_1028606,428661,428910,f,0,1,CALIN,SAT,protein,nan,nan
