gene_callers_id,contig,start,stop,direction,partial,call_type,integron,ocean,accession,function
3298372,c_127756,653,929,r,0,1,CALIN,EAC,D!!!Z,Cytoskeleton
3298374,c_127756,2232,3168,r,0,1,CALIN,EAC,H!!!R,Coenzyme transport and metabolism
3298374,c_127756,2232,3168,r,0,1,CALIN,EAC,H!!!R,General function prediction only
3298378,c_127756,4978,5455,r,0,1,CALIN,EAC,J,"Translation, ribosomal structure and biogenesis"
3298381,c_127756,7990,8398,f,0,1,CALIN,EAC,V,Defense mechanisms
3298382,c_127756,8378,8651,f,0,1,CALIN,EAC,V,Defense mechanisms
3298384,c_127756,10036,10345,r,0,1,CALIN,EAC,S,Function unknown
3298385,c_127756,10921,11911,r,0,1,CALIN,EAC,V,Defense mechanisms
3298387,c_127756,12639,13230,r,0,1,CALIN,EAC,H,Coenzyme transport and metabolism
3299673,c_127844,72,1017,f,0,1,complete,EAC,X,"Mobilome: prophages, transposons"
3299675,c_127844,2024,2870,f,0,1,complete,EAC,L,"Replication, recombination and repair"
3302104,c_128019,0,318,f,1,1,CALIN,EAC,D!!!Z,"Cell cycle control, cell division, chromosome partitioning"
3302104,c_128019,0,318,f,1,1,CALIN,EAC,D!!!Z,Cytoskeleton
3309231,c_128554,1016,1985,f,0,1,complete,EAC,L,"Replication, recombination and repair"
3309664,c_128595,13283,14162,r,0,1,CALIN,EAC,X,"Mobilome: prophages, transposons"
3314023,c_128950,145508,145787,r,0,1,CALIN,EAC,V,Defense mechanisms
3320329,c_129510,386,1355,r,0,1,complete,EAC,L,"Replication, recombination and repair"
3320330,c_129510,1572,2370,f,0,1,complete,EAC,Q,"Secondary metabolites biosynthesis, transport and catabolism"
3320417,c_129517,4,415,r,0,1,CALIN,EAC,V,Defense mechanisms
3320418,c_129517,411,654,r,0,1,CALIN,EAC,V,Defense mechanisms
3320420,c_129517,1205,1922,f,0,1,CALIN,EAC,I,Lipid transport and metabolism
3320426,c_129517,4886,5570,f,0,1,CALIN,EAC,J!!!O,"Translation, ribosomal structure and biogenesis"
3320426,c_129517,4886,5570,f,0,1,CALIN,EAC,J!!!O,"Posttranslational modification, protein turnover, chaperones"
3320427,c_129517,5700,6198,f,0,1,CALIN,EAC,J!!!O,"Translation, ribosomal structure and biogenesis"
3320427,c_129517,5700,6198,f,0,1,CALIN,EAC,J!!!O,"Posttranslational modification, protein turnover, chaperones"
3320428,c_129517,6323,6602,f,0,1,CALIN,EAC,V,Defense mechanisms
3320429,c_129517,6611,6899,f,0,1,CALIN,EAC,V,Defense mechanisms
3322221,c_129668,1588,2608,r,0,1,CALIN,EAC,X,"Mobilome: prophages, transposons"
3322223,c_129668,3148,4138,f,0,1,CALIN,EAC,V,Defense mechanisms
3322224,c_129668,4216,4489,r,0,1,CALIN,EAC,V,Defense mechanisms
3322225,c_129668,4469,4742,r,0,1,CALIN,EAC,V,Defense mechanisms
3322226,c_129668,4893,5172,f,0,1,CALIN,EAC,V,Defense mechanisms
3322227,c_129668,5171,5465,f,0,1,CALIN,EAC,V,Defense mechanisms
3327079,c_130074,309,1875,f,0,1,CALIN,EAC,L,"Replication, recombination and repair"
3327080,c_130074,1859,2894,f,0,1,CALIN,EAC,L,"Replication, recombination and repair"
3327084,c_130074,4768,6340,f,0,1,CALIN,EAC,X,"Mobilome: prophages, transposons"
3327085,c_130074,7330,8026,f,0,1,CALIN,EAC,M,Cell wall/membrane/envelope biogenesis
3327088,c_130074,9649,9952,f,0,1,CALIN,EAC,K,Transcription
3327526,c_130095,2264,2849,r,0,1,CALIN,EAC,F!!!R,Nucleotide transport and metabolism
3327526,c_130095,2264,2849,r,0,1,CALIN,EAC,F!!!R,General function prediction only
3327527,c_130095,3006,3252,f,0,1,CALIN,EAC,X,"Mobilome: prophages, transposons"
3327529,c_130095,3635,3896,r,0,1,CALIN,EAC,K,Transcription
3327530,c_130095,3899,4178,r,0,1,CALIN,EAC,J!!!V,"Translation, ribosomal structure and biogenesis"
3327530,c_130095,3899,4178,r,0,1,CALIN,EAC,J!!!V,Defense mechanisms
3327531,c_130095,4426,4651,f,0,1,CALIN,EAC,V,Defense mechanisms
3327532,c_130095,4647,5037,f,0,1,CALIN,EAC,X,"Mobilome: prophages, transposons"
3327533,c_130095,5166,5361,f,0,1,CALIN,EAC,K,Transcription
3327534,c_130095,5357,5759,f,0,1,CALIN,EAC,V,Defense mechanisms
3327535,c_130095,5879,6302,f,0,1,CALIN,EAC,R,General function prediction only
3327539,c_130095,7508,7838,f,0,1,CALIN,EAC,K,Transcription
3327540,c_130095,7949,9446,r,0,1,CALIN,EAC,O,"Posttranslational modification, protein turnover, chaperones"
3327541,c_130095,9608,11045,r,0,1,CALIN,EAC,V,Defense mechanisms
3327543,c_130095,11538,11868,f,0,1,CALIN,EAC,X,"Mobilome: prophages, transposons"
3327544,c_130095,12017,12767,f,0,1,CALIN,EAC,X,"Mobilome: prophages, transposons"
3327547,c_130095,13629,13923,r,0,1,CALIN,EAC,X,"Mobilome: prophages, transposons"
3327548,c_130095,14018,14222,r,0,1,CALIN,EAC,V,Defense mechanisms
3327549,c_130095,14425,14938,r,0,1,CALIN,EAC,J,"Translation, ribosomal structure and biogenesis"
3336151,c_130803,2789,3140,f,0,1,CALIN,EAC,R,General function prediction only
3336152,c_130803,3224,3626,r,0,1,CALIN,EAC,V,Defense mechanisms
3364498,c_134128,338,1055,f,0,1,CALIN,EAC,Q,"Secondary metabolites biosynthesis, transport and catabolism"
3364499,c_134128,1093,2638,f,0,1,CALIN,EAC,I!!!R,Lipid transport and metabolism
3364499,c_134128,1093,2638,f,0,1,CALIN,EAC,I!!!R,General function prediction only
3364500,c_134128,2919,3963,f,0,1,CALIN,EAC,H!!!R,Coenzyme transport and metabolism
3364500,c_134128,2919,3963,f,0,1,CALIN,EAC,H!!!R,General function prediction only
3446033,c_143468,0,837,f,1,1,CALIN,EAC,M,Cell wall/membrane/envelope biogenesis
3461908,c_145138,35792,36383,r,0,1,complete,EAC,E,Amino acid transport and metabolism
3461910,c_145138,37082,38069,f,0,1,complete,EAC,L,"Replication, recombination and repair"
3461911,c_145138,38463,40725,r,0,1,CALIN,EAC,D,"Cell cycle control, cell division, chromosome partitioning"
3461914,c_145138,41773,42571,r,0,1,CALIN,EAC,M,Cell wall/membrane/envelope biogenesis
3466359,c_145376,298,1261,f,0,1,In0,EAC,L,"Replication, recombination and repair"
3470452,c_145598,1661,2804,r,0,1,CALIN,EAC,O,"Posttranslational modification, protein turnover, chaperones"
3471570,c_145694,12645,13011,f,1,1,CALIN,EAC,X,"Mobilome: prophages, transposons"
3473105,c_145831,1906,2161,r,0,1,CALIN,EAC,V,Defense mechanisms
3474289,c_145906,685,3862,r,0,1,CALIN,EAC,V,Defense mechanisms
3474290,c_145906,3872,4832,r,0,1,CALIN,EAC,M!!!V,Cell wall/membrane/envelope biogenesis
3474290,c_145906,3872,4832,r,0,1,CALIN,EAC,M!!!V,Defense mechanisms
3480061,c_146331,69460,69763,r,0,1,CALIN,EAC,C,Energy production and conversion
3494310,c_147635,18328,19537,f,0,1,CALIN,EAC,N!!!U!!!W,Cell motility
3494310,c_147635,18328,19537,f,0,1,CALIN,EAC,N!!!U!!!W,"Intracellular trafficking, secretion, and vesicular transport"
3494310,c_147635,18328,19537,f,0,1,CALIN,EAC,N!!!U!!!W,Extracellular structures
3509307,c_149025,2684,3152,f,0,1,CALIN,EAC,J,"Translation, ribosomal structure and biogenesis"
3509308,c_149025,3148,3730,f,0,1,CALIN,EAC,F,Nucleotide transport and metabolism
3510292,c_149130,2368,3430,f,0,1,CALIN,EAC,L,"Replication, recombination and repair"
3510294,c_149130,3969,4866,r,0,1,CALIN,EAC,F!!!T,Nucleotide transport and metabolism
3510294,c_149130,3969,4866,r,0,1,CALIN,EAC,F!!!T,Signal transduction mechanisms
3510295,c_149130,4867,6910,r,0,1,CALIN,EAC,P,Inorganic ion transport and metabolism
3510296,c_149130,6899,7388,r,0,1,CALIN,EAC,T,Signal transduction mechanisms
3511677,c_149275,832,1300,r,0,1,CALIN,EAC,H,Coenzyme transport and metabolism
3525770,c_150688,7909,8995,f,0,1,CALIN,EAC,E,Amino acid transport and metabolism
3530399,c_151210,0,2220,r,1,1,CALIN,EAC,V,Defense mechanisms
3530400,c_151210,2216,3089,r,0,1,CALIN,EAC,M!!!V,Cell wall/membrane/envelope biogenesis
3530400,c_151210,2216,3089,r,0,1,CALIN,EAC,M!!!V,Defense mechanisms
3544052,c_152722,0,1617,f,1,1,CALIN,EAC,E!!!E,Amino acid transport and metabolism
3544052,c_152722,0,1617,f,1,1,CALIN,EAC,E!!!E,Amino acid transport and metabolism
3544053,c_152722,1637,3266,f,1,1,CALIN,EAC,E!!!E,Amino acid transport and metabolism
3544053,c_152722,1637,3266,f,1,1,CALIN,EAC,E!!!E,Amino acid transport and metabolism
3558120,c_154481,2352,3231,f,0,1,CALIN,EAC,C,Energy production and conversion
3558121,c_154481,3255,3483,f,0,1,CALIN,EAC,C,Energy production and conversion
3558122,c_154481,3490,3961,f,0,1,CALIN,EAC,C,Energy production and conversion
3558123,c_154481,3964,4501,f,0,1,CALIN,EAC,C,Energy production and conversion
3558124,c_154481,4510,6055,f,0,1,CALIN,EAC,C,Energy production and conversion
3580572,c_157372,1,550,f,1,1,CALIN,EAC,S,Function unknown
3580573,c_157372,554,1244,r,0,1,CALIN,EAC,Q,"Secondary metabolites biosynthesis, transport and catabolism"
3594223,c_159183,112,1084,f,0,1,CALIN,EAC,E!!!P,Amino acid transport and metabolism
3594223,c_159183,112,1084,f,0,1,CALIN,EAC,E!!!P,Inorganic ion transport and metabolism
3594224,c_159183,1085,2603,r,0,1,CALIN,EAC,G,Carbohydrate transport and metabolism
3613049,c_161299,63842,64817,f,0,1,complete,EAC,L,"Replication, recombination and repair"
3627757,c_162299,449740,450697,f,0,1,In0,EAC,L,"Replication, recombination and repair"
3688111,c_166809,79618,79858,r,0,1,CALIN,EAC,K,Transcription
3688113,c_166809,80382,81222,f,0,1,CALIN,EAC,O,"Posttranslational modification, protein turnover, chaperones"
3689232,c_166848,60033,60843,r,0,1,complete,EAC,L,"Replication, recombination and repair"
3689233,c_166848,61184,61565,f,0,1,complete,EAC,D!!!Z,"Cell cycle control, cell division, chromosome partitioning"
3689233,c_166848,61184,61565,f,0,1,complete,EAC,D!!!Z,Cytoskeleton
3690412,c_166921,0,1728,f,1,1,CALIN,EAC,J,"Translation, ribosomal structure and biogenesis"
3690413,c_166921,1697,2150,r,0,1,CALIN,EAC,D!!!M,"Cell cycle control, cell division, chromosome partitioning"
3690413,c_166921,1697,2150,r,0,1,CALIN,EAC,D!!!M,Cell wall/membrane/envelope biogenesis
7981,c_612,0,663,f,1,1,complete,IN,I!!!C,Lipid transport and metabolism
7981,c_612,0,663,f,1,1,complete,IN,I!!!C,Energy production and conversion
7982,c_612,688,2011,f,0,1,complete,IN,C,Energy production and conversion
7983,c_612,2067,5187,r,0,1,complete,IN,L,"Replication, recombination and repair"
7984,c_612,5186,6608,r,0,1,complete,IN,L,"Replication, recombination and repair"
7985,c_612,6611,7304,r,0,1,complete,IN,S,Function unknown
7986,c_612,7431,7767,f,0,1,complete,IN,H,Coenzyme transport and metabolism
7987,c_612,7760,8750,r,0,1,complete,IN,L,"Replication, recombination and repair"
19090,c_1593,2,242,r,1,1,CALIN,IN,R,General function prediction only
27684,c_2322,19669,20131,f,0,1,CALIN,IN,S!!!G,Function unknown
27684,c_2322,19669,20131,f,0,1,CALIN,IN,S!!!G,Carbohydrate transport and metabolism
27690,c_2322,21416,23138,r,0,1,CALIN,IN,F,Nucleotide transport and metabolism
29216,c_2449,2138,3710,r,0,1,CALIN,IN,L,"Replication, recombination and repair"
29217,c_2449,3690,5223,r,0,1,CALIN,IN,X!!!S,"Mobilome: prophages, transposons"
29217,c_2449,3690,5223,r,0,1,CALIN,IN,X!!!S,Function unknown
48266,c_3949,1865,2834,f,0,1,complete,IN,L,"Replication, recombination and repair"
56385,c_4606,3263,4433,r,0,1,CALIN,IN,X,"Mobilome: prophages, transposons"
56388,c_4606,4825,5683,r,0,1,CALIN,IN,L!!!D,"Replication, recombination and repair"
56388,c_4606,4825,5683,r,0,1,CALIN,IN,L!!!D,"Cell cycle control, cell division, chromosome partitioning"
71520,c_5903,0,2301,r,1,1,CALIN,IN,O!!!E,"Posttranslational modification, protein turnover, chaperones"
71520,c_5903,0,2301,r,1,1,CALIN,IN,O!!!E,Amino acid transport and metabolism
71521,c_5903,2417,2882,f,0,1,CALIN,IN,K,Transcription
71526,c_5903,8699,8927,f,1,1,CALIN,IN,K,Transcription
92272,c_7815,159,615,r,0,1,CALIN,IN,S,Function unknown
92273,c_7815,611,848,r,0,1,CALIN,IN,Q,"Secondary metabolites biosynthesis, transport and catabolism"
92275,c_7815,1223,1853,r,0,1,CALIN,IN,O,"Posttranslational modification, protein turnover, chaperones"
92276,c_7815,2028,2340,f,0,1,CALIN,IN,K,Transcription
92277,c_7815,2607,4476,f,0,1,CALIN,IN,U,"Intracellular trafficking, secretion, and vesicular transport"
92279,c_7815,5371,5977,r,1,1,CALIN,IN,X,"Mobilome: prophages, transposons"
99360,c_8365,298,1261,f,0,1,In0,IN,L,"Replication, recombination and repair"
124253,c_10116,1233,1797,f,0,1,CALIN,IN,K,Transcription
124254,c_10116,1781,3125,r,0,1,CALIN,IN,T,Signal transduction mechanisms
136343,c_11176,7490,7796,f,0,1,CALIN,IN,J,"Translation, ribosomal structure and biogenesis"
136344,c_11176,7826,8222,f,0,1,CALIN,IN,J,"Translation, ribosomal structure and biogenesis"
136345,c_11176,8245,8779,f,0,1,CALIN,IN,J,"Translation, ribosomal structure and biogenesis"
136346,c_11176,8791,9145,f,0,1,CALIN,IN,J,"Translation, ribosomal structure and biogenesis"
147743,c_12108,195471,196170,r,0,1,CALIN,IN,H,Coenzyme transport and metabolism
147744,c_12108,196475,196916,r,0,1,CALIN,IN,S,Function unknown
147746,c_12108,197447,197777,f,0,1,CALIN,IN,V,Defense mechanisms
237776,c_19423,45740,46037,f,0,1,CALIN,IN,V,Defense mechanisms
237777,c_19423,46036,46330,f,0,1,CALIN,IN,V,Defense mechanisms
237778,c_19423,46426,46729,r,0,1,CALIN,IN,X,"Mobilome: prophages, transposons"
258203,c_21360,292,1234,r,0,1,CALIN,IN,F,Nucleotide transport and metabolism
258204,c_21360,1336,2341,r,0,1,CALIN,IN,P,Inorganic ion transport and metabolism
295398,c_25291,10406,11159,f,0,1,CALIN,IN,K,Transcription
295399,c_25291,11169,11391,r,0,1,CALIN,IN,K,Transcription
295400,c_25291,11462,15578,r,0,1,CALIN,IN,L,"Replication, recombination and repair"
297887,c_25586,7293,9375,r,0,1,CALIN,IN,P,Inorganic ion transport and metabolism
297889,c_25586,9679,10126,f,0,1,CALIN,IN,P,Inorganic ion transport and metabolism
337167,c_29040,4459,5215,f,0,1,CALIN,IN,O,"Posttranslational modification, protein turnover, chaperones"
337168,c_29040,5271,6171,f,0,1,CALIN,IN,H,Coenzyme transport and metabolism
337169,c_29040,6160,6745,f,0,1,CALIN,IN,H,Coenzyme transport and metabolism
337170,c_29040,6762,7512,f,0,1,CALIN,IN,K!!!J,Transcription
337170,c_29040,6762,7512,f,0,1,CALIN,IN,K!!!J,"Translation, ribosomal structure and biogenesis"
389176,c_34359,1,964,r,1,1,CALIN,IN,E!!!Q,Amino acid transport and metabolism
389176,c_34359,1,964,r,1,1,CALIN,IN,E!!!Q,"Secondary metabolites biosynthesis, transport and catabolism"
389177,c_34359,960,3003,r,0,1,CALIN,IN,E!!!Q,Amino acid transport and metabolism
389177,c_34359,960,3003,r,0,1,CALIN,IN,E!!!Q,"Secondary metabolites biosynthesis, transport and catabolism"
391164,c_34608,3015,4566,r,0,1,CALIN,IN,C,Energy production and conversion
391165,c_34608,4579,5119,r,0,1,CALIN,IN,C,Energy production and conversion
391166,c_34608,5118,5592,r,0,1,CALIN,IN,C,Energy production and conversion
391167,c_34608,5612,5879,r,0,1,CALIN,IN,C,Energy production and conversion
391168,c_34608,5908,6679,r,0,1,CALIN,IN,C,Energy production and conversion
391170,c_34608,7089,7935,r,0,1,CALIN,IN,D,"Cell cycle control, cell division, chromosome partitioning"
412667,c_37346,7432,8278,r,0,1,complete,IN,L,"Replication, recombination and repair"
412670,c_37346,9920,10286,f,0,1,complete,IN,S,Function unknown
420892,c_38457,1277,2846,r,0,1,CALIN,IN,Q,"Secondary metabolites biosynthesis, transport and catabolism"
458080,c_42280,7004,7337,r,0,1,complete,IN,C,Energy production and conversion
458082,c_42280,8181,9879,r,0,1,complete,IN,L,"Replication, recombination and repair"
458084,c_42280,11956,12436,f,0,1,complete,IN,L,"Replication, recombination and repair"
458085,c_42280,12650,13610,f,0,1,complete,IN,L,"Replication, recombination and repair"
458393,c_42295,595,2467,r,0,1,CALIN,IN,X,"Mobilome: prophages, transposons"
478435,c_43858,12245,12881,r,0,1,CALIN,IN,L,"Replication, recombination and repair"
489916,c_44735,1784,3134,f,0,1,CALIN,IN,L,"Replication, recombination and repair"
491501,c_44884,26636,27434,r,0,1,complete,IN,Q,"Secondary metabolites biosynthesis, transport and catabolism"
491502,c_44884,27651,28620,f,0,1,complete,IN,L,"Replication, recombination and repair"
549623,c_50651,102,552,r,0,1,CALIN,IN,S,Function unknown
549631,c_50651,6680,8246,f,0,1,CALIN,IN,L,"Replication, recombination and repair"
549632,c_50651,8230,9265,f,0,1,CALIN,IN,L,"Replication, recombination and repair"
559412,c_51598,5936,8951,r,1,1,CALIN,IN,T!!!T!!!T,Signal transduction mechanisms
559412,c_51598,5936,8951,r,1,1,CALIN,IN,T!!!T!!!T,Signal transduction mechanisms
559412,c_51598,5936,8951,r,1,1,CALIN,IN,T!!!T!!!T,Signal transduction mechanisms
562900,c_MHASMcontig_273,2,1823,r,1,1,CALIN,IN,T!!!T!!!T,Signal transduction mechanisms
562900,c_MHASMcontig_273,2,1823,r,1,1,CALIN,IN,T!!!T!!!T,Signal transduction mechanisms
562900,c_MHASMcontig_273,2,1823,r,1,1,CALIN,IN,T!!!T!!!T,Signal transduction mechanisms
562905,c_MHASMcontig_273,5627,5885,r,0,1,CALIN,IN,V,Defense mechanisms
564800,c_MHASMcontig_779,192,1155,r,0,1,complete,IN,L,"Replication, recombination and repair"
566631,c_MHASMcontig_1294,2595,3291,r,0,1,CALIN,IN,T!!!U,Signal transduction mechanisms
566631,c_MHASMcontig_1294,2595,3291,r,0,1,CALIN,IN,T!!!U,"Intracellular trafficking, secretion, and vesicular transport"
567344,c_MHASMcontig_1482,45,330,r,0,1,CALIN,IN,X,"Mobilome: prophages, transposons"
568069,c_MHASMcontig_1708,2969,3212,f,0,1,CALIN,IN,V,Defense mechanisms
568070,c_MHASMcontig_1708,3208,3430,f,1,1,CALIN,IN,V,Defense mechanisms
568731,c_MHASMcontig_1815,713,2195,r,0,1,CALIN,IN,Q,"Secondary metabolites biosynthesis, transport and catabolism"
569686,c_MHASMcontig_2060,2576,3014,f,0,1,CALIN,IN,J,"Translation, ribosomal structure and biogenesis"
569687,c_MHASMcontig_2060,3150,3564,f,0,1,CALIN,IN,S,Function unknown
569689,c_MHASMcontig_2060,3702,3948,f,0,1,CALIN,IN,S,Function unknown
569691,c_MHASMcontig_2060,4854,5349,f,0,1,CALIN,IN,E,Amino acid transport and metabolism
571087,c_MHASMcontig_2430,21,480,f,0,1,CALIN,IN,R,General function prediction only
574527,c_MHASMcontig_3181,3740,4778,r,0,1,CALIN,IN,X,"Mobilome: prophages, transposons"
574528,c_MHASMcontig_3181,4946,5498,f,0,1,CALIN,IN,Q,"Secondary metabolites biosynthesis, transport and catabolism"
580337,c_MHASMcontig_4487,471,1440,f,0,1,complete,IN,L,"Replication, recombination and repair"
581157,c_MHASMcontig_4598,464,1439,r,0,1,In0,IN,L,"Replication, recombination and repair"
581659,c_MHASMcontig_4722,1,1774,f,1,1,CALIN,IN,S,Function unknown
581661,c_MHASMcontig_4722,2582,4079,f,0,1,CALIN,IN,G,Carbohydrate transport and metabolism
581662,c_MHASMcontig_4722,4172,4319,r,1,1,CALIN,IN,K,Transcription
582281,c_MHASMcontig_4921,719,1622,r,0,1,CALIN,IN,S,Function unknown
582283,c_MHASMcontig_4921,1998,2295,r,0,1,CALIN,IN,V,Defense mechanisms
582284,c_MHASMcontig_4921,2294,2381,r,1,1,CALIN,IN,V,Defense mechanisms
583880,c_MHASMcontig_5324,21674,22097,r,0,1,CALIN,IN,J,"Translation, ribosomal structure and biogenesis"
583881,c_MHASMcontig_5324,22360,22783,f,0,1,CALIN,IN,R,General function prediction only
585398,c_MHASMcontig_5523,1225,2674,r,1,1,CALIN,IN,O,"Posttranslational modification, protein turnover, chaperones"
586772,c_MHASMcontig_5903,1,826,f,1,1,CALIN,IN,P,Inorganic ion transport and metabolism
586773,c_MHASMcontig_5903,951,4044,r,1,1,CALIN,IN,R,General function prediction only
587912,c_MHASMcontig_6251,1,169,f,1,1,CALIN,IN,X,"Mobilome: prophages, transposons"
587913,c_MHASMcontig_6251,202,559,r,0,1,CALIN,IN,K,Transcription
587914,c_MHASMcontig_6251,665,1439,f,0,1,CALIN,IN,I,Lipid transport and metabolism
587915,c_MHASMcontig_6251,1466,2129,f,0,1,CALIN,IN,T,Signal transduction mechanisms
588659,c_MHASMcontig_6480,7723,8692,r,0,1,In0,IN,L,"Replication, recombination and repair"
588767,c_MHASMcontig_6504,1081,2023,r,1,1,CALIN,IN,R,General function prediction only
592075,c_MHASMcontig_7346,1014,1983,f,0,1,In0,IN,L,"Replication, recombination and repair"
592205,c_MHASMcontig_7391,5539,5836,r,0,1,CALIN,IN,V,Defense mechanisms
592206,c_MHASMcontig_7391,5835,6114,r,0,1,CALIN,IN,V,Defense mechanisms
592208,c_MHASMcontig_7391,6841,7312,r,0,1,CALIN,IN,R,General function prediction only
593421,c_MHASMcontig_7701,121,748,f,0,1,CALIN,IN,E,Amino acid transport and metabolism
593437,c_MHASMcontig_7701,8848,9382,f,0,1,CALIN,IN,J!!!O,"Translation, ribosomal structure and biogenesis"
593437,c_MHASMcontig_7701,8848,9382,f,0,1,CALIN,IN,J!!!O,"Posttranslational modification, protein turnover, chaperones"
595458,c_MHASMcontig_8189,1918,3637,f,0,1,CALIN,IN,G,Carbohydrate transport and metabolism
599207,c_MHASMcontig_9031,2,1463,f,1,1,CALIN,IN,D,"Cell cycle control, cell division, chromosome partitioning"
644249,c_MHASMcontig_19961,577,907,f,0,1,CALIN,IN,C,Energy production and conversion
644250,c_MHASMcontig_19961,903,1596,r,0,1,CALIN,IN,D!!!I,"Cell cycle control, cell division, chromosome partitioning"
644250,c_MHASMcontig_19961,903,1596,r,0,1,CALIN,IN,D!!!I,Lipid transport and metabolism
644251,c_MHASMcontig_19961,1632,2529,r,0,1,CALIN,IN,M,Cell wall/membrane/envelope biogenesis
644254,c_MHASMcontig_19961,3181,3787,r,1,1,CALIN,IN,I,Lipid transport and metabolism
647509,c_MHASMcontig_20795,877,1921,r,0,1,CALIN,IN,X,"Mobilome: prophages, transposons"
653980,c_MHASMcontig_22344,1113,1560,r,0,1,CALIN,IN,S,Function unknown
661692,c_MHASMcontig_24326,13236,13857,r,0,1,CALIN,IN,L,"Replication, recombination and repair"
677105,c_MHASMcontig_28109,834,1431,r,0,1,CALIN,IN,J,"Translation, ribosomal structure and biogenesis"
677106,c_MHASMcontig_28109,1427,2744,r,0,1,CALIN,IN,S,Function unknown
677108,c_MHASMcontig_28109,3517,4303,r,1,1,CALIN,IN,C!!!R,Energy production and conversion
677108,c_MHASMcontig_28109,3517,4303,r,1,1,CALIN,IN,C!!!R,General function prediction only
681153,c_MHASMcontig_29098,685,994,r,0,1,CALIN,IN,E,Amino acid transport and metabolism
707147,c_MHASMcontig_35210,1241,2036,r,0,1,CALIN,IN,R!!!R,General function prediction only
707147,c_MHASMcontig_35210,1241,2036,r,0,1,CALIN,IN,R!!!R,General function prediction only
719313,c_MHASMcontig_38266,2,761,r,1,1,CALIN,IN,X,"Mobilome: prophages, transposons"
719315,c_MHASMcontig_38266,894,2343,r,0,1,CALIN,IN,X,"Mobilome: prophages, transposons"
722558,c_MHASMcontig_39065,879,2472,r,0,1,CALIN,IN,X!!!S,"Mobilome: prophages, transposons"
722558,c_MHASMcontig_39065,879,2472,r,0,1,CALIN,IN,X!!!S,Function unknown
736811,c_MHASMcontig_42664,0,720,f,1,1,CALIN,IN,R,General function prediction only
778094,c_MHASMcontig_57575,73,946,f,0,1,CALIN,IN,M,Cell wall/membrane/envelope biogenesis
779891,c_MHASMcontig_58266,681,1605,f,0,1,In0,IN,L,"Replication, recombination and repair"
805082,c_MHASMcontig_67884,0,2397,f,1,1,CALIN,IN,K,Transcription
805083,c_MHASMcontig_67884,2425,4552,f,1,1,CALIN,IN,K,Transcription
820805,c_MHASMcontig_72593,0,471,r,1,1,CALIN,IN,C,Energy production and conversion
820806,c_MHASMcontig_72593,491,1106,r,0,1,CALIN,IN,C,Energy production and conversion
820807,c_MHASMcontig_72593,1117,2887,r,0,1,CALIN,IN,C,Energy production and conversion
820808,c_MHASMcontig_72593,2963,3605,r,1,1,CALIN,IN,C!!!C,Energy production and conversion
820808,c_MHASMcontig_72593,2963,3605,r,1,1,CALIN,IN,C!!!C,Energy production and conversion
846199,c_MHASMcontig_80181,1,442,r,1,1,CALIN,IN,L,"Replication, recombination and repair"
846200,c_MHASMcontig_80181,773,1256,f,0,1,CALIN,IN,S,Function unknown
869790,c_MHASMcontig_87351,6473,7469,f,0,1,CALIN,IN,G,Carbohydrate transport and metabolism
869792,c_MHASMcontig_87351,8168,9107,f,0,1,CALIN,IN,L,"Replication, recombination and repair"
881179,c_MHASMcontig_90763,369,1839,f,0,1,CALIN,IN,L,"Replication, recombination and repair"
894080,c_MHASMcontig_94487,524,2297,f,1,1,CALIN,IN,U,"Intracellular trafficking, secretion, and vesicular transport"
912567,c_MHASMcontig_100170,1,1351,r,1,1,CALIN,IN,M,Cell wall/membrane/envelope biogenesis
912568,c_MHASMcontig_100170,1531,1993,r,0,1,CALIN,IN,L,"Replication, recombination and repair"
912569,c_MHASMcontig_100170,1992,2988,r,1,1,CALIN,IN,E,Amino acid transport and metabolism
931991,c_MHASMcontig_106202,474,1008,f,0,1,CALIN,IN,K,Transcription
931992,c_MHASMcontig_106202,1007,1436,f,0,1,CALIN,IN,J,"Translation, ribosomal structure and biogenesis"
931993,c_MHASMcontig_106202,1438,2125,f,0,1,CALIN,IN,J,"Translation, ribosomal structure and biogenesis"
949749,c_MHASMcontig_111496,0,282,r,1,1,CALIN,IN,I,Lipid transport and metabolism
949751,c_MHASMcontig_111496,1000,2788,r,0,1,CALIN,IN,H,Coenzyme transport and metabolism
949753,c_MHASMcontig_111496,3928,4201,f,1,1,CALIN,IN,C,Energy production and conversion
972554,c_MHASMcontig_118222,185,851,r,0,1,CALIN,IN,R,General function prediction only
984903,c_MHASMcontig_122057,1575,2403,r,0,1,CALIN,IN,M,Cell wall/membrane/envelope biogenesis
984904,c_MHASMcontig_122057,2396,3068,r,0,1,CALIN,IN,I,Lipid transport and metabolism
993957,c_MHASMcontig_124767,1,2446,f,1,1,CALIN,IN,U!!!S,"Intracellular trafficking, secretion, and vesicular transport"
993957,c_MHASMcontig_124767,1,2446,f,1,1,CALIN,IN,U!!!S,Function unknown
1002480,c_MHASMcontig_127412,2,944,f,1,1,CALIN,IN,F,Nucleotide transport and metabolism
1002481,c_MHASMcontig_127412,1036,2035,r,0,1,CALIN,IN,R,General function prediction only
1002482,c_MHASMcontig_127412,2093,3242,r,0,1,CALIN,IN,Q,"Secondary metabolites biosynthesis, transport and catabolism"
1044556,c_MHASMcontig_140261,0,1002,r,1,1,CALIN,IN,E!!!Q,Amino acid transport and metabolism
