gene_callers_id,contig,start,stop,bin,bin_contig,source,integron,ocean,category_accession,COG_category,e_value
126740,EAC-43_MHASMcontig_891553,1648,1966,EAC-43,MHASMcontig_891553,tara,CALIN,EAC,,,
126741,EAC-43_MHASMcontig_891553,2074,2278,EAC-43,MHASMcontig_891553,tara,CALIN,EAC,,,
126742,EAC-43_MHASMcontig_891553,2377,2599,EAC-43,MHASMcontig_891553,tara,CALIN,EAC,,,
126743,EAC-43_MHASMcontig_891553,2613,2898,EAC-43,MHASMcontig_891553,tara,CALIN,EAC,,,
126744,EAC-43_MHASMcontig_891553,2936,3191,EAC-43,MHASMcontig_891553,tara,CALIN,EAC,,,
126745,EAC-43_MHASMcontig_891553,3267,3462,EAC-43,MHASMcontig_891553,tara,CALIN,EAC,,,
126746,EAC-43_MHASMcontig_891553,3540,4296,EAC-43,MHASMcontig_891553,tara,CALIN,EAC,E!!!H,Amino acid transport and metabolism,0
126746,EAC-43_MHASMcontig_891553,3540,4296,EAC-43,MHASMcontig_891553,tara,CALIN,EAC,E!!!H,Coenzyme transport and metabolism,0
132844,EAC-44_42122,4374,4782,EAC-44,42122,tara,CALIN,EAC,R,General function prediction only,0
132845,EAC-44_42122,4812,5904,EAC-44,42122,tara,CALIN,EAC,C,Energy production and conversion,0
132846,EAC-44_42122,6007,6715,EAC-44,42122,tara,CALIN,EAC,H,Coenzyme transport and metabolism,0
132847,EAC-44_42122,6704,7343,EAC-44,42122,tara,CALIN,EAC,,,
132848,EAC-44_42122,7471,8428,EAC-44,42122,tara,CALIN,EAC,,,
134009,EAC-44_124124,1048,2782,EAC-44,124124,tara,CALIN,EAC,T!!!T!!!T,Signal transduction mechanisms,0
134009,EAC-44_124124,1048,2782,EAC-44,124124,tara,CALIN,EAC,T!!!T!!!T,Signal transduction mechanisms,0
134009,EAC-44_124124,1048,2782,EAC-44,124124,tara,CALIN,EAC,T!!!T!!!T,Signal transduction mechanisms,0
134010,EAC-44_124124,2771,5957,EAC-44,124124,tara,CALIN,EAC,T!!!K!!!T!!!T!!!T,Signal transduction mechanisms,0
134010,EAC-44_124124,2771,5957,EAC-44,124124,tara,CALIN,EAC,T!!!K!!!T!!!T!!!T,Transcription,0
134010,EAC-44_124124,2771,5957,EAC-44,124124,tara,CALIN,EAC,T!!!K!!!T!!!T!!!T,Signal transduction mechanisms,0
134010,EAC-44_124124,2771,5957,EAC-44,124124,tara,CALIN,EAC,T!!!K!!!T!!!T!!!T,Signal transduction mechanisms,0
134010,EAC-44_124124,2771,5957,EAC-44,124124,tara,CALIN,EAC,T!!!K!!!T!!!T!!!T,Signal transduction mechanisms,0
138379,EAC-55_145138,35792,36383,EAC-55,145138,tara,complete,EAC,E,Amino acid transport and metabolism,0
138380,EAC-55_145138,36469,36748,EAC-55,145138,tara,complete,EAC,,,
138381,EAC-55_145138,37082,38069,EAC-55,145138,tara,complete,EAC,L,"Replication, recombination and repair",0
138382,EAC-55_145138,38463,40725,EAC-55,145138,tara,CALIN,EAC,D,"Cell cycle control, cell division, chromosome partitioning",0
138383,EAC-55_145138,40732,40933,EAC-55,145138,tara,CALIN,EAC,,,
138384,EAC-55_145138,40859,41663,EAC-55,145138,tara,CALIN,EAC,,,
138385,EAC-55_145138,41773,42571,EAC-55,145138,tara,CALIN,EAC,M,Cell wall/membrane/envelope biogenesis,0
140362,EAC-55_146331,68885,69347,EAC-55,146331,tara,CALIN,EAC,,,
140363,EAC-55_146331,69460,69763,EAC-55,146331,tara,CALIN,EAC,C,Energy production and conversion,0
140364,EAC-55_146331,69897,70314,EAC-55,146331,tara,CALIN,EAC,,,
140365,EAC-55_146331,70532,71066,EAC-55,146331,tara,CALIN,EAC,,,
142479,EAC-52_MHASMcontig_1010517,31863,32814,EAC-52,MHASMcontig_1010517,tara,complete,EAC,L,"Replication, recombination and repair",0
142480,EAC-52_MHASMcontig_1010517,32864,33020,EAC-52,MHASMcontig_1010517,tara,complete,EAC,,,
142481,EAC-52_MHASMcontig_1010517,33009,33183,EAC-52,MHASMcontig_1010517,tara,complete,EAC,,,
142482,EAC-52_MHASMcontig_1010517,33244,34399,EAC-52,MHASMcontig_1010517,tara,complete,EAC,J,"Translation, ribosomal structure and biogenesis",0
142483,EAC-52_MHASMcontig_1010517,34534,34897,EAC-52,MHASMcontig_1010517,tara,complete,EAC,,,
142484,EAC-52_MHASMcontig_1010517,35049,35298,EAC-52,MHASMcontig_1010517,tara,complete,EAC,,,
143645,EAC-52_161299,63000,63333,EAC-52,161299,tara,complete,EAC,,,
143646,EAC-52_161299,63842,64817,EAC-52,161299,tara,complete,EAC,L,"Replication, recombination and repair",0
144093,EAC-52_162299,449740,450697,EAC-52,162299,tara,In0,EAC,L,"Replication, recombination and repair",0
145582,EAC-20_35944,24917,26390,EAC-20,35944,tara,CALIN,EAC,,,
145583,EAC-20_35944,26495,27383,EAC-20,35944,tara,CALIN,EAC,,,
145584,EAC-20_35944,27509,28376,EAC-20,35944,tara,CALIN,EAC,,,
145585,EAC-20_35944,28460,29045,EAC-20,35944,tara,CALIN,EAC,,,
145586,EAC-20_35944,29148,29655,EAC-20,35944,tara,CALIN,EAC,,,
145587,EAC-20_35944,29887,30691,EAC-20,35944,tara,CALIN,EAC,V,Defense mechanisms,0
157320,EAC-69_MHASMcontig_659565,443,848,EAC-69,MHASMcontig_659565,tara,complete,EAC,,,
157321,EAC-69_MHASMcontig_659565,1442,1940,EAC-69,MHASMcontig_659565,tara,complete,EAC,,,
157322,EAC-69_MHASMcontig_659565,2031,2556,EAC-69,MHASMcontig_659565,tara,complete,EAC,,,
157325,EAC-69_MHASMcontig_659565,4007,4967,EAC-69,MHASMcontig_659565,tara,complete,EAC,L,"Replication, recombination and repair",0
157722,EAC-69_MHASMcontig_659828,181,613,EAC-69,MHASMcontig_659828,tara,CALIN,EAC,,,
157723,EAC-69_MHASMcontig_659828,692,1781,EAC-69,MHASMcontig_659828,tara,CALIN,EAC,O!!!V,"Posttranslational modification, protein turnover, chaperones",0
157723,EAC-69_MHASMcontig_659828,692,1781,EAC-69,MHASMcontig_659828,tara,CALIN,EAC,O!!!V,Defense mechanisms,0
157724,EAC-69_MHASMcontig_659828,1770,2073,EAC-69,MHASMcontig_659828,tara,CALIN,EAC,V,Defense mechanisms,0
157725,EAC-69_MHASMcontig_659828,2259,3066,EAC-69,MHASMcontig_659828,tara,CALIN,EAC,,,
157726,EAC-69_MHASMcontig_659828,3137,3857,EAC-69,MHASMcontig_659828,tara,CALIN,EAC,,,
157727,EAC-69_MHASMcontig_659828,3945,4413,EAC-69,MHASMcontig_659828,tara,CALIN,EAC,,,
158011,EAC-69_MHASMcontig_662727,754,949,EAC-69,MHASMcontig_662727,tara,CALIN,EAC,K,Transcription,0
158012,EAC-69_MHASMcontig_662727,1162,1414,EAC-69,MHASMcontig_662727,tara,CALIN,EAC,R,General function prediction only,0
158013,EAC-69_MHASMcontig_662727,1361,1592,EAC-69,MHASMcontig_662727,tara,CALIN,EAC,,,
158014,EAC-69_MHASMcontig_662727,1655,2330,EAC-69,MHASMcontig_662727,tara,CALIN,EAC,,,
158015,EAC-69_MHASMcontig_662727,2415,2640,EAC-69,MHASMcontig_662727,tara,CALIN,EAC,,,
158710,EAC-69_MHASMcontig_666240,4125,6612,EAC-69,MHASMcontig_666240,tara,complete,EAC,,,
158711,EAC-69_MHASMcontig_666240,7339,8170,EAC-69,MHASMcontig_666240,tara,complete,EAC,L,"Replication, recombination and repair",0
185554,EAC-58_166809,79618,79858,EAC-58,166809,tara,CALIN,EAC,K,Transcription,0
185555,EAC-58_166809,80009,80261,EAC-58,166809,tara,CALIN,EAC,,,
185556,EAC-58_166809,80382,81222,EAC-58,166809,tara,CALIN,EAC,O,"Posttranslational modification, protein turnover, chaperones",0
185557,EAC-58_166809,81311,82301,EAC-58,166809,tara,CALIN,EAC,,,
185558,EAC-58_166809,82398,82785,EAC-58,166809,tara,CALIN,EAC,,,
185843,EAC-58_166848,60033,60843,EAC-58,166848,tara,complete,EAC,L,"Replication, recombination and repair",0
185844,EAC-58_166848,61184,61565,EAC-58,166848,tara,complete,EAC,D!!!Z,"Cell cycle control, cell division, chromosome partitioning",0
185844,EAC-58_166848,61184,61565,EAC-58,166848,tara,complete,EAC,D!!!Z,Cytoskeleton,0
185845,EAC-58_166848,62109,62409,EAC-58,166848,tara,complete,EAC,,,
185846,EAC-58_166848,62550,63102,EAC-58,166848,tara,complete,EAC,,,
219213,EAC-5_MHASMcontig_641120,326,560,EAC-5,MHASMcontig_641120,tara,complete,EAC,,,
219214,EAC-5_MHASMcontig_641120,773,1130,EAC-5,MHASMcontig_641120,tara,complete,EAC,,,
219215,EAC-5_MHASMcontig_641120,1246,1519,EAC-5,MHASMcontig_641120,tara,complete,EAC,,,
219216,EAC-5_MHASMcontig_641120,2458,3220,EAC-5,MHASMcontig_641120,tara,complete,EAC,,,
219217,EAC-5_MHASMcontig_641120,3212,3530,EAC-5,MHASMcontig_641120,tara,complete,EAC,,,
219218,EAC-5_MHASMcontig_641120,3522,3732,EAC-5,MHASMcontig_641120,tara,complete,EAC,,,
219219,EAC-5_MHASMcontig_641120,3767,4049,EAC-5,MHASMcontig_641120,tara,complete,EAC,,,
219220,EAC-5_MHASMcontig_641120,4213,4483,EAC-5,MHASMcontig_641120,tara,complete,EAC,,,
219221,EAC-5_MHASMcontig_641120,4603,4960,EAC-5,MHASMcontig_641120,tara,complete,EAC,,,
219222,EAC-5_MHASMcontig_641120,5115,5763,EAC-5,MHASMcontig_641120,tara,complete,EAC,,,
219223,EAC-5_MHASMcontig_641120,5964,6930,EAC-5,MHASMcontig_641120,tara,complete,EAC,L,"Replication, recombination and repair",0
241231,EAC-47_MHASMcontig_621820,132,630,EAC-47,MHASMcontig_621820,tara,CALIN,EAC,J!!!O,"Translation, ribosomal structure and biogenesis",0
241231,EAC-47_MHASMcontig_621820,132,630,EAC-47,MHASMcontig_621820,tara,CALIN,EAC,J!!!O,"Posttranslational modification, protein turnover, chaperones",0
241232,EAC-47_MHASMcontig_621820,710,1262,EAC-47,MHASMcontig_621820,tara,CALIN,EAC,J!!!O,"Translation, ribosomal structure and biogenesis",0
241232,EAC-47_MHASMcontig_621820,710,1262,EAC-47,MHASMcontig_621820,tara,CALIN,EAC,J!!!O,"Posttranslational modification, protein turnover, chaperones",0
241233,EAC-47_MHASMcontig_621820,1353,2283,EAC-47,MHASMcontig_621820,tara,CALIN,EAC,,,
241234,EAC-47_MHASMcontig_621820,2404,2902,EAC-47,MHASMcontig_621820,tara,CALIN,EAC,,,
241235,EAC-47_MHASMcontig_621820,3066,3510,EAC-47,MHASMcontig_621820,tara,CALIN,EAC,E,Amino acid transport and metabolism,0
241236,EAC-47_MHASMcontig_621820,3826,4582,EAC-47,MHASMcontig_621820,tara,CALIN,EAC,L,"Replication, recombination and repair",0
241237,EAC-47_MHASMcontig_621820,4578,6030,EAC-47,MHASMcontig_621820,tara,CALIN,EAC,X,"Mobilome: prophages, transposons",0
241238,EAC-47_MHASMcontig_621820,6178,6424,EAC-47,MHASMcontig_621820,tara,CALIN,EAC,,,
241239,EAC-47_MHASMcontig_621820,6407,6521,EAC-47,MHASMcontig_621820,tara,CALIN,EAC,,,
241240,EAC-47_MHASMcontig_621820,6574,7363,EAC-47,MHASMcontig_621820,tara,CALIN,EAC,,,
241241,EAC-47_MHASMcontig_621820,7423,7696,EAC-47,MHASMcontig_621820,tara,CALIN,EAC,K,Transcription,0
241988,EAC-47_41535,428638,429028,EAC-47,41535,tara,CALIN,EAC,X,"Mobilome: prophages, transposons",0
241989,EAC-47_41535,429114,429696,EAC-47,41535,tara,CALIN,EAC,,,
241990,EAC-47_41535,429805,430099,EAC-47,41535,tara,CALIN,EAC,V,Defense mechanisms,0
241991,EAC-47_41535,430481,431723,EAC-47,41535,tara,CALIN,EAC,,,
241992,EAC-47_41535,431867,432290,EAC-47,41535,tara,CALIN,EAC,R,General function prediction only,0
241993,EAC-47_41535,432294,432519,EAC-47,41535,tara,CALIN,EAC,X,"Mobilome: prophages, transposons",0
241994,EAC-47_41535,432648,432933,EAC-47,41535,tara,CALIN,EAC,V,Defense mechanisms,0
241995,EAC-47_41535,432922,433174,EAC-47,41535,tara,CALIN,EAC,V,Defense mechanisms,0
241996,EAC-47_41535,433210,433318,EAC-47,41535,tara,CALIN,EAC,,,
241997,EAC-47_41535,433299,433884,EAC-47,41535,tara,CALIN,EAC,F!!!R,Nucleotide transport and metabolism,0
241997,EAC-47_41535,433299,433884,EAC-47,41535,tara,CALIN,EAC,F!!!R,General function prediction only,0
243094,EAC-47_45240,870240,870597,EAC-47,45240,tara,CALIN,EAC,R,General function prediction only,0
243095,EAC-47_45240,871024,871723,EAC-47,45240,tara,CALIN,EAC,,,
243096,EAC-47_45240,871930,872683,EAC-47,45240,tara,CALIN,EAC,,,
243097,EAC-47_45240,872800,873850,EAC-47,45240,tara,CALIN,EAC,F!!!T,Nucleotide transport and metabolism,0
243097,EAC-47_45240,872800,873850,EAC-47,45240,tara,CALIN,EAC,F!!!T,Signal transduction mechanisms,0
243098,EAC-47_45240,873919,874759,EAC-47,45240,tara,CALIN,EAC,,,
244003,EAC-47_127637,152571,153570,EAC-47,127637,tara,CALIN,EAC,V,Defense mechanisms,0
244004,EAC-47_127637,153789,154182,EAC-47,127637,tara,CALIN,EAC,J!!!O,"Translation, ribosomal structure and biogenesis",0
244004,EAC-47_127637,153789,154182,EAC-47,127637,tara,CALIN,EAC,J!!!O,"Posttranslational modification, protein turnover, chaperones",0
244005,EAC-47_127637,154267,154885,EAC-47,127637,tara,CALIN,EAC,M,Cell wall/membrane/envelope biogenesis,0
244097,EAC-47_127756,653,929,EAC-47,127756,tara,CALIN,EAC,D!!!Z,"Cell cycle control, cell division, chromosome partitioning",0
244097,EAC-47_127756,653,929,EAC-47,127756,tara,CALIN,EAC,D!!!Z,Cytoskeleton,0
244098,EAC-47_127756,1085,2126,EAC-47,127756,tara,CALIN,EAC,,,
244099,EAC-47_127756,2232,3168,EAC-47,127756,tara,CALIN,EAC,H!!!R,Coenzyme transport and metabolism,0
244099,EAC-47_127756,2232,3168,EAC-47,127756,tara,CALIN,EAC,H!!!R,General function prediction only,0
244100,EAC-47_127756,3154,3280,EAC-47,127756,tara,CALIN,EAC,,,
244101,EAC-47_127756,3956,4199,EAC-47,127756,tara,CALIN,EAC,,,
244102,EAC-47_127756,4456,4798,EAC-47,127756,tara,CALIN,EAC,,,
244103,EAC-47_127756,4978,5455,EAC-47,127756,tara,CALIN,EAC,J,"Translation, ribosomal structure and biogenesis",0
244104,EAC-47_127756,5513,6740,EAC-47,127756,tara,CALIN,EAC,,,
244105,EAC-47_127756,6847,7396,EAC-47,127756,tara,CALIN,EAC,,,
244106,EAC-47_127756,7990,8398,EAC-47,127756,tara,CALIN,EAC,V,Defense mechanisms,0
244107,EAC-47_127756,8378,8651,EAC-47,127756,tara,CALIN,EAC,V,Defense mechanisms,0
244108,EAC-47_127756,9442,9949,EAC-47,127756,tara,CALIN,EAC,,,
244109,EAC-47_127756,10036,10345,EAC-47,127756,tara,CALIN,EAC,S,Function unknown,0
244110,EAC-47_127756,10921,11911,EAC-47,127756,tara,CALIN,EAC,V,Defense mechanisms,0
244111,EAC-47_127756,12121,12553,EAC-47,127756,tara,CALIN,EAC,,,
244112,EAC-47_127756,12639,13230,EAC-47,127756,tara,CALIN,EAC,H,Coenzyme transport and metabolism,0
244113,EAC-47_127756,13395,13719,EAC-47,127756,tara,CALIN,EAC,,,
247711,EAC-91_MHASMcontig_628332,0,750,EAC-91,MHASMcontig_628332,tara,CALIN,EAC,E!!!H,Amino acid transport and metabolism,0
247711,EAC-91_MHASMcontig_628332,0,750,EAC-91,MHASMcontig_628332,tara,CALIN,EAC,E!!!H,Coenzyme transport and metabolism,0
247718,EAC-91_MHASMcontig_628332,6899,7313,EAC-91,MHASMcontig_628332,tara,CALIN,EAC,,,
247719,EAC-91_MHASMcontig_628332,7393,8023,EAC-91,MHASMcontig_628332,tara,CALIN,EAC,,,
248330,EAC-91_MHASMcontig_634395,245,851,EAC-91,MHASMcontig_634395,tara,CALIN,EAC,,,
248331,EAC-91_MHASMcontig_634395,1516,1942,EAC-91,MHASMcontig_634395,tara,CALIN,EAC,,,
248332,EAC-91_MHASMcontig_634395,2124,2424,EAC-91,MHASMcontig_634395,tara,CALIN,EAC,,,
248333,EAC-91_MHASMcontig_634395,2283,2856,EAC-91,MHASMcontig_634395,tara,CALIN,EAC,X,"Mobilome: prophages, transposons",0
248334,EAC-91_MHASMcontig_634395,2966,3206,EAC-91,MHASMcontig_634395,tara,CALIN,EAC,V,Defense mechanisms,0
248335,EAC-91_MHASMcontig_634395,3215,3503,EAC-91,MHASMcontig_634395,tara,CALIN,EAC,V,Defense mechanisms,0
248336,EAC-91_MHASMcontig_634395,3621,3858,EAC-91,MHASMcontig_634395,tara,CALIN,EAC,,,
248337,EAC-91_MHASMcontig_634395,3947,4172,EAC-91,MHASMcontig_634395,tara,CALIN,EAC,S,Function unknown,0
248338,EAC-91_MHASMcontig_634395,4324,4648,EAC-91,MHASMcontig_634395,tara,CALIN,EAC,S,Function unknown,0
248339,EAC-91_MHASMcontig_634395,4640,4940,EAC-91,MHASMcontig_634395,tara,CALIN,EAC,K,Transcription,0
248340,EAC-91_MHASMcontig_634395,4997,5477,EAC-91,MHASMcontig_634395,tara,CALIN,EAC,,,
248341,EAC-91_MHASMcontig_634395,5503,5878,EAC-91,MHASMcontig_634395,tara,CALIN,EAC,,,
250056,EAC-91_MHASMcontig_644499,475642,476608,EAC-91,MHASMcontig_644499,tara,complete,EAC,L,"Replication, recombination and repair",0
250057,EAC-91_MHASMcontig_644499,477351,477612,EAC-91,MHASMcontig_644499,tara,complete,EAC,,,
250058,EAC-91_MHASMcontig_644499,477742,478120,EAC-91,MHASMcontig_644499,tara,complete,EAC,,,
250059,EAC-91_MHASMcontig_644499,478291,478603,EAC-91,MHASMcontig_644499,tara,complete,EAC,S,Function unknown,0
250060,EAC-91_MHASMcontig_644499,478595,478883,EAC-91,MHASMcontig_644499,tara,complete,EAC,K,Transcription,0
250061,EAC-91_MHASMcontig_644499,479006,479318,EAC-91,MHASMcontig_644499,tara,complete,EAC,,,
256838,EAC-62_145376,298,1261,EAC-62,145376,tara,In0,EAC,L,"Replication, recombination and repair",0
266651,EAC-17_MHASMcontig_754170,305,1523,EAC-17,MHASMcontig_754170,tara,CALIN,EAC,M,Cell wall/membrane/envelope biogenesis,0
266652,EAC-17_MHASMcontig_754170,1588,1975,EAC-17,MHASMcontig_754170,tara,CALIN,EAC,,,
266653,EAC-17_MHASMcontig_754170,2007,2907,EAC-17,MHASMcontig_754170,tara,CALIN,EAC,J,"Translation, ribosomal structure and biogenesis",0
266654,EAC-17_MHASMcontig_754170,3000,4182,EAC-17,MHASMcontig_754170,tara,CALIN,EAC,R,General function prediction only,0
266655,EAC-17_MHASMcontig_754170,4454,5915,EAC-17,MHASMcontig_754170,tara,CALIN,EAC,I,Lipid transport and metabolism,0
266684,EAC-17_MHASMcontig_754853,338,800,EAC-17,MHASMcontig_754853,tara,CALIN,EAC,,,
267669,EAC-17_MHASMcontig_766811,112,439,EAC-17,MHASMcontig_766811,tara,CALIN,EAC,,,
267670,EAC-17_MHASMcontig_766811,593,935,EAC-17,MHASMcontig_766811,tara,CALIN,EAC,,,
267671,EAC-17_MHASMcontig_766811,1084,1435,EAC-17,MHASMcontig_766811,tara,CALIN,EAC,,,
267672,EAC-17_MHASMcontig_766811,1479,1905,EAC-17,MHASMcontig_766811,tara,CALIN,EAC,,,
267673,EAC-17_MHASMcontig_766811,2034,2400,EAC-17,MHASMcontig_766811,tara,CALIN,EAC,,,
267674,EAC-17_MHASMcontig_766811,2613,2898,EAC-17,MHASMcontig_766811,tara,CALIN,EAC,,,
267675,EAC-17_MHASMcontig_766811,3021,3369,EAC-17,MHASMcontig_766811,tara,CALIN,EAC,,,
267676,EAC-17_MHASMcontig_766811,3469,3835,EAC-17,MHASMcontig_766811,tara,CALIN,EAC,,,
267677,EAC-17_MHASMcontig_766811,3837,4290,EAC-17,MHASMcontig_766811,tara,CALIN,EAC,,,
267678,EAC-17_MHASMcontig_766811,4414,4762,EAC-17,MHASMcontig_766811,tara,CALIN,EAC,,,
267679,EAC-17_MHASMcontig_766811,4900,5302,EAC-17,MHASMcontig_766811,tara,CALIN,EAC,,,
267680,EAC-17_MHASMcontig_766811,5425,5695,EAC-17,MHASMcontig_766811,tara,CALIN,EAC,,,
267681,EAC-17_MHASMcontig_766811,5836,6115,EAC-17,MHASMcontig_766811,tara,CALIN,EAC,,,
267682,EAC-17_MHASMcontig_766811,6217,6622,EAC-17,MHASMcontig_766811,tara,CALIN,EAC,,,
267683,EAC-17_MHASMcontig_766811,6846,7194,EAC-17,MHASMcontig_766811,tara,CALIN,EAC,,,
267816,EAC-17_134234,117,576,EAC-17,134234,tara,CALIN,EAC,,,
267817,EAC-17_134234,772,1027,EAC-17,134234,tara,CALIN,EAC,K!!!T,Transcription,0
267817,EAC-17_134234,772,1027,EAC-17,134234,tara,CALIN,EAC,K!!!T,Signal transduction mechanisms,0
267818,EAC-17_134234,1134,1494,EAC-17,134234,tara,CALIN,EAC,,,
267819,EAC-17_134234,1622,2036,EAC-17,134234,tara,CALIN,EAC,,,
267820,EAC-17_134234,2563,3088,EAC-17,134234,tara,CALIN,EAC,,,
267821,EAC-17_134234,3215,3545,EAC-17,134234,tara,CALIN,EAC,,,
267822,EAC-17_134234,3684,4086,EAC-17,134234,tara,CALIN,EAC,,,
267823,EAC-17_134234,4191,4569,EAC-17,134234,tara,CALIN,EAC,,,
267824,EAC-17_134234,4676,5033,EAC-17,134234,tara,CALIN,EAC,,,
267825,EAC-17_134234,5146,5539,EAC-17,134234,tara,CALIN,EAC,,,
276750,EAC-50_MHASMcontig_666020,144,438,EAC-50,MHASMcontig_666020,tara,CALIN,EAC,,,
276751,EAC-50_MHASMcontig_666020,738,1071,EAC-50,MHASMcontig_666020,tara,CALIN,EAC,,,
276752,EAC-50_MHASMcontig_666020,1082,1619,EAC-50,MHASMcontig_666020,tara,CALIN,EAC,,,
276753,EAC-50_MHASMcontig_666020,1633,2008,EAC-50,MHASMcontig_666020,tara,CALIN,EAC,,,
276767,EAC-50_MHASMcontig_666020,18669,19530,EAC-50,MHASMcontig_666020,tara,CALIN,EAC,C,Energy production and conversion,0
277457,EAC-50_44012,456,1449,EAC-50,44012,tara,complete,EAC,L,"Replication, recombination and repair",0
277458,EAC-50_44012,1445,1781,EAC-50,44012,tara,complete,EAC,H,Coenzyme transport and metabolism,0
277459,EAC-50_44012,1907,2597,EAC-50,44012,tara,complete,EAC,S,Function unknown,0
277460,EAC-50_44012,2602,4021,EAC-50,44012,tara,complete,EAC,L,"Replication, recombination and repair",0
277461,EAC-50_44012,4020,7137,EAC-50,44012,tara,complete,EAC,L,"Replication, recombination and repair",0
278286,EAC-50_128950,145508,145787,EAC-50,128950,tara,CALIN,EAC,V,Defense mechanisms,0
278287,EAC-50_128950,145904,146363,EAC-50,128950,tara,CALIN,EAC,,,
278786,EAC-50_130074,0,159,EAC-50,130074,tara,CALIN,EAC,,,
278787,EAC-50_130074,136,298,EAC-50,130074,tara,CALIN,EAC,,,
278788,EAC-50_130074,309,1875,EAC-50,130074,tara,CALIN,EAC,L,"Replication, recombination and repair",0
278789,EAC-50_130074,1859,2894,EAC-50,130074,tara,CALIN,EAC,L,"Replication, recombination and repair",0
278790,EAC-50_130074,3052,3733,EAC-50,130074,tara,CALIN,EAC,,,
278791,EAC-50_130074,3800,4085,EAC-50,130074,tara,CALIN,EAC,,,
278792,EAC-50_130074,4205,4610,EAC-50,130074,tara,CALIN,EAC,,,
278793,EAC-50_130074,4768,6340,EAC-50,130074,tara,CALIN,EAC,X,"Mobilome: prophages, transposons",0
278794,EAC-50_130074,7330,8026,EAC-50,130074,tara,CALIN,EAC,M,Cell wall/membrane/envelope biogenesis,0
278795,EAC-50_130074,8112,8607,EAC-50,130074,tara,CALIN,EAC,,,
278796,EAC-50_130074,8951,9422,EAC-50,130074,tara,CALIN,EAC,,,
278797,EAC-50_130074,9649,9952,EAC-50,130074,tara,CALIN,EAC,K,Transcription,0
278856,EAC-50_130074,63050,63191,EAC-50,130074,tara,CALIN,EAC,,,
279328,EAC-50_130803,649,1162,EAC-50,130803,tara,CALIN,EAC,,,
279329,EAC-50_130803,1241,1613,EAC-50,130803,tara,CALIN,EAC,,,
279330,EAC-50_130803,1718,2036,EAC-50,130803,tara,CALIN,EAC,,,
279331,EAC-50_130803,2129,2693,EAC-50,130803,tara,CALIN,EAC,,,
279332,EAC-50_130803,2789,3140,EAC-50,130803,tara,CALIN,EAC,R,General function prediction only,0
279333,EAC-50_130803,3224,3626,EAC-50,130803,tara,CALIN,EAC,V,Defense mechanisms,0
285041,EAC-41_61260,11744,12269,EAC-41,61260,tara,CALIN,EAC,,,
285042,EAC-41_61260,12250,13015,EAC-41,61260,tara,CALIN,EAC,,,
322138,EAC-73_MHASMcontig_14168,6928,7924,EAC-73,MHASMcontig_14168,tara,CALIN,EAC,,,
322139,EAC-73_MHASMcontig_14168,8112,8973,EAC-73,MHASMcontig_14168,tara,CALIN,EAC,,,
12951,IN-6_MHASMcontig_235795,654,1098,IN-6,MHASMcontig_235795,tara,CALIN,IN,S,Function unknown,0
12952,IN-6_MHASMcontig_235795,1094,4493,IN-6,MHASMcontig_235795,tara,CALIN,IN,,,
16286,IN-5_11176,7490,7796,IN-5,11176,tara,CALIN,IN,J,"Translation, ribosomal structure and biogenesis",0
16287,IN-5_11176,7826,8222,IN-5,11176,tara,CALIN,IN,J,"Translation, ribosomal structure and biogenesis",0
16288,IN-5_11176,8245,8779,IN-5,11176,tara,CALIN,IN,J,"Translation, ribosomal structure and biogenesis",0
16289,IN-5_11176,8791,9145,IN-5,11176,tara,CALIN,IN,J,"Translation, ribosomal structure and biogenesis",0
36830,IN-9_37346,7432,8278,IN-9,37346,tara,complete,IN,L,"Replication, recombination and repair",0
36831,IN-9_37346,8501,9074,IN-9,37346,tara,complete,IN,,,
36832,IN-9_37346,9135,9813,IN-9,37346,tara,complete,IN,,,
36833,IN-9_37346,9920,10286,IN-9,37346,tara,complete,IN,S,Function unknown,0
43106,IN-15_612,0,663,IN-15,612,tara,complete,IN,I!!!C,Lipid transport and metabolism,0
43106,IN-15_612,0,663,IN-15,612,tara,complete,IN,I!!!C,Energy production and conversion,0
43107,IN-15_612,688,2011,IN-15,612,tara,complete,IN,C,Energy production and conversion,0
43108,IN-15_612,2067,5187,IN-15,612,tara,complete,IN,L,"Replication, recombination and repair",0
43109,IN-15_612,5186,6608,IN-15,612,tara,complete,IN,L,"Replication, recombination and repair",0
43110,IN-15_612,6611,7304,IN-15,612,tara,complete,IN,S,Function unknown,0
43111,IN-15_612,7431,7767,IN-15,612,tara,complete,IN,H,Coenzyme transport and metabolism,0
43112,IN-15_612,7760,8750,IN-15,612,tara,complete,IN,L,"Replication, recombination and repair",0
51522,IN-40_51598,2,362,IN-40,51598,tara,CALIN,IN,H,Coenzyme transport and metabolism,0
51527,IN-40_51598,5936,8951,IN-40,51598,tara,CALIN,IN,T!!!T!!!T,Signal transduction mechanisms,0
51527,IN-40_51598,5936,8951,IN-40,51598,tara,CALIN,IN,T!!!T!!!T,Signal transduction mechanisms,0
51527,IN-40_51598,5936,8951,IN-40,51598,tara,CALIN,IN,T!!!T!!!T,Signal transduction mechanisms,0
51828,IN-924_29040,4459,5215,IN-924,29040,tara,CALIN,IN,O,"Posttranslational modification, protein turnover, chaperones",0
51829,IN-924_29040,5271,6171,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0
