gene_callers_id,pnps,sample_id,ocean,depth,bin,COG_accession,COG_category,MAG_pnps_median,total_count,scg_pnps_median,scg_count
433399,0.0010349103713707289,ERR599047,NAT,MES,NAT-101,K,Transcription,0.09032269634577086,871.0,0.09670980998473612,20.0
433400,0.6644775092095572,ERR599166,NAT,MES,NAT-101,nan,nan,0.14166645567587202,1954.0,0.14351868230232284,61.0
433401,0.159526746994887,ERR599166,NAT,MES,NAT-101,nan,nan,0.14166645567587202,1954.0,0.14351868230232284,61.0
340003,0.0,ERR598948,SP,DCM,SP-133,X,"Mobilome: prophages, transposons",0.07744822007147345,17.0,0.06141270854852724,1.0
628147,0.4891743020762054,ERR598948,SP,DCM,SP-1,J,"Translation, ribosomal structure and biogenesis",0.059237152374896365,2022.0,0.04630632593861902,53.0
628148,0.12114337568057995,ERR598948,SP,DCM,SP-1,J,"Translation, ribosomal structure and biogenesis",0.059237152374896365,2022.0,0.04630632593861902,53.0
628149,0.38898877744162585,ERR598948,SP,DCM,SP-1,K!!!S,Function unknown,0.059237152374896365,2022.0,0.04630632593861902,53.0
790836,0.08762900784367714,ERR598948,SP,DCM,SP-182,nan,nan,0.05650431202697161,74.0,0.05187899981213481,26.0
340003,0.0,ERR598999,SP,MES,SP-133,X,"Mobilome: prophages, transposons",0.004073375764631807,3.0,nan,nan
340003,0.014416699381719952,ERR599020,SP,MES,SP-133,X,"Mobilome: prophages, transposons",0.046324904669317706,36.0,0.06860761625678853,4.0
340003,0.0,ERR599033,SP,MES,SP-133,X,"Mobilome: prophages, transposons",0.0,2.0,nan,nan
340003,0.0,ERR599071,SP,MES,SP-133,X,"Mobilome: prophages, transposons",0.007211644013116758,3.0,nan,nan
340003,0.0017246798215836865,ERR599083,SP,MES,SP-133,X,"Mobilome: prophages, transposons",0.001734679705970138,2.0,nan,nan
340003,0.0,ERR599096,SP,MES,SP-133,X,"Mobilome: prophages, transposons",0.0,2.0,nan,nan
272997,0.0622081586002666,ERR599052,NP,SRF,NP-125,X,"Mobilome: prophages, transposons",0.0622081586002666,1.0,nan,nan
133198,0.1793063721595429,ERR598942,NP,DCM,NP-2,V,Defense mechanisms,0.033604936586490004,8.0,0.023405319524538015,2.0
133198,0.1093839671904539,ERR599087,NP,DCM,NP-2,V,Defense mechanisms,0.04308858752695818,24.0,0.05270317763012308,10.0
272997,0.11745462220346255,ERR599087,NP,DCM,NP-125,X,"Mobilome: prophages, transposons",0.11745462220346255,3.0,nan,nan
428785,0.19893428063943128,ERR599065,NP,DCM,NP-15,nan,nan,0.021799850026553786,117.0,0.03803989722298578,23.0
428785,0.2661430563278272,ERR599087,NP,DCM,NP-15,nan,nan,0.02802820566063421,194.0,0.03808825343719829,33.0
133198,0.10445985795905348,ERR598971,NP,MES,NP-2,V,Defense mechanisms,0.03692309878981607,117.0,0.04335604995344248,24.0
133198,0.12279689270907655,ERR598980,NP,MES,NP-2,V,Defense mechanisms,0.02983621707081069,100.0,0.044570539696827886,21.0
133198,0.06811363994929924,ERR599004,NP,MES,NP-2,V,Defense mechanisms,0.024002676090178785,27.0,0.028097340026858132,13.0
133198,0.1818388195509333,ERR599015,NP,MES,NP-2,V,Defense mechanisms,0.0496322520878855,15.0,0.04641493840927642,4.0
133198,0.1053782034581778,ERR599051,NP,MES,NP-2,V,Defense mechanisms,0.022502813252027857,26.0,0.02664005778443912,13.0
133198,0.10262812371505467,ERR599060,NP,MES,NP-2,V,Defense mechanisms,0.039355545265909606,28.0,0.04994503520185065,12.0
133198,0.13663974891508024,ERR599076,NP,MES,NP-2,V,Defense mechanisms,0.047405272734707515,15.0,0.048764195223135035,4.0
133198,0.12339318506427295,ERR599115,NP,MES,NP-2,V,Defense mechanisms,0.04077777791602703,18.0,0.04077777791602703,6.0
133198,0.1373599057510175,ERR599127,NP,MES,NP-2,V,Defense mechanisms,0.052077987795352665,15.0,0.044547302648473376,4.0
133198,0.13227076622378864,ERR599152,NP,MES,NP-2,V,Defense mechanisms,0.0385756381317332,11.0,0.04330652635348635,2.0
133198,0.10503034534668276,ERR599175,NP,MES,NP-2,V,Defense mechanisms,0.03232358958794407,28.0,0.04312744036937734,12.0
272997,0.07192083064158405,ERR598980,NP,MES,NP-125,X,"Mobilome: prophages, transposons",0.07192083064158405,15.0,nan,nan
272997,0.06609916708677413,ERR599115,NP,MES,NP-125,X,"Mobilome: prophages, transposons",0.08175800983606672,41.0,nan,nan
316842,0.06976693180010309,ERR598971,NP,MES,NP-1,K,Transcription,0.049284963593227024,1628.0,0.030604427292912437,57.0
316843,0.09712619592926852,ERR598971,NP,MES,NP-1,X,"Mobilome: prophages, transposons",0.049284963593227024,1628.0,0.030604427292912437,57.0
316843,0.086861155041817,ERR599004,NP,MES,NP-1,X,"Mobilome: prophages, transposons",0.10775468165719017,27.0,0.06845988235701002,3.0
316843,0.0,ERR599051,NP,MES,NP-1,X,"Mobilome: prophages, transposons",0.13480019741905686,25.0,0.07101563414574744,2.0
316843,0.062109863554183076,ERR599060,NP,MES,NP-1,X,"Mobilome: prophages, transposons",0.15667822771251852,27.0,0.049126261805185936,3.0
316843,0.05427109237838042,ERR599115,NP,MES,NP-1,X,"Mobilome: prophages, transposons",0.0521229613815518,68.0,0.04029296318430915,12.0
316843,0.0645187464868504,ERR599175,NP,MES,NP-1,X,"Mobilome: prophages, transposons",0.0925307460884294,24.0,nan,nan
420000,0.25810376227016435,ERR599115,NP,MES,NP-151,C,Energy production and conversion,0.0417771394103059,1998.0,0.02758770640899744,31.0
428687,0.008816048450972079,ERR598971,NP,MES,NP-15,nan,nan,0.031206507332655363,502.0,0.03233895778098178,45.0
428785,0.19741886824320784,ERR598971,NP,MES,NP-15,nan,nan,0.031206507332655363,502.0,0.03233895778098178,45.0
428787,0.08880917247077748,ERR598971,NP,MES,NP-15,X,"Mobilome: prophages, transposons",0.031206507332655363,502.0,0.03233895778098178,45.0
428687,0.00314934565784761,ERR598980,NP,MES,NP-15,nan,nan,0.02749717908474438,429.0,0.039372159587502606,38.0
111761,0.038230954666262335,SRR3963458,IN,deep,deep-0617,I,Lipid transport and metabolism,0.08617320597441205,663.0,0.10558730022802013,29.0
111761,0.14552611298755147,SRR3963982,IN,deep,deep-0617,I,Lipid transport and metabolism,0.09494941721665676,726.0,0.09275922954279987,28.0
164331,0.11045551535227473,SRR3963982,IN,deep,deep-0108,K,Transcription,0.04281165358779842,242.0,0.05266354852489754,20.0
519690,0.018761295641308087,SRR3963982,IN,deep,deep-0548,G,Carbohydrate transport and metabolism,0.060551130579058435,154.0,0.08161821965024124,17.0
520110,4.794011238990031,SRR3963982,IN,deep,deep-0548,nan,nan,0.060551130579058435,154.0,0.08161821965024124,17.0
520110,4.0243147422370535,SRR3963458,IN,deep,deep-0548,nan,nan,2.0756936124253933,2.0,0.1270724826137324,1.0
520110,0.4027997160351397,SRR3963622,IN,deep,deep-0548,nan,nan,0.2075865342481804,2.0,nan,nan
655058,1.1891003098798318,SRR3963457,IN,deep,deep-0028,L,"Replication, recombination and repair",1.0285552624304577,1416.0,0.6726249549272715,18.0
672889,0.20019791569552592,SRR3963457,IN,deep,deep-0052,nan,nan,0.17659049344574884,239.0,0.06555049149979178,4.0
672889,0.1549377236958117,SRR3963458,IN,deep,deep-0052,nan,nan,0.18186882570821472,57.0,0.029523348474468976,1.0
672889,0.2335399397693789,SRR3963622,IN,deep,deep-0052,nan,nan,0.15260299346219164,122.0,0.08619033678490652,2.0
672889,0.1584672659289876,SRR3963804,IN,deep,deep-0052,nan,nan,0.16415118287153896,48.0,nan,nan
672889,0.20327450502994945,SRR3963982,IN,deep,deep-0052,nan,nan,0.20981247518063376,76.0,nan,nan
756765,0.4018871013673568,SRR3963457,IN,deep,deep-0455,L,"Replication, recombination and repair",0.2830722435029535,1835.0,0.22967766414660595,41.0
756767,0.8358993476234903,SRR3963457,IN,deep,deep-0455,M,Cell wall/membrane/envelope biogenesis,0.2830722435029535,1835.0,0.22967766414660595,41.0
756772,0.291355478220632,SRR3963457,IN,deep,deep-0455,J,"Translation, ribosomal structure and biogenesis",0.2830722435029535,1835.0,0.22967766414660595,41.0
758514,0.3710657804114178,SRR3963457,IN,deep,deep-0455,R,General function prediction only,0.2830722435029535,1835.0,0.22967766414660595,41.0
758526,0.6165966094723554,SRR3963457,IN,deep,deep-0455,I,Lipid transport and metabolism,0.2830722435029535,1835.0,0.22967766414660595,41.0
758532,0.5037550537688272,SRR3963457,IN,deep,deep-0455,nan,nan,0.2830722435029535,1835.0,0.22967766414660595,41.0
758641,0.9824441843272116,SRR3963457,IN,deep,deep-0455,G,Carbohydrate transport and metabolism,0.2830722435029535,1835.0,0.22967766414660595,41.0
758642,0.40563877198957343,SRR3963457,IN,deep,deep-0455,H,Coenzyme transport and metabolism,0.2830722435029535,1835.0,0.22967766414660595,41.0
758642,0.09283166572147976,SRR3963458,IN,deep,deep-0455,H,Coenzyme transport and metabolism,0.15988084090068014,40.0,nan,nan
758642,0.2450010449620325,SRR3963622,IN,deep,deep-0455,H,Coenzyme transport and metabolism,0.1640676045341582,78.0,0.10639776427782842,2.0
9009,0.2635537961396538,SRR3968060,SAT,deep,deep-0126,V,Defense mechanisms,0.2337678752394997,2043.0,0.2883869765331265,42.0
9011,0.13355691494461885,SRR3968060,SAT,deep,deep-0126,V,Defense mechanisms,0.2337678752394997,2043.0,0.2883869765331265,42.0
9010,0.032480480241731426,SRR3967558,SAT,deep,deep-0126,V,Defense mechanisms,0.2072525861952576,1458.0,0.18717420805890794,29.0
111761,0.139206919052951,SRR3965592,SAT,deep,deep-0617,I,Lipid transport and metabolism,0.07870697669817843,802.0,0.08643113938967922,28.0
111761,0.014563144280143618,SRR3965676,SAT,deep,deep-0617,I,Lipid transport and metabolism,0.07047803298465302,609.0,0.07047581245748863,26.0
111761,0.0,SRR3965874,SAT,deep,deep-0617,I,Lipid transport and metabolism,0.07420631639896981,553.0,0.07303217679469988,27.0
111761,0.0612694115614085,SRR3965875,SAT,deep,deep-0617,I,Lipid transport and metabolism,0.07025031126374012,587.0,0.06891642187710907,26.0
164330,0.07677289482627933,SRR3967025,SAT,deep,deep-0108,X,"Mobilome: prophages, transposons",0.02997173168479228,103.0,0.08653893039546191,9.0
164330,0.12304314837730515,SRR3967690,SAT,deep,deep-0108,X,"Mobilome: prophages, transposons",0.0386996068112944,130.0,0.058129024445139676,12.0
164331,0.07210835687344233,SRR3967690,SAT,deep,deep-0108,K,Transcription,0.0386996068112944,130.0,0.058129024445139676,12.0
164330,0.08864489833504749,SRR3968060,SAT,deep,deep-0108,X,"Mobilome: prophages, transposons",0.036635740377346813,164.0,0.04643710242168257,13.0
164331,0.1087490040916181,SRR3968060,SAT,deep,deep-0108,K,Transcription,0.036635740377346813,164.0,0.04643710242168257,13.0
164331,0.20551895764012884,SRR3966130,SAT,deep,deep-0108,K,Transcription,0.03762586874971387,106.0,0.08613218171476104,5.0
164331,0.061004054445897064,SRR3967699,SAT,deep,deep-0108,K,Transcription,0.04501861845046885,109.0,0.06640144495613197,10.0
225124,0.14145989564666892,SRR3967319,SAT,deep,deep-0609,P,Inorganic ion transport and metabolism,0.2075889727019099,417.0,0.4279559722235108,7.0
338478,0.24989515247045024,SRR3967319,SAT,deep,deep-0275,H,Coenzyme transport and metabolism,0.28134467990028256,895.0,0.2359463045541181,7.0
338480,0.31991581162852345,SRR3967319,SAT,deep,deep-0275,C!!!C,Energy production and conversion,0.28134467990028256,895.0,0.2359463045541181,7.0
485917,0.21458842403982709,SRR3967025,SAT,deep,deep-0305,L,"Replication, recombination and repair",0.4150595009673912,2211.0,0.2987360543524381,51.0
485918,0.20830926546830789,SRR3967025,SAT,deep,deep-0305,R,General function prediction only,0.4150595009673912,2211.0,0.2987360543524381,51.0
519690,0.04662259250608192,SRR3968060,SAT,deep,deep-0548,G,Carbohydrate transport and metabolism,0.05474592486397182,120.0,0.037333758748134965,13.0
520110,4.068600109505515,SRR3965676,SAT,deep,deep-0548,nan,nan,0.10049670313930732,5.0,nan,nan
520110,3.6265494197877532,SRR3965758,SAT,deep,deep-0548,nan,nan,3.626549419787753,1.0,nan,nan
520110,3.8887111015705575,SRR3965875,SAT,deep,deep-0548,nan,nan,0.17047486302028375,5.0,0.17047486302028375,1.0
672889,0.2296146645993326,SRR3965592,SAT,deep,deep-0052,nan,nan,0.16721864669506425,232.0,0.09387599203970998,2.0
672889,0.2169968463694742,SRR3965758,SAT,deep,deep-0052,nan,nan,0.16043537852101436,158.0,0.10068156346555583,2.0
672889,0.21638915070836606,SRR3965873,SAT,deep,deep-0052,nan,nan,0.14184671974464105,162.0,0.04668095403455835,3.0
672891,0.19484343487548186,SRR3965873,SAT,deep,deep-0052,E!!!H,Coenzyme transport and metabolism,0.14184671974464105,162.0,0.04668095403455835,3.0
672889,0.2218521939751676,SRR3965874,SAT,deep,deep-0052,nan,nan,0.1774723246369138,118.0,0.14009216281020676,1.0
672889,0.20428993441625098,SRR3966130,SAT,deep,deep-0052,nan,nan,0.13417555533910536,110.0,0.04526481291139435,2.0
672889,0.2321525196891664,SRR3967319,SAT,deep,deep-0052,nan,nan,0.15041383809144332,440.0,0.0599783541445899,4.0
672889,0.2176495890287544,SRR3967690,SAT,deep,deep-0052,nan,nan,0.1577530715241274,246.0,0.0792614837285937,3.0
672889,0.2322819515593496,SRR3967700,SAT,deep,deep-0052,nan,nan,0.1661364210815791,95.0,0.3448044979452536,1.0
672889,0.1671898257912267,SRR3968061,SAT,deep,deep-0052,nan,nan,0.1671898257912267,55.0,nan,nan
734765,1.12372244387904,SRR3968060,SAT,deep,deep-0193,P,Inorganic ion transport and metabolism,0.5974671267728181,2033.0,0.5234604377394645,30.0
734767,1.4012029998740343,SRR3968060,SAT,deep,deep-0193,S,Function unknown,0.5974671267728181,2033.0,0.5234604377394645,30.0
756765,0.5252865550823387,SRR3965873,SAT,deep,deep-0455,L,"Replication, recombination and repair",0.23639304856955096,1941.0,0.18440793736290484,43.0
756766,0.905015203304688,SRR3965873,SAT,deep,deep-0455,R,General function prediction only,0.23639304856955096,1941.0,0.18440793736290484,43.0
756772,0.5708455101452917,SRR3965873,SAT,deep,deep-0455,J,"Translation, ribosomal structure and biogenesis",0.23639304856955096,1941.0,0.18440793736290484,43.0
758213,1.4760023730381482,SRR3965873,SAT,deep,deep-0455,nan,nan,0.23639304856955096,1941.0,0.18440793736290484,43.0
758215,0.19685938358553395,SRR3965873,SAT,deep,deep-0455,S,Function unknown,0.23639304856955096,1941.0,0.18440793736290484,43.0
758514,0.38173555639881546,SRR3965873,SAT,deep,deep-0455,R,General function prediction only,0.23639304856955096,1941.0,0.18440793736290484,43.0
758526,0.3704432709875747,SRR3965873,SAT,deep,deep-0455,I,Lipid transport and metabolism,0.23639304856955096,1941.0,0.18440793736290484,43.0
758527,0.7225971447436647,SRR3965873,SAT,deep,deep-0455,nan,nan,0.23639304856955096,1941.0,0.18440793736290484,43.0
758642,0.39383037032604257,SRR3965873,SAT,deep,deep-0455,H,Coenzyme transport and metabolism,0.23639304856955096,1941.0,0.18440793736290484,43.0
756765,0.3852674332394204,SRR3966130,SAT,deep,deep-0455,L,"Replication, recombination and repair",0.2094615235703108,1688.0,0.14597357363098462,34.0
756772,0.2268783678015207,SRR3966130,SAT,deep,deep-0455,J,"Translation, ribosomal structure and biogenesis",0.2094615235703108,1688.0,0.14597357363098462,34.0
758514,0.5804847970447067,SRR3966130,SAT,deep,deep-0455,R,General function prediction only,0.2094615235703108,1688.0,0.14597357363098462,34.0
758526,0.3960734374953899,SRR3966130,SAT,deep,deep-0455,I,Lipid transport and metabolism,0.2094615235703108,1688.0,0.14597357363098462,34.0
758532,0.9410796781843521,SRR3966130,SAT,deep,deep-0455,nan,nan,0.2094615235703108,1688.0,0.14597357363098462,34.0
758642,0.3810710026517544,SRR3966130,SAT,deep,deep-0455,H,Coenzyme transport and metabolism,0.2094615235703108,1688.0,0.14597357363098462,34.0
758527,0.5413969112225312,SRR3967319,SAT,deep,deep-0455,nan,nan,0.1543927874769278,844.0,0.10788929764574542,12.0
758641,0.0912703093472328,SRR3967319,SAT,deep,deep-0455,G,Carbohydrate transport and metabolism,0.1543927874769278,844.0,0.10788929764574542,12.0
758642,0.3917381053329189,SRR3967319,SAT,deep,deep-0455,H,Coenzyme transport and metabolism,0.1543927874769278,844.0,0.10788929764574542,12.0
758642,0.19685252969906725,SRR3965758,SAT,deep,deep-0455,H,Coenzyme transport and metabolism,0.1465168301754778,225.0,0.06454236170361484,4.0
758642,0.3695318773430762,SRR3967690,SAT,deep,deep-0455,H,Coenzyme transport and metabolism,0.14292872923552827,169.0,0.13533809090474425,3.0
758642,0.3099038337810089,SRR3967700,SAT,deep,deep-0455,H,Coenzyme transport and metabolism,0.11452668819745827,58.0,0.07814305861040567,1.0
164329,0.5358348678518086,SRR3960578,NAT,deep,deep-0108,Q,"Secondary metabolites biosynthesis, transport and catabolism",0.2180444175377338,2736.0,0.09803118179807443,34.0
164330,0.14365455977917485,SRR3960578,NAT,deep,deep-0108,X,"Mobilome: prophages, transposons",0.2180444175377338,2736.0,0.09803118179807443,34.0
164331,0.11724408810591505,SRR3960578,NAT,deep,deep-0108,K,Transcription,0.2180444175377338,2736.0,0.09803118179807443,34.0
164330,0.0745009000736299,SRR3960572,NAT,deep,deep-0108,X,"Mobilome: prophages, transposons",0.03812565133914935,139.0,0.04719751097907909,10.0
164331,0.11236633824883996,SRR3960572,NAT,deep,deep-0108,K,Transcription,0.03812565133914935,139.0,0.04719751097907909,10.0
164330,0.7429216300940464,SRR3960575,NAT,deep,deep-0108,X,"Mobilome: prophages, transposons",0.05112476913947511,113.0,0.05852074377524793,12.0
164331,0.05767472057174153,SRR3960575,NAT,deep,deep-0108,K,Transcription,0.05112476913947511,113.0,0.05852074377524793,12.0
164330,0.11210024321218692,SRR3960576,NAT,deep,deep-0108,X,"Mobilome: prophages, transposons",0.08064538953398458,515.0,0.07089587813535117,21.0
164331,0.10280680687379616,SRR3960576,NAT,deep,deep-0108,K,Transcription,0.08064538953398458,515.0,0.07089587813535117,21.0
164330,0.4069378720055107,SRR3960577,NAT,deep,deep-0108,X,"Mobilome: prophages, transposons",0.046524980272413946,135.0,0.04469100445808522,13.0
164331,0.04192875899713781,SRR3960580,NAT,deep,deep-0108,K,Transcription,0.04069575375766609,145.0,0.05050592895811404,12.0
338480,0.5224054356250698,SRR3960575,NAT,deep,deep-0275,C!!!C,Energy production and conversion,0.35396299321802915,1794.0,0.2236425547715205,29.0
415394,3.082914464381356,SRR3960581,NAT,deep,deep-0527,L,"Replication, recombination and repair",2.1780444170419293,2110.0,1.263378027092542,42.0
415840,1.6049995063362767,SRR3960581,NAT,deep,deep-0527,L,"Replication, recombination and repair",2.1780444170419293,2110.0,1.263378027092542,42.0
415841,1.1948828541825172,SRR3960581,NAT,deep,deep-0527,nan,nan,2.1780444170419293,2110.0,1.263378027092542,42.0
557498,0.12728551393504625,SRR3960577,NAT,deep,deep-0094,X,"Mobilome: prophages, transposons",0.5292784707888409,59.0,0.03377602333469172,1.0
557848,1.3203738050231648,SRR3960575,NAT,deep,deep-0094,S,Function unknown,0.9171990166409544,822.0,0.5138552404491941,11.0
559810,2.1063162101275625,SRR3960575,NAT,deep,deep-0094,nan,nan,0.9171990166409544,822.0,0.5138552404491941,11.0
672889,0.22475520062953835,SRR3960575,NAT,deep,deep-0052,nan,nan,0.16778688214710288,275.0,0.07927325932067633,3.0
672889,0.27268414785837525,SRR3960576,NAT,deep,deep-0052,nan,nan,0.1572097114126147,125.0,0.19203927752503536,2.0
672889,0.2472549397910932,SRR3960577,NAT,deep,deep-0052,nan,nan,0.16949983036025673,249.0,0.08928746363295734,2.0
672889,0.2142184845139604,SRR3960578,NAT,deep,deep-0052,nan,nan,0.24869402235944302,10.0,nan,nan
672889,0.17044639545997056,SRR3960580,NAT,deep,deep-0052,nan,nan,0.2957276882843424,5.0,nan,nan
700341,0.8468584400843215,SRR3960577,NAT,deep,deep-0228,nan,nan,1.132101267688668,1309.0,0.7803539921270207,16.0
700346,0.90746443314004,SRR3960577,NAT,deep,deep-0228,L,"Replication, recombination and repair",1.132101267688668,1309.0,0.7803539921270207,16.0
700341,0.7217137713646988,SRR3960578,NAT,deep,deep-0228,nan,nan,1.1948924397919083,1390.0,0.991445196720818,21.0
700346,0.9779534774569544,SRR3960578,NAT,deep,deep-0228,L,"Replication, recombination and repair",1.1948924397919083,1390.0,0.991445196720818,21.0
701292,0.30040904484066056,SRR3960578,NAT,deep,deep-0228,L,"Replication, recombination and repair",1.1948924397919083,1390.0,0.991445196720818,21.0
758642,0.3326209641149887,SRR3960575,NAT,deep,deep-0455,H,Coenzyme transport and metabolism,0.1743047912985165,517.0,0.1571246696734399,8.0
758642,0.301833116484146,SRR3960576,NAT,deep,deep-0455,H,Coenzyme transport and metabolism,0.13562343448341999,56.0,nan,nan
758642,0.495808968911703,SRR3960577,NAT,deep,deep-0455,H,Coenzyme transport and metabolism,0.1548692443196134,153.0,0.09792505185628328,3.0
542196,0.2680568247811875,SRR3962772,SP,deep,deep-0345,M,Cell wall/membrane/envelope biogenesis,0.8349545037872773,94.0,0.09657450191475928,1.0
672889,0.16879426126999894,SRR3962680,SP,deep,deep-0052,nan,nan,0.15668712578197172,121.0,0.011802342155248642,1.0
672889,0.19844124574913508,SRR3962773,SP,deep,deep-0052,nan,nan,0.13886409494535892,143.0,0.05994275165361504,2.0
672889,0.21717592813653303,SRR3963449,SP,deep,deep-0052,nan,nan,0.15143277064042124,188.0,0.05428334441483708,2.0
758642,0.3393313815258698,SRR3962773,SP,deep,deep-0455,H,Coenzyme transport and metabolism,0.14722084752680978,219.0,0.07947066477089129,3.0
92682,0.14347430825268434,SRR3960684,NP,deep,deep-0036,nan,nan,0.3251968133513432,4142.0,0.17426556550029465,41.0
92683,1.8424840351141905,SRR3960684,NP,deep,deep-0036,nan,nan,0.3251968133513432,4142.0,0.17426556550029465,41.0
92684,0.4439587280214147,SRR3960684,NP,deep,deep-0036,nan,nan,0.3251968133513432,4142.0,0.17426556550029465,41.0
92685,0.7224866634113071,SRR3960684,NP,deep,deep-0036,F!!!H,Coenzyme transport and metabolism,0.3251968133513432,4142.0,0.17426556550029465,41.0
94966,1.7477016602566386,SRR3960684,NP,deep,deep-0036,nan,nan,0.3251968133513432,4142.0,0.17426556550029465,41.0
94967,0.1974413268654372,SRR3960684,NP,deep,deep-0036,L,"Replication, recombination and repair",0.3251968133513432,4142.0,0.17426556550029465,41.0
94981,0.19792178100668292,SRR3960684,NP,deep,deep-0036,J!!!J,"Translation, ribosomal structure and biogenesis",0.3251968133513432,4142.0,0.17426556550029465,41.0
95731,2.251594279545852,SRR3960684,NP,deep,deep-0036,nan,nan,0.3251968133513432,4142.0,0.17426556550029465,41.0
95732,0.8043477065078088,SRR3960684,NP,deep,deep-0036,V,Defense mechanisms,0.3251968133513432,4142.0,0.17426556550029465,41.0
96589,1.2771090777394845,SRR3960684,NP,deep,deep-0036,nan,nan,0.3251968133513432,4142.0,0.17426556550029465,41.0
129098,0.18553388229881587,SRR3968063,NP,deep,deep-0165,H,Coenzyme transport and metabolism,0.1091910989908738,3162.0,0.12150203689113513,42.0
129099,0.1126311279678818,SRR3968063,NP,deep,deep-0165,K,Transcription,0.1091910989908738,3162.0,0.12150203689113513,42.0
129100,0.0820496574417688,SRR3968063,NP,deep,deep-0165,H,Coenzyme transport and metabolism,0.1091910989908738,3162.0,0.12150203689113513,42.0
129101,0.04492777877492948,SRR3968063,NP,deep,deep-0165,H!!!H,Coenzyme transport and metabolism,0.1091910989908738,3162.0,0.12150203689113513,42.0
129102,0.11882057475827365,SRR3968063,NP,deep,deep-0165,H,Coenzyme transport and metabolism,0.1091910989908738,3162.0,0.12150203689113513,42.0
129535,0.05772829866942695,SRR3968063,NP,deep,deep-0165,T,Signal transduction mechanisms,0.1091910989908738,3162.0,0.12150203689113513,42.0
129536,0.060425902583787834,SRR3968063,NP,deep,deep-0165,C,Energy production and conversion,0.1091910989908738,3162.0,0.12150203689113513,42.0
129538,1.04894980537646,SRR3968063,NP,deep,deep-0165,nan,nan,0.1091910989908738,3162.0,0.12150203689113513,42.0
129539,0.07489284770200992,SRR3968063,NP,deep,deep-0165,nan,nan,0.1091910989908738,3162.0,0.12150203689113513,42.0
129540,0.33420081278203945,SRR3968063,NP,deep,deep-0165,nan,nan,0.1091910989908738,3162.0,0.12150203689113513,42.0
129541,0.12366640274347805,SRR3968063,NP,deep,deep-0165,U,"Intracellular trafficking, secretion, and vesicular transport",0.1091910989908738,3162.0,0.12150203689113513,42.0
129595,1.0435801347831672,SRR3968063,NP,deep,deep-0165,K!!!T,Signal transduction mechanisms,0.1091910989908738,3162.0,0.12150203689113513,42.0
129596,0.08101358394893315,SRR3968063,NP,deep,deep-0165,K,Transcription,0.1091910989908738,3162.0,0.12150203689113513,42.0
129098,0.14817730474134186,SRR3968770,NP,deep,deep-0165,H,Coenzyme transport and metabolism,0.09959735778491953,3039.0,0.11734315998519085,43.0
129099,0.08387890294542691,SRR3968770,NP,deep,deep-0165,K,Transcription,0.09959735778491953,3039.0,0.11734315998519085,43.0
129100,0.12377073009665775,SRR3968770,NP,deep,deep-0165,H,Coenzyme transport and metabolism,0.09959735778491953,3039.0,0.11734315998519085,43.0
129101,0.024392230772721055,SRR3968770,NP,deep,deep-0165,H!!!H,Coenzyme transport and metabolism,0.09959735778491953,3039.0,0.11734315998519085,43.0
129102,0.05806013894298169,SRR3968770,NP,deep,deep-0165,H,Coenzyme transport and metabolism,0.09959735778491953,3039.0,0.11734315998519085,43.0
129535,0.05198855272347756,SRR3968770,NP,deep,deep-0165,T,Signal transduction mechanisms,0.09959735778491953,3039.0,0.11734315998519085,43.0
129536,0.03757261984793616,SRR3968770,NP,deep,deep-0165,C,Energy production and conversion,0.09959735778491953,3039.0,0.11734315998519085,43.0
129539,0.07967461674408523,SRR3968770,NP,deep,deep-0165,nan,nan,0.09959735778491953,3039.0,0.11734315998519085,43.0
129540,0.3240298417524081,SRR3968770,NP,deep,deep-0165,nan,nan,0.09959735778491953,3039.0,0.11734315998519085,43.0
129541,0.1246795028294051,SRR3968770,NP,deep,deep-0165,U,"Intracellular trafficking, secretion, and vesicular transport",0.09959735778491953,3039.0,0.11734315998519085,43.0
129595,0.5719759646739986,SRR3968770,NP,deep,deep-0165,K!!!T,Signal transduction mechanisms,0.09959735778491953,3039.0,0.11734315998519085,43.0
129596,0.06825109855678999,SRR3968770,NP,deep,deep-0165,K,Transcription,0.09959735778491953,3039.0,0.11734315998519085,43.0
129098,0.0,SRR3968777,NP,deep,deep-0165,H,Coenzyme transport and metabolism,0.07390900604826085,2497.0,0.07369687610478201,39.0
129099,0.03542275875513378,SRR3968777,NP,deep,deep-0165,K,Transcription,0.07390900604826085,2497.0,0.07369687610478201,39.0
129100,0.062269305577832626,SRR3968777,NP,deep,deep-0165,H,Coenzyme transport and metabolism,0.07390900604826085,2497.0,0.07369687610478201,39.0
129101,0.021137637603676544,SRR3968777,NP,deep,deep-0165,H!!!H,Coenzyme transport and metabolism,0.07390900604826085,2497.0,0.07369687610478201,39.0
129102,0.006254923108185166,SRR3968777,NP,deep,deep-0165,H,Coenzyme transport and metabolism,0.07390900604826085,2497.0,0.07369687610478201,39.0
129535,0.047581097206142266,SRR3968777,NP,deep,deep-0165,T,Signal transduction mechanisms,0.07390900604826085,2497.0,0.07369687610478201,39.0
129536,0.04327714862095725,SRR3968777,NP,deep,deep-0165,C,Energy production and conversion,0.07390900604826085,2497.0,0.07369687610478201,39.0
129539,0.05157560946424182,SRR3968777,NP,deep,deep-0165,nan,nan,0.07390900604826085,2497.0,0.07369687610478201,39.0
