gene_callers_id,contig,start,stop,bin,bin_contig,source,integron,ocean,category_accession,COG_category,e_value,pnps,sample_id,depth
56876,IN-5_12108,195471,196170,IN-5,12108,malaspina,CALIN,IN,C,Energy production and conversion,0,1.5096058686132383,IN_SRR3963622,deep
56877,IN-5_12108,196475,196916,IN-5,12108,malaspina,CALIN,IN,G,Carbohydrate transport and metabolism,0,1.3811369919128715,IN_SRR3963457,deep
56877,IN-5_12108,196475,196916,IN-5,12108,malaspina,CALIN,IN,G,Carbohydrate transport and metabolism,0,1.2369378310867285,IN_SRR3963622,deep
56878,IN-5_12108,197242,197473,IN-5,12108,malaspina,CALIN,IN,G,Carbohydrate transport and metabolism,0,1.0154839372530329,IN_SRR3963457,deep
56878,IN-5_12108,197242,197473,IN-5,12108,malaspina,CALIN,IN,G,Carbohydrate transport and metabolism,0,1.0047421858512746,IN_SRR3963622,deep
56879,IN-5_12108,197447,197777,IN-5,12108,malaspina,CALIN,IN,G,Carbohydrate transport and metabolism,0,2.6626325278320992,IN_SRR3963457,deep
56879,IN-5_12108,197447,197777,IN-5,12108,malaspina,CALIN,IN,G,Carbohydrate transport and metabolism,0,1.2120691685989964,IN_SRR3963622,deep
56880,IN-5_12108,197867,198620,IN-5,12108,malaspina,CALIN,IN,G,Carbohydrate transport and metabolism,0,3.470718460553392,IN_SRR3963457,deep
56881,IN-5_12108,198692,199121,IN-5,12108,malaspina,CALIN,IN,E!!!Q,Amino acid transport and metabolism,0,0.5513870268476042,IN_SRR3963457,deep
56881,IN-5_12108,198692,199121,IN-5,12108,malaspina,CALIN,IN,E!!!Q,Amino acid transport and metabolism,0,0.7171419988395086,IN_SRR3963622,deep
56881,IN-5_12108,198692,199121,IN-5,12108,malaspina,CALIN,IN,E!!!Q,"Secondary metabolites biosynthesis, transport and catabolism",0,0.5513870268476042,IN_SRR3963457,deep
56881,IN-5_12108,198692,199121,IN-5,12108,malaspina,CALIN,IN,E!!!Q,"Secondary metabolites biosynthesis, transport and catabolism",0,0.7171419988395086,IN_SRR3963622,deep
58148,IN-12_MHASMcontig_364207,29426,29780,IN-12,MHASMcontig_364207,malaspina,CALIN,IN,Q,"Secondary metabolites biosynthesis, transport and catabolism",0,1.1219941860433371,IN_SRR3963457,deep
58148,IN-12_MHASMcontig_364207,29426,29780,IN-12,MHASMcontig_364207,malaspina,CALIN,IN,Q,"Secondary metabolites biosynthesis, transport and catabolism",0,0.6238167088605657,IN_SRR3963622,deep
58148,IN-12_MHASMcontig_364207,29426,29780,IN-12,MHASMcontig_364207,malaspina,CALIN,IN,Q,"Secondary metabolites biosynthesis, transport and catabolism",0,0.7321389074021564,IN_SRR3963982,deep
58149,IN-12_MHASMcontig_364207,29858,30362,IN-12,MHASMcontig_364207,malaspina,CALIN,IN,R,General function prediction only,0,1.6080947595282722,IN_SRR3963457,deep
58149,IN-12_MHASMcontig_364207,29858,30362,IN-12,MHASMcontig_364207,malaspina,CALIN,IN,R,General function prediction only,0,0.9679593558287436,IN_SRR3963622,deep
58149,IN-12_MHASMcontig_364207,29858,30362,IN-12,MHASMcontig_364207,malaspina,CALIN,IN,R,General function prediction only,0,0.030940798835170213,IN_SRR3963982,deep
58150,IN-12_MHASMcontig_364207,30552,30906,IN-12,MHASMcontig_364207,malaspina,CALIN,IN,nan,nan,nan,1.5167221273782807,IN_SRR3963457,deep
58150,IN-12_MHASMcontig_364207,30552,30906,IN-12,MHASMcontig_364207,malaspina,CALIN,IN,nan,nan,nan,0.6031393868592175,IN_SRR3963622,deep
137824,IN-40_MHASMcontig_384379,496,1036,IN-40,MHASMcontig_384379,malaspina,CALIN,IN,P,Inorganic ion transport and metabolism,0,0.42782364028013137,IN_SRR3963458,deep
137825,IN-40_MHASMcontig_384379,1173,1602,IN-40,MHASMcontig_384379,malaspina,CALIN,IN,H,Coenzyme transport and metabolism,0,1.1656019562493825,IN_SRR3963458,deep
53885,SAT-69_146374,40895,41570,SAT-69,146374,tara,complete,SAT,P,Inorganic ion transport and metabolism,0,0.1919200799201394,ERR599044,MES
128401,SAT-1462_53586,6240,8325,SAT-1462,53586,tara,CALIN,SAT,P,Inorganic ion transport and metabolism,0,0.0648986334754984,ERR598947,MES
128402,SAT-1462_53586,8504,8969,SAT-1462,53586,tara,CALIN,SAT,M,Cell wall/membrane/envelope biogenesis,0,0.013529836044774238,ERR598947,MES
128404,SAT-1462_53586,9468,12684,SAT-1462,53586,tara,CALIN,SAT,O!!!S,"Posttranslational modification, protein turnover, chaperones",0,0.047368261048617084,ERR598947,MES
128404,SAT-1462_53586,9468,12684,SAT-1462,53586,tara,CALIN,SAT,O!!!S,Function unknown,0,0.047368261048617084,ERR598947,MES
202549,SAT-112_194940,114614,115619,SAT-112,194940,tara,complete,SAT,L,"Replication, recombination and repair",0,1.5739142816460383,SRR3966130,deep
202550,SAT-112_194940,115941,116286,SAT-112,194940,tara,complete,SAT,C,Energy production and conversion,0,0.11220072573575056,ERR599148,DCM
202550,SAT-112_194940,115941,116286,SAT-112,194940,tara,complete,SAT,C,Energy production and conversion,0,0.0,ERR599000,MES
202550,SAT-112_194940,115941,116286,SAT-112,194940,tara,complete,SAT,C,Energy production and conversion,0,0.05601936876556963,ERR599044,MES
202552,SAT-112_194940,117749,118103,SAT-112,194940,tara,complete,SAT,nan,nan,nan,1.246387564690252,ERR599044,MES
244906,SAT-26_243254,149341,150310,SAT-26,243254,tara,complete,SAT,L,"Replication, recombination and repair",0,0.5181229027382935,ERR599148,DCM
244906,SAT-26_243254,149341,150310,SAT-26,243254,tara,complete,SAT,L,"Replication, recombination and repair",0,0.2806496815304899,ERR599000,MES
244906,SAT-26_243254,149341,150310,SAT-26,243254,tara,complete,SAT,L,"Replication, recombination and repair",0,0.455164040089425,ERR599044,MES
244906,SAT-26_243254,149341,150310,SAT-26,243254,tara,complete,SAT,L,"Replication, recombination and repair",0,0.3965136987734259,ERR599159,MES
244906,SAT-26_243254,149341,150310,SAT-26,243254,tara,complete,SAT,L,"Replication, recombination and repair",0,0.387463680647336,SRR3966130,deep
244906,SAT-26_243254,149341,150310,SAT-26,243254,tara,complete,SAT,L,"Replication, recombination and repair",0,0.8561522251217498,SRR3968060,deep
259245,SAT-230_MHASMcontig_811684,7380,7737,SAT-230,MHASMcontig_811684,tara,CALIN,SAT,nan,nan,nan,0.23159110836182786,ERR599044,MES
265425,SAT-109_302934,18242,18530,SAT-109,302934,tara,CALIN,SAT,V,Defense mechanisms,0,0.0,ERR599000,MES
265425,SAT-109_302934,18242,18530,SAT-109,302934,tara,CALIN,SAT,V,Defense mechanisms,0,0.0,ERR599044,MES
265426,SAT-109_302934,18540,18819,SAT-109,302934,tara,CALIN,SAT,V,Defense mechanisms,0,0.049052869765943335,ERR599000,MES
265426,SAT-109_302934,18540,18819,SAT-109,302934,tara,CALIN,SAT,V,Defense mechanisms,0,0.0339390456838816,ERR599044,MES
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.0,ERR599148,DCM
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.16575503857821916,ERR598947,MES
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.02301674324321199,ERR599000,MES
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.13785883977404234,ERR599005,MES
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.03783512115638122,ERR599044,MES
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.04355887489376652,ERR599159,MES
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.010767871269563438,SRR3966130,deep
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.038690138314355284,SRR3967025,deep
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.04027289766131237,SRR3967558,deep
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.040890819366929385,SRR3967699,deep
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.03965184183177918,SRR3968060,deep
291071,SAT-109_298324,61447,61741,SAT-109,298324,tara,CALIN,SAT,X,"Mobilome: prophages, transposons",0,0.23311353881450936,ERR599000,MES
291071,SAT-109_298324,61447,61741,SAT-109,298324,tara,CALIN,SAT,X,"Mobilome: prophages, transposons",0,0.13835722018280736,ERR599044,MES
291071,SAT-109_298324,61447,61741,SAT-109,298324,tara,CALIN,SAT,X,"Mobilome: prophages, transposons",0,0.1916737320491016,ERR599159,MES
291071,SAT-109_298324,61447,61741,SAT-109,298324,tara,CALIN,SAT,X,"Mobilome: prophages, transposons",0,0.13635740035857344,SRR3968060,deep
291072,SAT-109_298324,61737,61962,SAT-109,298324,tara,CALIN,SAT,nan,nan,nan,0.4067037761254146,ERR599044,MES
291072,SAT-109_298324,61737,61962,SAT-109,298324,tara,CALIN,SAT,nan,nan,nan,0.2694782778624028,SRR3968060,deep
303748,SAT-62_MHASMcontig_1891507,71092,71605,SAT-62,MHASMcontig_1891507,tara,complete,SAT,L,"Replication, recombination and repair",0,0.2462995235807512,ERR599159,MES
366843,SAT-1462_55601,25662,29316,SAT-1462,55601,tara,CALIN,SAT,L,"Replication, recombination and repair",0,0.07760515578245396,ERR598947,MES
366844,SAT-1462_55601,29312,30545,SAT-1462,55601,tara,CALIN,SAT,L,"Replication, recombination and repair",0,0.030856312885803008,ERR598947,MES
405965,SAT-126_MHASMcontig_1419004,13571,14207,SAT-126,MHASMcontig_1419004,tara,CALIN,SAT,S,Function unknown,0,0.5689202367503763,ERR599148,DCM
405965,SAT-126_MHASMcontig_1419004,13571,14207,SAT-126,MHASMcontig_1419004,tara,CALIN,SAT,S,Function unknown,0,1.1078519082516365,ERR599000,MES
405965,SAT-126_MHASMcontig_1419004,13571,14207,SAT-126,MHASMcontig_1419004,tara,CALIN,SAT,S,Function unknown,0,0.8314946028593782,ERR599044,MES
405967,SAT-126_MHASMcontig_1419004,14669,14960,SAT-126,MHASMcontig_1419004,tara,CALIN,SAT,nan,nan,nan,0.752343490813881,ERR599148,DCM
405967,SAT-126_MHASMcontig_1419004,14669,14960,SAT-126,MHASMcontig_1419004,tara,CALIN,SAT,nan,nan,nan,0.31647189430206163,ERR599044,MES
416928,SAT-1_231089,75767,76070,SAT-1,231089,tara,CALIN,SAT,C,Energy production and conversion,0,0.11201308396553056,ERR599148,DCM
416928,SAT-1_231089,75767,76070,SAT-1,231089,tara,CALIN,SAT,C,Energy production and conversion,0,0.11734356653953194,ERR599000,MES
416928,SAT-1_231089,75767,76070,SAT-1,231089,tara,CALIN,SAT,C,Energy production and conversion,0,0.30547312904418555,ERR599044,MES
416928,SAT-1_231089,75767,76070,SAT-1,231089,tara,CALIN,SAT,C,Energy production and conversion,0,0.3625818732159676,ERR599159,MES
416928,SAT-1_231089,75767,76070,SAT-1,231089,tara,CALIN,SAT,C,Energy production and conversion,0,0.13155384864948758,SRR3967025,deep
416928,SAT-1_231089,75767,76070,SAT-1,231089,tara,CALIN,SAT,C,Energy production and conversion,0,0.99887342758544,SRR3967558,deep
416928,SAT-1_231089,75767,76070,SAT-1,231089,tara,CALIN,SAT,C,Energy production and conversion,0,0.30511714752054664,SRR3967699,deep
416928,SAT-1_231089,75767,76070,SAT-1,231089,tara,CALIN,SAT,C,Energy production and conversion,0,0.4089062448494769,SRR3968060,deep
418444,SAT-1462_69933,45686,46022,SAT-1462,69933,tara,CALIN,SAT,nan,nan,nan,1.351157235367766,ERR598947,MES
421407,SAT-69_93996,41,455,SAT-69,93996,tara,CALIN,SAT,K,Transcription,0,0.0668367346938774,ERR599005,MES
421407,SAT-69_93996,41,455,SAT-69,93996,tara,CALIN,SAT,K,Transcription,0,0.0656275836800135,ERR599044,MES
421409,SAT-69_93996,1510,1996,SAT-69,93996,tara,CALIN,SAT,I,Lipid transport and metabolism,0,0.09505646824647317,ERR599044,MES
421410,SAT-69_93996,2154,5115,SAT-69,93996,tara,CALIN,SAT,T!!!T,Signal transduction mechanisms,0,0.057288438140121564,ERR599044,MES
421410,SAT-69_93996,2154,5115,SAT-69,93996,tara,CALIN,SAT,T!!!T,Signal transduction mechanisms,0,0.057288438140121564,ERR599044,MES
444953,SAT-1462_51472,158,1052,SAT-1462,51472,tara,In0,SAT,L,"Replication, recombination and repair",0,1.3675359092464452,ERR598947,MES
56484,SAT-31_MHASMcontig_716831,4937,5951,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,C,Energy production and conversion,0,0.10386657731595347,SAT_SRR3965592,deep
56484,SAT-31_MHASMcontig_716831,4937,5951,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,C,Energy production and conversion,0,0.17127481732889388,SAT_SRR3965758,deep
56484,SAT-31_MHASMcontig_716831,4937,5951,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,C,Energy production and conversion,0,0.8301202040363818,SAT_SRR3965873,deep
56484,SAT-31_MHASMcontig_716831,4937,5951,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,C,Energy production and conversion,0,0.2339672264152689,SAT_SRR3966130,deep
56484,SAT-31_MHASMcontig_716831,4937,5951,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,C,Energy production and conversion,0,0.44509622237851504,SAT_SRR3967319,deep
56484,SAT-31_MHASMcontig_716831,4937,5951,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,C,Energy production and conversion,0,0.6112394756728566,SAT_SRR3967690,deep
56485,SAT-31_MHASMcontig_716831,6515,6863,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,J,"Translation, ribosomal structure and biogenesis",0,0.1488796196195375,SAT_SRR3965592,deep
56485,SAT-31_MHASMcontig_716831,6515,6863,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,J,"Translation, ribosomal structure and biogenesis",0,0.16591728850772944,SAT_SRR3965758,deep
56485,SAT-31_MHASMcontig_716831,6515,6863,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,J,"Translation, ribosomal structure and biogenesis",0,0.2976984239211955,SAT_SRR3966130,deep
56485,SAT-31_MHASMcontig_716831,6515,6863,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,J,"Translation, ribosomal structure and biogenesis",0,0.4742390375398436,SAT_SRR3967319,deep
56485,SAT-31_MHASMcontig_716831,6515,6863,SAT-31,MHASMcontig_716831,malaspina,complete,SAT,J,"Translation, ribosomal structure and biogenesis",0,0.5721090950882973,SAT_SRR3967690,deep
57407,SAT-92_MHASMcontig_1023497,66263,66977,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,I,Lipid transport and metabolism,0,0.0575354501729483,SAT_SRR3966130,deep
57407,SAT-92_MHASMcontig_1023497,66263,66977,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,I,Lipid transport and metabolism,0,0.3745449561875545,SAT_SRR3967319,deep
57407,SAT-92_MHASMcontig_1023497,66263,66977,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,I,Lipid transport and metabolism,0,0.4184307535117365,SAT_SRR3967690,deep
57408,SAT-92_MHASMcontig_1023497,67050,67521,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.10004518079207238,SAT_SRR3965592,deep
57408,SAT-92_MHASMcontig_1023497,67050,67521,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.1540562446178663,SAT_SRR3965758,deep
57408,SAT-92_MHASMcontig_1023497,67050,67521,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.3444477597851764,SAT_SRR3965873,deep
57408,SAT-92_MHASMcontig_1023497,67050,67521,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.13300330524368195,SAT_SRR3965874,deep
57408,SAT-92_MHASMcontig_1023497,67050,67521,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.532584802430104,SAT_SRR3966130,deep
57408,SAT-92_MHASMcontig_1023497,67050,67521,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.3780129356976573,SAT_SRR3967319,deep
57408,SAT-92_MHASMcontig_1023497,67050,67521,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.4772325139935579,SAT_SRR3967690,deep
57409,SAT-92_MHASMcontig_1023497,68502,69729,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.17889889875240753,SAT_SRR3965592,deep
57409,SAT-92_MHASMcontig_1023497,68502,69729,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.23949001702587144,SAT_SRR3965758,deep
57409,SAT-92_MHASMcontig_1023497,68502,69729,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.3282997651494566,SAT_SRR3965873,deep
57409,SAT-92_MHASMcontig_1023497,68502,69729,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.2970743086364933,SAT_SRR3965874,deep
57409,SAT-92_MHASMcontig_1023497,68502,69729,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.03254105830092289,SAT_SRR3966130,deep
57409,SAT-92_MHASMcontig_1023497,68502,69729,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.2872142446890709,SAT_SRR3967319,deep
57409,SAT-92_MHASMcontig_1023497,68502,69729,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.2524151516343253,SAT_SRR3967690,deep
57409,SAT-92_MHASMcontig_1023497,68502,69729,SAT-92,MHASMcontig_1023497,malaspina,CALIN,SAT,C,Energy production and conversion,0,0.0995617118961264,SAT_SRR3967700,deep
83323,SAT-189_MHASMcontig_1026754,3136,3241,SAT-189,MHASMcontig_1026754,malaspina,CALIN,SAT,L,"Replication, recombination and repair",0,0.31032215647600564,SAT_SRR3967319,deep
202550,SAT-112_194940,115941,116286,SAT-112,194940,malaspina,complete,SAT,E,Amino acid transport and metabolism,0,0.19109909665938046,SAT_SRR3967319,deep
202557,SAT-112_194940,120713,121421,SAT-112,194940,malaspina,complete,SAT,L,"Replication, recombination and repair",0,0.24191680407207686,SAT_SRR3967319,deep
259246,SAT-230_MHASMcontig_811684,7856,8309,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,H!!!R,Coenzyme transport and metabolism,0,0.13999828814731413,SAT_SRR3965873,deep
259246,SAT-230_MHASMcontig_811684,7856,8309,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,H!!!R,General function prediction only,0,0.13999828814731413,SAT_SRR3965873,deep
259247,SAT-230_MHASMcontig_811684,8309,9188,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,I!!!I,Lipid transport and metabolism,0,0.16804128379751745,SAT_SRR3965873,deep
259247,SAT-230_MHASMcontig_811684,8309,9188,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,I!!!I,Lipid transport and metabolism,0,0.16804128379751745,SAT_SRR3965873,deep
259248,SAT-230_MHASMcontig_811684,9318,10011,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,H,Coenzyme transport and metabolism,0,0.1840409249197276,SAT_SRR3965873,deep
259249,SAT-230_MHASMcontig_811684,10143,10560,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,K,Transcription,0,0.13594916708032362,SAT_SRR3965873,deep
259250,SAT-230_MHASMcontig_811684,10968,11496,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,E,Amino acid transport and metabolism,0,0.15924270981614935,SAT_SRR3965873,deep
259251,SAT-230_MHASMcontig_811684,11612,12578,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,E!!!I,Amino acid transport and metabolism,0,0.04573049935938391,SAT_SRR3965873,deep
259251,SAT-230_MHASMcontig_811684,11612,12578,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,E!!!I,Lipid transport and metabolism,0,0.04573049935938391,SAT_SRR3965873,deep
259252,SAT-230_MHASMcontig_811684,12722,13196,SAT-230,MHASMcontig_811684,malaspina,CALIN,SAT,E,Amino acid transport and metabolism,0,0.3418849725514314,SAT_SRR3965873,deep
342051,SAT-64_MHASMcontig_2078744,2746,3895,SAT-64,MHASMcontig_2078744,malaspina,CALIN,SAT,G,Carbohydrate transport and metabolism,0,0.4042273975028906,SAT_SRR3967699,deep
394454,SAT-83_MHASMcontig_2223615,19082,19658,SAT-83,MHASMcontig_2223615,malaspina,CALIN,SAT,O,"Posttranslational modification, protein turnover, chaperones",0,0.020804769001490173,SAT_SRR3965592,deep
394459,SAT-83_MHASMcontig_2223615,22277,22736,SAT-83,MHASMcontig_2223615,malaspina,CALIN,SAT,J,"Translation, ribosomal structure and biogenesis",0,0.014239264300010953,SAT_SRR3966130,deep
394460,SAT-83_MHASMcontig_2223615,23222,23660,SAT-83,MHASMcontig_2223615,malaspina,CALIN,SAT,J,"Translation, ribosomal structure and biogenesis",0,0.17410738964321953,SAT_SRR3965592,deep
394460,SAT-83_MHASMcontig_2223615,23222,23660,SAT-83,MHASMcontig_2223615,malaspina,CALIN,SAT,J,"Translation, ribosomal structure and biogenesis",0,0.19701800552572102,SAT_SRR3966130,deep
527116,SAT-63_315985,4307,4832,SAT-63,315985,malaspina,CALIN,SAT,M,Cell wall/membrane/envelope biogenesis,0,0.02778477722813076,SAT_SRR3966130,deep
94200,NAT-280_50855,41734,43609,NAT-280,50855,tara,CALIN,NAT,J,"Translation, ribosomal structure and biogenesis",0,0.042295528879446674,ERR598968,SRF
94200,NAT-280_50855,41734,43609,NAT-280,50855,tara,CALIN,NAT,J,"Translation, ribosomal structure and biogenesis",0,0.14105735439625666,ERR598986,DCM
120963,NAT-32_MHASMcontig_1828408,1139,2534,NAT-32,MHASMcontig_1828408,tara,In0,NAT,L,"Replication, recombination and repair",0,0.0912383496735932,ERR598996,DCM
328131,NAT-143_8753,35031,36117,NAT-143,8753,tara,CALIN,NAT,E,Amino acid transport and metabolism,0,0.14679522736408193,ERR599095,DCM
328132,NAT-143_8753,36162,36501,NAT-143,8753,tara,CALIN,NAT,nan,nan,nan,0.0,ERR599095,DCM
336850,NAT-64_MHASMcontig_370840,1467,2433,NAT-64,MHASMcontig_370840,tara,complete,NAT,L,"Replication, recombination and repair",0,0.04030236513925645,ERR598985,MES
380506,NAT-145_2939,41922,43146,NAT-145,2939,tara,In0,NAT,L,"Replication, recombination and repair",0,0.2510403497203028,ERR598955,SRF
395897,NAT-30_MHASMcontig_1525306,0,8829,NAT-30,MHASMcontig_1525306,tara,CALIN,NAT,Q,"Secondary metabolites biosynthesis, transport and catabolism",0,0.2127647629825551,ERR598944,MES
427557,NAT-276_MHASMcontig_270293,1109,2174,NAT-276,MHASMcontig_270293,tara,CALIN,NAT,X,"Mobilome: prophages, transposons",0,0.08124355104495548,ERR598985,MES
433399,NAT-101_68765,11680,11887,NAT-101,68765,tara,CALIN,NAT,K,Transcription,0,0.06562050590246145,ERR598986,DCM
433399,NAT-101_68765,11680,11887,NAT-101,68765,tara,CALIN,NAT,K,Transcription,0,0.06777571449589558,ERR598996,DCM
433399,NAT-101_68765,11680,11887,NAT-101,68765,tara,CALIN,NAT,K,Transcription,0,0.0,ERR599095,DCM
433399,NAT-101_68765,11680,11887,NAT-101,68765,tara,CALIN,NAT,K,Transcription,0,0.0008022619878255285,ERR598944,MES
433399,NAT-101_68765,11680,11887,NAT-101,68765,tara,CALIN,NAT,K,Transcription,0,0.002399783702291405,ERR598964,MES
433399,NAT-101_68765,11680,11887,NAT-101,68765,tara,CALIN,NAT,K,Transcription,0,0.0041092659853516475,ERR598985,MES
433399,NAT-101_68765,11680,11887,NAT-101,68765,tara,CALIN,NAT,K,Transcription,0,0.0010349103713707289,ERR599047,MES
433400,NAT-101_68765,12183,12573,NAT-101,68765,tara,CALIN,NAT,nan,nan,nan,1.7938163190632963,ERR598944,MES
433400,NAT-101_68765,12183,12573,NAT-101,68765,tara,CALIN,NAT,nan,nan,nan,0.5378701643037276,ERR598985,MES
433400,NAT-101_68765,12183,12573,NAT-101,68765,tara,CALIN,NAT,nan,nan,nan,0.6644775092095572,ERR599166,MES
433401,NAT-101_68765,12840,13815,NAT-101,68765,tara,CALIN,NAT,nan,nan,nan,0.05985806284236825,ERR598944,MES
433401,NAT-101_68765,12840,13815,NAT-101,68765,tara,CALIN,NAT,nan,nan,nan,0.04618473072472782,ERR598964,MES
433401,NAT-101_68765,12840,13815,NAT-101,68765,tara,CALIN,NAT,nan,nan,nan,0.031664800895570375,ERR598985,MES
433401,NAT-101_68765,12840,13815,NAT-101,68765,tara,CALIN,NAT,nan,nan,nan,0.159526746994887,ERR599166,MES
8811,NAT-210_MHASMcontig_490483,15633,16242,NAT-210,MHASMcontig_490483,malaspina,CALIN,NAT,K,Transcription,0,1.5725677830941034,NAT_SRR3960572,deep
10993,NAT-123_MHASMcontig_945442,3381,3891,NAT-123,MHASMcontig_945442,malaspina,CALIN,NAT,G,Carbohydrate transport and metabolism,0,1.4823460054175364,NAT_SRR3960580,deep
10994,NAT-123_MHASMcontig_945442,3999,4758,NAT-123,MHASMcontig_945442,malaspina,CALIN,NAT,V,Defense mechanisms,0,1.5228239654511682,NAT_SRR3960580,deep
57930,NAT-129_MHASMcontig_872123,255,579,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,O,"Posttranslational modification, protein turnover, chaperones",0,0.6002767039382105,NAT_SRR3960575,deep
57930,NAT-129_MHASMcontig_872123,255,579,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,O,"Posttranslational modification, protein turnover, chaperones",0,0.8534688312194563,NAT_SRR3960577,deep
57931,NAT-129_MHASMcontig_872123,827,1475,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,R,General function prediction only,0,0.3592505142375396,NAT_SRR3960575,deep
57931,NAT-129_MHASMcontig_872123,827,1475,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,R,General function prediction only,0,0.5728551040889892,NAT_SRR3960577,deep
57932,NAT-129_MHASMcontig_872123,1588,2200,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,I!!!R,Lipid transport and metabolism,0,0.7997788624828673,NAT_SRR3960575,deep
57932,NAT-129_MHASMcontig_872123,1588,2200,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,I!!!R,Lipid transport and metabolism,0,0.8133192412714706,NAT_SRR3960577,deep
57932,NAT-129_MHASMcontig_872123,1588,2200,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,I!!!R,General function prediction only,0,0.7997788624828673,NAT_SRR3960575,deep
57932,NAT-129_MHASMcontig_872123,1588,2200,NAT-129,MHASMcontig_872123,malaspina,CALIN,NAT,I!!!R,General function prediction only,0,0.8133192412714706,NAT_SRR3960577,deep
83667,NAT-127_107097,2720,3692,NAT-127,107097,malaspina,complete,NAT,C,Energy production and conversion,0,0.3907916690043326,NAT_SRR3960575,deep
162693,NAT-121_MHASMcontig_841820,74308,74632,NAT-121,MHASMcontig_841820,malaspina,CALIN,NAT,F!!!M,Nucleotide transport and metabolism,0,0.21919728987167492,NAT_SRR3960578,deep
