gene_callers_id,contig,start,stop,bin,bin_contig,source,integron,ocean,category_accession,COG_category,e_value,pnps,sample_id,depth,MAG_pnps_median,total_count,scg_pnps_median,scg_count,defense_pnps_median,defense_count,transposase_pnps_median,transposase_count
16289,IN-5_11176,8791,9145,IN-5,11176,tara,CALIN,IN,J,"Translation, ribosomal structure and biogenesis",0,0.03817555839647603,SRR3963498,deep,0.08531838375290834,143.0,0.05923096217012942,32.0,0.23487030056424305,3.0,nan,nan
51828,IN-924_29040,4459,5215,IN-924,29040,tara,CALIN,IN,O,"Posttranslational modification, protein turnover, chaperones",0,0.2654181939972096,ERR599057,SRF,0.08601214441434785,1758.0,0.05028608413294574,61.0,0.08899141801516594,41.0,nan,nan
51828,IN-924_29040,4459,5215,IN-924,29040,tara,CALIN,IN,O,"Posttranslational modification, protein turnover, chaperones",0,0.3669107756820184,ERR599102,SRF,0.0821932651094373,1602.0,0.0376991112767511,58.0,0.08585446735650919,37.0,nan,nan
51828,IN-924_29040,4459,5215,IN-924,29040,tara,CALIN,IN,O,"Posttranslational modification, protein turnover, chaperones",0,0.4116088177884752,ERR599146,SRF,0.07322095523404007,1645.0,0.0324902720812711,58.0,0.0511737142498519,39.0,nan,nan
51828,IN-924_29040,4459,5215,IN-924,29040,tara,CALIN,IN,O,"Posttranslational modification, protein turnover, chaperones",0,0.2717471263330641,ERR599150,SRF,0.08425303562447298,1893.0,0.03959688578114405,67.0,0.07300437034882824,42.0,nan,nan
51828,IN-924_29040,4459,5215,IN-924,29040,tara,CALIN,IN,O,"Posttranslational modification, protein turnover, chaperones",0,0.6569489709362064,ERR599158,SRF,0.05175805932903591,191.0,0.02150888202705394,6.0,0.15987087924398974,4.0,nan,nan
51828,IN-924_29040,4459,5215,IN-924,29040,tara,CALIN,IN,O,"Posttranslational modification, protein turnover, chaperones",0,0.2498129875747445,ERR599023,DCM,0.07267202555949437,1738.0,0.03233286138902535,60.0,0.06780177231738445,41.0,nan,nan
51828,IN-924_29040,4459,5215,IN-924,29040,tara,CALIN,IN,O,"Posttranslational modification, protein turnover, chaperones",0,0.2923232637277629,ERR599026,DCM,0.08964965027420521,1877.0,0.04981647392775782,67.0,0.08857743229198688,42.0,nan,nan
51828,IN-924_29040,4459,5215,IN-924,29040,tara,CALIN,IN,O,"Posttranslational modification, protein turnover, chaperones",0,0.370546135953077,ERR599028,DCM,0.08406357423382269,1617.0,0.030412828970234205,55.0,0.08135451310045079,38.0,nan,nan
51828,IN-924_29040,4459,5215,IN-924,29040,tara,CALIN,IN,O,"Posttranslational modification, protein turnover, chaperones",0,0.3594128753574936,ERR599082,DCM,0.0909148705781282,1855.0,0.04509722885851848,66.0,0.08543826861935848,42.0,nan,nan
51828,IN-924_29040,4459,5215,IN-924,29040,tara,CALIN,IN,O,"Posttranslational modification, protein turnover, chaperones",0,0.37866736011120783,ERR599110,DCM,0.08465209331092505,1730.0,0.056819948943557776,61.0,0.06729414462216858,39.0,nan,nan
51829,IN-924_29040,5271,6171,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0,0.06939822073963273,ERR599057,SRF,0.08601214441434785,1758.0,0.05028608413294574,61.0,0.08899141801516594,41.0,nan,nan
51829,IN-924_29040,5271,6171,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0,0.0,ERR599146,SRF,0.07322095523404007,1645.0,0.0324902720812711,58.0,0.0511737142498519,39.0,nan,nan
51829,IN-924_29040,5271,6171,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0,0.03969494912447742,ERR599150,SRF,0.08425303562447298,1893.0,0.03959688578114405,67.0,0.07300437034882824,42.0,nan,nan
51829,IN-924_29040,5271,6171,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0,0.0,ERR598949,DCM,0.05400720086782768,252.0,0.003070382616910734,7.0,0.010594366862190705,10.0,nan,nan
51829,IN-924_29040,5271,6171,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0,0.035926640830158486,ERR599023,DCM,0.07267202555949437,1738.0,0.03233286138902535,60.0,0.06780177231738445,41.0,nan,nan
51829,IN-924_29040,5271,6171,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0,0.05439257697053227,ERR599026,DCM,0.08964965027420521,1877.0,0.04981647392775782,67.0,0.08857743229198688,42.0,nan,nan
51829,IN-924_29040,5271,6171,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0,0.04465169484209381,ERR599028,DCM,0.08406357423382269,1617.0,0.030412828970234205,55.0,0.08135451310045079,38.0,nan,nan
51829,IN-924_29040,5271,6171,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0,0.04394149134584187,ERR599082,DCM,0.0909148705781282,1855.0,0.04509722885851848,66.0,0.08543826861935848,42.0,nan,nan
51829,IN-924_29040,5271,6171,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0,0.05940834946072737,ERR599110,DCM,0.08465209331092505,1730.0,0.056819948943557776,61.0,0.06729414462216858,39.0,nan,nan
51830,IN-924_29040,6160,6745,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0,0.12072801875889586,ERR599057,SRF,0.08601214441434785,1758.0,0.05028608413294574,61.0,0.08899141801516594,41.0,nan,nan
51830,IN-924_29040,6160,6745,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0,0.045250352514116014,ERR599102,SRF,0.0821932651094373,1602.0,0.0376991112767511,58.0,0.08585446735650919,37.0,nan,nan
51830,IN-924_29040,6160,6745,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0,0.0322463447478041,ERR599146,SRF,0.07322095523404007,1645.0,0.0324902720812711,58.0,0.0511737142498519,39.0,nan,nan
51830,IN-924_29040,6160,6745,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0,0.06760129402504647,ERR599150,SRF,0.08425303562447298,1893.0,0.03959688578114405,67.0,0.07300437034882824,42.0,nan,nan
51830,IN-924_29040,6160,6745,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0,0.06015435267717275,ERR599023,DCM,0.07267202555949437,1738.0,0.03233286138902535,60.0,0.06780177231738445,41.0,nan,nan
51830,IN-924_29040,6160,6745,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0,0.06173373852074721,ERR599026,DCM,0.08964965027420521,1877.0,0.04981647392775782,67.0,0.08857743229198688,42.0,nan,nan
51830,IN-924_29040,6160,6745,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0,0.05019084695942196,ERR599028,DCM,0.08406357423382269,1617.0,0.030412828970234205,55.0,0.08135451310045079,38.0,nan,nan
51830,IN-924_29040,6160,6745,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0,0.05629896395161424,ERR599082,DCM,0.0909148705781282,1855.0,0.04509722885851848,66.0,0.08543826861935848,42.0,nan,nan
51830,IN-924_29040,6160,6745,IN-924,29040,tara,CALIN,IN,H,Coenzyme transport and metabolism,0,0.08375774712098044,ERR599110,DCM,0.08465209331092505,1730.0,0.056819948943557776,61.0,0.06729414462216858,39.0,nan,nan
51831,IN-924_29040,6762,7512,IN-924,29040,tara,CALIN,IN,K!!!J,Transcription,0,0.047800047791675536,ERR599057,SRF,0.08601214441434785,1758.0,0.05028608413294574,61.0,0.08899141801516594,41.0,nan,nan
51831,IN-924_29040,6762,7512,IN-924,29040,tara,CALIN,IN,K!!!J,Transcription,0,0.011127655771169202,ERR599102,SRF,0.0821932651094373,1602.0,0.0376991112767511,58.0,0.08585446735650919,37.0,nan,nan
51831,IN-924_29040,6762,7512,IN-924,29040,tara,CALIN,IN,K!!!J,Transcription,0,0.032701273238441096,ERR599146,SRF,0.07322095523404007,1645.0,0.0324902720812711,58.0,0.0511737142498519,39.0,nan,nan
51831,IN-924_29040,6762,7512,IN-924,29040,tara,CALIN,IN,K!!!J,Transcription,0,0.041647927919874934,ERR599150,SRF,0.08425303562447298,1893.0,0.03959688578114405,67.0,0.07300437034882824,42.0,nan,nan
51831,IN-924_29040,6762,7512,IN-924,29040,tara,CALIN,IN,K!!!J,Transcription,0,0.013615830069507484,ERR599023,DCM,0.07267202555949437,1738.0,0.03233286138902535,60.0,0.06780177231738445,41.0,nan,nan
51831,IN-924_29040,6762,7512,IN-924,29040,tara,CALIN,IN,K!!!J,Transcription,0,0.04525026731736207,ERR599026,DCM,0.08964965027420521,1877.0,0.04981647392775782,67.0,0.08857743229198688,42.0,nan,nan
51831,IN-924_29040,6762,7512,IN-924,29040,tara,CALIN,IN,K!!!J,Transcription,0,0.042411754543305966,ERR599028,DCM,0.08406357423382269,1617.0,0.030412828970234205,55.0,0.08135451310045079,38.0,nan,nan
51831,IN-924_29040,6762,7512,IN-924,29040,tara,CALIN,IN,K!!!J,Transcription,0,0.043065957279712866,ERR599082,DCM,0.0909148705781282,1855.0,0.04509722885851848,66.0,0.08543826861935848,42.0,nan,nan
51831,IN-924_29040,6762,7512,IN-924,29040,tara,CALIN,IN,K!!!J,Transcription,0,0.06557761619733513,ERR599110,DCM,0.08465209331092505,1730.0,0.056819948943557776,61.0,0.06729414462216858,39.0,nan,nan
51831,IN-924_29040,6762,7512,IN-924,29040,tara,CALIN,IN,K!!!J,"Translation, ribosomal structure and biogenesis",0,0.047800047791675536,ERR599057,SRF,0.08601214441434785,1758.0,0.05028608413294574,61.0,0.08899141801516594,41.0,nan,nan
51831,IN-924_29040,6762,7512,IN-924,29040,tara,CALIN,IN,K!!!J,"Translation, ribosomal structure and biogenesis",0,0.011127655771169202,ERR599102,SRF,0.0821932651094373,1602.0,0.0376991112767511,58.0,0.08585446735650919,37.0,nan,nan
51831,IN-924_29040,6762,7512,IN-924,29040,tara,CALIN,IN,K!!!J,"Translation, ribosomal structure and biogenesis",0,0.032701273238441096,ERR599146,SRF,0.07322095523404007,1645.0,0.0324902720812711,58.0,0.0511737142498519,39.0,nan,nan
51831,IN-924_29040,6762,7512,IN-924,29040,tara,CALIN,IN,K!!!J,"Translation, ribosomal structure and biogenesis",0,0.041647927919874934,ERR599150,SRF,0.08425303562447298,1893.0,0.03959688578114405,67.0,0.07300437034882824,42.0,nan,nan
51831,IN-924_29040,6762,7512,IN-924,29040,tara,CALIN,IN,K!!!J,"Translation, ribosomal structure and biogenesis",0,0.013615830069507484,ERR599023,DCM,0.07267202555949437,1738.0,0.03233286138902535,60.0,0.06780177231738445,41.0,nan,nan
51831,IN-924_29040,6762,7512,IN-924,29040,tara,CALIN,IN,K!!!J,"Translation, ribosomal structure and biogenesis",0,0.04525026731736207,ERR599026,DCM,0.08964965027420521,1877.0,0.04981647392775782,67.0,0.08857743229198688,42.0,nan,nan
51831,IN-924_29040,6762,7512,IN-924,29040,tara,CALIN,IN,K!!!J,"Translation, ribosomal structure and biogenesis",0,0.042411754543305966,ERR599028,DCM,0.08406357423382269,1617.0,0.030412828970234205,55.0,0.08135451310045079,38.0,nan,nan
51831,IN-924_29040,6762,7512,IN-924,29040,tara,CALIN,IN,K!!!J,"Translation, ribosomal structure and biogenesis",0,0.043065957279712866,ERR599082,DCM,0.0909148705781282,1855.0,0.04509722885851848,66.0,0.08543826861935848,42.0,nan,nan
51831,IN-924_29040,6762,7512,IN-924,29040,tara,CALIN,IN,K!!!J,"Translation, ribosomal structure and biogenesis",0,0.06557761619733513,ERR599110,DCM,0.08465209331092505,1730.0,0.056819948943557776,61.0,0.06729414462216858,39.0,nan,nan
79550,IN-32_19423,45740,46037,IN-32,19423,tara,CALIN,IN,V,Defense mechanisms,0,0.024949140330589925,ERR599062,MES,0.05653646347857419,2989.0,0.04445033679072069,40.0,0.05263710204280853,86.0,0.11792721780063845,4.0
79550,IN-32_19423,45740,46037,IN-32,19423,tara,CALIN,IN,V,Defense mechanisms,0,0.0,SRR3963982,deep,0.2184307752294,3248.0,0.21272377371337667,55.0,0.19576849199939644,88.0,0.4027345905454997,8.0
79551,IN-32_19423,46036,46330,IN-32,19423,tara,CALIN,IN,V,Defense mechanisms,0,1.7570968639453135,ERR598960,MES,0.054734612257184435,3083.0,0.03809369790432311,56.0,0.04866264939054527,85.0,0.14198164309386113,7.0
79551,IN-32_19423,46036,46330,IN-32,19423,tara,CALIN,IN,V,Defense mechanisms,0,0.19099640046227048,ERR599062,MES,0.05653646347857419,2989.0,0.04445033679072069,40.0,0.05263710204280853,86.0,0.11792721780063845,4.0
79551,IN-32_19423,46036,46330,IN-32,19423,tara,CALIN,IN,V,Defense mechanisms,0,0.026454807377119968,SRR3963982,deep,0.2184307752294,3248.0,0.21272377371337667,55.0,0.19576849199939644,88.0,0.4027345905454997,8.0
79552,IN-32_19423,46426,46729,IN-32,19423,tara,CALIN,IN,X,"Mobilome: prophages, transposons",0,0.4408041401106999,ERR599082,DCM,0.05644652669690925,2943.0,0.042827954932944716,32.0,0.048162213023038664,85.0,0.15351216110186608,5.0
79552,IN-32_19423,46426,46729,IN-32,19423,tara,CALIN,IN,X,"Mobilome: prophages, transposons",0,0.08644756994584295,ERR598960,MES,0.054734612257184435,3083.0,0.03809369790432311,56.0,0.04866264939054527,85.0,0.14198164309386113,7.0
79552,IN-32_19423,46426,46729,IN-32,19423,tara,CALIN,IN,X,"Mobilome: prophages, transposons",0,1.3547341472212546,ERR599062,MES,0.05653646347857419,2989.0,0.04445033679072069,40.0,0.05263710204280853,86.0,0.11792721780063845,4.0
79552,IN-32_19423,46426,46729,IN-32,19423,tara,CALIN,IN,X,"Mobilome: prophages, transposons",0,0.15082115844831198,SRR3963982,deep,0.2184307752294,3248.0,0.21272377371337667,55.0,0.19576849199939644,88.0,0.4027345905454997,8.0
132508,IN-928_44884,27651,28620,IN-928,44884,tara,complete,IN,L,"Replication, recombination and repair",0,0.16122054257647694,ERR599112,MES,0.057825888315963365,1985.0,0.02869216067771212,25.0,0.07175706545010474,50.0,0.10293122702930303,6.0
16289,IN-5_11176,8791,9145,IN-5,11176,malaspina,CALIN,IN,E,Amino acid transport and metabolism,0,0.13343775873549835,IN_SRR3963658,deep,,,,,,,,
56876,IN-5_12108,195471,196170,IN-5,12108,malaspina,CALIN,IN,C,Energy production and conversion,0,2.292950465773211,IN_SRR3963457,deep,,,,,,,,
56876,IN-5_12108,195471,196170,IN-5,12108,malaspina,CALIN,IN,C,Energy production and conversion,0,1.5096058686132383,IN_SRR3963622,deep,,,,,,,,
56877,IN-5_12108,196475,196916,IN-5,12108,malaspina,CALIN,IN,G,Carbohydrate transport and metabolism,0,1.3811369919128715,IN_SRR3963457,deep,,,,,,,,
56877,IN-5_12108,196475,196916,IN-5,12108,malaspina,CALIN,IN,G,Carbohydrate transport and metabolism,0,1.2369378310867285,IN_SRR3963622,deep,,,,,,,,
56878,IN-5_12108,197242,197473,IN-5,12108,malaspina,CALIN,IN,G,Carbohydrate transport and metabolism,0,1.0154839372530329,IN_SRR3963457,deep,,,,,,,,
56878,IN-5_12108,197242,197473,IN-5,12108,malaspina,CALIN,IN,G,Carbohydrate transport and metabolism,0,1.0047421858512746,IN_SRR3963622,deep,,,,,,,,
56879,IN-5_12108,197447,197777,IN-5,12108,malaspina,CALIN,IN,G,Carbohydrate transport and metabolism,0,2.6626325278320992,IN_SRR3963457,deep,,,,,,,,
56879,IN-5_12108,197447,197777,IN-5,12108,malaspina,CALIN,IN,G,Carbohydrate transport and metabolism,0,1.2120691685989964,IN_SRR3963622,deep,,,,,,,,
56880,IN-5_12108,197867,198620,IN-5,12108,malaspina,CALIN,IN,G,Carbohydrate transport and metabolism,0,3.470718460553392,IN_SRR3963457,deep,,,,,,,,
56881,IN-5_12108,198692,199121,IN-5,12108,malaspina,CALIN,IN,E!!!Q,Amino acid transport and metabolism,0,0.5513870268476042,IN_SRR3963457,deep,,,,,,,,
56881,IN-5_12108,198692,199121,IN-5,12108,malaspina,CALIN,IN,E!!!Q,Amino acid transport and metabolism,0,0.7171419988395086,IN_SRR3963622,deep,,,,,,,,
56881,IN-5_12108,198692,199121,IN-5,12108,malaspina,CALIN,IN,E!!!Q,"Secondary metabolites biosynthesis, transport and catabolism",0,0.5513870268476042,IN_SRR3963457,deep,,,,,,,,
56881,IN-5_12108,198692,199121,IN-5,12108,malaspina,CALIN,IN,E!!!Q,"Secondary metabolites biosynthesis, transport and catabolism",0,0.7171419988395086,IN_SRR3963622,deep,,,,,,,,
58148,IN-12_MHASMcontig_364207,29426,29780,IN-12,MHASMcontig_364207,malaspina,CALIN,IN,Q,"Secondary metabolites biosynthesis, transport and catabolism",0,1.1219941860433371,IN_SRR3963457,deep,,,,,,,,
58148,IN-12_MHASMcontig_364207,29426,29780,IN-12,MHASMcontig_364207,malaspina,CALIN,IN,Q,"Secondary metabolites biosynthesis, transport and catabolism",0,0.6238167088605657,IN_SRR3963622,deep,,,,,,,,
58148,IN-12_MHASMcontig_364207,29426,29780,IN-12,MHASMcontig_364207,malaspina,CALIN,IN,Q,"Secondary metabolites biosynthesis, transport and catabolism",0,0.7321389074021564,IN_SRR3963982,deep,,,,,,,,
58149,IN-12_MHASMcontig_364207,29858,30362,IN-12,MHASMcontig_364207,malaspina,CALIN,IN,R,General function prediction only,0,1.6080947595282722,IN_SRR3963457,deep,,,,,,,,
58149,IN-12_MHASMcontig_364207,29858,30362,IN-12,MHASMcontig_364207,malaspina,CALIN,IN,R,General function prediction only,0,0.9679593558287436,IN_SRR3963622,deep,,,,,,,,
58149,IN-12_MHASMcontig_364207,29858,30362,IN-12,MHASMcontig_364207,malaspina,CALIN,IN,R,General function prediction only,0,0.030940798835170213,IN_SRR3963982,deep,,,,,,,,
58150,IN-12_MHASMcontig_364207,30552,30906,IN-12,MHASMcontig_364207,malaspina,CALIN,IN,nan,nan,nan,1.5167221273782807,IN_SRR3963457,deep,,,,,,,,
58150,IN-12_MHASMcontig_364207,30552,30906,IN-12,MHASMcontig_364207,malaspina,CALIN,IN,nan,nan,nan,0.6031393868592175,IN_SRR3963622,deep,,,,,,,,
137824,IN-40_MHASMcontig_384379,496,1036,IN-40,MHASMcontig_384379,malaspina,CALIN,IN,P,Inorganic ion transport and metabolism,0,0.42782364028013137,IN_SRR3963458,deep,,,,,,,,
137825,IN-40_MHASMcontig_384379,1173,1602,IN-40,MHASMcontig_384379,malaspina,CALIN,IN,H,Coenzyme transport and metabolism,0,1.1656019562493825,IN_SRR3963458,deep,,,,,,,,
53885,SAT-69_146374,40895,41570,SAT-69,146374,tara,complete,SAT,P,Inorganic ion transport and metabolism,0,0.1919200799201394,ERR599044,MES,0.04292919808582165,1370.0,0.05722787172313671,29.0,0.03973511770868205,39.0,0.09005831630074555,4.0
128401,SAT-1462_53586,6240,8325,SAT-1462,53586,tara,CALIN,SAT,P,Inorganic ion transport and metabolism,0,0.0648986334754984,ERR598947,MES,0.035685931048267575,2005.0,0.03829154474841124,36.0,0.04238501309227094,71.0,0.0528058916201474,4.0
128402,SAT-1462_53586,8504,8969,SAT-1462,53586,tara,CALIN,SAT,M,Cell wall/membrane/envelope biogenesis,0,0.013529836044774238,ERR598947,MES,0.035685931048267575,2005.0,0.03829154474841124,36.0,0.04238501309227094,71.0,0.0528058916201474,4.0
128404,SAT-1462_53586,9468,12684,SAT-1462,53586,tara,CALIN,SAT,O!!!S,"Posttranslational modification, protein turnover, chaperones",0,0.047368261048617084,ERR598947,MES,0.035685931048267575,2005.0,0.03829154474841124,36.0,0.04238501309227094,71.0,0.0528058916201474,4.0
128404,SAT-1462_53586,9468,12684,SAT-1462,53586,tara,CALIN,SAT,O!!!S,Function unknown,0,0.047368261048617084,ERR598947,MES,0.035685931048267575,2005.0,0.03829154474841124,36.0,0.04238501309227094,71.0,0.0528058916201474,4.0
202549,SAT-112_194940,114614,115619,SAT-112,194940,tara,complete,SAT,L,"Replication, recombination and repair",0,1.5739142816460383,SRR3966130,deep,0.06173051827396067,372.0,0.012825894314630921,7.0,0.11797854553148893,14.0,1.036400718723396,1.0
202550,SAT-112_194940,115941,116286,SAT-112,194940,tara,complete,SAT,C,Energy production and conversion,0,0.11220072573575056,ERR599148,DCM,,,,,,,,
202550,SAT-112_194940,115941,116286,SAT-112,194940,tara,complete,SAT,C,Energy production and conversion,0,0.0,ERR599000,MES,,,,,,,,
202550,SAT-112_194940,115941,116286,SAT-112,194940,tara,complete,SAT,C,Energy production and conversion,0,0.05601936876556963,ERR599044,MES,,,,,,,,
202552,SAT-112_194940,117749,118103,SAT-112,194940,tara,complete,SAT,nan,nan,nan,1.246387564690252,ERR599044,MES,,,,,,,,
244906,SAT-26_243254,149341,150310,SAT-26,243254,tara,complete,SAT,L,"Replication, recombination and repair",0,0.5181229027382935,ERR599148,DCM,,,,,,,,
244906,SAT-26_243254,149341,150310,SAT-26,243254,tara,complete,SAT,L,"Replication, recombination and repair",0,0.2806496815304899,ERR599000,MES,,,,,,,,
244906,SAT-26_243254,149341,150310,SAT-26,243254,tara,complete,SAT,L,"Replication, recombination and repair",0,0.455164040089425,ERR599044,MES,,,,,,,,
244906,SAT-26_243254,149341,150310,SAT-26,243254,tara,complete,SAT,L,"Replication, recombination and repair",0,0.3965136987734259,ERR599159,MES,,,,,,,,
244906,SAT-26_243254,149341,150310,SAT-26,243254,tara,complete,SAT,L,"Replication, recombination and repair",0,0.387463680647336,SRR3966130,deep,,,,,,,,
244906,SAT-26_243254,149341,150310,SAT-26,243254,tara,complete,SAT,L,"Replication, recombination and repair",0,0.8561522251217498,SRR3968060,deep,,,,,,,,
259245,SAT-230_MHASMcontig_811684,7380,7737,SAT-230,MHASMcontig_811684,tara,CALIN,SAT,nan,nan,nan,0.23159110836182786,ERR599044,MES,0.08259809258961938,1167.0,0.0527071620335136,7.0,0.10412551368986583,24.0,0.06286112047663735,9.0
265425,SAT-109_302934,18242,18530,SAT-109,302934,tara,CALIN,SAT,V,Defense mechanisms,0,0.0,ERR599000,MES,0.04460883177226508,637.0,0.06319203205837669,39.0,0.0327170565883495,12.0,0.0712309886845995,7.0
265425,SAT-109_302934,18242,18530,SAT-109,302934,tara,CALIN,SAT,V,Defense mechanisms,0,0.0,ERR599044,MES,0.046021380937701285,177.0,0.07834539149230313,24.0,0.0339390456838816,9.0,0.056721411043571424,5.0
265426,SAT-109_302934,18540,18819,SAT-109,302934,tara,CALIN,SAT,V,Defense mechanisms,0,0.049052869765943335,ERR599000,MES,0.04460883177226508,637.0,0.06319203205837669,39.0,0.0327170565883495,12.0,0.0712309886845995,7.0
265426,SAT-109_302934,18540,18819,SAT-109,302934,tara,CALIN,SAT,V,Defense mechanisms,0,0.0339390456838816,ERR599044,MES,0.046021380937701285,177.0,0.07834539149230313,24.0,0.0339390456838816,9.0,0.056721411043571424,5.0
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.0,ERR599148,DCM,0.04036053480816286,126.0,0.08901323140105091,22.0,0.0,3.0,0.06115814507576961,1.0
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.16575503857821916,ERR598947,MES,,,,,,,,
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.02301674324321199,ERR599000,MES,0.04460883177226508,637.0,0.06319203205837669,39.0,0.0327170565883495,12.0,0.0712309886845995,7.0
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.13785883977404234,ERR599005,MES,,,,,,,,
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.03783512115638122,ERR599044,MES,0.046021380937701285,177.0,0.07834539149230313,24.0,0.0339390456838816,9.0,0.056721411043571424,5.0
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.04355887489376652,ERR599159,MES,0.05407524268282757,50.0,0.08484400272144907,8.0,0.03136926698775637,4.0,0.042519047987025736,3.0
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.010767871269563438,SRR3966130,deep,,,,,,,,
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.038690138314355284,SRR3967025,deep,,,,,,,,
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.04027289766131237,SRR3967558,deep,,,,,,,,
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.040890819366929385,SRR3967699,deep,,,,,,,,
291070,SAT-109_298324,61060,61303,SAT-109,298324,tara,CALIN,SAT,V,Defense mechanisms,0,0.03965184183177918,SRR3968060,deep,0.07882503629211067,114.0,0.07987552690698625,21.0,0.03965184183177918,3.0,0.03045265335025632,2.0
291071,SAT-109_298324,61447,61741,SAT-109,298324,tara,CALIN,SAT,X,"Mobilome: prophages, transposons",0,0.23311353881450936,ERR599000,MES,0.04460883177226508,637.0,0.06319203205837669,39.0,0.0327170565883495,12.0,0.0712309886845995,7.0
291071,SAT-109_298324,61447,61741,SAT-109,298324,tara,CALIN,SAT,X,"Mobilome: prophages, transposons",0,0.13835722018280736,ERR599044,MES,0.046021380937701285,177.0,0.07834539149230313,24.0,0.0339390456838816,9.0,0.056721411043571424,5.0
291071,SAT-109_298324,61447,61741,SAT-109,298324,tara,CALIN,SAT,X,"Mobilome: prophages, transposons",0,0.1916737320491016,ERR599159,MES,0.05407524268282757,50.0,0.08484400272144907,8.0,0.03136926698775637,4.0,0.042519047987025736,3.0
291071,SAT-109_298324,61447,61741,SAT-109,298324,tara,CALIN,SAT,X,"Mobilome: prophages, transposons",0,0.13635740035857344,SRR3968060,deep,0.07882503629211067,114.0,0.07987552690698625,21.0,0.03965184183177918,3.0,0.03045265335025632,2.0
291072,SAT-109_298324,61737,61962,SAT-109,298324,tara,CALIN,SAT,nan,nan,nan,0.4067037761254146,ERR599044,MES,0.046021380937701285,177.0,0.07834539149230313,24.0,0.0339390456838816,9.0,0.056721411043571424,5.0
291072,SAT-109_298324,61737,61962,SAT-109,298324,tara,CALIN,SAT,nan,nan,nan,0.2694782778624028,SRR3968060,deep,0.07882503629211067,114.0,0.07987552690698625,21.0,0.03965184183177918,3.0,0.03045265335025632,2.0
303748,SAT-62_MHASMcontig_1891507,71092,71605,SAT-62,MHASMcontig_1891507,tara,complete,SAT,L,"Replication, recombination and repair",0,0.2462995235807512,ERR599159,MES,,,,,,,,
366843,SAT-1462_55601,25662,29316,SAT-1462,55601,tara,CALIN,SAT,L,"Replication, recombination and repair",0,0.07760515578245396,ERR598947,MES,0.035685931048267575,2005.0,0.03829154474841124,36.0,0.04238501309227094,71.0,0.0528058916201474,4.0
366844,SAT-1462_55601,29312,30545,SAT-1462,55601,tara,CALIN,SAT,L,"Replication, recombination and repair",0,0.030856312885803008,ERR598947,MES,0.035685931048267575,2005.0,0.03829154474841124,36.0,0.04238501309227094,71.0,0.0528058916201474,4.0
405965,SAT-126_MHASMcontig_1419004,13571,14207,SAT-126,MHASMcontig_1419004,tara,CALIN,SAT,S,Function unknown,0,0.5689202367503763,ERR599148,DCM,,,,,,,,
405965,SAT-126_MHASMcontig_1419004,13571,14207,SAT-126,MHASMcontig_1419004,tara,CALIN,SAT,S,Function unknown,0,1.1078519082516365,ERR599000,MES,,,,,,,,
405965,SAT-126_MHASMcontig_1419004,13571,14207,SAT-126,MHASMcontig_1419004,tara,CALIN,SAT,S,Function unknown,0,0.8314946028593782,ERR599044,MES,,,,,,,,
405967,SAT-126_MHASMcontig_1419004,14669,14960,SAT-126,MHASMcontig_1419004,tara,CALIN,SAT,nan,nan,nan,0.752343490813881,ERR599148,DCM,,,,,,,,
