contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_ERR599051,pnps_ERR598952,pnps_ERR598997,pnps_ERR598989,pnps_ERR599052,pnps_ERR598987,pnps_ERR599004,pnps_ERR598942,pnps_ERR598980,pnps_ERR599015,pnps_ERR599030,pnps_ERR598971,pnps_ERR598995
c_54721,NP,608764,integron,S,Function unknown,,,,0.12961437405152967,,,,,,,0.14822960497210466,,
c_54721,NP,608765,integron,M,Cell wall/membrane/envelope biogenesis,,,,0.2103947985692265,,,,,,,0.1657775325562088,,
c_59111,NP,657391,non-integron,,,,,,0.005339368021853653,,,,,,,,,
c_59111,NP,657392,integron,,,,,,0.023409570004714005,,,,,,,,,
c_59111,NP,657393,integron,,,,,,0.06337808841958123,,,,,,,,,
c_59111,NP,657394,integron,,,,,,0.15342325607831075,,,,,,,,,
c_59111,NP,657395,integron,,,,,,0.19605513527792745,,,,,,,,,
c_59111,NP,657396,integron,,,,,,0.468018569894841,,,,,,,,,
c_59111,NP,657397,non-integron,,,,,,0.4990920799516154,,,,,,,,,
c_59111,NP,657399,non-integron,,,,,,0.03440298506741117,,,,,,,,,
c_60711,NP,673523,non-integron,H,Coenzyme transport and metabolism,,0.01828997440106168,0.028166997196563362,0.032306669776386694,,,,,,,0.03109674834990342,,
c_60711,NP,673524,non-integron,E!!!H,Amino acid transport and metabolism!!!Coenzyme transport and metabolism,,0.043178560695659465,0.1239438672839843,0.07070450773734442,,,,,,,0.0795368344470439,,
c_60711,NP,673525,non-integron,G,Carbohydrate transport and metabolism,,0.17118903553652332,0.1295204986730042,0.12721958215350593,,,,,,,0.14168461346882005,,
c_60711,NP,673526,integron,H,Coenzyme transport and metabolism,,0.07522189500849588,0.13440557966779249,0.1866454024266844,,,,,,,0.20918929121930074,,
c_60711,NP,673527,integron,R,General function prediction only,,,0.03232976796092614,0.12110711075075442,,,,,,,0.12052981253017515,,
c_60711,NP,673528,non-integron,G,Carbohydrate transport and metabolism,,,0.14160821005292762,0.12043029701506633,,,,,,,0.1288859393670834,,
c_60711,NP,673529,non-integron,,,,,,2.2191264614235764,,,,,,,,,
c_65597,NP,720185,non-integron,,,,,,,,,,,,,,,0.10575746790510533
c_65597,NP,720187,non-integron,,,,,,,,,,,,,,,0.040462718356576916
c_65597,NP,720188,non-integron,,,,,,,,,,,,,,,0.19689683817081413
c_66376,NP,728245,non-integron,T!!!M!!!O,"Signal transduction mechanisms!!!Cell wall/membrane/envelope biogenesis!!!Posttranslational modification, protein turnover, chaperones",,,,,,,,,0.03934914273546647,,,0.06703498617414587,
c_66376,NP,728247,non-integron,,,,,,,,,,,,,,0.033064800218530574,
c_66376,NP,728248,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,0.036978452305737014,,,0.047818142916009936,
c_66376,NP,728249,integron,K!!!T,Transcription!!!Signal transduction mechanisms,,,,,,,,,,,,0.0,
c_66376,NP,728250,integron,T,Signal transduction mechanisms,,,,,,,,,0.06275433544383648,,,0.030455315264896563,
c_66376,NP,728251,integron,I,Lipid transport and metabolism,,,,,,,,,0.5044555311949561,,,0.2263008728536753,
c_66376,NP,728252,integron,,,,,,,,,,,0.007787230691145298,,,0.03607022911911698,
c_66376,NP,728253,non-integron,R,General function prediction only,,,,,,,,,0.16326880687445464,,,0.17412340934766538,
c_68790,NP,750474,non-integron,,,,,,,,,,0.04165972029819154,,,,,0.0663428224390307
c_68790,NP,750475,non-integron,,,,,,,,,,,,,,,0.3351032846048839
c_68790,NP,750476,non-integron,,,,,,,,,,,,,,,0.2184652944966268
c_68790,NP,750477,integron,,,,,,,,,,,,,,,0.0019364795432578227
c_68790,NP,750478,integron,F,Nucleotide transport and metabolism,,,,,,,,,,,,,0.10191539416763096
c_68790,NP,750479,integron,,,,,,,,,,,,,,,0.05060193516730322
c_68790,NP,750480,integron,,,,,,,,,,,,,,,0.16667506191303266
c_68790,NP,750481,integron,,,,,,,,,,,,,,,0.12768510734804342
c_68790,NP,750482,integron,,,,,,,,,,,,,,,0.15801591617875413
c_68790,NP,750483,integron,,,,,,,,,,,,,,,0.005729032175866429
c_68790,NP,750484,integron,,,,,,,,,,,,,,,0.5805805570959326
c_68790,NP,750486,integron,,,,,,,,,,,,,,,0.2626856155075763
c_68790,NP,750487,non-integron,,,,,,,,,,,,,,,0.0912021588689236
c_68790,NP,750488,non-integron,,,,,,,,,,,,,,,0.10639083041880816
c_68790,NP,750490,non-integron,,,,,,,,,,,,,,,0.17410311263100126
c_68790,NP,750491,non-integron,,,,,,,,,,,,,,,0.41534208336250056
c_68790,NP,750492,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,0.1640276900918825
c_68790,NP,750493,non-integron,,,,,,,,,,,,,,,0.06082337995550732
c_68790,NP,750494,non-integron,,,,,,,,,,,,,,,0.08713668543968248
c_68790,NP,750495,non-integron,,,,,,,,,,,,,,,0.1377071614741764
c_68790,NP,750496,non-integron,,,,,,,,,,,,,,,0.11592455919599605
c_68790,NP,750497,non-integron,C,Energy production and conversion,,,,,,,,,,,,,0.06717360224919049
c_75181,NP,804319,non-integron,R,General function prediction only,0.18639704098957316,,,,,,,,,,,,
c_75181,NP,804323,non-integron,K,Transcription,0.05987681715699241,,,,,,0.037196146569778224,,,,,,
c_77111,NP,833147,non-integron,C,Energy production and conversion,,,,,,,,,,,,0.2267408946682997,
c_77111,NP,833151,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,0.02016856480447,
c_77111,NP,833152,non-integron,E!!!T,Amino acid transport and metabolism!!!Signal transduction mechanisms,,,,,,,,,,,,0.10659556003471406,
c_77111,NP,833154,non-integron,,,,,,,,,,,,,,0.04036899122825057,
c_77111,NP,833158,non-integron,S,Function unknown,,,,,,,,,,,,0.08097012903892176,
c_77111,NP,833160,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,0.09756326367879163,
c_77111,NP,833161,non-integron,R,General function prediction only,,,,,,,,,,,,0.0019192964940322461,
c_77111,NP,833167,non-integron,,,,,,,,,,,,,,0.06624608137367181,
c_77111,NP,833168,non-integron,V,Defense mechanisms,,,,,,,,,,,,0.009591280591012994,
c_77111,NP,833172,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,0.0,
c_77111,NP,833175,non-integron,K,Transcription,,,,,,,,,,,,0.0,
c_77111,NP,833176,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,0.03837914191492145,
c_78107,NP,848690,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,0.05500807120170522,
c_78107,NP,848691,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,0.037230310436536684,
c_78107,NP,848692,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,0.09526551679275312,
c_78107,NP,848693,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,0.012106329172589306,
c_78107,NP,848694,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,0.14628983381917995,
c_78107,NP,848695,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,0.08294190191430549,
c_78107,NP,848696,non-integron,R,General function prediction only,,,,,,,,,,,,0.0907706608333238,
c_78107,NP,848697,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,0.015384985563116854,
c_78107,NP,848698,non-integron,E!!!G,Amino acid transport and metabolism!!!Carbohydrate transport and metabolism,,,,,,,,,,,,0.017935748174348724,
c_78107,NP,848706,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,0.11728235258702854,
c_78107,NP,848707,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,0.09508755916795952,
c_78107,NP,848708,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,0.2690421957069351,
c_78107,NP,848710,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,0.07424997150073433,
c_78107,NP,848711,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,0.05303552923687415,
c_78107,NP,848712,non-integron,P!!!H,Inorganic ion transport and metabolism!!!Coenzyme transport and metabolism,,,,,,,,,,,,0.03795948917384023,
c_78107,NP,848713,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,0.07207415509206218,
c_78107,NP,848714,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,,,,0.03960098759849156,
c_78107,NP,848715,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,0.05459277002336795,
c_79960,NP,873960,integron,,,,,,,,,,,,,,0.2388247355986359,
c_79960,NP,873966,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",0.10752520203912863,,,,,,0.08193394402117013,,,,,,
c_79960,NP,873967,non-integron,S,Function unknown,0.0,,,,,,0.0,,,,,,
c_79960,NP,873968,non-integron,K,Transcription,0.12387177912575095,,,,,,0.045395904080935606,,,,,,
c_79960,NP,873969,non-integron,E,Amino acid transport and metabolism,0.04226918061542494,,,,,,0.02322123088043268,,,,,,
c_79960,NP,873970,non-integron,E,Amino acid transport and metabolism,0.017614660319902387,,,,,,0.002533221445663855,,,,,,
c_79960,NP,873971,non-integron,E,Amino acid transport and metabolism,0.005911367711141451,,,,,,0.13031724531797048,,,,,,
c_80255,NP,878009,non-integron,,,,,,,,,,,,,,0.5855288477717464,
c_80255,NP,878013,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,0.11344971549287768,
c_80255,NP,878014,non-integron,,,,,,,,,,,,,,0.3034726733764064,
c_80255,NP,878015,non-integron,,,,,,,,,,,,,,1.91963909529181,
c_80255,NP,878020,integron,,,,,,,,,,,,,,0.2249909868631789,
c_85743,NP,926577,non-integron,,,,,,,,,,,0.0,,,0.08042735583132382,
c_85743,NP,926578,integron,K,Transcription,,,,,,,,,,,,0.0298917830911844,
c_85743,NP,926580,integron,V,Defense mechanisms,,,,,,,,,,,,0.04453253324638732,
c_85743,NP,926581,integron,V,Defense mechanisms,,,,,,,,,,,,0.03537061806499901,
c_87437,NP,933685,non-integron,P,Inorganic ion transport and metabolism,,0.20489110684328965,0.02082047868492696,0.11968522496727366,,,,,,,0.21358441228001204,,
c_87437,NP,933686,integron,T!!!K,Signal transduction mechanisms!!!Transcription,,,,0.0,,,,,,,,,
c_87437,NP,933687,integron,T,Signal transduction mechanisms,,,,0.06231360662031873,,,,,,,,,
c_87437,NP,933688,integron,,,,,,0.3736581560675804,,,,,,,,,
c_87437,NP,933689,integron,J,"Translation, ribosomal structure and biogenesis",,,,0.12773643403381155,,,,,,,,,
c_91106,NP,947570,non-integron,,,,,,,,,,,,,,,2.0928572401992724
c_92703,NP,957037,non-integron,,,,,,,0.005538747096460921,,,0.09268559033281258,,,,,
c_92703,NP,957038,non-integron,,,,,,,,,,0.00555272405375682,,,,,
c_92703,NP,957039,non-integron,,,,,,,0.34269157090096897,,,0.4105833946200688,,,,,
c_92703,NP,957040,non-integron,,,,,,,,,,0.06876344546450526,,,,,
c_92703,NP,957041,non-integron,,,,,,,0.07747791565653335,,,0.13128367625020754,,,,,
c_93713,NP,973067,non-integron,K,Transcription,,,,,,,,,,,,0.0,
c_93713,NP,973076,non-integron,C,Energy production and conversion,,,,,,,,,,,,0.0,
c_93858,NP,975320,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,0.0023984606236749913,
c_93858,NP,975321,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,0.009654292471997295,
c_96837,NP,1009082,integron,,,,,,,,,,,,,,1.5122081780839929,
c_96837,NP,1009087,non-integron,,,,,,,,,,,,,,0.4594642102698683,
c_96837,NP,1009089,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,0.12210700007619466,
c_97978,NP,1019171,integron,X,"Mobilome: prophages, transposons",,,,,,,,,0.05877867165565542,,,0.09928064314205033,
c_97978,NP,1019174,integron,,,,,,,,,,,,,,16.985385101851794,
c_98626,NP,1023608,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,0.08082990127382253,,,0.08458623958822951,0.05929513966123361
c_98626,NP,1023609,non-integron,L,"Replication, recombination and repair",,,,,,,,,0.13893271327298207,,,0.058688609388106036,0.07521708062185521
c_98626,NP,1023610,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,0.10994727742918624
c_98626,NP,1023611,non-integron,F!!!F,Nucleotide transport and metabolism!!!Nucleotide transport and metabolism,,,,,,,,,0.0,,,,0.0050340818029884354
c_98665,NP,1023946,non-integron,P!!!H,Inorganic ion transport and metabolism!!!Coenzyme transport and metabolism,,,,,,,,,,,,0.07709620088204222,
c_98665,NP,1023947,non-integron,,,,,,,,,,,,,,0.0,
c_99458,NP,1029648,integron,,,,,,,,,,,,,,0.34799958170167244,
c_100325,NP,1035484,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,0.00844888695021616,
c_101328,NP,1043945,non-integron,L!!!K,"Replication, recombination and repair!!!Transcription",,,,,,,,,,,,0.003028672649157489,
c_101328,NP,1043947,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,0.0,
c_101328,NP,1043948,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,0.0,
c_101877,NP,1049698,integron,,,,,,,,,,,0.4104701902863761,,,,
c_101877,NP,1049699,integron,V,Defense mechanisms,,,,,,,,,0.15876483074940334,,,0.12716419221830128,
c_101877,NP,1049700,integron,V,Defense mechanisms,,,,,,,,,0.3485383562971828,,,0.20415988383733735,
c_101877,NP,1049703,integron,,,,,,,,,,,0.015964992377887063,,,0.0,
c_101877,NP,1049704,integron,,,,,,,,,,,,,,0.0,
c_103266,NP,1065367,integron,G,Carbohydrate transport and metabolism,,,,,0.0429782038820841,,,,,,,,
c_MHASMcontig_4321,NP,1091687,non-integron,C,Energy production and conversion,,,,,0.0030215660219633537,,,,,,,,0.032503157203113635
c_MHASMcontig_4321,NP,1091688,integron,C,Energy production and conversion,,,,,0.08549288339967115,,,,,,,,
c_MHASMcontig_14732,NP,1124163,integron,S,Function unknown,,,,,,,,0.11066493713792708,,,,,0.07093590250740336
c_MHASMcontig_14732,NP,1124164,integron,,,,,,,,,,,,,,,0.1697934288078648
c_MHASMcontig_14732,NP,1124165,integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,0.36972677316756747
c_MHASMcontig_14732,NP,1124166,integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,0.2181584037656565,,,,,0.07597634422446217
c_MHASMcontig_16820,NP,1130434,integron,M!!!O,"Cell wall/membrane/envelope biogenesis!!!Posttranslational modification, protein turnover, chaperones",,,,0.06873134646942244,,,,,,,,,
c_MHASMcontig_21627,NP,1144946,non-integron,,,,,,,,,,1.6041099329818258,,,,,
c_MHASMcontig_21627,NP,1144947,integron,R,General function prediction only,,,,,,,,0.05331725195349932,,,,,
c_MHASMcontig_39335,NP,1200050,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,0.08837922087609258,,,,,
c_MHASMcontig_42830,NP,1211299,non-integron,,,,,,,,,,0.07246957725406894,,,,,
c_MHASMcontig_44751,NP,1217299,non-integron,L,"Replication, recombination and repair",,,,,0.055540294644584716,,,0.0,,,,,
c_MHASMcontig_44751,NP,1217300,non-integron,L,"Replication, recombination and repair",,,,,0.03569796881911982,,,,,,,,
c_MHASMcontig_44751,NP,1217301,non-integron,F!!!F,Nucleotide transport and metabolism!!!Nucleotide transport and metabolism,,,,,,,,,,,,,0.0
c_MHASMcontig_46654,NP,1223514,non-integron,,,,,,,,,,0.5542870342520291,,,,,0.2882359905978508
c_MHASMcontig_46654,NP,1223515,non-integron,,,,,,,,,,0.4989851558560886,,,,,
c_MHASMcontig_46654,NP,1223516,non-integron,,,,,,,,,,0.2270306056306181,,,,,0.3762169246404537
c_MHASMcontig_46654,NP,1223518,non-integron,,,,,,,,,,0.056935439285874676,,,,,
c_MHASMcontig_46654,NP,1223520,non-integron,H,Coenzyme transport and metabolism,,,,,0.1445187653167412,,,0.1408830686693094,,,,,0.1514554202376559
c_MHASMcontig_46654,NP,1223521,non-integron,,,,,,,0.2575602833116698,,,0.24035604916439354,,,,,
c_MHASMcontig_46654,NP,1223522,non-integron,,,,,,,,,,0.2424435249277273,,,,,
c_MHASMcontig_46654,NP,1223524,integron,,,,,,,,,,0.15533949897506272,,,,,0.11478585333722476
c_MHASMcontig_46654,NP,1223525,integron,,,,,,,,,,0.7797260160016473,,,,,0.1311993991051709
c_MHASMcontig_46654,NP,1223526,integron,,,,,,,,,,0.11220313044001112,,,,,
c_MHASMcontig_59157,NP,1261913,integron,D!!!M,"Cell cycle control, cell division, chromosome partitioning!!!Cell wall/membrane/envelope biogenesis",,,,,0.047172638558227856,,,0.024172994801807082,,,,,
c_MHASMcontig_59157,NP,1261914,non-integron,,,,,,,0.08757967230442555,,,0.06595852110575336,,,,,
c_MHASMcontig_59157,NP,1261915,integron,D!!!Z,"Cell cycle control, cell division, chromosome partitioning!!!Cytoskeleton",,,,,0.10176676892075613,,,0.13266963702140278,,,,,
c_MHASMcontig_61125,NP,1268031,non-integron,F,Nucleotide transport and metabolism,,,,,,,,0.013181498988083159,,,,,
c_MHASMcontig_61125,NP,1268034,integron,L!!!L,"Replication, recombination and repair!!!Replication, recombination and repair",,,,,,,,0.0668718152151808,,,,,
c_MHASMcontig_61125,NP,1268040,non-integron,,,,,,,,,,0.02689810060965481,,,,,
c_MHASMcontig_61125,NP,1268041,non-integron,,,,,,,,,,0.21440951303734954,,,,,
c_MHASMcontig_64262,NP,1277212,non-integron,L,"Replication, recombination and repair",,,,,,,,0.0,,,,,
c_MHASMcontig_74222,NP,1306957,non-integron,I,Lipid transport and metabolism,,,,,,,,0.19449450751890884,,,,,
c_MHASMcontig_74222,NP,1306958,integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,0.05952406244776326,,,0.07627703560404503,,,,,
c_MHASMcontig_77078,NP,1315635,non-integron,F,Nucleotide transport and metabolism,,,,,0.01908208698633842,,,0.005452265859308792,,,,,
c_MHASMcontig_77078,NP,1315636,non-integron,F,Nucleotide transport and metabolism,,,,,0.4592778971338193,,,0.24298180694184854,,,,,
c_MHASMcontig_77078,NP,1315637,integron,F!!!R,Nucleotide transport and metabolism!!!General function prediction only,,,,,0.09688111869994014,,,0.039528295451892514,,,,,
c_MHASMcontig_77078,NP,1315638,integron,T,Signal transduction mechanisms,,,,,0.03852007445414297,,,,,,0.010530684351351068,,
c_MHASMcontig_89853,NP,1354502,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,0.08911083757660426,,,,,
c_MHASMcontig_89853,NP,1354503,non-integron,R,General function prediction only,,,,,,,,0.22298471772732906,,,,,
c_MHASMcontig_89853,NP,1354504,non-integron,,,,,,,,,,0.2418287181939332,,,,,
c_MHASMcontig_97304,NP,1377425,integron,X!!!S,"Mobilome: prophages, transposons!!!Function unknown",,,,,0.07529428595795264,,,0.07046587863882417,,,,,0.07291787971339933
c_MHASMcontig_97304,NP,1377426,integron,,,,,,,0.03626149837740194,,,0.09721561085400876,,,,,
c_MHASMcontig_98724,NP,1381732,non-integron,,,,,,0.07699179468393763,,,,0.1083814334773409,,,,,
c_MHASMcontig_98724,NP,1381733,non-integron,,,,,,,,,,0.15795786467596934,,,,,
c_MHASMcontig_98724,NP,1381734,non-integron,,,,,,,,,,0.9498796933579567,,,,,
c_MHASMcontig_98724,NP,1381735,non-integron,,,,,,,,,,0.012711579220060163,,,,,
c_MHASMcontig_98724,NP,1381736,integron,,,,,,,,,,1.2082436251974618,,,,,
c_MHASMcontig_98724,NP,1381737,integron,,,,,,,,,,0.135003974360197,,,,,
c_MHASMcontig_98724,NP,1381738,integron,,,,,,,,,,0.2636698624661962,,,,,
c_MHASMcontig_98724,NP,1381739,integron,,,,,,,,,,0.4359413983857697,,,,,
c_MHASMcontig_98724,NP,1381740,integron,,,,,,,,,,0.047798567565959085,,,,,
c_MHASMcontig_98724,NP,1381742,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,0.33272989306684403,,,,,
c_MHASMcontig_98724,NP,1381744,non-integron,,,,,,,,,,0.06908190568900051,,,,,
c_MHASMcontig_99968,NP,1385550,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,0.17146033583840622,,,,,
c_MHASMcontig_99968,NP,1385551,non-integron,S,Function unknown,,,,,,,,0.041579876162639126,,,,,
c_MHASMcontig_99968,NP,1385552,non-integron,M!!!M,Cell wall/membrane/envelope biogenesis!!!Cell wall/membrane/envelope biogenesis,,,,,0.2228894840633837,,,0.29969592928617544,,,,,
c_MHASMcontig_103562,NP,1396816,non-integron,C,Energy production and conversion,,,,,0.0689681641300824,,,0.09721840888349076,,,,,
c_MHASMcontig_103562,NP,1396817,non-integron,C,Energy production and conversion,,,,,0.013810769880906078,,,0.047347890107991814,,,,,
c_MHASMcontig_103562,NP,1396818,integron,C,Energy production and conversion,,,,,0.08557084206959775,,,0.0037024304766522798,,,,,
c_MHASMcontig_104150,NP,1398587,non-integron,H!!!R,Coenzyme transport and metabolism!!!General function prediction only,,,,,,,,,0.04996852630396388,,,,
c_MHASMcontig_104182,NP,1398651,non-integron,,,,,,,,,,2.508918337779051,,,,,
c_MHASMcontig_104182,NP,1398652,non-integron,,,,,,,,,,0.4558118543776971,,,,,
c_MHASMcontig_104182,NP,1398656,non-integron,,,,,,,,,,1.9710798438944253,,,,,
c_MHASMcontig_106847,NP,1407204,non-integron,,,,,,,,,,,,,,,0.0016385447341901425
c_MHASMcontig_106847,NP,1407206,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,0.0
c_MHASMcontig_108489,NP,1412557,integron,,,,,,,0.041373812163808935,,,,,,,,
c_MHASMcontig_109032,NP,1414357,non-integron,P,Inorganic ion transport and metabolism,,,,,0.06769417112496294,,,0.11839942414119775,,,,,
c_MHASMcontig_109032,NP,1414359,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,0.1785914231329083,0.0950548000267708,,,0.07783473884455465,,,,,
c_MHASMcontig_109032,NP,1414360,integron,M,Cell wall/membrane/envelope biogenesis,,,,,0.13803692951605384,,,0.1283805812317486,,,,,
c_MHASMcontig_109032,NP,1414361,integron,V,Defense mechanisms,,,,0.04672437235599331,0.0947889534148672,,,0.09928591856890824,,,,,
c_MHASMcontig_109032,NP,1414362,non-integron,,,,,,,,,,0.08184833668871631,,,,,
c_MHASMcontig_115534,NP,1433161,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,0.12094186607541095,,,,
c_MHASMcontig_115534,NP,1433162,integron,,,,,,,,,,,0.2184984682651837,,,,
c_MHASMcontig_115534,NP,1433163,integron,,,,,,,,,,,0.10708696703830864,,,,
c_MHASMcontig_115534,NP,1433164,non-integron,,,,,,,,,,,0.1002887023430022,,,,
c_MHASMcontig_121252,NP,1449690,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,0.1848124929450724,
c_MHASMcontig_128368,NP,1469487,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",1.1630646393454689,,,,,,,,,,,,
c_MHASMcontig_128368,NP,1469497,non-integron,O,"Posttranslational modification, protein turnover, chaperones",0.028003654408956555,,,,,,,,,,,,
c_MHASMcontig_133542,NP,1484774,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,0.31969955690046553,
c_MHASMcontig_136020,NP,1491925,non-integron,,,,,,,,,,,0.2954405489171202,,,,
c_MHASMcontig_136020,NP,1491926,non-integron,,,,,,,,,,,0.21156179533405373,,,,
c_MHASMcontig_136020,NP,1491927,integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,0.15430477454277186,,,,
c_MHASMcontig_136020,NP,1491929,non-integron,,,,,,,,,,,0.3712593028013614,,,0.4034820206175028,
c_MHASMcontig_136263,NP,1492647,integron,C!!!C,Energy production and conversion!!!Energy production and conversion,,,,,,,,,,,,0.10709590807924277,
c_MHASMcontig_138270,NP,1498182,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,0.04479864414548862,
c_MHASMcontig_144565,NP,1515698,non-integron,I,Lipid transport and metabolism,,,,,,,,,0.17037361221468242,,,0.049744726597536135,
c_MHASMcontig_144565,NP,1515699,integron,,,,,,,,,,,0.04988123515439402,,,,
c_MHASMcontig_145600,NP,1518833,integron,,,,,,,,,,,,,,0.18852069888708733,
c_MHASMcontig_147913,NP,1525357,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,0.06039461119254709,
c_MHASMcontig_162068,NP,1565238,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,0.08411482773912814,
c_MHASMcontig_162891,NP,1567513,integron,,,0.051057471094310365,,,,,,,,,,,,
c_MHASMcontig_166558,NP,1577928,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,0.29049744546007056,,,0.16234827103758762,
c_MHASMcontig_166558,NP,1577929,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,0.09367457107868253,,,0.0924737807110671,
c_MHASMcontig_166558,NP,1577931,integron,S,Function unknown,,,,,,,,,,,,0.10337234553847384,
c_MHASMcontig_182343,NP,1624312,non-integron,,,,,,,0.1113669069168169,,,0.12015643960559873,,,,,
c_MHASMcontig_182343,NP,1624313,non-integron,,,,,,,0.07563144641027286,,,0.07960146086716946,,,,,0.1086097174989061
c_MHASMcontig_182343,NP,1624314,integron,,,,,,,0.14120898456481004,,,0.1492091950906079,,,,,
c_MHASMcontig_194769,NP,1665575,integron,,,,,,,0.8358208955223908,,,,,,,,
c_MHASMcontig_200083,NP,1683539,non-integron,I,Lipid transport and metabolism,,,,,0.2308586770301156,,,,,,,,
c_MHASMcontig_200083,NP,1683540,non-integron,,,,,,,0.5071930154180513,,,,,,,,
c_MHASMcontig_200083,NP,1683541,non-integron,G,Carbohydrate transport and metabolism,,,,,0.04544137495649088,,,,,,,,
c_MHASMcontig_200083,NP,1683542,non-integron,L,"Replication, recombination and repair",,,,,0.1413539008317346,,,,,,,,
c_MHASMcontig_200083,NP,1683543,integron,,,,,,,2.1219461217826416,,,,,,,,
c_MHASMcontig_202999,NP,1693091,non-integron,P,Inorganic ion transport and metabolism,,,,,0.2148954274457803,,,,,,,,
c_MHASMcontig_202999,NP,1693092,integron,T!!!E,Signal transduction mechanisms!!!Amino acid transport and metabolism,,,,,0.03103709956599219,,,,,,,,
c_MHASMcontig_202999,NP,1693093,integron,M,Cell wall/membrane/envelope biogenesis,,,,,0.18810964035483085,,,,,,,,
c_MHASMcontig_202999,NP,1693094,integron,M,Cell wall/membrane/envelope biogenesis,,,,,0.18724571069024085,,,,,,,,
c_MHASMcontig_202999,NP,1693095,integron,M,Cell wall/membrane/envelope biogenesis,,,,,0.2270514181551634,,,,,,,,
c_MHASMcontig_205068,NP,1699994,integron,I,Lipid transport and metabolism,,,,,0.0,,,0.003557769186530154,,,,,
c_MHASMcontig_206813,NP,1706322,non-integron,C,Energy production and conversion,,,,,0.06494226060188946,,,0.06399921617027446,,,,,
c_MHASMcontig_209790,NP,1716199,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,0.18614862612189634,,,0.14336403065430192,,,,,
c_MHASMcontig_216399,NP,1737941,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,0.17981293208347088,,,,,,,,
c_MHASMcontig_216399,NP,1737942,integron,K!!!T,Transcription!!!Signal transduction mechanisms,,,,,0.1930268818097659,,,,,,,,
c_MHASMcontig_216399,NP,1737943,integron,H,Coenzyme transport and metabolism,,,,,0.16353735398809902,,,,,,,,
c_MHASMcontig_216681,NP,1738860,integron,,,,,,,0.3160727046760901,,,,,,,,
c_MHASMcontig_216681,NP,1738861,integron,,,,,,,0.315325506642574,,,,,,,,
c_MHASMcontig_216681,NP,1738862,integron,N,Cell motility,,,,,0.12158102711847366,,,,,,,,
