contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_ERR599056,pnps_ERR599126,pnps_ERR599148,pnps_ERR599000,pnps_ERR599048,pnps_ERR599035,pnps_ERR598984,pnps_ERR599010,pnps_ERR599009,pnps_ERR599103,pnps_ERR599131,pnps_ERR599017,pnps_ERR599122,pnps_ERR599027,pnps_ERR599133,pnps_ERR599149,pnps_ERR599044,pnps_ERR598947,pnps_ERR599129,pnps_ERR599005,pnps_ERR599040,pnps_ERR599137,pnps_ERR599105
c_97202,SAT,1052425,non-integron,I,Lipid transport and metabolism,,,,,,0.04308336220458223,,,0.05538150955504887,,,,0.056309343804237376,0.04327837201405323,,,,,,,,,
c_97202,SAT,1052426,non-integron,H,Coenzyme transport and metabolism,,,,,,0.11539703868349432,,,0.12545953976056815,,,,0.1337730565387384,0.13918379044932608,,,,,,,,,
c_97202,SAT,1052427,non-integron,M!!!R,Cell wall/membrane/envelope biogenesis!!!General function prediction only,,,,,,0.1360843640672706,,,0.16029857627252694,,,,0.13727923899560074,0.14034453223827462,,,,,,,,,
c_98504,SAT,1064142,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,0.010649977415095676,,,,,,,,
c_98504,SAT,1064143,non-integron,G!!!E!!!P!!!R,Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!Inorganic ion transport and metabolism!!!General function prediction only,,,,,,,,,,,,,,,0.0,,,,,,,,
c_98504,SAT,1064145,integron,F,Nucleotide transport and metabolism,,,,,,,,,,,,,,,0.07832907649657425,,,,,,,,
c_98504,SAT,1064148,non-integron,D,"Cell cycle control, cell division, chromosome partitioning",,,,,,,,,,,,,,,0.10040193747712547,,,,,,,,
c_98504,SAT,1064149,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,0.3413308023779574,,,,,,,,
c_98504,SAT,1064152,non-integron,F!!!F,Nucleotide transport and metabolism!!!Nucleotide transport and metabolism,,,,,,,,,,,,,,,0.08838016600374221,,,,,,,,
c_98504,SAT,1064155,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,,,,,,,0.14751012716809128,,,,,,,,
c_98504,SAT,1064156,non-integron,H!!!R,Coenzyme transport and metabolism!!!General function prediction only,,,,,,,,,,,,,,,0.06992577982058212,,,,,,,,
c_99783,SAT,1075645,non-integron,F,Nucleotide transport and metabolism,,,,,,,0.3851212569571405,,,,,,,,,,,,,,,,
c_99783,SAT,1075648,integron,I,Lipid transport and metabolism,,,,,,,0.04562521839398099,,,,,,,,,,,,,,,,
c_99783,SAT,1075649,integron,H,Coenzyme transport and metabolism,,,,,,,0.1723437065417231,,,,,,,,0.05070397533697577,,,,,,,,
c_105917,SAT,1128843,non-integron,T,Signal transduction mechanisms,,,,,,,,,,,,,,,,,0.28793396200288,,,,,,
c_105917,SAT,1128845,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,0.0012670039192155006,,,0.0,,,
c_105917,SAT,1128846,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,0.06970578296058111,,,0.0,,,
c_105917,SAT,1128864,non-integron,E!!!F,Amino acid transport and metabolism!!!Nucleotide transport and metabolism,,,,,,,,,,,,,,,,,0.0,,,,,,
c_113437,SAT,1193146,non-integron,N,Cell motility,,,,,,,,,,,,,,,,,0.0,,,,,,
c_113437,SAT,1193153,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,,0.0,,,
c_113519,SAT,1193932,non-integron,,,,,,0.08397977584967332,,,,,,,,,,,,,0.129477193326558,0.18548038427883912,,0.50583844308185,,,
c_113519,SAT,1193933,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,,,,,,,,,,0.18075891988809115,,,,,
c_113519,SAT,1193934,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,,1.2328632272581246,,,,,
c_113519,SAT,1193935,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,0.10146800812861437,,,,,
c_113519,SAT,1193937,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,0.2473194025929075,,,,,
c_113519,SAT,1193938,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,0.2905067137902897,,,,,
c_113519,SAT,1193939,non-integron,K,Transcription,,,,1.0682495210727951,,,,,,,,,,,,,,0.1802357879730237,,,,,
c_113519,SAT,1193940,non-integron,U!!!O!!!U,"Intracellular trafficking, secretion, and vesicular transport!!!Posttranslational modification, protein turnover, chaperones!!!Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,,,,,,,,0.13597023755256854,,,,,
c_113519,SAT,1193941,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,0.11353476489255512,,,,,,,,,,,,,,0.0679012617249914,,,,,
c_113519,SAT,1193942,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,0.13556922498546628,,,,,,,,,,,,,0.1679801434281206,0.14106615435811135,,,,,
c_113519,SAT,1193943,non-integron,T,Signal transduction mechanisms,,,,0.1476962233875664,,,,,,,,,,,,,1.764180834621316,0.3835789077064085,,,,,
c_113519,SAT,1193944,non-integron,K,Transcription,,,,0.448233788033529,,,,,,,,,,,,,,0.09041183792632587,,,,,
c_113519,SAT,1193945,non-integron,H,Coenzyme transport and metabolism,,,,0.006793206158685772,,,,,,,,,,,,,,0.13953046871560856,,,,,
c_113519,SAT,1193952,non-integron,,,,,,0.07437765148483141,,,,,,,,,,,,,,,,,,,
c_113519,SAT,1193953,non-integron,,,,,,0.036974217168306,,,,,,,,,,,,,,0.058334370944797785,,,,,
c_113519,SAT,1193954,non-integron,E,Amino acid transport and metabolism,,,,0.16383880840621046,,,,,,,,,,,,,0.043405724565144056,0.18909485066438475,,,,,
c_113519,SAT,1193955,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,,0.11116869240983908,,,,,
c_114690,SAT,1202501,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,,,,,,,0.048960884125410685,,,,,,
c_114690,SAT,1202511,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,0.09304315752045256,,,,,,,,,,,,,0.05960699542787658,,,,,,
c_114690,SAT,1202513,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,0.026157447745530558,,,,,,,,,,,,,0.020693745264301625,,,,,,
c_114690,SAT,1202516,non-integron,K,Transcription,,,,0.0,,,,,,,,,,,,,0.0,,,,,,
c_114690,SAT,1202517,non-integron,E,Amino acid transport and metabolism,,,,0.06393892487702027,,,,,,,,,,,,,0.044661722352375324,,,,,,
c_114690,SAT,1202518,non-integron,E,Amino acid transport and metabolism,,,,0.1339842010042986,,,,,,,,,,,,,0.12105930731763938,,,,,,
c_114690,SAT,1202519,non-integron,E,Amino acid transport and metabolism,,,,0.05354659041606078,,,,,,,,,,,,,0.038812304436523816,0.011707552868667905,,,,,
c_114690,SAT,1202520,non-integron,R,General function prediction only,,,,0.009052640699275086,,,,,,,,,,,,,0.0041026726793546965,,,,,,
c_114690,SAT,1202525,non-integron,K,Transcription,,,,0.0899646612549394,,,,,,,,,,,,,,,,,,,
c_114690,SAT,1202541,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,0.3729376470441785,,,,,,
c_114690,SAT,1202546,non-integron,V,Defense mechanisms,,,,0.1044633264547861,,,,,,,,,,,,,0.09039185103224404,,,,,,
c_114690,SAT,1202569,non-integron,R,General function prediction only,,,,0.09337627643372297,,,,,,,,,,,,,0.21937485403175386,,,,,,
c_114690,SAT,1202589,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,0.0,,,,,,,,,,,,,,,,,,,
c_114690,SAT,1202590,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,0.04854750907391135,,,,,,
c_114690,SAT,1202591,non-integron,E!!!H,Amino acid transport and metabolism!!!Coenzyme transport and metabolism,,,,0.13519574228209386,,,,,,,,,,,,,0.12447643056974594,,,,,,
c_114690,SAT,1202592,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,0.043909266854848764,,,,,,,,,,,,,0.03046361266751297,0.0,,,,,
c_115687,SAT,1210724,integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,0.08079099807611391,,,,,,
c_118492,SAT,1232559,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,0.0,,,
c_118492,SAT,1232561,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,0.0,,,0.0,,,
c_118492,SAT,1232562,non-integron,N!!!W,Cell motility!!!Extracellular structures,,,,,,,,,,,,,,,,,1.1615806845088388,,,,,,
c_118492,SAT,1232567,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,0.011666027253539959,,,0.0,,,
c_118492,SAT,1232568,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,0.0,,,,,,
c_118492,SAT,1232571,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,0.00546244519390694,,,,,,
c_118492,SAT,1232578,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,0.27455822756934684,,,,,,
c_118492,SAT,1232579,non-integron,,,,,,,,,,,,,,,,,,,0.17940109708941646,,,,,,
c_120980,SAT,1254965,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,0.3449422584961264,,,0.5367469938000394,,,
c_120980,SAT,1254966,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,0.012361225211733936,,,0.00935851465341499,,,
c_120980,SAT,1254967,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,0.2968676302683091,,,0.1254732033641371,,,
c_120980,SAT,1254969,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,,,,,,,0.02395281871283969,,,0.0,,,
c_120980,SAT,1254970,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,,,,,,,0.0024301218931246068,,,0.026642731208204453,,,
c_120980,SAT,1254971,non-integron,N!!!U!!!W,"Cell motility!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",,,,,,,,,,,,,,,,,0.009531778769514226,,,0.0010328321391643409,,,
c_120980,SAT,1254972,non-integron,N!!!U!!!W,"Cell motility!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",,,,,,,,,,,,,,,,,0.00416345797399467,,,0.00480888229956036,,,
c_120980,SAT,1254974,non-integron,N!!!U!!!W,"Cell motility!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",,,,,,,,,,,,,,,,,0.08494817193386675,,,0.4505055037741478,,,
c_120980,SAT,1254976,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,,,,,,,0.016320110668332118,,,0.006009595967754919,,,
c_120980,SAT,1254977,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,,,,,,,0.006844073845569286,,,0.0,,,
c_120980,SAT,1254978,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,,,,,,,0.03435464237597078,,,0.03920839907285697,,,
c_120980,SAT,1254979,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,,,,,,,0.06156364498178898,,,0.09463954711061152,,,
c_120980,SAT,1254980,integron,,,,,,,,,,,,,,,,,,,0.055697209165593786,,,0.07602631886370903,,,
c_120980,SAT,1254981,integron,,,,,,,,,,,,,,,,,,,0.04861889163338378,,,0.05748699210787425,,,
c_120980,SAT,1254983,integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,0.06302491576913534,,,0.0055622683347286905,,,
c_120980,SAT,1254984,integron,T,Signal transduction mechanisms,,,,,,,,,,,,,,,,,0.02317691405794404,,,,,,
c_120980,SAT,1254985,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,0.0,,,
c_120980,SAT,1254986,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,0.027832744076523815,,,,,,
c_120980,SAT,1254988,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,0.04045677161370529,,,,,,
c_120980,SAT,1254989,non-integron,,,,,,,,,,,,,,,,,,,0.10849625016008203,,,0.008334041052026927,,,
c_120980,SAT,1254990,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,0.1320217545889988,,,0.13071421135041486,,,
c_120980,SAT,1254992,non-integron,,,,,,,,,,,,,,,,,,,0.4895559163391972,,,,,,
c_121716,SAT,1261132,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,0.03880299998668392,,,,,,
c_121716,SAT,1261138,non-integron,,,,,,,,,,,,,,,,,,,0.26858443138470434,,,,,,
c_121716,SAT,1261139,non-integron,J!!!O,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,0.17115010621903426,,,,,,
c_121716,SAT,1261140,non-integron,,,,,,,,,,,,,,,,,,,0.32824775224775343,,,,,,
c_121716,SAT,1261149,integron,,,,0.05417924887859524,,0.4475897920604927,,,,,,,,,,,,,,,,,,,
c_123651,SAT,1277720,non-integron,X,"Mobilome: prophages, transposons",,0.05242588778788921,0.07194433088360493,0.12173385317575522,,,,,,,,,,,0.05713232775717034,,0.1132549361664352,,,0.08377687260450838,,,
c_129395,SAT,1325858,non-integron,E!!!E!!!E,Amino acid transport and metabolism!!!Amino acid transport and metabolism!!!Amino acid transport and metabolism,,0.02821756791163499,0.0022956440142671247,,,,0.029857639201479925,0.0023054921094220497,,,,,,,0.045304426717187034,,,,,0.0006641665001638709,0.0043412828390316386,,0.004467654110589689
c_129395,SAT,1325861,integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,0.0,,,,,,,,
c_131426,SAT,1342706,integron,I,Lipid transport and metabolism,,,,,,,0.022413483573899936,,,,,,,,0.0,,,,,,,,
c_133025,SAT,1354324,non-integron,,,,,,,,,,,,,,,,,,,0.2307947029810547,0.12598231368885615,,,,,
c_141587,SAT,1460367,non-integron,S,Function unknown,,,,0.0,,,,,,,,,,,,,,,,,,,
c_143679,SAT,1487096,non-integron,T,Signal transduction mechanisms,,,,,,,,,,,,,,,,,0.2315052776988953,,,,,,
c_143679,SAT,1487109,non-integron,I!!!Q,"Lipid transport and metabolism!!!Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,,,,,,,0.15448089887640135,,,,,,
c_143679,SAT,1487110,non-integron,K,Transcription,,,,,,,,,,,,,,,,,0.04644463181562727,,,,,,
c_143679,SAT,1487111,non-integron,T,Signal transduction mechanisms,,,,,,,,,,,,,,,,,0.25451073985680217,,,,,,
c_143679,SAT,1487125,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,0.0,,,,,,
c_143679,SAT,1487127,non-integron,K,Transcription,,,,,,,,,,,,,,,,,0.06764346764346818,,,,,,
c_145258,SAT,1506073,non-integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,0.05299511148680868,,,,,,
c_145258,SAT,1506077,non-integron,,,,,,,,,,,,,,,,,,,0.17857078904621104,,,,,,
c_145301,SAT,1506466,integron,,,,,,0.26509301005407565,,,,,,,,,,,,,,,,,,,
c_146374,SAT,1519710,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,0.2589548277142601,,,,,,
c_146374,SAT,1519714,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,0.07210195530726317,,,,,,
c_146374,SAT,1519743,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,,,0.0,,,,,,
c_146374,SAT,1519745,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,0.1919200799201394,,,,,,
c_147550,SAT,1533384,non-integron,V,Defense mechanisms,,,,0.03442286831573724,,,,,,,,,,,,,,,,,,,
c_147550,SAT,1533385,non-integron,E,Amino acid transport and metabolism,,,,0.05816156568625786,,,,,,,,,,,,,,,,,,,
c_147550,SAT,1533386,non-integron,E,Amino acid transport and metabolism,,,,0.0073258924744839015,,,,,,,,,,,,,,,,,,,
c_147550,SAT,1533387,non-integron,E,Amino acid transport and metabolism,,,0.14961413008172553,0.1251033082637449,,,0.06656558339174765,,,,,,,,,,,,,,,,
c_147727,SAT,1534925,non-integron,,,,,,,,,,,,,,,,,,,0.007802834911973294,,,,,,
c_147727,SAT,1534928,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,0.03721848493711585,,,,,,
c_147727,SAT,1534935,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,0.04871824614313902,,,,,,
c_147727,SAT,1534940,non-integron,T,Signal transduction mechanisms,,,,,,,,,,,,,,,,,0.5520784121111877,,,,,,
c_147727,SAT,1534941,non-integron,H!!!R,Coenzyme transport and metabolism!!!General function prediction only,,,,,,,,,,,,,,,,,0.17047421815701327,,,,,,
c_147727,SAT,1534943,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,0.17088576129323196,,,,,,
c_147727,SAT,1534945,non-integron,R!!!J,"General function prediction only!!!Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,0.0,,,,,,
c_147727,SAT,1534946,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,0.008551798574631416,,,,,,
c_147727,SAT,1534947,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,0.2226211934832795,,,,,,
c_147727,SAT,1534948,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,0.0905735505224232,,,,,,
c_147727,SAT,1534965,non-integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,0.04384897048961396,,,,,,
c_147727,SAT,1534970,non-integron,,,,,,,,,,,,,,,,,,,0.026566749370521787,,,,,,
c_147941,SAT,1537171,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,0.0010415834834236351,,,,,,
c_148367,SAT,1542165,non-integron,,,,,,,,,,,,,,,,,,,0.5195252457197755,,,,,,
c_148690,SAT,1545728,non-integron,I!!!I,Lipid transport and metabolism!!!Lipid transport and metabolism,,,,,,,,,,,,,,,,,0.08287840057894287,,,,,,
c_149457,SAT,1553567,integron,T!!!K,Signal transduction mechanisms!!!Transcription,,,,0.4976677960058196,,,,,,,,,,,,,,,,,,,
c_149457,SAT,1553568,integron,,,,,,0.0733687023545638,,,,,,,,,,,,,,,,,,,
c_149457,SAT,1553569,non-integron,H!!!R,Coenzyme transport and metabolism!!!General function prediction only,,,,0.2278602554866487,,,,,,,,,,,,,,,,,,,
c_150179,SAT,1560538,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,0.0906441008457434,,,,,,,,,,,,,0.024674295149995456,,,,,,
c_150179,SAT,1560539,integron,J,"Translation, ribosomal structure and biogenesis",,,,0.12744361151325875,,,,,,,,,,,,,0.12396807690360845,0.2327679733728233,,,,,
c_150179,SAT,1560540,integron,O,"Posttranslational modification, protein turnover, chaperones",,,,0.2214082710527124,,,,,,,,,,,,,1.159015064123652,,,,,,
c_150179,SAT,1560541,integron,O,"Posttranslational modification, protein turnover, chaperones",,,,0.3864147878083533,,,,,,,,,,,,,,0.003170278931806977,,,,,
c_152326,SAT,1582435,non-integron,L!!!L,"Replication, recombination and repair!!!Replication, recombination and repair",,,,,,,,,,,,,,,,,0.0,,,,,,
c_152670,SAT,1585292,non-integron,T,Signal transduction mechanisms,,,,,,,,,,,,,,,,,0.07144791868928484,,,,,,
c_152670,SAT,1585293,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,0.09693849668008488,,,,,,
c_152670,SAT,1585294,non-integron,,,,,,,,,,,,,,,,,,,0.2640179597837773,,,,,,
c_152670,SAT,1585295,non-integron,,,,,,,,,,,,,,,,,,,0.2876776623285925,,,,,,
c_152670,SAT,1585296,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,0.01875992937325121,,,,,,
c_154500,SAT,1602776,non-integron,X,"Mobilome: prophages, transposons",,,,,,,0.07482449838677217,,,,,,,,,,,,,,,,
c_154500,SAT,1602780,non-integron,,,,,,,,,0.426879903462202,,,,,,,,,,,,,,,,
c_154500,SAT,1602781,non-integron,,,,,,0.34260178424212323,,,0.11074568428074733,,,,,,,,,,,,,,,,
c_154500,SAT,1602782,non-integron,L,"Replication, recombination and repair",,,,,,,0.16513887228571525,,,,,,,,,,,,,,,,
c_154500,SAT,1602783,non-integron,,,,,,,,,0.14807018459594426,,,,,,,,,,,,,,,,
c_155279,SAT,1611280,non-integron,S,Function unknown,,,,,,,,,,,,,,,0.2876286800124284,,,,,,,,
c_155279,SAT,1611281,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,0.05507958473256281,,,,,,,,
c_155279,SAT,1611282,non-integron,,,,,0.023007134856449757,,,,,,,,,,,,0.03036241841576945,,,,,,,,
c_155279,SAT,1611283,non-integron,,,,,,,,,,,,,,,,,0.01651329440211239,,,,,,,,
c_155279,SAT,1611286,non-integron,,,,,,,,,,,,,,,,,0.09475157650485187,,,,,,,,
c_155279,SAT,1611288,non-integron,C,Energy production and conversion,,,0.1643798526085884,,,,,,,,,,,,0.005381241995893922,,,,,,,,
c_157177,SAT,1635797,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,1.2356575206565217,,,,,,
c_157177,SAT,1635813,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,1.0827836939069224,,,,,,
c_158367,SAT,1649631,non-integron,S,Function unknown,,,,,,,,,,,,0.11436519862573814,,,0.02622812589003236,,,,,,,,
c_158367,SAT,1649632,non-integron,R,General function prediction only,,,,,,,,,,,,0.0918848788950212,,,0.0709727280516196,,,,,,,,
c_158367,SAT,1649633,integron,,,,,,,,,,,,,,0.07194759027656318,,,0.15502530877425735,,,,,,,0.16063729257965376,
c_158367,SAT,1649634,integron,C,Energy production and conversion,,,,,,,,,,0.0,,0.06417961004889995,,,0.08617117493799167,,,,0.06780479503868997,,,0.060192882098570676,
c_158367,SAT,1649635,non-integron,,,,,,,,,,,,,,,,,0.017774966878519552,,,,,,,0.059638504579747835,
c_165795,SAT,1734706,non-integron,E,Amino acid transport and metabolism,,,0.0025439990885246897,0.004173410613584716,,,,,,,,,,,,,0.004845177978866329,0.0,,,,,
c_165795,SAT,1734708,non-integron,F!!!R,Nucleotide transport and metabolism!!!General function prediction only,,,,,,,,,,,,,,,,,0.06431921468270997,,,,,,
c_166366,SAT,1741460,non-integron,,,,,,1.1484919409420111,,,,,,,1.1997864232939126,,,,,,1.2819016626812176,1.4534744861985345,,2.1670809036958825,,,
c_166366,SAT,1741461,non-integron,,,,,,0.408983433939136,,,,,,,,,,,,,0.4966528529311185,0.22866995073891666,,,,,
c_166366,SAT,1741463,integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,0.16420838630474552,,,,,,,,,,,,,,,,,,,
c_166417,SAT,1742140,integron,,,,,,,,,,,,,,,,,,,0.005114868843506809,,,,,,
c_166417,SAT,1742141,integron,R,General function prediction only,,,,,,,,,,,,,,,,,0.07683961830269123,,,,,,
c_166429,SAT,1742303,non-integron,,,,,,,,,,,,,,,,,,,0.1031221684088664,,,,,,
c_166429,SAT,1742304,non-integron,,,,,,,,,,,,,,,,,,,0.02964525044416073,,,,,,
c_166789,SAT,1746354,non-integron,T,Signal transduction mechanisms,,,,,,,,,,,,,,,,,,0.0,,,,,
c_166789,SAT,1746355,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,0.03610522672054252,,,,,
c_166789,SAT,1746358,integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,0.04093247948228067,,,,,
c_169412,SAT,1774433,integron,,,,,,0.7953613331780824,,,,,,,,,,,,,,,,,,,
c_171763,SAT,1798683,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,0.024083809384422773,,,,,,
c_175070,SAT,1833291,integron,L,"Replication, recombination and repair",,0.10283471062625478,,,,,,,,,,,,,,,,,,,,,
c_175070,SAT,1833293,non-integron,,,,0.7365149124783963,,,,,,,,,,,,,,,,,,,,,
c_175070,SAT,1833294,integron,L!!!K,"Replication, recombination and repair!!!Transcription",,0.06265053837934934,,,,,,,,,,,,,,,,,,,,,
c_176695,SAT,1852493,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,0.19361733639796747,,,,,,
c_176695,SAT,1852494,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,0.10757355986505417,,,,,,
c_176695,SAT,1852495,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,0.13435366326337175,,,,,,
c_176695,SAT,1852498,non-integron,T,Signal transduction mechanisms,,,0.037136511890191584,0.024332094265996813,,,,,,,,,,,,,0.04656151603012789,0.0,,,,,
c_176695,SAT,1852499,non-integron,T,Signal transduction mechanisms,,,0.07977390424698401,0.027916118098584398,,,,,,,,,,,,,0.027592441752281063,,,,,,
c_176695,SAT,1852500,non-integron,T,Signal transduction mechanisms,,,0.02026261949114478,0.0009706934478298828,,,,,,,,,,,,,0.023414041536579867,0.0,,0.00927669972825927,,,
c_177884,SAT,1864223,non-integron,,,,,,,,,0.11917737530332688,,,,,,,,,,,,,,,,
c_178895,SAT,1874315,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,0.06204464923414565,,,,,,
c_178895,SAT,1874316,non-integron,D!!!P!!!M,"Cell cycle control, cell division, chromosome partitioning!!!Inorganic ion transport and metabolism!!!Cell wall/membrane/envelope biogenesis",,,,,,,,,,,,,,,,,0.10767057673176143,0.07261752292846196,,0.12635595222128426,,,
c_178895,SAT,1874317,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,0.13364766182050974,0.07483726345813252,,0.17046651356321196,,,
c_178895,SAT,1874318,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,0.1934094550924473,,,,,,
c_178895,SAT,1874319,non-integron,,,,,,,,,,,,,,,,,,,,,,0.16571447877073686,,,
c_178895,SAT,1874320,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,0.17771786523263502,0.05408859309747665,,0.2602828093881908,,,
c_178895,SAT,1874321,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,1.2566967977623362,0.006359211401757883,,10.378693689176664,,,
c_178895,SAT,1874323,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,0.11281596409655048,,,,,
c_178895,SAT,1874324,non-integron,M!!!V!!!P,Cell wall/membrane/envelope biogenesis!!!Defense mechanisms!!!Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,0.6268884140699515,,,,,,
c_178895,SAT,1874325,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,0.16772863108160666,0.026651171300640587,,0.1368941258460381,,,
c_178895,SAT,1874329,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,0.035099528652331555,,,,,,
c_183912,SAT,1923279,non-integron,E!!!F,Amino acid transport and metabolism!!!Nucleotide transport and metabolism,,0.0,,,,,0.03078350004693235,,,,,,,,,,,,,0.0,,,
c_183912,SAT,1923280,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,0.05262334571500106,,,,,,,,,,,,,,,,
c_183912,SAT,1923281,integron,E,Amino acid transport and metabolism,,0.07747206230062936,,,,,0.06291861018471018,,,,,,,,,,,,,0.04254828590653696,,,0.04913867183576162
c_183912,SAT,1923282,integron,E,Amino acid transport and metabolism,,0.04472784203682966,,,,,0.035881612097744334,,,,,,,,,,,,,0.06418854842304407,,,0.0
