contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_ERR598952,pnps_ERR599007,pnps_ERR598997,pnps_ERR599132,pnps_ERR599346,pnps_ERR594404,pnps_ERR599064,pnps_ERR599128,pnps_ERR598994,pnps_ERR594395,pnps_ERR599055,pnps_ERR599067,pnps_ERR599065,pnps_ERR599168,pnps_ERR594325,pnps_ERR598978,pnps_ERR599144,pnps_ERR599118,pnps_ERR599353,pnps_ERR598965,pnps_ERR599108,pnps_ERR598943,pnps_ERR598971,pnps_ERR599349,pnps_ERR594313,pnps_ERR598962
c_9255,CPC,133588,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,,,,,,0.1593394798898045,,,,,,
c_9255,CPC,133590,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,,,,,,0.1028758713908446,,,,,,
c_9255,CPC,133600,non-integron,G!!!E!!!R,Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only,,,,,,,,,,,,,,,,,,,,0.008645680890665945,,,,,,
c_12235,CPC,168703,non-integron,T!!!T,Signal transduction mechanisms!!!Signal transduction mechanisms,,,,,,,0.1643612167695799,,,,,,,,,,,,,,,,,,,
c_12235,CPC,168706,non-integron,J!!!M,"Translation, ribosomal structure and biogenesis!!!Cell wall/membrane/envelope biogenesis",,,,,,,,,,,,,,,,,,,,0.3297356382023246,,,,,,
c_12335,CPC,169773,non-integron,,,,,,,,,,,,,,,,,,,,,,0.5836719595849588,,,,,,
c_12335,CPC,169774,non-integron,S,Function unknown,,0.10179860931351173,,,,,0.07122538071152214,,,,,,,,0.22250380758217347,,,,,0.11632828265164614,,,,,0.24473735168290586,
c_12335,CPC,169775,non-integron,J,"Translation, ribosomal structure and biogenesis",,0.10272068244815294,,,,,0.13853195985004374,,0.2198648386425021,,,,,0.11474727625791553,0.20716143989017807,,0.21375118373102395,,,0.2193902422640684,,,,,0.22989239304144626,
c_12335,CPC,169776,non-integron,,,,0.14866786875309848,,,,,0.04136366874061946,,0.2009504240468154,,,,,0.16103324252237325,0.1924782807535948,,0.18387842906939192,,,0.05083118118194797,,,,,0.2035749967490917,
c_12335,CPC,169777,non-integron,,,,0.4487830226429805,,,,,1.825551674915442,,0.3076874837303093,,,,,0.1487231955825797,0.4628216690749634,,,,,2.2380058558608416,,,,,0.4200107507497037,
c_12335,CPC,169778,non-integron,,,,0.2105298805203312,,,,,0.13722291251501334,,,,,,,0.08789487202283361,0.2870558413962653,,,,,0.15503914088755155,,,,,0.2382670623997592,
c_12335,CPC,169779,non-integron,,,,0.001518724892278213,,,,,0.010795062275843844,,0.015672513689750568,,,,,0.0036068941242996468,0.006701968851883221,,0.007764653654277582,,,0.017369170735711162,,,,,0.007177043857362306,
c_12593,CPC,172639,non-integron,S,Function unknown,,,,,,,0.031981530858264176,,,,,,,,,,,,,0.05460993382161047,,,,,,
c_12593,CPC,172640,non-integron,H!!!E,Coenzyme transport and metabolism!!!Amino acid transport and metabolism,,,,,,,0.006247324788460901,,,,,,,,,,,,,0.01761006485834084,,,,,,
c_12593,CPC,172641,integron,R!!!K,General function prediction only!!!Transcription,,,,,,,0.12658941383780994,,,,,,,,,,,,,0.13572892256276198,,,,,,
c_12593,CPC,172642,integron,,,,,,,,,,,,,,,,,,,,,,0.0572432839568166,,,,,,
c_12593,CPC,172643,integron,F!!!V,Nucleotide transport and metabolism!!!Defense mechanisms,,,,,,,,,,,,,,,,,,,,0.1204651886517099,,,,,,
c_12593,CPC,172644,integron,L,"Replication, recombination and repair",,,,,,,0.0436911824359742,,,,,,,,,,,,,0.01765112257637288,,,,,,
c_12593,CPC,172645,integron,T,Signal transduction mechanisms,,,,,,,0.0019371208084208332,,,,,,,,,,,,,0.016056315124433944,,,,,,
c_13317,CPC,180673,non-integron,K,Transcription,,,,,,,,,,,,,,,,,,,,0.025190757943638082,,,,,,
c_13317,CPC,180674,integron,T!!!T!!!T,Signal transduction mechanisms!!!Signal transduction mechanisms!!!Signal transduction mechanisms,,,,,,,0.009858162631591191,,,,,,,,,,,,,0.009464717876460057,,,,,,
c_13317,CPC,180675,integron,G,Carbohydrate transport and metabolism,,,,,,,0.6885322006172495,,,,,,,,,,,,,0.06968727735358682,,,,,,
c_13317,CPC,180676,integron,G,Carbohydrate transport and metabolism,,,,,,,0.0481297306426597,,,,,,,,,,,,,0.04851211337223728,,,,,,
c_13317,CPC,180677,integron,T,Signal transduction mechanisms,,,,,,,,,,,,,,,,,,,,0.07020128099146207,,,,,,
c_13865,CPC,186422,non-integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
c_13865,CPC,186423,non-integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,0.01947651297783602,,,,,,
c_13865,CPC,186424,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,0.031982809133797946,,,,,,
c_13865,CPC,186425,integron,,,,,,,,,,,,,,,,,,,,,,0.029279251102621574,,,,,,
c_13865,CPC,186426,non-integron,T,Signal transduction mechanisms,,,,,,,0.09085745380403094,,,,,,,,,,,,,0.027491615255832384,,,,,,
c_13884,CPC,186595,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,0.47940738990455395,,,,,,
c_13884,CPC,186596,non-integron,F!!!F,Nucleotide transport and metabolism!!!Nucleotide transport and metabolism,,,,,,,,,,,,,,,,,,,,0.007660620386114461,,,,,,
c_13884,CPC,186597,non-integron,M!!!T,Cell wall/membrane/envelope biogenesis!!!Signal transduction mechanisms,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
c_14297,CPC,190852,non-integron,H,Coenzyme transport and metabolism,,,,,,,0.02540741218413449,,,,,,,,,,,,,0.0691851607921125,,,,,,
c_14297,CPC,190855,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,0.05543010282876938,,,,,,
c_14297,CPC,190870,non-integron,X!!!X,"Mobilome: prophages, transposons!!!Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,,0.12233043661548368,,,
c_14297,CPC,190871,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,0.006184383672088112,,,,,,
c_14297,CPC,190873,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,,,,0.06689779983918749,,,,,,
c_14297,CPC,190874,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,,,,0.0997292810982971,,,,,,
c_14297,CPC,190878,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,0.04857453840123887,,,,,,
c_14297,CPC,190886,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,,0.01957166636741436,,,,,,
c_14297,CPC,190908,non-integron,,,,,,,,,,,,,,,,,,,,,,0.2682935929625816,,,,,,
c_14297,CPC,190913,non-integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,0.10512583232607887,,,,,,
c_14297,CPC,190916,non-integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,0.4685631722875353,,,,,,
c_14297,CPC,190918,non-integron,K,Transcription,,,,,,,,,,,,,,,,,,,,0.10550312134631924,,,,,,
c_14297,CPC,190919,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,,0.07583737443527032,,,,,,
c_14297,CPC,190920,non-integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,0.025078659309279504,,,,,,
c_14297,CPC,190923,non-integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,0.012634473005947326,,,,,,
c_14297,CPC,190925,non-integron,,,,,,,,,,,,,,,,,,,,,,0.2278377842490742,,,,,,
c_14297,CPC,190926,non-integron,,,,,,,,,,,,,,,,,,,,,,0.18654637526510534,,,,,,
c_14297,CPC,190927,non-integron,,,,,,,,,,,,,,,,,,,,,,0.14173727331097544,,,,,,
c_14297,CPC,190928,non-integron,,,,,,,,,,,,,,,,,,,,,,0.08135704663373672,,,,,,
c_14297,CPC,190929,non-integron,,,,,,,,,,,,,,,,,,,,,,0.1321438953488376,,,,,,
c_14297,CPC,190930,non-integron,,,,,,,,,,,,,,,,,,,,,,0.04465984095062343,,,,,,
c_14297,CPC,190940,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,,0.034167477392211015,,,,,,
c_14297,CPC,190947,non-integron,I,Lipid transport and metabolism,,,,,,,0.0,,,,,,,,,,,,,0.04605261489987656,,,,,,
c_14297,CPC,190968,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,,,,,,0.02372604141266854,,,,,,
c_14297,CPC,190969,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,,,,,,0.055163034554833165,,,,,,
c_14297,CPC,190972,non-integron,I,Lipid transport and metabolism,,,,,,,0.01786972168181524,,,,,,,,,,,,,0.04173046979049147,,,,,,
c_14297,CPC,190975,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,,,,,,0.03878010181064556,,,,,,
c_14297,CPC,190976,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,0.05340476154556673,,,,,,
c_14297,CPC,190977,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,,,,,,0.008765838830975118,,,,,,
c_14297,CPC,191018,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,0.023090596428106125,,,,,,,,,,,,,0.01589226276618406,,,,,,
c_14297,CPC,191022,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,0.0,,,,,,
c_14297,CPC,191025,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,,,,,,,,,,,,0.03154035321674131,,,,,,
c_14297,CPC,191033,non-integron,C,Energy production and conversion,,,,,,,0.024214064359764545,,,,,,,,,,,,,0.015275095727174118,,,,,,
c_14297,CPC,191034,non-integron,C,Energy production and conversion,,,,,,,0.050641029969571,,,,,,,,,,,,,0.049939947038049014,,,,,,
c_14297,CPC,191035,non-integron,C,Energy production and conversion,,,,,,,0.002821926313858609,,,,,,,,,,,,,0.03993957518740314,,,,,,
c_14297,CPC,191036,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,0.005632082788053314,,,,,,
c_14297,CPC,191037,non-integron,C,Energy production and conversion,,,,,,,0.046326441114888206,,,,,,,,,,,,,0.0943420545838352,,,,,,
c_14297,CPC,191038,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,0.07450905524874203,,,,,,
c_14297,CPC,191040,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,,0.007956787474931944,,,
c_14297,CPC,191041,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,0.013072836778765487,,,,,,
c_14297,CPC,191058,non-integron,E,Amino acid transport and metabolism,,,,,,,0.16842940515058222,,,,,,,,,,,,,0.0872100995952005,,,,,,
c_14297,CPC,191061,non-integron,U!!!W,"Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",,,,,,,,,,,,,,,,,,,,0.003923587831595201,,,,,,
c_14297,CPC,191066,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,0.0447616213415807,,,,,,
c_14297,CPC,191067,non-integron,T,Signal transduction mechanisms,,,,,,,0.11046558130143576,,,,,,,,,,,,,0.06578330088995374,,,,,,
c_14297,CPC,191068,non-integron,,,,,,,,,,,,,,,,,,,,,,0.05239431581270853,,,,,,
c_14297,CPC,191069,non-integron,V!!!T,Defense mechanisms!!!Signal transduction mechanisms,,,,,,,0.21570319240724656,,,,,,,,,,,,,0.2434065177327665,,,,,,
c_16978,CPC,218509,non-integron,,,,,,,,,0.31855648191197944,,,,,,,,,,,,,,,,,,,
c_16978,CPC,218510,non-integron,,,,,,,,,0.026880918725450124,,,,,,,,,,,,,,,,,,,
c_16978,CPC,218511,non-integron,,,,,,,,,0.12935445607247706,,,,,,,,,,,,,,,,,,,
c_16978,CPC,218512,non-integron,,,,,,,,,0.4310575934437469,,,,,,,,,,,,,,,,,,,
c_16978,CPC,218513,non-integron,,,,,,,,,0.11930511150223455,,,,,,,,,,,,,,,,,,,
c_16978,CPC,218514,non-integron,,,,,,,,,0.1250204764034709,,,,,,,,,,,,,,,,,,,
c_16978,CPC,218515,integron,,,,,,,,,0.2671336132612101,,,,,,,,,,,,,,,,,,,
c_16978,CPC,218516,integron,,,,,,,,,0.9191451301643072,,,,,,,,,,,,,,,,,,,
c_16978,CPC,218517,non-integron,,,,,,,,,0.08641878938961711,,,,,,,,,,,,,,,,,,,
c_16978,CPC,218518,non-integron,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
c_16978,CPC,218519,non-integron,,,,,,,,,0.11266180830102385,,,,,,,,,,,,,,,,,,,
c_16978,CPC,218520,non-integron,,,,,,,,,0.03530666423509398,,,,,,,,,,,,,,,,,,,
c_16978,CPC,218521,non-integron,,,,,,,,,0.01835787335156318,,,,,,,,,,,,,,,,,,,
c_16978,CPC,218522,non-integron,,,,,,,,,0.4782589465696623,,,,,,,,,,,,,,,,,,,
c_16978,CPC,218523,non-integron,,,,,,,,,0.20373569024100355,,,,,,,,,,,,,,,,,,,
c_16978,CPC,218525,non-integron,,,,,,,,,0.028322473333231613,,,,,,,,,,,,,,,,,,,
c_16978,CPC,218526,non-integron,L,"Replication, recombination and repair",,,,,,,0.09218932075828384,,,,,,,,,,,,,,,,,,,
c_16978,CPC,218529,non-integron,,,,,,,,,0.03499309135406083,,,,,,,,,,,,,,,,,,,
c_18000,CPC,228420,non-integron,L,"Replication, recombination and repair",,,,,,,0.054038922769807735,,,,,,,,,,,,,0.07726270840783511,,,,,,
c_19238,CPC,241333,non-integron,X,"Mobilome: prophages, transposons",,0.0415631649234362,,0.017149103195673386,,,0.012634423912826287,0.004339357282276017,,,,0.0,,,,,,,,0.0190322921830496,,,0.03348610524744882,,,
c_20128,CPC,249677,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,,,,,,,,,,,,0.19295372432248664,,,,,,
c_20128,CPC,249679,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,0.147266582466792,,,,,,
c_20819,CPC,256023,non-integron,G,Carbohydrate transport and metabolism,,,,,,,0.02237762187429546,,,,,,,,,,,,,,,,,,,
c_20819,CPC,256025,integron,T,Signal transduction mechanisms,,,,,,,0.07401953471224272,,,,,,,,,,,,,,,,,,,
c_20819,CPC,256026,integron,K,Transcription,,,,,,,0.07587540239496993,,,,,,,,,,,,,,,,,,,
c_20819,CPC,256027,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,0.048793447596637333,,,,,,,,,,,,,0.2383392364525593,,,,,,
c_21130,CPC,259734,non-integron,E,Amino acid transport and metabolism,,,,,,,0.05291504743857075,,,,,,,,,,,,,,,,,,,
c_21130,CPC,259736,non-integron,,,,,,,,,0.16163421493308808,,,,,,,,,,,,,,,,,,,
c_21130,CPC,259738,non-integron,,,,,,,,,0.12259308581473555,,,,,,,,,,,,,,,,,,,
c_21130,CPC,259739,non-integron,T,Signal transduction mechanisms,,,,,,,0.044613655370824436,,,,,,,,,,,,,,,,,,,
c_21130,CPC,259743,non-integron,C!!!E,Energy production and conversion!!!Amino acid transport and metabolism,,,,,,,0.09924454156430036,,,,,,,,,,,,,,,,,,,
c_21130,CPC,259745,non-integron,N!!!W,Cell motility!!!Extracellular structures,,,,,,,0.07117458209845731,,,,,,,,,,,,,,,,,,,
c_21130,CPC,259758,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,0.2649833276790778,,,,,,,,,,,,,,,,,,,
c_21130,CPC,259759,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,0.5345949074074041,,,,,,,,,,,,,,,,,,,
c_21130,CPC,259761,non-integron,T,Signal transduction mechanisms,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
c_21130,CPC,259762,non-integron,,,,,,,,,0.04899881906242098,,,,,,,,,,,,,,,,,,,
c_21130,CPC,259763,non-integron,T,Signal transduction mechanisms,,,,,,,0.03722693209108534,,,,,,,,,,,,,,,,,,,
c_21130,CPC,259765,non-integron,,,,,,,,,0.9833235962220176,,,,,,,,,,,,,,,,,,,
c_21257,CPC,261549,non-integron,L,"Replication, recombination and repair",,,,,,,0.04594067984022709,,,,,,,,,,,,,,,,,,,
c_21257,CPC,261552,non-integron,T!!!T!!!K,Signal transduction mechanisms!!!Signal transduction mechanisms!!!Transcription,,,,,,,0.35612085538890903,,,,,,,,,,,,,,,,,,,
c_21257,CPC,261554,non-integron,,,,,,,,,0.04252463739390858,,,,,,,,,,,,,,,,,,,
c_21257,CPC,261556,non-integron,K,Transcription,,,,,,,0.06427653390648283,,,,,,,,,,,,,,,,,,,
c_21257,CPC,261558,non-integron,,,,,,,,,0.7048757438324039,,,,,,,,,,,,,,,,,,,
c_21399,CPC,263165,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,0.028625913505383013,,,,,0.0578339276239618,,,,,,
c_21399,CPC,263166,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,0.14453588898488529,,,,,0.0,,,,,,
c_21399,CPC,263167,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,0.12231134542295423,,,,,,,,,,0.13221618635296514,
c_21399,CPC,263168,integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,0.13526449990978295,,,,,0.13732310838418368,,,,,0.1101923824232965,
c_21399,CPC,263169,integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,0.2563728847332076,,,,,0.14244187632111652,,,,,,
c_21399,CPC,263170,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,0.06989088822226908,,,,,,,,,,,
c_23379,CPC,285150,integron,,,,,,,,,0.5513236696289526,,,,,,,,,,,,,0.2019483444371904,,,,,,
c_23379,CPC,285154,integron,S,Function unknown,,,,,,,0.2559689441404922,,,,,,,,,,,,,0.21888856741617074,,,,,,
c_23379,CPC,285155,integron,,,,,,,,,0.35154654472566194,,,,,,,,,,,,,0.27104275755731305,,,,,,
c_23428,CPC,285659,integron,P!!!R,Inorganic ion transport and metabolism!!!General function prediction only,,,,,,,,,,,,,,,,,,,,,,,0.14005322136467388,,,
c_23428,CPC,285663,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
c_24677,CPC,299137,integron,,,,,,,,,17.532282757260305,,,,,,,,,,,,,,,,,,,
c_25153,CPC,303916,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,0.038317192689212166,,,,,,,,,,,,,,,,,,,
c_25153,CPC,303920,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,0.06622068992974225,,,,,,,,,,,,,,,,,,,
c_25153,CPC,303929,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,0.05419065812458757,,,,,,,,,,,,,,,,,,,
c_25153,CPC,303931,non-integron,R,General function prediction only,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
c_25153,CPC,303945,non-integron,,,,,,,,,1.0982291884619362,,,,,,,,,,,,,,,,,,,
c_25153,CPC,303949,non-integron,L,"Replication, recombination and repair",,,,,,,0.013943234314927916,,,,,,,,,,,,,,,,,,,
c_25153,CPC,303951,non-integron,P,Inorganic ion transport and metabolism,,,,,,,0.0851855627574129,,,,,,,,,,,,,,,,,,,
c_25153,CPC,303952,non-integron,P,Inorganic ion transport and metabolism,,,,,,,0.021965473825921573,,,,,,,,,,,,,,,,,,,
c_25153,CPC,303953,non-integron,H,Coenzyme transport and metabolism,,,,,,,0.07767056661556619,,,,,,,,,,,,,,,,,,,
c_25153,CPC,303954,non-integron,P,Inorganic ion transport and metabolism,,,,,,,0.1069400995053709,,,,,,,,,,,,,,,,,,,
c_25153,CPC,303955,non-integron,H,Coenzyme transport and metabolism,,,,,,,0.13142240164011332,,,,,,,,,,,,,,,,,,,
c_25153,CPC,303957,non-integron,P,Inorganic ion transport and metabolism,,,,,,,0.15618760517380947,,,,,,,,,,,,,,,,,,,
c_25153,CPC,303958,non-integron,P,Inorganic ion transport and metabolism,,,,,,,0.17115751551350786,,,,,,,,,,,,,,,,,,,
c_25153,CPC,303959,non-integron,H,Coenzyme transport and metabolism,,,,,,,0.12378106070736784,,,,,,,,,,,,,,,,,,,
c_25153,CPC,303960,non-integron,T,Signal transduction mechanisms,,,,,,,0.07297047427514085,,,,,,,,,,,,,,,,,,,
c_25153,CPC,303964,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,0.18187584136614665,,,,,,,,,,,,,,,,,,,
c_25451,CPC,307181,non-integron,R,General function prediction only,,,,0.0,,,0.0,,,,,,,,,,,,,,,,0.013091580772803464,,,
c_25451,CPC,307183,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,0.026383752572349928,,,
c_25451,CPC,307184,non-integron,,,,,,,,,0.020196158437986274,,,,,,,,,,,,,,,,0.0019729186891867846,,,
c_25451,CPC,307186,non-integron,H!!!O,"Coenzyme transport and metabolism!!!Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,0.14551655719223835,,,
c_25743,CPC,310045,non-integron,X,"Mobilome: prophages, transposons",,,,,,,0.3495612133573051,,,,,,,,,,,,,,,,0.10731103202338008,,,
c_25743,CPC,310050,integron,,,,,,,,,0.14296316798075212,,,,,,,,,,,,,,,,,,,
c_29446,CPC,343123,non-integron,N,Cell motility,,,,,,,,,,,,,,,,,,,,,,,0.03180332013777271,,,
c_29446,CPC,343125,non-integron,N,Cell motility,,,,0.1120075423152315,,,,,,,,,0.12761497928462934,,,,,,,,,,0.07108111186570751,,,
c_29446,CPC,343126,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,,,,,0.003961250033883189,,,
c_29446,CPC,343140,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,0.06209792981627822,,,,,,,,,,,,,,,,,,,0.012981564585316428,,,
c_29446,CPC,343141,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,0.3735039082232269,,,,,,,,,,,,,,,,,,,0.14576401097849095,,,
c_29446,CPC,343144,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,0.016822554631775222,,,,,,,,,,,,,,,,,,,0.0,,,
c_29446,CPC,343145,integron,M!!!O,"Cell wall/membrane/envelope biogenesis!!!Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,0.4609214372067694,,,,,,,,,,,0.09523326727007557,,,
c_29446,CPC,343147,non-integron,T,Signal transduction mechanisms,,,,0.030794836568150824,,,,0.051321407819843734,,,,0.018567850298905772,,,,,,,,,,,0.017165848557632174,,,
c_29446,CPC,343148,non-integron,T,Signal transduction mechanisms,,,,0.07274224902947089,,,,0.030517928010924726,,,,0.05614200676503727,,,,,,,,,,,0.0594855112608998,,,
c_29446,CPC,343149,non-integron,T,Signal transduction mechanisms,,0.0,,0.02424029571315992,,,,0.02932664155375547,,,0.04250948166324435,0.015717824755192056,0.0,,,,,,,,,,0.01718768470632875,,,
c_29446,CPC,343150,non-integron,N,Cell motility,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
c_29484,CPC,343434,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,0.16071402507553267,,,
c_29484,CPC,343436,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,0.09485033985478204,,,
c_29484,CPC,343461,non-integron,V,Defense mechanisms,,,,,,,0.05069813744614078,,,,,,,,,,,,,,,,,,,
c_29484,CPC,343462,non-integron,V,Defense mechanisms,,,,,,,0.1266555175361825,,,,,,,,,,,,,0.2006295102984158,,,,,,
c_29484,CPC,343463,non-integron,,,,,,,,,0.3479293645428896,,,,,,,,,,,,,,,,,,,
c_36066,CPC,373740,integron,S,Function unknown,,0.3329852094132971,,,,,,,,,,,,,,,,,,,,,,,,
c_36066,CPC,373741,integron,,,,,,,,,0.2235983334968537,,,,,,,,,,,,,,,,,,,
c_36066,CPC,373743,non-integron,,,,0.16959212870925913,,,,,,,,,,,,,,,,,,,,,,,,
c_36066,CPC,373747,non-integron,,,,0.08354436231752664,,,,,0.08072476987922649,,,,,,,,,,,,,,,,,,,
c_36066,CPC,373748,non-integron,,,,0.19227466916449315,,,,,,,,,,,,,,,,,,,,,,,,
c_37830,CPC,380960,non-integron,,,,,,,,,0.01689267486959648,,,,,,,,,,,,,0.05562473557848417,,,,,,
c_37830,CPC,380961,non-integron,,,,,,,,,0.04847189327277965,,,,,,,,,,,,,0.04926782296948772,,,,,,
c_45556,CPC,419234,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,0.04336048613609318,,,
c_45556,CPC,419235,non-integron,K,Transcription,,,,,,,,,,,,,,,,,,,,,,,0.11445427267726635,,,
c_45556,CPC,419236,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,0.06616872324954493,,,
c_45556,CPC,419237,integron,E!!!P,Amino acid transport and metabolism!!!Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,0.1375597233911465,,,
c_45556,CPC,419238,non-integron,E!!!P,Amino acid transport and metabolism!!!Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,0.09707501203893318,,,
c_45556,CPC,419240,non-integron,E!!!P,Amino acid transport and metabolism!!!Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,0.2187022247694621,,,
c_49464,CPC,450671,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,,0.050157924038732836,,,
c_49464,CPC,450672,integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,,0.024655787875966527,,,
c_49464,CPC,450673,integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,0.034053174011084375,,,
c_49464,CPC,450674,integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,0.05918528962754814,,,
c_49464,CPC,450676,integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
c_49464,CPC,450677,integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,0.17915585234815434,,,
c_49464,CPC,450678,integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,0.05610942111247278,,,
c_49464,CPC,450679,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,,,0.026573472698126446,,,
c_66753,CPC,560204,non-integron,L,"Replication, recombination and repair",,,,0.04520569167194301,,,,,,,,,,,,,,,,,,,,,,
c_66753,CPC,560206,integron,T!!!K,Signal transduction mechanisms!!!Transcription,,,,0.09762831069391116,,,,,,,,,,,,,,,,,,,,,,
c_66753,CPC,560208,integron,,,,,,0.4474329846415147,,,,,,,,,,,,,,,,,,,,,,
c_67269,CPC,570457,non-integron,X,"Mobilome: prophages, transposons",,0.04676115607964252,,0.021492664488673072,,,,0.02456440687466295,,,,0.04164210757784546,0.016233465758196043,0.07007896753192497,,,,,,,,,0.02714031261758248,,,
c_67400,CPC,573303,integron,K,Transcription,,,,,,,,,,,,,,,,,,,,,,,0.33689901411602546,,,
c_67400,CPC,573305,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,3.355913108814005,,,
c_68578,CPC,597743,integron,,,,,,0.5520726420819371,,,,0.4739589849454701,,,,,,,,,,,,,,,0.332681080220391,,,
c_68578,CPC,597745,integron,X,"Mobilome: prophages, transposons",,,,0.0409196045834634,,,,,,,,0.1096659969162138,,,,,,,,,,,0.09364874847215507,,,
c_68578,CPC,597746,integron,,,,,,,,,,,,,,,,,,,,,,,,,0.14701424962683068,,,
