contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_ERR599155,pnps_ERR598969,pnps_ERR599097,pnps_ERR599041,pnps_ERR599116,pnps_ERR599111,pnps_ERR599061,pnps_ERR599134,pnps_ERR598975,pnps_ERR598991,pnps_ERR599106,pnps_ERR599049,pnps_ERR598959,pnps_ERR594328
c_TaraRedSea_contig_207316,RS,1399243,non-integron,E!!!E!!!E,Amino acid transport and metabolism!!!Amino acid transport and metabolism!!!Amino acid transport and metabolism,,,,,,0.1852947220370172,,,,,,,,
c_TaraRedSea_contig_207316,RS,1399385,non-integron,,,,,,,,0.32026283567319264,,,,,,,,
c_TaraRedSea_contig_216782,RS,1440888,non-integron,,,,,,,,,,,,,,,,0.049906936048163895
c_TaraRedSea_contig_216782,RS,1440889,non-integron,,,,,,,,,,,,,,,,0.03506325623567365
c_TaraRedSea_contig_216782,RS,1440890,integron,,,,,,,,,,,,,,,,0.27484243741640224
c_TaraRedSea_contig_216782,RS,1440891,integron,,,,,,,,,,,,,,,,0.11016992844577933
c_TaraRedSea_contig_216782,RS,1440892,non-integron,,,,,,,,,,,,,,,,0.13249076166578494
c_TaraRedSea_contig_216782,RS,1440893,non-integron,,,,,,,,,,,,,,,,0.2051890435668701
c_TaraRedSea_contig_220873,RS,1460191,non-integron,,,,,,,,,,,,,,,,0.06257407824015702
c_TaraRedSea_contig_220873,RS,1460194,non-integron,L!!!L,"Replication, recombination and repair!!!Replication, recombination and repair",,,,,,,,,,,,,,0.06988401121188423
c_TaraRedSea_contig_220873,RS,1460195,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,0.010846243293818877
c_TaraRedSea_contig_220873,RS,1460196,integron,,,,,,,,,,,,,,,,0.026133628819163916
c_TaraRedSea_contig_222945,RS,1469871,non-integron,,,,,,,,,,,,,,,,0.1367148801268079
c_TaraRedSea_contig_222945,RS,1469872,non-integron,,,,,,,,,,,,,,,,0.3006333567909918
c_TaraRedSea_contig_222945,RS,1469873,non-integron,,,,,,,,,,,,,,,,0.1071220641928158
c_TaraRedSea_contig_227840,RS,1491715,non-integron,,,,,,,,,,,,,,,,0.07650316922611748
c_TaraRedSea_contig_227840,RS,1491716,non-integron,,,,,,,,,,,,,,,,0.007035961451341674
c_TaraRedSea_contig_227840,RS,1491717,integron,,,,,,,,,,,,,,,,0.0
c_TaraRedSea_contig_231017,RS,1505831,integron,,,,,,,,,,,,,,,,0.016785842268609196
c_TaraRedSea_contig_231017,RS,1505832,integron,X!!!S,"Mobilome: prophages, transposons!!!Function unknown",,,,,,,,,,,,,,0.005581321099633597
c_TaraRedSea_contig_231017,RS,1505833,integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,0.04161790087985915
c_TaraRedSea_contig_231017,RS,1505834,non-integron,E!!!H,Amino acid transport and metabolism!!!Coenzyme transport and metabolism,,,,,,,,,,,,,,0.036342887303318964
c_TaraRedSea_contig_231017,RS,1505835,non-integron,,,,,,,,,,,,,,,,0.0026284086122310073
c_TaraRedSea_contig_231017,RS,1505836,non-integron,L!!!L,"Replication, recombination and repair!!!Replication, recombination and repair",,,,,,,,,,,,,,0.0316320952664822
c_TaraRedSea_contig_231017,RS,1505837,non-integron,,,,,,,,,,,,,,,,0.114840466240734
c_TaraRedSea_contig_231017,RS,1505839,non-integron,,,,,,,,,,,,,,,,0.11075857067016637
c_TaraRedSea_contig_231017,RS,1505840,non-integron,,,,,,,,,,,,,,,,0.10077189274486914
c_TaraRedSea_contig_231017,RS,1505841,non-integron,,,,,,,,,,,,,,,,0.13740913951202666
c_TaraRedSea_contig_231017,RS,1505842,non-integron,,,,,,,,,,,,,,,,0.015791797970505048
c_TaraRedSea_contig_231017,RS,1505843,non-integron,,,,,,,,,,,,,,,,0.457816547796876
c_TaraRedSea_contig_231017,RS,1505844,non-integron,,,,,,,,,,,,,,,,0.05444582638185154
c_TaraRedSea_contig_231017,RS,1505845,non-integron,,,,,,,,,,,,,,,,0.025606769135152408
c_TaraRedSea_contig_231017,RS,1505848,non-integron,,,,,,,,,,,,,,,,0.03604413226570585
c_TaraRedSea_contig_231017,RS,1505849,non-integron,,,,,,,,,,,,,,,,0.029090002623939126
c_TaraRedSea_contig_231017,RS,1505850,non-integron,,,,,,,,,,,,,,,,0.024344938420616264
c_TaraRedSea_contig_231017,RS,1505851,non-integron,,,,,,,,,,,,,,,,0.0811499359460932
c_TaraRedSea_contig_238599,RS,1541205,non-integron,,,,,,,,,,,,,,,,0.013426681299734242
c_TaraRedSea_contig_238933,RS,1542765,non-integron,,,,,,,,,,,,,,,,1.7991355229765869
c_TaraRedSea_contig_238933,RS,1542766,non-integron,,,,,,,,,,,,,,,,0.23955425359976545
c_TaraRedSea_contig_243507,RS,1563513,non-integron,,,,,,,,,,,,,,,,0.11508439346455968
c_TaraRedSea_contig_243974,RS,1565487,non-integron,,,,,,,,,,,,,,,,0.024291592024860382
c_TaraRedSea_contig_243974,RS,1565496,non-integron,,,,,,,,,,,,,,,,0.11516296805428683
c_TaraRedSea_contig_249331,RS,1590556,non-integron,,,,,,,,,,,,,,,,0.09580379178697487
c_TaraRedSea_contig_249331,RS,1590557,integron,,,,,,,,,,,,,,,,0.05067963294856805
c_TaraRedSea_contig_283846,RS,1691786,integron,C!!!P,Energy production and conversion!!!Inorganic ion transport and metabolism,,,0.1039445697809448,,,,,,,,0.1770740456145087,,,
c_TaraRedSea_contig_288240,RS,1699067,non-integron,,,,,,,,0.5325477425957934,,,,1.6034774497924515,,,19.534306484358584,
c_TaraRedSea_contig_292659,RS,1706425,non-integron,G,Carbohydrate transport and metabolism,,,,,0.12416712681640076,,,,,,0.10019209929964462,,,
c_TaraRedSea_contig_292659,RS,1706426,non-integron,,,,,,,0.14447207384364186,,,,,,0.1341065041613104,,,
c_TaraRedSea_contig_320297,RS,1753275,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,0.07605490667041395,,,
c_TaraRedSea_contig_320509,RS,1753673,non-integron,,,,,,,1.6991316172864257,,,,,,0.8717220970258311,,,
c_TaraRedSea_contig_320509,RS,1753674,integron,R,General function prediction only,,,,0.016219228012339475,0.14094044949417325,,,,,,0.11492368216497152,,,
c_TaraRedSea_contig_320509,RS,1753675,integron,O,"Posttranslational modification, protein turnover, chaperones",0.01036780119758449,0.012129060269807113,0.0,0.01572163274453774,0.0351922162352722,,,,,,0.0584087033335794,0.01750685572674989,,
c_TaraRedSea_contig_336374,RS,1779852,non-integron,R,General function prediction only,,,,,,,,,,0.5934402332361526,,0.7000379896397294,,
c_TaraRedSea_contig_336374,RS,1779853,non-integron,,,,,,,,,,0.6883331268429324,,0.7385810237946275,,0.6253161905274448,4.013799275110253,
c_TaraRedSea_contig_336374,RS,1779854,non-integron,,,,,,,,,,0.4619266055045864,,0.5150116973698464,,0.3386553864748172,,
c_TaraRedSea_contig_336374,RS,1779855,non-integron,,,,,,,,,,0.17391284889023942,,0.12735454533861498,,0.2499001098387969,0.4470586959260745,
c_TaraRedSea_contig_336374,RS,1779856,non-integron,I,Lipid transport and metabolism,,,,,,,,0.2798573114984952,,0.27521886419478875,,0.2414591540301819,0.6868556931883327,
c_TaraRedSea_contig_336374,RS,1779857,non-integron,,,,,,,,,,0.02729293683308854,,0.03347226842192488,0.009560183848864885,0.03899241857369199,0.017891506575684103,
c_TaraRedSea_contig_336374,RS,1779858,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,0.048822245885096,,0.061876237627407314,,0.05869499489443088,0.04500758398132716,
c_TaraRedSea_contig_336374,RS,1779859,integron,F,Nucleotide transport and metabolism,,,,,0.049249798232822425,,,0.11836452949175755,,0.07926617083036286,0.09666402535446413,0.08587939225975727,0.08396975664995238,
c_TaraRedSea_contig_368013,RS,1829190,integron,M,Cell wall/membrane/envelope biogenesis,,,,,0.03859607418723544,,,,,,0.1694227919109389,,,
c_TaraRedSea_contig_368013,RS,1829191,integron,J!!!M,"Translation, ribosomal structure and biogenesis!!!Cell wall/membrane/envelope biogenesis",,,,,0.001319849258990385,,,,,,0.05708578092157495,,,
c_TaraRedSea_contig_413176,RS,1893566,non-integron,,,,,,,0.06572065602920878,,,,,0.05352946817010717,0.026766400608364826,,,
c_TaraRedSea_contig_413176,RS,1893570,integron,,,,,,0.062221399696022923,0.060110811142734914,,,,,,0.05266018555889406,,,
c_TaraRedSea_contig_413176,RS,1893571,integron,,,,,,0.0881748100428279,0.08502151243551409,,,,,0.2458570833485561,0.08313659537917166,,,
c_TaraRedSea_contig_413176,RS,1893572,integron,,,0.060961796368117674,,,0.09157710820803963,0.08453866958446946,,,,,,0.054599898394839835,,,
c_TaraRedSea_contig_442902,RS,1933216,non-integron,,,,,2.2413561367950012,,,,,,,,,,,
c_TaraRedSea_contig_442902,RS,1933217,integron,P,Inorganic ion transport and metabolism,,,0.0569971012755055,,,,,,,,,,,
c_TaraRedSea_contig_456123,RS,1951257,non-integron,M,Cell wall/membrane/envelope biogenesis,,,0.046190709720635305,,0.052170305912519935,,,0.0019121121420347987,,0.05734933707052715,0.06088859618119603,0.06138924432453601,0.06565259909469683,
c_TaraRedSea_contig_456123,RS,1951258,integron,M,Cell wall/membrane/envelope biogenesis,,,0.17403912947494346,,0.21696143117017375,,,0.764842042887725,,0.16803461640806627,0.17551523405953867,0.1796562133876273,0.2653112254671864,
c_TaraRedSea_contig_456123,RS,1951259,integron,D,"Cell cycle control, cell division, chromosome partitioning",,,0.11728152957007347,,0.22715210305167546,,,0.5298098991144105,,0.15587919608729026,0.14507950052810806,0.1674791044919705,0.4610871560480776,
