contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_ERR599079,pnps_ERR598948,pnps_ERR599128,pnps_ERR599083,pnps_ERR599055,pnps_ERR598999,pnps_ERR599042,pnps_ERR599132,pnps_ERR599014,pnps_ERR599093,pnps_ERR598992,pnps_ERR598957,pnps_ERR598962,pnps_ERR599085,pnps_ERR599072,pnps_ERR599096,pnps_ERR598943,pnps_ERR599039,pnps_ERR599033,pnps_ERR599168,pnps_ERR598954,pnps_ERR599020,pnps_ERR599120,pnps_ERR598978,pnps_ERR599071
c_80221,SP,1412916,integron,H!!!R,Coenzyme transport and metabolism!!!General function prediction only,,0.06692382346586209,,,,,,,0.13240877133976214,,,0.1374057389845317,,,,,,,,,,,,,
c_80221,SP,1412917,integron,,,,0.04907361463828038,,,,,,,0.19061692081169607,,,0.005968595557951647,,,,,,,,,,,,,
c_80221,SP,1412918,non-integron,R,General function prediction only,,0.21498850180461224,,,,,,,,,,0.09934988946235797,,,,,,,,,,,,,
c_80221,SP,1412919,non-integron,,,,0.13544330894588905,,,,,,,,,,,,,,,,,,,,,,,
c_81378,SP,1437859,non-integron,,,,0.007471041850370637,,,,,,,0.013886130265504913,,0.009123355290923868,,,,,,,0.015673335473679034,,,,0.0,,,
c_81378,SP,1437860,non-integron,,,,0.007673231417808885,,,,,,,0.018149240155789188,,0.0162370351214236,,,,,,,0.013080525446133971,,,,0.009152349357314314,,,
c_81378,SP,1437861,non-integron,,,,,,,,,,,0.3014538209856145,,0.035983537526782884,,,,,,,0.3024337908971273,,,,0.3398503868969611,,,
c_81378,SP,1437862,non-integron,,,,0.0,,,,,,,0.050914520610106304,,0.035068627541510154,,,,,,,0.04360308140511012,,,,,,,
c_81378,SP,1437863,non-integron,,,,0.1053081584758326,,,,,,,0.10541783804696793,,0.09227088666542496,,,,,,,0.08809463737047002,,,,0.06185336334368941,,,
c_81378,SP,1437864,non-integron,T!!!T,Signal transduction mechanisms!!!Signal transduction mechanisms,,,,,,,,,0.0,,0.009758827934080776,,,,,,,0.0,,,,,,,
c_81378,SP,1437865,non-integron,V,Defense mechanisms,,,,,,,,,0.006524889610685853,,0.008889737655833202,,,,,,,0.01134170196957999,,,,,,,
c_81378,SP,1437866,non-integron,,,,0.09040908409667264,,,,,,,0.025093859682523745,,0.018754378844600617,,,,,,,0.03210342481522477,,,,,,,
c_81378,SP,1437867,non-integron,J,"Translation, ribosomal structure and biogenesis",,0.02835473379014314,,,,,,,0.10067197892348136,,0.12275549591219585,,,,,,,0.12465014059312116,,,,,,,
c_81378,SP,1437868,non-integron,K,Transcription,,,,,,,,,0.13162485631252682,,0.12546761458475855,,,,,,,0.12690454325732914,,,,,,,
c_81378,SP,1437869,non-integron,J,"Translation, ribosomal structure and biogenesis",,0.15806726693276552,,,,,,,0.14749812492023748,,0.10362728768538873,,,,,,,0.16946072504444132,,,,,,,
c_81378,SP,1437870,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,0.09128070310853957,,,,,,,0.0933443013145902,,0.0771450790099298,,,,,,,0.05465070326273251,,,,,,,
c_81378,SP,1437871,non-integron,V,Defense mechanisms,,,,,,,,,0.09827352908642184,,0.09289836587076636,,,,,,,0.05646279155546796,,,,,,,
c_81378,SP,1437872,non-integron,I,Lipid transport and metabolism,,0.08479214692355501,,,,,,,0.08558480248380053,,0.1098708196999841,,,,,,,0.11048456166703402,,,,0.0052202825930329965,,,
c_81378,SP,1437873,non-integron,F!!!R,Nucleotide transport and metabolism!!!General function prediction only,,0.15423466946627926,,,,,,,0.031100399241963277,,0.03804107522248705,,,,,,,0.02684152388280293,,,,,,,
c_81378,SP,1437874,non-integron,H!!!R,Coenzyme transport and metabolism!!!General function prediction only,,,,,,,,,0.2776343020254426,,0.10619768013829464,,,,,,,0.1963105977471462,,,,,,,
c_81378,SP,1437875,non-integron,F!!!R,Nucleotide transport and metabolism!!!General function prediction only,,0.09683256406438784,,,,,,,0.039747615068858606,,0.0681181547070009,0.01600959055289913,,,,0.039370124566347135,0.033762045732440994,0.04746399695790801,,0.007503473517523946,0.03703623912046077,0.022427765161206547,,0.025641122159035155,
c_81378,SP,1437876,non-integron,,,,,,,,,,,0.14115353808206774,,0.04483486571154988,0.010495510180832187,,,,,0.12901635643239995,0.12451766138984742,,0.31872774732491105,0.11103667763054036,0.17338754374723395,,0.1089958179130139,
c_81378,SP,1437877,non-integron,T,Signal transduction mechanisms,,,,,,,,,0.03578970953709695,,0.025834893907751816,,,,,,,0.06121392064126752,,,,,,,
c_81378,SP,1437878,non-integron,F,Nucleotide transport and metabolism,,0.026543579222687533,,,,,,,0.02167910384827289,,0.020976142959819387,,,,,,,0.02759208512436124,,,,,,,
c_81378,SP,1437879,non-integron,,,,0.022251503943976663,,,,,,,0.010849735302628463,,0.012687078055601405,,,,,,,0.023102894664484397,,,,0.006814871259451311,,,
c_81378,SP,1437880,non-integron,J,"Translation, ribosomal structure and biogenesis",,0.11486880100312365,,,,,,,0.12834194554336453,,0.0907634066110612,,,,,,,0.1255761169994848,,,,0.9157297375051584,,,
c_81378,SP,1437881,non-integron,,,,0.09181664310770334,,,,,,,0.08853530688111444,,0.08489226932882887,,,,,,,0.08695767363407758,,,,0.10872310923693833,,,
c_81378,SP,1437882,non-integron,R,General function prediction only,,0.10262640775499536,,,,,,,0.06407761513362006,,0.05928666705069144,,,,,,,0.05716479770838236,,,,0.0,,,
c_81378,SP,1437883,non-integron,I,Lipid transport and metabolism,,0.026917681106930588,,,,0.0,,,0.021257999097471992,0.030823333048949964,0.02328031146847613,,,,,,,0.02316331516982041,,,0.02105593967212891,0.036135919335406025,,,
c_81378,SP,1437884,integron,R,General function prediction only,,0.035823557555936324,,,,0.0,,,0.03833211257285502,,0.026450974032022404,,,,,,,0.0411828052472586,,,0.0,0.03315484622025857,,0.06282174530121072,
c_81378,SP,1437885,integron,K,Transcription,,0.28265301612812604,,,,,,,0.09857777321514301,,0.10856948759021046,,,,,,,0.07746464602708412,,,,0.3388903347913078,,,
c_81378,SP,1437886,non-integron,M!!!V,Cell wall/membrane/envelope biogenesis!!!Defense mechanisms,,0.21709063147311705,,0.3629702970297081,,,,,0.22882799140127064,,0.22346225313161405,,,,,,,0.22203646565135945,,,,0.34872347639537954,,,
c_81378,SP,1437887,non-integron,V,Defense mechanisms,,0.06241156574276899,,,,,,,0.0419060665647718,,0.04448074426757593,,,,,,,0.04355706944953989,,,,0.033714864040112424,,,
c_81378,SP,1437888,non-integron,R,General function prediction only,,0.2305055255132966,,,,,,,0.1454102510125232,,0.14718870784760524,,,,,,,0.15738777601996384,,,,,,,
c_81378,SP,1437889,non-integron,,,,0.06301475369318472,,,,,,,0.055744943398090614,,0.043094326327944674,,,,,,,0.05563513176061565,,,,,,,
c_81378,SP,1437890,non-integron,,,,,,,,,,,0.2438431006121081,,0.10532352159201977,,,,,,,0.18378975310871845,,,,,,,
c_81378,SP,1437891,non-integron,K!!!L,"Transcription!!!Replication, recombination and repair",,,,,,,,,,,0.14694933357673776,,,,,,,,,,,,,,
c_81378,SP,1437893,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,0.09286566615580434,,,,,,,0.028705773723682163,,,,,,,
c_81378,SP,1437894,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,0.10784543598526794,,0.11205387435127176,,,,,,,0.11049838225126117,,,,,,,
c_81378,SP,1437895,non-integron,,,,0.04799662825960304,,,,,,,0.06961604559575303,,0.043268323484996686,,,,,,,0.03632672168105085,,,,,,,
c_81378,SP,1437896,non-integron,I,Lipid transport and metabolism,,,,,,,,,0.06159066139548284,,0.014720119481371769,,,,,,,0.0034853701884276504,,,,,,,
c_81378,SP,1437897,non-integron,H!!!R,Coenzyme transport and metabolism!!!General function prediction only,,,,,,,,,,,0.0,,,,,,,,,,,,,,
c_81378,SP,1437898,non-integron,S,Function unknown,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,
c_81378,SP,1437899,non-integron,,,,,,,,,,,0.02087779291903445,,0.008470346233575283,,,,,,,0.023999839261768383,,,,,,,
c_81378,SP,1437900,non-integron,,,,,,,,,,,0.4926679934637001,,0.515607164937739,,,,,,,0.2255962589236231,,,,,,,
c_81378,SP,1437901,non-integron,,,,,,,,,,,0.0,,0.0117753435156323,,,,,,,0.007401077098636309,,,,,,,
c_81378,SP,1437902,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,0.07725916077770083,,,,,,,0.07941429897351522,,0.12261665109704276,,,,,,,0.1565064567925474,,,,0.04751763916328744,,,
c_81378,SP,1437903,non-integron,,,,,,,,,,,0.2136928503147958,,0.07836358099954455,,,,,,,0.095123482833883,,,,,,,
c_81378,SP,1437904,non-integron,,,,0.040168946278355634,,,,,,,0.059615264370763685,,0.029434526169751736,,,,,,,0.03956418845054699,,,,0.05243112975981205,,,
c_81378,SP,1437905,non-integron,L,"Replication, recombination and repair",,,,,,,,,0.04917634808261179,,0.009940478787157777,,,,,,,0.10955609464849672,,,,,,,
c_81378,SP,1437906,non-integron,,,,,,,,,,,0.08357740886142788,,0.04975072071245239,,,,,,,0.035758286643373806,,,,,,,
c_81378,SP,1437907,non-integron,,,,,,,,,,,,,0.039350309396123696,,,,,,,,,,,,,,
c_81378,SP,1437908,non-integron,,,,,,,,,,,0.11997728592967905,,0.1761679018065012,,,,,,,0.04251929306934905,,,,,,,
c_86080,SP,1543749,non-integron,F,Nucleotide transport and metabolism,,0.03695057179408978,,,,,,,,,,0.036045280706621184,,,,,,,,,,,,,
c_86080,SP,1543750,integron,E,Amino acid transport and metabolism,,0.09441165277424984,,,,,,,,,,,,,,,,,,,,,,,
c_86080,SP,1543751,non-integron,H,Coenzyme transport and metabolism,,0.0991286804159902,,,,,,,,,,,,,,,,,,,,,,,
c_88906,SP,1600467,integron,R,General function prediction only,,0.1572450214840309,,,,,,,,,,,,,,,,,,,,,,,
c_90361,SP,1628513,integron,E,Amino acid transport and metabolism,,0.13067173311289773,,,,,,,,,,,,,,,,,,,,,,,
c_91066,SP,1642727,non-integron,G,Carbohydrate transport and metabolism,,0.03433850796351958,,,,,,,,,,,,,,,,,,,,,,,
c_91066,SP,1642730,non-integron,T,Signal transduction mechanisms,,0.026024402302215716,,,,,,,,,,,,,,,,,,,,,,,
c_91369,SP,1648331,integron,,,,0.10724299640807887,,,,,,,,,,,,,,,,,,,,,,,
c_91369,SP,1648335,non-integron,F,Nucleotide transport and metabolism,,0.013245406605185686,,,,,,,,,,,,,,,,,,,,,,,
c_91369,SP,1648340,non-integron,V,Defense mechanisms,,0.3419679165294113,,,,,,,,,,,,,,,,,,,,,,,
c_91943,SP,1660884,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,0.4195547881017141,,,,,,,,,,,,,,
c_91943,SP,1660885,non-integron,,,,0.0,,,,,,,0.0,,0.026202973019778367,,,,,,,,,,,,,,
c_91943,SP,1660886,non-integron,,,,0.0,,,,,,,,0.026608979222847516,0.08483534598674257,,,,,,,,,,0.023545194920923426,,0.013382675298076751,,
c_91943,SP,1660887,non-integron,,,,0.020336336372687582,,,,,,,,,0.07956025881927625,,,,,,,,,,,,,,
c_91943,SP,1660888,non-integron,,,,,,,,,,,,,0.05034345774869931,,,,,,,,,,,,,,
c_91943,SP,1660889,integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,0.018740718248466504,0.04809523337658159,0.01618522950994566,,,,,,,,,0.03695782403855557,,0.012634382406029154,,
c_91943,SP,1660890,non-integron,N!!!U,"Cell motility!!!Intracellular trafficking, secretion, and vesicular transport",,0.10372937200472963,,,,,,,0.12583781400397095,0.052787982154311706,0.08459902143697415,0.0524463049645876,,,,,,0.08307865650638424,,,0.05211145450738955,,0.058436733419077486,,
c_91943,SP,1660891,non-integron,E,Amino acid transport and metabolism,,0.03295843890780433,,,,,,,,0.04813249628487087,0.03659974475901525,0.04299735365175584,,,,,,0.06967615888711752,,,0.049722144355994584,,0.04510003175602965,,
c_91943,SP,1660892,non-integron,,,,0.010779254973964654,,,,,,,,,0.015204828719827253,,,,,,,,,,,,,,
c_91943,SP,1660893,non-integron,,,,0.17960754601087645,,,,,,,,,0.12829124334514805,,,,,,,,,,,,,,
c_91943,SP,1660894,non-integron,,,,0.05268657581993993,,,,,,,,0.04066976114542234,0.062459991418737475,,,,,,,0.22481178005069327,,,0.016879021584636736,,0.07602589107405679,,
c_97801,SP,1779258,non-integron,,,,,,,,,,,,,,,,,,,,1.2246153846153949,,,,,,,
c_99904,SP,1815919,non-integron,,,,,,,,,,0.0,0.3636229063884325,,,,,,,,,,,,,,,,
c_99904,SP,1815935,non-integron,,,,0.8359430568430213,,,,,,,,,,,,,,,,,,,,,,,
c_101657,SP,1845821,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,0.11405200000249925,,0.0,,,,,,0.06901872098457633,0.10098992426284084,,0.052400895600965315,0.057434955326743725,,,0.0931788516417766,
c_101657,SP,1845822,non-integron,,,,,,,,,,,,,,,,,,,,,,0.18500507403689545,,,,0.19320416168154306,
c_101657,SP,1845825,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,0.4198681222039037,,,0.3048119258567057,,,,0.2048716076133802,
c_101657,SP,1845826,integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,0.20531050588072652,,,,,,,,,,,0.033930467315827814,0.060635487400465996,,,0.029773441154848482,
c_102193,SP,1855073,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,0.009866715088619962,,,,,,,,,,0.05055276489647035,,,,
c_102193,SP,1855074,non-integron,,,,,,,,,,,,,0.046288927472031935,,,,,,,,,,0.06488063388755322,,,,
c_102193,SP,1855075,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,0.048675280279628384,,,,,,,,,,0.069784319612813,,,,
c_102193,SP,1855076,integron,E,Amino acid transport and metabolism,,,,,,,,,,,0.10517848455553787,,,,,,,,,,0.16032718337186969,,,,
c_102506,SP,1859787,non-integron,,,,,,,,,,,0.03221657229605293,,,,,,,,,,,,,,,,
c_102506,SP,1859789,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,0.0,,,,,,,,,,,,,,,,
c_102662,SP,1861949,integron,E,Amino acid transport and metabolism,,,,,,,,,,,0.0951828376783554,0.006505151715443804,,,,,,,,,,,,,
c_102662,SP,1861950,non-integron,,,,,,,,,,,,,0.09348979983911053,,,,,,,,,,,,,,
c_102662,SP,1861951,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,0.23346910740136875,,,,,,,,,,,,,,
c_102662,SP,1861952,non-integron,L!!!L,"Replication, recombination and repair!!!Replication, recombination and repair",,,,,,,,,,,0.04427475959772448,,,,,,,,,,,,,,
c_102662,SP,1861953,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,0.07304239583186226,,,,,,,,,,,,,,
c_102662,SP,1861954,non-integron,,,,,,,,,,,,,0.1860294666883682,,,,,,,,,,,,,,
c_102662,SP,1861956,non-integron,,,,,,,,,,,,,0.3436315091927805,,,,,,,,,,,,,,
c_102662,SP,1861957,non-integron,,,,,,,,,,,,,0.009219176353960443,,,,,,,,,,,,,,
c_103064,SP,1868099,non-integron,,,,,,,,,,,,,,,,,,,,,,,0.21912488022995788,,,,
c_103064,SP,1868100,non-integron,,,,,,,,,,,,,,,,,,,,,,,0.11277835643738254,,,,
c_103064,SP,1868104,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,0.16387897721322234,,,,
c_103064,SP,1868105,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,0.030673329590099864,,,,
c_103064,SP,1868108,integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,,,,,0.097163818635688,,,,
c_103064,SP,1868118,non-integron,,,,,,,,,,,,,,,,,,,,,,,0.0028126476419238953,,,,
c_103064,SP,1868119,non-integron,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
c_105015,SP,1894133,non-integron,E,Amino acid transport and metabolism,,0.09898496592762072,,,,,,,,,,,,,,,,,,,,,,,
c_105015,SP,1894134,integron,C,Energy production and conversion,,0.22358705571741466,,,,,,,,,,,,,,,,,,,,,,,
c_106101,SP,1904798,integron,S,Function unknown,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_106623,SP,1908747,non-integron,R,General function prediction only,,0.04690708262107618,,,,,,,,,,,,,,,,,,,,,,,
c_106623,SP,1908748,non-integron,J,"Translation, ribosomal structure and biogenesis",,0.2422138777570928,,,,,,,,,,,,,,,,,,,,,,,
c_106623,SP,1908772,non-integron,,,,0.10339466437498528,,,,,,,,,,,,,,,,,,,,,,,
c_106623,SP,1908773,non-integron,,,,0.08721031778862551,,,,,,,,,,,,,,,,,,,,,,,
c_106623,SP,1908777,non-integron,J,"Translation, ribosomal structure and biogenesis",,0.028978118102831563,,,,,,,,,,,,,,,,,,,,,,,
c_106623,SP,1908780,non-integron,C,Energy production and conversion,,0.2548290073933758,,,,,,,,,,,,,,,,,,,,,,,
c_106623,SP,1908781,non-integron,,,,0.08299491204133838,,,,,,,,,0.11230597399622043,,,,,,,,,,,,,,
c_106623,SP,1908782,non-integron,X,"Mobilome: prophages, transposons",,0.13043624460490058,,,,,,,,,0.0,,,,,,,0.10645453643107697,,,,,,,
c_112820,SP,2040475,non-integron,,,,0.00894764309262693,,,,,,,,,,,,,,,,,,,,,,,
c_112820,SP,2040476,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,0.016477234382435032,,,,,,,,,,,,,,,,,,,,,,,
c_112820,SP,2040477,non-integron,H,Coenzyme transport and metabolism,,0.003729812288873068,,,,,,,,,,,,,,,,,,,,,,,
c_112820,SP,2040478,non-integron,J,"Translation, ribosomal structure and biogenesis",,0.01780468372971208,,,,,,,,,,,,,,,,,,,,,,,
c_112820,SP,2040479,non-integron,J,"Translation, ribosomal structure and biogenesis",,0.1065470638769804,,,,,,,,,,,,,,,,,,,,,,,
c_112820,SP,2040480,non-integron,J,"Translation, ribosomal structure and biogenesis",,0.029773163191413106,,,,,,,,,,,,,,,,,,,,,,,
c_112820,SP,2040483,non-integron,,,,0.07116734153863788,,,,,,,,,,,,,,,,,,,,,,,
c_112820,SP,2040484,integron,J,"Translation, ribosomal structure and biogenesis",,0.0006696246480696427,,,,,,,,,,,,,,,,,,,,,,,
c_112820,SP,2040485,integron,H!!!C,Coenzyme transport and metabolism!!!Energy production and conversion,,0.1002617059365674,,,,,,,,,,,,,,,,,,,,,,,
c_112820,SP,2040486,non-integron,G,Carbohydrate transport and metabolism,,0.0577721644783451,,,,,,,,,,,,,,,,,,,,,,,
c_112820,SP,2040488,integron,,,,0.4047401761647176,,,,,,,,,,,,,,,,,,,,,,,
c_113481,SP,2059269,non-integron,,,,0.5693904997074491,,,,,,,,,,,,,,,,,,,,,,,
c_113481,SP,2059270,non-integron,,,,0.14984472773513033,,,,,,,,,,,,,,,,,,,,,,,
c_113481,SP,2059271,non-integron,,,,0.10443397315981316,,,,,,,,,,,,,,,,,,,,,,,
c_113481,SP,2059274,non-integron,,,,0.06141577415922876,,,,,,,,,,,,,,,,,,,,,,,
c_113481,SP,2059275,integron,,,,0.049823526083409606,,,,,,,,,,,,,,,,,,,,,,,
c_115056,SP,2100219,non-integron,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
c_115056,SP,2100220,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,0.2293074637906363,,,
c_115056,SP,2100221,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,,0.20509713962575613,,,
c_115056,SP,2100222,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,0.033613578118590906,,,
c_115056,SP,2100223,non-integron,,,,,,,,,,,,,,,,,,,,,,,,4.764259873074936,,,
c_115056,SP,2100224,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,,,0.13796812981322953,,,
c_115056,SP,2100225,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,,0.024860105543808082,,,
c_115056,SP,2100226,non-integron,,,,,,,,,,,,,,,,,,,,,,,,13.70119612645382,,,
c_115056,SP,2100227,non-integron,K,Transcription,,,,,,,,,,,,,,,,,,,,,,0.058659432322042175,,,
c_115056,SP,2100228,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,0.0,,,
c_116247,SP,2130821,non-integron,I,Lipid transport and metabolism,,,,,,,,,0.0,,,,,,,,,,,,,,,,
c_117984,SP,2173479,non-integron,,,,0.0011992852523872034,,,,,,,,,,,,,,,,,,,,,,,
c_117984,SP,2173486,non-integron,,,,0.27789385446117315,,,,,,0.0,,,,,,,,,,,,,,,,,
c_118814,SP,2192855,non-integron,,,,0.3108401128064213,,,,,,,,,,,,,,,,,,,,,,,
c_118814,SP,2192859,non-integron,,,,0.1800152819733446,,,,,,,,,,,,,,,,,,,,,,,
c_122506,SP,2271890,non-integron,,,,0.290491265494899,,,,,,,,,,,,,,,,,,,,,,,
c_122506,SP,2271891,non-integron,,,,0.24084214019936145,,,,,,,,,,,,,,,,,,,,,,,
c_127831,SP,2388895,non-integron,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
c_127831,SP,2388896,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,0.049437007972126634,,,,,,,,,,,,,,
c_127831,SP,2388897,integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,0.03598260181890064,,,,,,,,,,,,,,
c_127831,SP,2388898,integron,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
c_127831,SP,2388899,integron,E,Amino acid transport and metabolism,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,
c_127831,SP,2388924,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,0.00441008604719629,,0.0,,,,,,,0.02429401981812497,,,,,,0.017044848534927912,
c_127831,SP,2388925,non-integron,S,Function unknown,,,,,,,,,0.003015371421333394,,,,,,,,,0.0014480785062663704,,,,0.002011582480175348,,0.0011059920833518997,
c_127831,SP,2388926,non-integron,,,,,,,,,,,0.10491227225863477,,,,,,,,,0.08257118501135845,,,,0.10300669622307818,,0.34396479131071417,
c_129559,SP,2421968,non-integron,,,,,,,,,,,,,0.06874197471005332,,,,,,,0.0,,,,,,,
c_129559,SP,2421969,non-integron,R,General function prediction only,,,,,,,,,0.15797177708682025,,0.3682064941825457,,,,,,,0.13740118844560453,,,,,,,
c_129559,SP,2421972,integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,0.020223484248028244,
c_131906,SP,2462970,non-integron,L,"Replication, recombination and repair",,0.3991372265526752,,,,,,,,,,,,,,,,,,,,,,,
c_131906,SP,2462975,non-integron,V!!!T,Defense mechanisms!!!Signal transduction mechanisms,,0.02686107277696726,,,,,,,,,,,,,,,,,,,,,,,
c_138586,SP,2589296,non-integron,,,,0.03724657069216033,,,,,,,0.10370311506675277,,,,,,,,,0.05034722222222287,,,,,,,
c_139531,SP,2613118,integron,,,,,,,,,,,2.00257735014301,,,,,,,,,,,,,,,,
c_156327,SP,2938597,non-integron,,,,0.051127768499657965,,,,,,,,,,,,,,,,,,,,,,,
c_156327,SP,2938598,non-integron,L,"Replication, recombination and repair",,0.10336968024516216,,,,,,,,,,,,,,,,,,,,,,,
c_156327,SP,2938599,non-integron,,,,0.0953268960707469,,,,,,,,,,,,,,,,,,,,,,,
c_156327,SP,2938600,non-integron,,,,0.022605740246425542,,,,,,,,,,,,,,,,,,,,,,,
c_156327,SP,2938602,non-integron,E,Amino acid transport and metabolism,,0.1800034736650278,,,,,,,,,,,,,,,,,,,,,,,
c_156327,SP,2938603,non-integron,C,Energy production and conversion,,0.034026057470219515,,,,,,,,,,,,,,,,,,,,,,,
c_156327,SP,2938605,integron,U,"Intracellular trafficking, secretion, and vesicular transport",,0.08257658181825088,,,,,,,,,,,,,,,,,,,,,,,
c_156327,SP,2938606,integron,P!!!T,Inorganic ion transport and metabolism!!!Signal transduction mechanisms,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_158016,SP,2983110,non-integron,,,,,0.5704317132599994,,,,,0.4511556744722027,,,,,,,,,,0.3874385728705763,,,,,,,
c_158271,SP,2989633,integron,S,Function unknown,,0.013700470773453995,0.0,,,,,0.02067184290807494,,,,,,,,,,,,,,0.0,,,
c_158297,SP,2990244,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,0.0,,,,,,,,,,,,,,
c_158297,SP,2990245,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,0.0,,,,,,,,,,,,,,
c_158297,SP,2990246,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,0.3011811480310049,,,,,,,,,,,,,,
c_158297,SP,2990247,integron,M!!!O,"Cell wall/membrane/envelope biogenesis!!!Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,0.0034297445305048464,,,,,,,,,,,,,,
c_158297,SP,2990248,integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,0.0336559100853945,,,,,,,,,,,,,,
c_158297,SP,2990249,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,0.0417824152559812,,,,,,,,,,,,,,
c_158297,SP,2990250,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,0.004100482973681048,,0.02726379028672943,,,,,,,,,,,,,,
c_158297,SP,2990251,non-integron,,,,,,,,,,,0.03127410731961405,,0.0305890576938732,,,,,,,,,,,,,,
c_158297,SP,2990252,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,0.01852855028640821,,0.010768757902385741,,,,,,,,,,,,,,
c_158297,SP,2990253,non-integron,,,,,,,,,,,,,0.01837082085713281,,,,,,,,,,,,,,
c_158758,SP,3001620,non-integron,J,"Translation, ribosomal structure and biogenesis",,0.03268524713357018,,,,,,,,,,,,,,,,,,,,,,,
c_158758,SP,3001621,non-integron,,,,0.011659095293357312,,,,,,,,,,,,,,,,,,,,,,,
c_158758,SP,3001622,non-integron,,,,0.0013064538429946298,,,,,,,,,,,,,,,,,,,,,,,
c_158758,SP,3001623,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_158758,SP,3001628,integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_158758,SP,3001629,non-integron,,,,0.0012440655518980047,,,,,,,,,,,,,,,,,,,,,,,
c_158758,SP,3001630,non-integron,,,,0.0006761130681331737,,,,,,,,,,,,,,,,,,,,,,,
c_158758,SP,3001631,non-integron,,,,0.001264764607532222,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066396,non-integron,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066397,non-integron,,,,0.0672973340552661,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066398,non-integron,,,,0.0630370901929442,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066399,non-integron,,,,0.05338678598241686,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066400,non-integron,,,,0.06218463281094009,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066401,non-integron,,,,0.0010091207672441355,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066402,non-integron,,,,0.0743960655353228,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066403,non-integron,,,,0.27973614488226284,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066404,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,0.07675570584129489,,,,,,,,,,,,,,,,,,,,,,,
c_161466,SP,3066406,non-integron,,,,0.009841110025544577,,,,,,,,,,,,,,,,,,,,,,,
