contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_ERR599102,pnps_ERR598949,pnps_ERR599023,pnps_ERR599088,pnps_ERR599082,pnps_ERR598972,pnps_ERR599034,pnps_ERR599112,pnps_ERR599062,pnps_ERR599150,pnps_ERR599057,pnps_ERR598966,pnps_ERR599018,pnps_ERR599143,pnps_ERR599031,pnps_ERR599028,pnps_ERR599158,pnps_ERR599110,pnps_ERR599167,pnps_ERR599025,pnps_ERR599109,pnps_ERR599146,pnps_ERR598970,pnps_ERR598974,pnps_ERR598990,pnps_ERR599021,pnps_ERR599164,pnps_ERR598960,pnps_ERR599026,pnps_ERR598979
c_44884,IN,491488,non-integron,E,Amino acid transport and metabolism,,,,,,,,0.10048883980269553,,,,,,,,,,,,,,,,,,,,,0.18148811174705787,
c_44884,IN,491489,non-integron,R,General function prediction only,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
c_44884,IN,491491,non-integron,V,Defense mechanisms,,,,,,,,0.3024417660650732,,,,,,,,,,,,,,,,,,,,,,
c_44884,IN,491492,non-integron,V,Defense mechanisms,,,,,,,,0.10279926427977557,,,,,,,,,,,,,,,,,,,,,,
c_50651,IN,549623,integron,S,Function unknown,,,,,,,,0.3288096514376804,,,,,,,,,,,,,,,,,,,,,,
c_50651,IN,549624,non-integron,C,Energy production and conversion,,,,,,,,0.2557767984421567,,,,,,,,,,,,,,,,,,,,,,
c_50651,IN,549625,non-integron,I,Lipid transport and metabolism,,,,,,,,0.11585068339358535,,,,,,,,,,,,,,,,,,,,,,
c_50651,IN,549626,non-integron,K,Transcription,,,,,,,,0.03486768554205785,,,,,,,,,,,,,,,,,,,,,,
c_50651,IN,549627,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,0.21780195395299132,,,,,,,,,,,,,,,,,,,,,,
c_50651,IN,549628,non-integron,H,Coenzyme transport and metabolism,,,,,,,,0.04073685914253637,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_173,IN,562433,non-integron,,,,,,,,,,,0.18195951520891976,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_273,IN,562904,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,,,,,0.2442710220557611,,,,
c_MHASMcontig_1708,IN,568069,integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11427009294696587,,,
c_MHASMcontig_1708,IN,568070,integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0734278157198691,,,
c_MHASMcontig_1815,IN,568731,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3614877571358375,,
c_MHASMcontig_2060,IN,569684,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9259015460681,,
c_MHASMcontig_2060,IN,569686,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214789330351438,,
c_MHASMcontig_2060,IN,569687,integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11351077547044372,,
c_MHASMcontig_2060,IN,569690,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5355841579866281,,
c_MHASMcontig_2060,IN,569691,integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5421318166776354,,
c_MHASMcontig_2060,IN,569692,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9010650554652664,,
c_MHASMcontig_2060,IN,569695,non-integron,J!!!O,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9162265772258508,,
c_MHASMcontig_2060,IN,569698,non-integron,O!!!E,"Posttranslational modification, protein turnover, chaperones!!!Amino acid transport and metabolism",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08370467981855476,,
c_MHASMcontig_2060,IN,569699,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054173324202997655,,
c_MHASMcontig_2060,IN,569700,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1825969549715336,,
c_MHASMcontig_2060,IN,569701,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19032417060915316,,
c_MHASMcontig_2060,IN,569703,non-integron,E!!!T,Amino acid transport and metabolism!!!Signal transduction mechanisms,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04687751364089402,,
c_MHASMcontig_2060,IN,569704,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12934184842603166,,
c_MHASMcontig_2060,IN,569708,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08275225821596945,,
c_MHASMcontig_2060,IN,569709,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23156630715211,,
c_MHASMcontig_2060,IN,569710,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4618261824996086,,
c_MHASMcontig_3181,IN,574524,non-integron,X,"Mobilome: prophages, transposons",,,,,,,0.12634349358853816,,,,,,,,,,,,,,,,,,,,,0.08788191776007856,,
c_MHASMcontig_4173,IN,579224,non-integron,,,,,,,,,,,0.6314293479579197,,,,,,,,,,0.7970566054672942,,,,,,,,,0.4291486963326913,,
c_MHASMcontig_4173,IN,579228,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24236228117771266,,
c_MHASMcontig_4173,IN,579230,non-integron,,,,,,,,,,,0.06607396972837258,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_4921,IN,582280,non-integron,,,,,,,0.14039494269318276,,,,0.3161532543504269,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_4921,IN,582281,integron,S,Function unknown,,,,,,,,,0.32893259022788884,,,,,,,,,,,,,,,,,,,0.5057135372426549,,
c_MHASMcontig_5324,IN,583867,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,0.3679113723689984,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_5324,IN,583881,integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08228730272918366,0.0608521661281877,,
c_MHASMcontig_5324,IN,583882,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009795144284556793,,
c_MHASMcontig_5324,IN,583884,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2459627329192553,,
c_MHASMcontig_7186,IN,591520,integron,,,,,,,,,,,0.25569537171940915,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_7391,IN,592201,non-integron,,,,,,,,,,,0.4503963721794936,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_7391,IN,592202,non-integron,R,General function prediction only,,,,,,,,,0.30076693907228386,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_8189,IN,595459,non-integron,X,"Mobilome: prophages, transposons",,,,,,,0.04982548863846554,,,,,,,,,,,,,,,,,,,,,0.02123448393103956,,
c_MHASMcontig_33398,IN,699879,non-integron,,,,,,,0.1952504883313581,,,,,,,,,0.0644316367072448,,0.02355798030548144,,,,,,,,,,,,,,
c_MHASMcontig_33398,IN,699881,non-integron,,,,,,,0.5451069860501188,,,,,,,,,0.3280605369685369,,0.16127067437501064,,,,,,,,,,,,,,
c_MHASMcontig_33398,IN,699882,integron,,,,,,,,,,,,,,,,0.0775213983291019,,0.07624303046684687,,,,,,,,,,,,,,
c_MHASMcontig_72593,IN,820805,non-integron,C,Energy production and conversion,,,0.018222933726120053,,,0.03462349629766177,,,,0.024007962655866744,,,,,,,,0.03292970183390012,,,,0.02330055663178169,,,0.030226741383885307,,,,,0.0
c_MHASMcontig_72593,IN,820806,integron,C,Energy production and conversion,,,0.0210808651771325,,0.05318184296674448,0.01563495827386074,,,,0.02575189325153718,,,,,,,,0.03671900612732157,,0.0,,0.022913557851131132,,,0.05010474345505585,,,,,
c_MHASMcontig_72593,IN,820807,integron,C,Energy production and conversion,,,0.023836170156272818,,0.0,0.0187815277017048,,,,0.0204150151632045,,,,,,,,0.03244187231008218,,0.07117015702110427,,0.018671297159253523,,,0.04587340380835642,,,,,0.0
c_MHASMcontig_72593,IN,820808,integron,C!!!C,Energy production and conversion!!!Energy production and conversion,,,0.08599616901817007,,,,,,,0.0765011450304464,,,,,,,,0.08533677400147661,,0.1680471432909693,,0.10966345974716132,,,0.0994125480294272,,,,,
c_MHASMcontig_118222,IN,972555,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,,0.032832710269148344,,,,,,,,,,,,
c_MHASMcontig_118222,IN,972556,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,0.1288523287761931,,,,,,,,,,,,,0.09076137011749218,,,,,,,,,,,,
c_MHASMcontig_118222,IN,972557,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,0.11665567049342353,,,,,,,,,,,,
c_MHASMcontig_118222,IN,972558,non-integron,U!!!U,"Intracellular trafficking, secretion, and vesicular transport!!!Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,,,,,,,,0.15716998650926614,,,,,,,,,,,,
c_MHASMcontig_127412,IN,1002480,non-integron,F,Nucleotide transport and metabolism,,,0.045717407878879415,,,,,,,0.1369746062921682,,,,,,,,0.07076794415992405,,,,,,,,,,,,
c_MHASMcontig_127412,IN,1002481,integron,R,General function prediction only,,,0.05129985706619844,,,0.08344152012274393,,,,,,,,,,,,0.04301339709079376,,,,,,,,,,,,
c_MHASMcontig_127412,IN,1002482,integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,0.023823820273251826,,,,,,,0.0031127313737121056,,,,,,,,0.06625379214380918,,,,,,,,,,,,
c_MHASMcontig_148043,IN,1070092,non-integron,P,Inorganic ion transport and metabolism,0.09795593098709228,,,0.09182151822746093,0.17224502290129812,,,,,0.17229519650163025,0.17673553590743393,,,,,0.12736365013062476,,0.12647689119252198,,,,0.1847564440338632,0.05502516120674074,,0.07923379036468703,,,,0.16518271441860785,
c_MHASMcontig_148043,IN,1070093,non-integron,E,Amino acid transport and metabolism,,,,,0.10716756099591414,,,,,0.09526883488617532,0.12408354385313575,,,,,,,0.1034071518402094,,,,,,,,,,,0.11721615588555614,
c_MHASMcontig_148043,IN,1070094,non-integron,G!!!E!!!R,Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only,0.005813200202013386,,,,0.06842472109776981,,,,,0.04252294720539399,,,,,,0.0038948990363267756,,0.02394318006744604,,,,0.006342291649639864,,,,,,,0.002604714683046524,
c_MHASMcontig_148043,IN,1070095,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,0.08429798764693135,,,,,,,,,,,0.07464704603117041,,,,,,,,,,,,,,
c_MHASMcontig_148043,IN,1070096,non-integron,F!!!F,Nucleotide transport and metabolism!!!Nucleotide transport and metabolism,,,,,0.6396040978408948,,,,,0.224598775201524,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_148043,IN,1070097,non-integron,E,Amino acid transport and metabolism,0.06270205419272899,,0.006524868116835184,0.08006171767809953,0.019451563700350047,,,,,0.030257774970464005,0.027280262837531776,,,0.02646122927911173,,0.04347567402373965,,0.03198276361401565,,,,0.029802470277686968,0.05362290935222925,,0.051049583215077986,,,,0.02513871681011881,
c_MHASMcontig_169496,IN,1116697,integron,R,General function prediction only,,,,,,,,,,0.2111158490246762,0.18359989455010745,,,,,,,0.16742538333461787,,,,0.4329116902726546,,,0.0490114422316591,,,,0.14602786083713692,
c_MHASMcontig_169496,IN,1116698,non-integron,,,,,,,,,,,,0.25269808925922604,0.12936746212465636,,,,,,,0.1284862660342437,,,,0.28873782601351644,,,0.2847119989434972,,,,0.14403510694870902,
c_MHASMcontig_169496,IN,1116699,non-integron,R,General function prediction only,,,,,,,,,,0.19786117312624815,0.04657971606874295,,,,,,,0.07644846420002749,,,,,,,0.06339004122774483,,,,0.08117438388048277,
c_MHASMcontig_199032,IN,1179594,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,0.0,0.054239623029410905,,,,,,,,,,,,,,,,,,0.11210671861770401,
c_MHASMcontig_215641,IN,1219205,non-integron,,,,,,,0.07332062437210372,,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_215641,IN,1219206,integron,,,,,,,0.06421819977055357,,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_278953,IN,1419242,non-integron,,,0.14221367197793192,0.14831964662669847,,,0.1359644848329253,,,,,0.20375289330019675,0.144114376656706,,,0.1401387942589046,,0.1711927210034078,,,,,,,,,,,,,0.0889552052194974,
c_MHASMcontig_278953,IN,1419243,integron,,,0.07510031402994506,0.03928809452106307,,,0.08537647162246174,,,,,0.030127480868980268,,,,0.03570123772216146,,0.1136712977914458,,,,,,,,,,,,,0.050929824261526674,
c_MHASMcontig_278953,IN,1419244,integron,,,0.11875864389341075,0.05182013266194569,,,0.11284190439786967,,,,,,,,,,,0.1596441326924552,0.12006944917867013,,,,,,,,,,,,0.0,
c_MHASMcontig_278953,IN,1419245,integron,,,0.13403600853069986,0.10084967334183036,,,0.1323362404516336,,,,,0.06769583353765163,,,,0.13031318093522354,,0.15563863274058284,,,,,,,,,,,,,0.4552710157359554,
c_MHASMcontig_278953,IN,1419246,non-integron,,,0.13125521525403025,,,,0.12680308494977094,,,,,0.12506252060525255,,,,,,0.1533202387750356,,,,,,,,,,,,,0.091060495132128,
c_MHASMcontig_318448,IN,1507939,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",0.12980497736621036,,0.2013750090262028,,,,,0.11291387074834425,,0.15042702982690745,0.12483929825181453,,,,,0.09115344162673583,,0.1086733485037752,,,,0.11511683873154945,,,0.1354075809664568,,,,0.1421114905347962,
c_MHASMcontig_327987,IN,1529358,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,,0.059280514880225885,0.07994175328216475,,,,,,,,,,,,,,,,,,0.13677639258006832,
c_MHASMcontig_327987,IN,1529359,integron,C,Energy production and conversion,0.036919318659576414,,,,0.02725671839687221,,,0.002327112345707087,,0.04941827812742624,0.04316622398108588,,,0.005417933781526433,,0.03833497303033003,,0.04046223950312626,,,,0.04424152896417606,,,0.011440572335253831,,,0.008705611777516591,0.05480639836532991,
c_MHASMcontig_337958,IN,1551097,non-integron,N,Cell motility,,,,,,,,,0.0040815409907224345,,,,,,,,,,,,,,,,,,,0.02382098378897169,,
c_MHASMcontig_337958,IN,1551098,integron,,,,,,,,,,,0.21086441041246898,,,,,,,,,,,,,,,,,,,0.16246066274754106,,
c_MHASMcontig_337958,IN,1551099,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002656769377168576,,
c_MHASMcontig_341109,IN,1558159,integron,H,Coenzyme transport and metabolism,,,,,,,,,,0.14420306691942272,,,,,,0.06450973346648088,,,,,,,,,,,,,,
c_MHASMcontig_341109,IN,1558160,non-integron,P,Inorganic ion transport and metabolism,0.0,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,0.0018829273415514327,
c_MHASMcontig_362897,IN,1622925,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,0.1927336784635839,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_365068,IN,1629645,non-integron,,,,,,,0.15757523939808452,,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_365068,IN,1629646,integron,,,,,,,0.05673331501475112,,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_365068,IN,1629647,integron,,,,,,,0.09289310583692956,,,,,,,,,,,0.02606454635974928,,,,,,,,,,,,,,
c_MHASMcontig_365068,IN,1629648,integron,,,0.07138142791551941,,,,0.06482384650039398,,,,,,,,,,,0.1578775454816025,,,,,,,,,,,,,,
c_MHASMcontig_381116,IN,1678054,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3713723028978301,
c_MHASMcontig_381116,IN,1678055,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,0.09798073026625848,,,0.07404432635320984,,,,,,,,,,,,,,,,,,0.08601183267087087,
c_MHASMcontig_381116,IN,1678056,integron,,,,,,,,,,0.05430759441704402,,,0.0637109644249211,,,,,,,,,,,,,,,,,,0.05255381920044337,
