gene_caller_id,pnps,gene_category,contig,start,stop,direction,COG20_CATEGORY,COG20_CATEGORY (ACCESSION),COG20_PATHWAY,COG20_PATHWAY (ACCESSION),COG20_FUNCTION,COG20_FUNCTION (ACCESSION)
480310,0.448948538,protein_CALIN,k127_8993241,212,896,r,,,,,,
480311,1.187705225,protein_CALIN,k127_8993241,1013,1496,r,,,,,,
480321,,protein_CALIN,k127_8993241,10010,10160,f,Energy production and conversion,C,Urea cycle,COG2352,Phosphoenolpyruvate carboxylase (Ppc) (PDB:1FIY),COG2352
495630,0.927584762,CALIN_transposase,k127_12339374,445,1972,r,"Mobilome: prophages, transposons",X,,,"Transposase, IS1182 family",COG3666
508259,0.194728113,protein_CALIN,k127_10671257,1114,1462,r,,,,,,
508260,0.497806518,protein_CALIN,k127_10671257,1592,2405,r,,,,,,
508261,0.169762402,protein_CALIN,k127_10671257,2531,3437,r,,,,,,
510087,0.327139126,intI_In0,k127_6765161,2155,3010,f,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
514233,1.329568281,protein_CALIN,k127_1195998,133,295,f,,,,,,
514235,1.586817,protein_CALIN,k127_1195998,1848,2259,f,,,,,,
516570,0.357299794,intI_In0,k127_4541923,26717,27638,r,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
525471,0.148155976,protein_CALIN,k127_2314534,3238,3439,f,,,,,,
525472,0.290865865,protein_CALIN,k127_2314534,3509,4046,f,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",J!!!O,,,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)",COG1670
525473,0.078740104,protein_CALIN,k127_2314534,4183,4549,f,,,,,,
539631,0.189455963,protein_complete,k127_9560079,1113,1818,r,,,,,,
539632,0.623675422,protein_complete,k127_9560079,1931,2681,r,,,,,,
539633,0.733327691,protein_complete,k127_9560079,2774,3536,r,Defense mechanisms,V,,,Restriction endonuclease Mrr (Mrr),COG1715
539634,0.435575938,protein_complete,k127_9560079,3639,3966,r,,,,,,
539635,1.012344001,protein_complete,k127_9560079,3958,4186,r,,,,,,
539636,1.113497328,protein_complete,k127_9560079,4363,4501,f,,,,,,
539637,0.576122228,intI_complete,k127_9560079,4524,5487,f,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
541458,4.37171621,protein_CALIN,k127_5100415,1,718,r,Energy production and conversion,C,,,"Succinate dehydrogenase, hydrophobic anchor subunit (SdhD) (PDB:2WS3)",COG2142
541459,2.211568521,protein_CALIN,k127_5100415,793,1303,r,,,,,,
541460,15.55604279,protein_CALIN,k127_5100415,1401,1848,r,,,,,,
542123,0.382230559,protein_CALIN,k127_8443509,174,921,f,,,,,,
542124,0.629790776,protein_CALIN,k127_8443509,1060,1819,f,,,,,,
542125,0.071183849,protein_CALIN,k127_8443509,1924,3403,f,"Replication, recombination and repair",L,,,"Predicted ATP-dependent endonuclease of the OLD family, contains P-loop ATPase and TOPRIM domains (YbjD)",COG3593
544186,0.804312372,intI_In0,k127_5100960,853,1813,r,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
546009,0.559298525,protein_CALIN,k127_4546869,1611,2475,r,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
546010,2.168425387,protein_CALIN,k127_4546869,2666,3179,r,,,,,,
546011,0.302956081,protein_CALIN,k127_4546869,3263,3542,r,,,,,,
546012,0.640876599,protein_CALIN,k127_4546869,3498,3675,r,,,,,,
546013,1.146088374,protein_CALIN,k127_4546869,3831,4527,r,,,,,,
546014,2.378909606,protein_CALIN,k127_4546869,4588,5011,r,,,,,,
563444,0.817969797,protein_CALIN,k127_2321691,1403,1667,f,,,,,,
563445,0.271930844,protein_CALIN,k127_2321691,1737,1893,f,,,,,,
563446,0.58960263,protein_CALIN,k127_2321691,1870,2086,f,,,,,,
563447,0.213312446,protein_CALIN,k127_2321691,2158,2380,f,,,,,,
563678,,protein_CALIN,k127_6774085,2070,2475,r,,,,,,
572690,,attC_CALIN,k127_1203723,1,100,r,,,,,,
572691,0.288456176,protein_CALIN,k127_1203723,126,675,r,,,,,,
572692,0.533311657,protein_CALIN,k127_1203723,743,962,r,,,,,,
572696,0.523859367,protein_CALIN,k127_1203723,3351,3552,f,,,,,,
579485,2.192752056,protein_CALIN,k127_7895951,1,226,r,,,,,,
579486,,protein_CALIN,k127_7895951,616,934,r,,,,,,
579487,0.086836739,protein_CALIN,k127_7895951,1000,1297,r,,,,,,
584417,0.134011771,protein_CALIN,k127_11246329,2036,2456,r,,,,,,
584418,,protein_CALIN,k127_11246329,2529,2817,r,,,,,,
584419,0.661870504,protein_CALIN,k127_11246329,2937,3540,r,Energy production and conversion,C,,,Trans-aconitate methyltransferase (Tam) (PDB:2P35),COG4106
584420,,protein_CALIN,k127_11246329,4494,4776,r,,,,,,
597838,0.497971817,protein_CALIN,k127_12913629,147,519,f,,,,,,
597839,,protein_CALIN,k127_12913629,1064,1550,f,,,,,,
597840,0.534962334,protein_CALIN,k127_12913629,1682,2225,f,,,,,,
597842,0.484008873,protein_CALIN,k127_12913629,2836,3061,f,,,,,,
599288,0.74815076,protein_CALIN,k127_9570385,391,2623,r,"Posttranslational modification, protein turnover, chaperones",O,,,"Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain (DegQ) (PDB:2HGA) (PUBMED:29686141)",COG0265
599289,1.340375307,protein_CALIN,k127_9570385,2955,3801,r,,,,,,
601360,0.342717193,protein_CALIN,k127_12356475,106,385,f,,,,,,
601361,2.974845955,protein_CALIN,k127_12356475,488,923,f,,,,,,
601362,1.06297432,protein_CALIN,k127_12356475,1004,1607,f,Defense mechanisms,V,,,"NTP pyrophosphatase, house-cleaning of non-canonical NTPs (MazG) (PDB:1VMG)",COG1694
604827,0.43169029,attC_CALIN,k127_6781019,0,147,f,,,,,,
604828,1.015570847,protein_CALIN,k127_6781019,187,382,f,Transcription,K,,,Transcription regulator of the Arc/MetJ class (VapB6) (PDB:6A7V),COG5450
604829,0.762590448,protein_CALIN,k127_6781019,378,780,f,Defense mechanisms,V,,,"Ribonuclease/mRNA interferase VapC, contains PIN domain (VapC) (PDB:3TND)",COG1487
604830,0.748505839,protein_CALIN,k127_6781019,847,1732,r,,,,,,
604832,0.283850285,protein_CALIN,k127_6781019,2187,2343,r,,,,,,
628196,0.092014519,protein_CALIN,k127_5677769,549,915,f,,,,,,
628197,,protein_CALIN,k127_5677769,1052,1337,f,,,,,,
637559,0.116414038,protein_CALIN,k127_1214703,1178,2777,r,"Replication, recombination and repair",L,,,"Predicted ATP-dependent endonuclease of the OLD family, contains P-loop ATPase and TOPRIM domains (YbjD)",COG3593
637560,,protein_CALIN,k127_1214703,2886,3201,r,,,,,,
637561,0.340648349,attC_CALIN,k127_1214703,3197,3317,r,,,,,,
637562,0.102745932,protein_CALIN,k127_1214703,3306,3774,r,,,,,,
642172,,protein_CALIN,k127_2892316,134,386,f,,,,,,
642173,0.075650027,protein_CALIN,k127_2892316,557,821,f,,,,,,
642174,0.203427672,protein_CALIN,k127_2892316,906,1251,f,,,,,,
642175,,protein_CALIN,k127_2892316,1198,1792,f,,,,,,
650554,0.075258654,attC_CALIN,k127_7346974,1,193,f,,,,,,
650555,0.751264209,protein_CALIN,k127_7346974,201,480,r,,,,,,
650556,0.707772981,protein_CALIN,k127_7346974,577,1201,r,,,,,,
650557,0.147050565,protein_CALIN,k127_7346974,1387,1687,r,,,,,,
650558,,protein_CALIN,k127_7346974,1812,2181,r,,,,,,
658485,0.21946858,protein_CALIN,k127_5119323,1041,1809,f,,,,,,
658486,0.046525634,protein_CALIN,k127_5119323,1944,2550,r,,,,,,
658487,0.151646068,protein_CALIN,k127_5119323,2530,2770,r,Transcription,K,,,"Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)",COG1396
658488,0.154291101,protein_CALIN,k127_5119323,2892,4113,f,"Replication, recombination and repair",L,,,DNA modification methylase (YhdJ) (PDB:1BOO),COG0863
658489,0.099348181,protein_CALIN,k127_5119323,4181,4823,f,,,,,,
674068,1.592352931,protein_CALIN,k127_5122162,9305,9899,r,,,,,,
674069,0.548239383,protein_CALIN,k127_5122162,10432,10963,r,,,,,,
674070,0.175136145,protein_CALIN,k127_5122162,11237,11480,r,,,,,,
691184,0.067391815,protein_CALIN,k127_672434,1684,1984,f,,,,,,
691185,0.337400031,attC_CALIN,k127_672434,1957,2053,r,,,,,,
691186,0.808725537,protein_CALIN,k127_672434,2134,2329,f,,,,,,
691187,0.931392301,protein_CALIN,k127_672434,2593,2719,r,,,,,,
691188,0.18216723,CALIN_toxin,k127_672434,2808,3072,f,Defense mechanisms,V,,,"Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family (PDB:2A6Q)",COG4115
691189,0.86357622,protein_CALIN,k127_672434,3447,3885,f,"Translation, ribosomal structure and biogenesis",J,,,Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE),COG0456
691190,0.151051476,protein_CALIN,k127_672434,4021,4435,f,Function unknown,S,,,Uncharacterized conserved protein (PDB:1X6M),COG3791
691191,0.02627208,protein_CALIN,k127_672434,4573,4819,f,Function unknown,S,,,"Uncharacterized conserved protein, DUF2164 family",COG5460
691192,0.136336277,protein_CALIN,k127_672434,5128,5647,f,,,,,,
691193,0.151759689,protein_CALIN,k127_672434,5725,6220,f,Amino acid transport and metabolism,E,,,L-amino acid N-acyltransferase MnaT (MnaT) (PDB:3DR6) (PUBMED:27941785),COG1247
691679,,protein_CALIN,k127_5124735,0,165,f,,,,,,
691680,3.538756798,protein_CALIN,k127_5124735,144,396,r,,,,,,
691681,0.859689903,protein_CALIN,k127_5124735,500,1202,r,"Posttranslational modification, protein turnover, chaperones",O,,,"Membrane protease YdiL, CAAX protease family (YdiL)",COG1266
691682,1.548099953,protein_CALIN,k127_5124735,1342,1924,r,Cell wall/membrane/envelope biogenesis,M,,,"Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain (NlpD) (PDB:2GU1)",COG0739
691683,0.463984252,protein_CALIN,k127_5124735,2068,2347,r,,,,,,
691684,0.326838982,protein_CALIN,k127_5124735,2495,2846,r,,,,,,
691685,,protein_CALIN,k127_5124735,2913,3057,r,,,,,,
693225,2.232747387,intI_In0,k127_10147760,4586,5519,r,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
701354,0.076128271,protein_CALIN,k127_6797696,1,976,f,Cell wall/membrane/envelope biogenesis,M,,,Outer membrane porin OmpC/OmpF/PhoE (OmpC) (PDB:1PHO),COG3203
701363,2.730094308,protein_CALIN,k127_6797696,9359,9674,r,General function prediction only,R,,,"Uncharacterized conserved protein YurZ, alkylhydroperoxidase/carboxymuconolactone decarboxylase family (YurZ) (PDB:3BEY)",COG0599
701364,0.467918745,protein_CALIN,k127_6797696,9699,10197,r,Function unknown,S,,,Uncharacterized membrane protein,COG4270
701365,0.50020954,protein_CALIN,k127_6797696,10284,10635,r,,,,,,
701366,0.228961966,protein_CALIN,k127_6797696,10721,11267,r,,,,,,
702071,1.448196877,protein_CALIN,k127_12933444,711,1140,f,,,,,,
702072,1.678077715,protein_CALIN,k127_12933444,1418,1700,r,,,,,,
702073,,protein_CALIN,k127_12933444,2307,2808,f,,,,,,
707088,,CALIN_toxin,k127_11815389,55,319,f,Defense mechanisms,V,,,"Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family (PDB:2A6Q)",COG4115
707089,0.3196693,CALIN_toxin,k127_11815389,473,725,f,Defense mechanisms,V,,,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",COG2161
707090,0.19896511,protein_CALIN,k127_11815389,1132,1480,f,,,,,,
707091,0.14649184,protein_CALIN,k127_11815389,1479,2232,f,,,,,,
707092,0.127855113,protein_CALIN,k127_11815389,2317,2572,f,,,,,,
707093,0.149981683,protein_CALIN,k127_11815389,2710,2983,r,Transcription,K,,,"Predicted DNA binding protein, CopG/RHH family",COG5304
708558,0.134871274,intI_In0,k127_8470804,427,1381,r,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
709152,0.785143777,intI_In0,k127_11815717,581,1313,f,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
711434,2.077078773,protein_CALIN,k127_3462019,7824,8223,f,,,,,,
711435,1.659382375,protein_CALIN,k127_3462019,8314,8851,f,Function unknown,S,,,"Uncharacterized conserved protein, DUF1643 domain",COG4333
711436,0.075965748,protein_CALIN,k127_3462019,8973,9573,r,,,,,,
715375,1.354801762,CALIN_toxin,k127_3462891,356,602,r,"Mobilome: prophages, transposons",X,,,Post-segregation antitoxin (ccd killing mechanism protein) encoded by the F plasmid (PDB:2ADL),COG5302
715376,0.893448791,protein_CALIN,k127_3462891,825,1041,f,,,,,,
715377,1.206624489,protein_CALIN,k127_3462891,1202,1715,f,Energy production and conversion,C,,,"Multimeric flavodoxin WrbA, includes NAD(P)H:quinone oxidoreductase (WrbA) (PDB:4DY4)",COG0655
715378,0.644132481,protein_CALIN,k127_3462891,1848,2223,f,General function prediction only,R,,,Ketosteroid isomerase homolog YybH (YybH) (PDB:2GXF),COG4319
718783,,protein_complete,k127_1797278,75,324,r,,,,,,
718784,,protein_complete,k127_1797278,380,683,f,,,,,,
718785,1.718925161,intI_complete,k127_1797278,761,1772,f,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
718788,0.454094357,protein_complete,k127_1797278,3452,5735,r,Carbohydrate transport and metabolism!!!Coenzyme transport and metabolism!!!General function prediction only,G!!!H!!!R,,,"Trehalose-6-phosphate synthase, GT20 family (OtsA) (PDB:1UQT) (PUBMED:28830929)!!!Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases (Cof) (PDB:1YMQ)",COG0380!!!COG0561
722355,0.193173192,protein_complete,k127_6801821,951,1218,f,,,,,,
722356,0.383144943,intI_complete,k127_6801821,1343,2306,f,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
723275,1.528465455,intI_In0,k127_4022100,1452,2148,f,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
726270,,protein_CALIN,k127_1798662,1,628,f,,,,,,
726271,0.316637473,protein_CALIN,k127_1798662,759,1176,f,,,,,,
726272,0.589319765,protein_CALIN,k127_1798662,1288,1942,f,,,,,,
726273,0.824565375,protein_CALIN,k127_1798662,2067,2166,f,,,,,,
747473,0.606589975,intI_In0,k127_4026141,1,1345,f,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
763920,0.148506589,protein_CALIN,k127_7367913,66024,67011,f,General function prediction only,R,,,"Uncharacterized conserved protein, contains caspase domain (PDB:3UO8)",COG4249
763921,0.201050746,protein_CALIN,k127_7367913,67163,67643,f,,,,,,
763922,0.270127525,protein_CALIN,k127_7367913,67752,67983,f,,,,,,
764492,0.131168012,protein_CALIN,k127_9046445,1,229,r,,,,,,
764493,0.44468778,protein_CALIN,k127_9046445,317,854,r,General function prediction only,R,,,Predicted N-acetyltransferase YhbS (yhbS) (PDB:4ZBG),COG3153
764494,0.856367971,protein_CALIN,k127_9046445,869,1367,r,,,,,,
764495,0.262458448,protein_CALIN,k127_9046445,1489,2737,r,General function prediction only,R,,,"Predicted RNA-binding protein, contains PUA-like EVE domain (PDB:1WMM)",COG1673
765492,1.224956961,protein_CALIN,k127_4029856,19048,19897,r,,,,,,
765493,0.57978319,protein_CALIN,k127_4029856,20062,21091,r,,,,,,
765494,0.392886095,protein_CALIN,k127_4029856,21256,21769,r,,,,,,
768831,0.523696116,intI_In0,k127_5139034,1877,2846,f,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
781309,0.497184404,protein_CALIN,k127_4032683,0,858,f,,,,,,
781310,1.29297474,protein_CALIN,k127_4032683,933,1257,f,,,,,,
781311,1.3192589,protein_CALIN,k127_4032683,1360,2215,f,Defense mechanisms,V,,,Restriction endonuclease Mrr (Mrr),COG1715
781312,0.437364073,protein_CALIN,k127_4032683,2308,3484,f,Transcription,K,,,"Predicted transcriptional regulator, contains HTH domain (PDB:3LMM)",COG2865
781313,0.407701168,protein_CALIN,k127_4032683,3585,4158,f,,,,,,
781314,0.367358345,protein_CALIN,k127_4032683,4237,4516,f,,,,,,
786514,0.530710791,protein_CALIN,k127_9603866,2,275,f,,,,,,
786515,1.20421305,protein_CALIN,k127_9603866,384,888,f,,,,,,
786516,1.184019969,CALIN_transposase,k127_9603866,2321,3692,f,"Mobilome: prophages, transposons",X,,,"Transposase, IS1182 family",COG3666
786871,0.794926837,protein_CALIN,k127_10167005,291,876,f,,,,,,
786872,1.134590726,protein_CALIN,k127_10167005,814,1498,f,Coenzyme transport and metabolism,H,Ubiquinone biosynthesis,COG2941,"Demethoxyubiquinone hydroxylase, CLK1/Coq7/Cat5 family (ubiquinone biosynthesis) (Coq7)",COG2941
786873,0.294622111,protein_CALIN,k127_10167005,1615,2086,f,,,,,,
793444,1.171083223,protein_CALIN,k127_2921146,1,316,r,,,,,,
793445,1.677265142,protein_CALIN,k127_2921146,394,1057,r,,,,,,
793446,0.99258275,protein_CALIN,k127_2921146,1096,2083,r,,,,,,
822112,,protein_CALIN,k127_5713759,1,475,r,Nucleotide transport and metabolism,F,Menaquinone biosynthesis,COG1816,Adenosine deaminase (Add) (PDB:1A4L),COG1816
822113,inf,protein_CALIN,k127_5713759,600,978,r,,,,,,
822114,,protein_CALIN,k127_5713759,1183,1471,r,,,,,,
829191,0.053684115,protein_CALIN,k127_12400013,3620,4286,r,"Secondary metabolites biosynthesis, transport and catabolism",Q,,,"Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family (PhyH) (PDB:2A1X)",COG5285
829192,0.10220133,protein_CALIN,k127_12400013,4385,4913,r,,,,,,
829193,,protein_CALIN,k127_12400013,5013,5442,r,,,,,,
829420,0.243243317,protein_CALIN,k127_12959588,165,531,f,General function prediction only,R,,,"Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family (VOC) (PDB:3OXH) (PUBMED:31710815)",COG3324
829421,0.795888384,protein_CALIN,k127_12959588,626,1118,f,Function unknown,S,,,"Uncharacterized conserved protein, cupin superfamily",COG3837
829422,0.189707556,protein_CALIN,k127_12959588,1182,1827,f,,,,,,
829423,0.636859922,protein_CALIN,k127_12959588,1933,2257,f,General function prediction only,R,,,"Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family",COG3607
829424,0.396669881,attC_CALIN,k127_12959588,2243,2354,r,,,,,,
835234,0.356852658,protein_CALIN,k127_6821952,602,1520,f,Defense mechanisms,V,,,Restriction endonuclease Mrr (Mrr),COG1715
835235,,protein_CALIN,k127_6821952,1625,1919,f,,,,,,
835236,0.380952651,protein_CALIN,k127_6821952,1887,2127,f,,,,,,
835237,0.422113279,protein_CALIN,k127_6821952,2264,2567,f,,,,,,
843628,0.04736064,protein_CALIN,k127_11298543,1647,1899,r,,,,,,
843629,0.125578625,protein_CALIN,k127_11298543,1927,2791,r,,,,,,
843630,0.056871134,protein_CALIN,k127_11298543,2886,3807,r,,,,,,
844360,0.351631216,protein_CALIN,k127_5153341,4357,4657,r,,,,,,
844361,0.30492496,protein_CALIN,k127_5153341,4794,5352,r,,,,,,
844362,0.204689065,protein_CALIN,k127_5153341,5437,5755,r,Defense mechanisms,V,,,Multidrug transporter EmrE and related cation transporters (EmrE) (PDB:2I68),COG2076
849760,,protein_CALIN,k127_4600938,15,1497,f,"Secondary metabolites biosynthesis, transport and catabolism",Q,,,Imidazolonepropionase or related amidohydrolase (HutI) (PDB:3OOQ),COG1228
849761,1.64410298,protein_CALIN,k127_4600938,1505,1808,r,"Mobilome: prophages, transposons",X,,,Plasmid stabilization system protein ParE (ParE) (PDB:3KXE),COG3668
849762,,protein_CALIN,k127_4600938,1804,2047,r,Transcription,K,,,"Transcriptional regulator, contains Arc/MetJ-type RHH (ribbon-helix-helix) DNA-binding domain (ParD) (PDB:3KXE)",COG3609
849763,3.201140985,protein_CALIN,k127_4600938,2080,3265,f,"Replication, recombination and repair",L,,,"Endonuclease NucS, RecB family (NucS) (PDB:2VLD)",COG1637
849764,0.677320725,protein_CALIN,k127_4600938,3382,3502,f,,,,,,
854082,0.132530725,protein_CALIN,k127_143107,2,179,f,Inorganic ion transport and metabolism,P,,,Outer membrane receptor for monomeric catechols (Fiu),COG4774
854083,,protein_CALIN,k127_143107,742,2503,r,,,,,,
854084,,protein_CALIN,k127_143107,2670,3144,r,,,,,,
854086,,protein_CALIN,k127_143107,4267,4459,f,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
860268,2.14277431,protein_CALIN,k127_1258396,2309,2666,f,,,,,,
860269,1.805052359,protein_CALIN,k127_1258396,2756,3122,f,,,,,,
863803,1.118525494,protein_CALIN,k127_12966213,2015,2861,f,General function prediction only,R,,,Predicted nucleotide-binding protein containing TIR -like domain,COG4271
863804,0.948012948,protein_CALIN,k127_12966213,3021,3423,f,,,,,,
863805,,protein_CALIN,k127_12966213,3556,3943,f,,,,,,
863806,0.408929466,attC_CALIN,k127_12966213,3929,4052,f,,,,,,
863807,1.565790494,protein_CALIN,k127_12966213,4074,4728,f,,,,,,
867278,0.378014414,protein_CALIN,k127_11846842,200,635,f,,,,,,
867279,0.821509522,protein_CALIN,k127_11846842,779,1307,f,Nucleotide transport and metabolism,F,Pyrimidine biosynthesis,COG0563,Adenylate kinase or related kinase (Adk) (PDB:1AK2),COG0563
867282,0.177867116,protein_CALIN,k127_11846842,2362,2473,r,,,,,,
868096,0.449064916,intI_In0,k127_7387691,450,1419,f,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
881683,1.240683405,protein_CALIN,k127_8504410,0,174,f,,,,,,
881687,1.687976948,attC_CALIN,k127_8504410,2750,2867,f,,,,,,
897210,0.678888069,protein_CALIN,k127_713217,0,492,f,"Posttranslational modification, protein turnover, chaperones",O,,,Protein-S-isoprenylcysteine O-methyltransferase Ste14 (STE14) (PDB:5V7P),COG2020
897211,13.7029609,protein_CALIN,k127_713217,1040,1559,f,"Posttranslational modification, protein turnover, chaperones",O,,,Protein-S-isoprenylcysteine O-methyltransferase Ste14 (STE14) (PDB:5V7P),COG2020
897212,2.154054179,protein_CALIN,k127_713217,1770,2217,f,,,,,,
897305,0.151575689,protein_CALIN,k127_6277783,2005,2449,f,,,,,,
897306,0.376128166,protein_CALIN,k127_6277783,2542,2827,f,,,,,,
897307,0.258527886,protein_CALIN,k127_6277783,2823,3099,f,Transcription,K,,,"Predicted DNA binding protein, CopG/RHH family",COG5304
897308,1.036153846,protein_CALIN,k127_6277783,3163,3442,f,,,,,,
897309,0.355833717,protein_CALIN,k127_6277783,3565,3958,f,,,,,,
897310,0.244766186,protein_CALIN,k127_6277783,4027,4240,f,,,,,,
898189,0.675633,protein_CALIN,k127_1834362,1458,1791,r,,,,,,
898190,0.969439573,protein_CALIN,k127_1834362,1914,2118,r,,,,,,
898191,0.061036814,protein_CALIN,k127_1834362,2202,2622,r,,,,,,
902734,,protein_CALIN,k127_1835174,358,631,r,,,,,,
902735,,protein_CALIN,k127_1835174,741,1266,r,,,,,,
904717,0.542319863,protein_CALIN,k127_7957537,561,1041,f,,,,,,
906089,,protein_CALIN,k127_715364,1936,2227,r,,,,,,
906090,0.153451747,protein_CALIN,k127_715364,2590,2788,r,,,,,,
906091,0.442539786,protein_CALIN,k127_715364,2894,3194,r,,,,,,
907880,0.080335922,protein_CALIN,k127_3500375,0,186,f,,,,,,
907881,0.052112567,protein_CALIN,k127_3500375,100,268,r,,,,,,
907882,0.164346607,protein_CALIN,k127_3500375,486,1725,r,Nucleotide transport and metabolism!!!Coenzyme transport and metabolism,F!!!H,Menaquinone biosynthesis,COG0775,"Nucleoside phosphorylase/nucleosidase, includes 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase MtnN and futalosine hydrolase MqnB (MtnN) (PDB:1T8R) (PUBMED:18801996)",COG0775
907883,0.151603384,protein_CALIN,k127_3500375,2245,2521,r,,,,,,
907884,0.315588342,protein_CALIN,k127_3500375,2836,3274,r,,,,,,
907885,0.515462269,protein_CALIN,k127_3500375,3438,3999,r,General function prediction only,R,,,Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX (PiuC) (PDB:3DKQ),COG3128
908939,1.626893546,protein_CALIN,k127_1269054,598,928,r,"Cell cycle control, cell division, chromosome partitioning!!!Cytoskeleton",D!!!Z,,,"Cell shape-determining ATPase MreB, actin-like superfamily (MreB) (PDB:1JCE)",COG1077
908940,0.996743881,protein_CALIN,k127_1269054,1584,2454,r,,,,,,
909386,0.537323535,protein_complete,k127_9628500,72,861,r,,,,,,
909396,,intI_complete,k127_9628500,12153,13128,r,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
909397,0.285877163,protein_complete,k127_9628500,13402,13657,f,,,,,,
909398,0.295457048,protein_complete,k127_9628500,13626,13995,f,General function prediction only,R,,,"Predicted nuclease of the RNAse H fold, HicB family (HicB)",COG4226
909399,0.409995438,protein_complete,k127_9628500,14077,14503,f,,,,,,
910415,,protein_CALIN,k127_3501052,1289,2525,r,,,,,,
910416,,protein_CALIN,k127_3501052,2619,3423,r,,,,,,
910417,0.627534381,protein_CALIN,k127_3501052,3523,4117,r,,,,,,
910418,0.338877201,protein_CALIN,k127_3501052,4216,4660,r,,,,,,
910419,0.38113573,protein_CALIN,k127_3501052,4741,4891,r,,,,,,
912544,1.32186413,intI_complete,k127_9629214,1044,1806,r,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
912545,,protein_complete,k127_9629214,2132,2951,f,,,,,,
912546,0.341194862,protein_complete,k127_9629214,3063,3387,f,,,,,,
914099,0.442815213,protein_CALIN,k127_6281108,1,355,r,"Mobilome: prophages, transposons",X,,,Retron-type reverse transcriptase (YkfC),COG3344
914100,0.312461537,protein_CALIN,k127_6281108,461,716,f,,,,,,
914101,0.165422404,protein_CALIN,k127_6281108,823,988,r,,,,,,
914102,0.794342439,protein_CALIN,k127_6281108,1207,1828,f,Coenzyme transport and metabolism,H,Biotin biosynthesis,COG2226,Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW),COG2226
914103,,protein_CALIN,k127_6281108,1898,2990,r,"Mobilome: prophages, transposons",X,,,Retron-type reverse transcriptase (YkfC),COG3344
914104,,CALIN_transposase,k127_6281108,3160,4153,r,"Mobilome: prophages, transposons",X,,,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),COG1943
917543,1.034092747,protein_complete,k127_2388496,0,237,f,,,,,,
917548,7.439027674,intI_complete,k127_2388496,4788,5778,r,"Replication, recombination and repair",L,,,Site-specific recombinase XerD (XerD) (PDB:1A0P),COG4974
917549,,protein_complete,k127_2388496,6144,6696,f,Coenzyme transport and metabolism!!!Inorganic ion transport and metabolism,H!!!P,,,Coproheme decarboxylase/chlorite dismutase (HemQ) (PDB:1T0T) (PUBMED:15965735;25602700;27758026;31423350),COG3253
923088,0.19050775,protein_CALIN,k127_4062998,0,2262,f,Inorganic ion transport and metabolism,P,,,"Outer membrane receptor protein, Fe transport (CirA) (PDB:1BY3)",COG1629
