gene_callers_id,contig,start,stop,direction,partial,call_type,accession,gene_function,e_value,category,element,cassette_begin,cassette_end,type_molecule,from_integron_type
363028,k127_5071798,2178,2640,f,0,1,,,,,k127_5071798_4,2179,2640,protein,CALIN
363029,k127_5071798,2747,3293,f,0,1,,,,,k127_5071798_5,2748,3293,protein,CALIN
368179,k127_615949,1,148,r,1,1,,,,,k127_615949_1,2,148,protein,CALIN
368180,k127_615949,712,1141,r,0,1,,,,,k127_615949_2,713,1141,protein,CALIN
368182,k127_615949,2351,2426,r,1,1,,,,,k127_615949_4,2352,2426,protein,CALIN
403377,k127_6191095,53839,54790,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),3.7999999999999996e-103,"Replication, recombination and repair",k127_6191095_55,53840,54790,protein,complete
403378,k127_6191095,55042,55747,f,0,1,,,,,k127_6191095_56,55043,55747,protein,complete
403584,k127_2292310,3007,3553,r,0,1,,,,,k127_2292310_4,3008,3553,protein,CALIN
403585,k127_2292310,3924,4743,r,0,1,COG4271,Predicted nucleotide-binding protein containing TIR -like domain,4.1999999999999995e-66,General function prediction only,k127_2292310_5,3925,4743,protein,CALIN
403586,k127_2292310,4852,5428,r,0,1,,,,,k127_2292310_6,4853,5428,protein,CALIN
403587,k127_2292310,5486,6311,r,0,1,,,,,k127_2292310_7,5487,6311,protein,CALIN
407540,k127_11213422,46,619,f,0,1,,,,,k127_11213422_1,47,619,protein,CALIN
407541,k127_11213422,1150,1402,f,0,1,,,,,k127_11213422_2,1151,1402,protein,CALIN
410130,k127_10097270,862,1213,f,0,1,COG4319,Ketosteroid isomerase homolog YybH (YybH) (PDB:2GXF),1.3e-29,General function prediction only,k127_10097270_2,863,1213,protein,CALIN
410131,k127_10097270,1302,1920,f,0,1,,,,,k127_10097270_3,1303,1920,protein,CALIN
417080,k127_6750408,1398,1908,f,0,1,,,,,k127_6750408_3,1399,1908,protein,CALIN
417081,k127_6750408,1976,2363,f,0,1,,,,,k127_6750408_4,1977,2363,protein,CALIN
417082,k127_6750408,2455,2785,f,1,1,,,,,k127_6750408_5,2456,2785,protein,CALIN
422758,k127_12327933,136,838,f,0,1,,,,,k127_12327933_1,137,838,protein,CALIN
422759,k127_12327933,934,1291,f,0,1,,,,,k127_12327933_2,935,1291,protein,CALIN
422760,k127_12327933,2331,2955,f,0,1,,,,,k127_12327933_3,2332,2955,protein,CALIN
422761,k127_12327933,2966,3995,f,0,1,COG2110,"O-acetyl-ADP-ribose deacetylase (regulator of RNase III), contains Macro domain (YmdB) (PDB:1HJZ)",4.999999999999999e-101,"Translation, ribosomal structure and biogenesis",k127_12327933_4,2967,3995,protein,CALIN
422762,k127_12327933,3985,4738,f,0,1,COG1669,Predicted nucleotidyltransferase MJ0435 (MJ0435) (PDB:1WOT),1.7e-42,General function prediction only,k127_12327933_5,3986,4738,protein,CALIN
428048,k127_8984185,2253,3768,r,0,1,COG3318,"Uncharacterized conserved protein YecA, UPF0149 family, contains C-terminal Zn-binding SEC-C motif (YecA)",5.1999999999999996e-46,Function unknown,k127_8984185_5,2254,3768,protein,CALIN
428049,k127_8984185,4165,4522,r,0,1,,,,,k127_8984185_6,4166,4522,protein,CALIN
428198,k127_4526016,2069,2255,r,0,1,,,,,k127_4526016_4,2070,2255,protein,CALIN
428199,k127_4526016,2397,2820,f,0,1,,,,,k127_4526016_5,2398,2820,protein,CALIN
428200,k127_4526016,2947,3619,f,0,1,,,,,k127_4526016_6,2948,3619,protein,CALIN
446180,k127_3416254,799,1336,r,0,1,COG3153,Predicted N-acetyltransferase YhbS (yhbS) (PDB:4ZBG),1.4e-57,General function prediction only,k127_3416254_3,800,1336,protein,CALIN
446181,k127_3416254,1784,2099,r,0,1,,,,,k127_3416254_4,1785,2099,protein,CALIN
455937,k127_70938,3985,4471,f,0,1,,,,,k127_70938_5,3986,4471,protein,CALIN
455938,k127_70938,4570,4708,f,0,1,,,,,k127_70938_6,4571,4708,protein,CALIN
455939,k127_70938,4728,4956,f,0,1,,,,,k127_70938_7,4729,4956,protein,CALIN
455940,k127_70938,5049,5349,f,0,1,,,,,k127_70938_8,5050,5349,protein,CALIN
467584,k127_1188126,80,1187,r,0,1,COG0473,Isocitrate/isopropylmalate dehydrogenase (LeuB) (PDB:1GC9),1.6999999999999993e-200,Energy production and conversion!!!Amino acid transport and metabolism,k127_1188126_1,81,1187,protein,CALIN
467586,k127_1188126,2745,3093,f,0,1,,,,,k127_1188126_3,2746,3093,protein,CALIN
467587,k127_1188126,3219,3840,r,0,1,,,,,k127_1188126_4,3220,3840,protein,CALIN
476983,k127_12336270,1011,2268,r,0,1,COG3547,Transposase,1.7e-82,"Mobilome: prophages, transposons",k127_12336270_2,1012,2268,protein,CALIN
476984,k127_12336270,2414,3326,r,0,1,,,,,k127_12336270_3,2415,3326,protein,CALIN
476985,k127_12336270,3608,4301,r,0,1,,,,,k127_12336270_4,3609,4301,protein,CALIN
476986,k127_12336270,4451,4964,r,0,1,COG3153,Predicted N-acetyltransferase YhbS (yhbS) (PDB:4ZBG),8.199999999999999e-36,General function prediction only,k127_12336270_5,4452,4964,protein,CALIN
480088,k127_1190413,0,357,f,1,1,,,,,k127_1190413_1,1,357,protein,CALIN
480089,k127_1190413,515,1631,f,0,1,,,,,k127_1190413_2,516,1631,protein,CALIN
480090,k127_1190413,1706,2105,f,0,1,,,,,k127_1190413_3,1707,2105,protein,CALIN
480091,k127_1190413,2200,2644,f,0,1,,,,,k127_1190413_4,2201,2644,protein,CALIN
480310,k127_8993241,212,896,r,0,1,,,,,k127_8993241_1,213,896,protein,CALIN
480311,k127_8993241,1013,1496,r,0,1,,,,,k127_8993241_2,1014,1496,protein,CALIN
480321,k127_8993241,10010,10160,f,1,1,COG2352,Phosphoenolpyruvate carboxylase (Ppc) (PDB:1FIY),1.9e-12,Energy production and conversion,k127_8993241_12,10011,10160,protein,CALIN
495630,k127_12339374,445,1972,r,0,1,COG3666,"Transposase, IS1182 family",5.9999999999999974e-167,"Mobilome: prophages, transposons",k127_12339374_1,446,1972,protein,CALIN
508259,k127_10671257,1114,1462,r,0,1,,,,,k127_10671257_4,1115,1462,protein,CALIN
508260,k127_10671257,1592,2405,r,0,1,,,,,k127_10671257_5,1593,2405,protein,CALIN
508261,k127_10671257,2531,3437,r,0,1,,,,,k127_10671257_6,2532,3437,protein,CALIN
514233,k127_1195998,133,295,f,0,1,,,,,k127_1195998_1,134,295,protein,CALIN
514235,k127_1195998,1848,2259,f,0,1,,,,,k127_1195998_3,1849,2259,protein,CALIN
525471,k127_2314534,3238,3439,f,0,1,,,,,k127_2314534_4,3239,3439,protein,CALIN
525472,k127_2314534,3509,4046,f,0,1,COG1670,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)",1.7e-20,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",k127_2314534_5,3510,4046,protein,CALIN
525473,k127_2314534,4183,4549,f,0,1,,,,,k127_2314534_6,4184,4549,protein,CALIN
539631,k127_9560079,1113,1818,r,0,1,,,,,k127_9560079_3,1114,1818,protein,complete
539632,k127_9560079,1931,2681,r,0,1,,,,,k127_9560079_4,1932,2681,protein,complete
539633,k127_9560079,2774,3536,r,0,1,COG1715,Restriction endonuclease Mrr (Mrr),7.699999999999999e-22,Defense mechanisms,k127_9560079_5,2775,3536,protein,complete
539634,k127_9560079,3639,3966,r,0,1,,,,,k127_9560079_6,3640,3966,protein,complete
539635,k127_9560079,3958,4186,r,0,1,,,,,k127_9560079_7,3959,4186,protein,complete
539636,k127_9560079,4363,4501,f,0,1,,,,,k127_9560079_8,4364,4501,protein,complete
539637,k127_9560079,4524,5487,f,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),6.499999999999998e-119,"Replication, recombination and repair",k127_9560079_9,4525,5487,protein,complete
541458,k127_5100415,1,718,r,1,1,COG2142,"Succinate dehydrogenase, hydrophobic anchor subunit (SdhD) (PDB:2WS3)",4.2999999999999995e-06,Energy production and conversion,k127_5100415_1,2,718,protein,CALIN
541459,k127_5100415,793,1303,r,0,1,,,,,k127_5100415_2,794,1303,protein,CALIN
541460,k127_5100415,1401,1848,r,0,1,,,,,k127_5100415_3,1402,1848,protein,CALIN
542123,k127_8443509,174,921,f,0,1,,,,,k127_8443509_1,175,921,protein,CALIN
542124,k127_8443509,1060,1819,f,0,1,,,,,k127_8443509_2,1061,1819,protein,CALIN
542125,k127_8443509,1924,3403,f,0,1,COG3593,"Predicted ATP-dependent endonuclease of the OLD family, contains P-loop ATPase and TOPRIM domains (YbjD)",1.8999999999999993e-146,"Replication, recombination and repair",k127_8443509_3,1925,3403,protein,CALIN
546009,k127_4546869,1611,2475,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),2.5e-37,"Replication, recombination and repair",k127_4546869_3,1612,2475,protein,CALIN
546010,k127_4546869,2666,3179,r,0,1,,,,,k127_4546869_4,2667,3179,protein,CALIN
546011,k127_4546869,3263,3542,r,0,1,,,,,k127_4546869_5,3264,3542,protein,CALIN
546012,k127_4546869,3498,3675,r,0,1,,,,,k127_4546869_6,3499,3675,protein,CALIN
546013,k127_4546869,3831,4527,r,0,1,,,,,k127_4546869_7,3832,4527,protein,CALIN
546014,k127_4546869,4588,5011,r,0,1,,,,,k127_4546869_8,4589,5011,protein,CALIN
563444,k127_2321691,1403,1667,f,0,1,,,,,k127_2321691_4,1404,1667,protein,CALIN
563445,k127_2321691,1737,1893,f,0,1,,,,,k127_2321691_5,1738,1893,protein,CALIN
563446,k127_2321691,1870,2086,f,0,1,,,,,k127_2321691_6,1871,2086,protein,CALIN
563447,k127_2321691,2158,2380,f,0,1,,,,,k127_2321691_7,2159,2380,protein,CALIN
563678,k127_6774085,2070,2475,r,0,1,,,,,k127_6774085_2,2071,2475,protein,CALIN
572690,k127_1203723,1,100,r,1,1,,,,,k127_1203723_1,2,100,protein,CALIN
572691,k127_1203723,126,675,r,0,1,,,,,k127_1203723_2,127,675,protein,CALIN
572692,k127_1203723,743,962,r,0,1,,,,,k127_1203723_3,744,962,protein,CALIN
572696,k127_1203723,3351,3552,f,1,1,,,,,k127_1203723_7,3352,3552,protein,CALIN
579485,k127_7895951,1,226,r,1,1,,,,,k127_7895951_1,2,226,protein,CALIN
579486,k127_7895951,616,934,r,0,1,,,,,k127_7895951_2,617,934,protein,CALIN
579487,k127_7895951,1000,1297,r,0,1,,,,,k127_7895951_3,1001,1297,protein,CALIN
584417,k127_11246329,2036,2456,r,0,1,,,,,k127_11246329_3,2037,2456,protein,CALIN
584418,k127_11246329,2529,2817,r,0,1,,,,,k127_11246329_4,2530,2817,protein,CALIN
584419,k127_11246329,2937,3540,r,0,1,COG4106,Trans-aconitate methyltransferase (Tam) (PDB:2P35),6.1e-91,Energy production and conversion,k127_11246329_5,2938,3540,protein,CALIN
584420,k127_11246329,4494,4776,r,1,1,,,,,k127_11246329_6,4495,4776,protein,CALIN
597838,k127_12913629,147,519,f,0,1,,,,,k127_12913629_1,148,519,protein,CALIN
597839,k127_12913629,1064,1550,f,0,1,,,,,k127_12913629_2,1065,1550,protein,CALIN
597840,k127_12913629,1682,2225,f,0,1,,,,,k127_12913629_3,1683,2225,protein,CALIN
597842,k127_12913629,2836,3061,f,1,1,,,,,k127_12913629_5,2837,3061,protein,CALIN
599288,k127_9570385,391,2623,r,0,1,COG0265,"Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain (DegQ) (PDB:2HGA) (PUBMED:29686141)",1e-45,"Posttranslational modification, protein turnover, chaperones",k127_9570385_2,392,2623,protein,CALIN
599289,k127_9570385,2955,3801,r,0,1,,,,,k127_9570385_3,2956,3801,protein,CALIN
601360,k127_12356475,106,385,f,0,1,,,,,k127_12356475_1,107,385,protein,CALIN
601361,k127_12356475,488,923,f,0,1,,,,,k127_12356475_2,489,923,protein,CALIN
601362,k127_12356475,1004,1607,f,0,1,COG1694,"NTP pyrophosphatase, house-cleaning of non-canonical NTPs (MazG) (PDB:1VMG)",3.3e-12,Defense mechanisms,k127_12356475_3,1005,1607,protein,CALIN
604827,k127_6781019,0,147,f,1,1,,,,,k127_6781019_1,1,147,protein,CALIN
604828,k127_6781019,187,382,f,0,1,COG5450,Transcription regulator of the Arc/MetJ class (VapB6) (PDB:6A7V),4.0000000000000004e-20,Transcription,k127_6781019_2,188,382,protein,CALIN
604829,k127_6781019,378,780,f,0,1,COG1487,"Ribonuclease/mRNA interferase VapC, contains PIN domain (VapC) (PDB:3TND)",1.9e-51,Defense mechanisms,k127_6781019_3,379,780,protein,CALIN
604830,k127_6781019,847,1732,r,0,1,,,,,k127_6781019_4,848,1732,protein,CALIN
604832,k127_6781019,2187,2343,r,1,1,,,,,k127_6781019_6,2188,2343,protein,CALIN
628196,k127_5677769,549,915,f,0,1,,,,,k127_5677769_1,550,915,protein,CALIN
628197,k127_5677769,1052,1337,f,0,1,,,,,k127_5677769_2,1053,1337,protein,CALIN
637559,k127_1214703,1178,2777,r,0,1,COG3593,"Predicted ATP-dependent endonuclease of the OLD family, contains P-loop ATPase and TOPRIM domains (YbjD)",9e-65,"Replication, recombination and repair",k127_1214703_3,1179,2777,protein,CALIN
637560,k127_1214703,2886,3201,r,0,1,,,,,k127_1214703_4,2887,3201,protein,CALIN
637561,k127_1214703,3197,3317,r,0,1,,,,,k127_1214703_5,3198,3317,protein,CALIN
637562,k127_1214703,3306,3774,r,0,1,,,,,k127_1214703_6,3307,3774,protein,CALIN
642172,k127_2892316,134,386,f,0,1,,,,,k127_2892316_1,135,386,protein,CALIN
642173,k127_2892316,557,821,f,0,1,,,,,k127_2892316_2,558,821,protein,CALIN
642174,k127_2892316,906,1251,f,0,1,,,,,k127_2892316_3,907,1251,protein,CALIN
642175,k127_2892316,1198,1792,f,0,1,,,,,k127_2892316_4,1199,1792,protein,CALIN
650554,k127_7346974,1,193,f,1,1,,,,,k127_7346974_1,2,193,protein,CALIN
650555,k127_7346974,201,480,r,0,1,,,,,k127_7346974_2,202,480,protein,CALIN
650556,k127_7346974,577,1201,r,0,1,,,,,k127_7346974_3,578,1201,protein,CALIN
650557,k127_7346974,1387,1687,r,0,1,,,,,k127_7346974_4,1388,1687,protein,CALIN
650558,k127_7346974,1812,2181,r,1,1,,,,,k127_7346974_5,1813,2181,protein,CALIN
658485,k127_5119323,1041,1809,f,0,1,,,,,k127_5119323_2,1042,1809,protein,CALIN
658486,k127_5119323,1944,2550,r,0,1,,,,,k127_5119323_3,1945,2550,protein,CALIN
658487,k127_5119323,2530,2770,r,0,1,COG1396,"Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)",1.3e-23,Transcription,k127_5119323_4,2531,2770,protein,CALIN
658488,k127_5119323,2892,4113,f,0,1,COG0863,DNA modification methylase (YhdJ) (PDB:1BOO),1.0999999999999997e-174,"Replication, recombination and repair",k127_5119323_5,2893,4113,protein,CALIN
658489,k127_5119323,4181,4823,f,0,1,,,,,k127_5119323_6,4182,4823,protein,CALIN
674068,k127_5122162,9305,9899,r,0,1,,,,,k127_5122162_12,9306,9899,protein,CALIN
674069,k127_5122162,10432,10963,r,0,1,,,,,k127_5122162_13,10433,10963,protein,CALIN
674070,k127_5122162,11237,11480,r,0,1,,,,,k127_5122162_14,11238,11480,protein,CALIN
691184,k127_672434,1684,1984,f,0,1,,,,,k127_672434_3,1685,1984,protein,CALIN
691185,k127_672434,1957,2053,r,0,1,,,,,k127_672434_4,1958,2053,protein,CALIN
691186,k127_672434,2134,2329,f,0,1,,,,,k127_672434_5,2135,2329,protein,CALIN
691187,k127_672434,2593,2719,r,0,1,,,,,k127_672434_6,2594,2719,protein,CALIN
691188,k127_672434,2808,3072,f,0,1,COG4115,"Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family (PDB:2A6Q)",1.6e-40,Defense mechanisms,k127_672434_7,2809,3072,protein,CALIN
691189,k127_672434,3447,3885,f,0,1,COG0456,Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE),8.2e-61,"Translation, ribosomal structure and biogenesis",k127_672434_8,3448,3885,protein,CALIN
691190,k127_672434,4021,4435,f,0,1,COG3791,Uncharacterized conserved protein (PDB:1X6M),5.2e-49,Function unknown,k127_672434_9,4022,4435,protein,CALIN
691191,k127_672434,4573,4819,f,0,1,COG5460,"Uncharacterized conserved protein, DUF2164 family",4.3e-27,Function unknown,k127_672434_10,4574,4819,protein,CALIN
691192,k127_672434,5128,5647,f,0,1,,,,,k127_672434_11,5129,5647,protein,CALIN
691193,k127_672434,5725,6220,f,0,1,COG1247,L-amino acid N-acyltransferase MnaT (MnaT) (PDB:3DR6) (PUBMED:27941785),3.8e-54,Amino acid transport and metabolism,k127_672434_12,5726,6220,protein,CALIN
691679,k127_5124735,0,165,f,1,1,,,,,k127_5124735_1,1,165,protein,CALIN
691680,k127_5124735,144,396,r,0,1,,,,,k127_5124735_2,145,396,protein,CALIN
691681,k127_5124735,500,1202,r,0,1,COG1266,"Membrane protease YdiL, CAAX protease family (YdiL)",2.7e-13,"Posttranslational modification, protein turnover, chaperones",k127_5124735_3,501,1202,protein,CALIN
691682,k127_5124735,1342,1924,r,0,1,COG0739,"Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain (NlpD) (PDB:2GU1)",3.6e-48,Cell wall/membrane/envelope biogenesis,k127_5124735_4,1343,1924,protein,CALIN
691683,k127_5124735,2068,2347,r,0,1,,,,,k127_5124735_5,2069,2347,protein,CALIN
691684,k127_5124735,2495,2846,r,0,1,,,,,k127_5124735_6,2496,2846,protein,CALIN
691685,k127_5124735,2913,3057,r,1,1,,,,,k127_5124735_7,2914,3057,protein,CALIN
701354,k127_6797696,1,976,f,1,1,COG3203,Outer membrane porin OmpC/OmpF/PhoE (OmpC) (PDB:1PHO),4.199999999999999e-73,Cell wall/membrane/envelope biogenesis,k127_6797696_1,2,976,protein,CALIN
701363,k127_6797696,9359,9674,r,0,1,COG0599,"Uncharacterized conserved protein YurZ, alkylhydroperoxidase/carboxymuconolactone decarboxylase family (YurZ) (PDB:3BEY)",2.9e-28,General function prediction only,k127_6797696_10,9360,9674,protein,CALIN
701364,k127_6797696,9699,10197,r,0,1,COG4270,Uncharacterized membrane protein,3.7e-57,Function unknown,k127_6797696_11,9700,10197,protein,CALIN
701365,k127_6797696,10284,10635,r,0,1,,,,,k127_6797696_12,10285,10635,protein,CALIN
701366,k127_6797696,10721,11267,r,0,1,,,,,k127_6797696_13,10722,11267,protein,CALIN
702071,k127_12933444,711,1140,f,0,1,,,,,k127_12933444_1,712,1140,protein,CALIN
702072,k127_12933444,1418,1700,r,0,1,,,,,k127_12933444_2,1419,1700,protein,CALIN
702073,k127_12933444,2307,2808,f,0,1,,,,,k127_12933444_3,2308,2808,protein,CALIN
707088,k127_11815389,55,319,f,0,1,COG4115,"Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family (PDB:2A6Q)",2.5e-41,Defense mechanisms,k127_11815389_1,56,319,protein,CALIN
707089,k127_11815389,473,725,f,0,1,COG2161,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",2.5999999999999995e-35,Defense mechanisms,k127_11815389_2,474,725,protein,CALIN
707090,k127_11815389,1132,1480,f,0,1,,,,,k127_11815389_3,1133,1480,protein,CALIN
707091,k127_11815389,1479,2232,f,0,1,,,,,k127_11815389_4,1480,2232,protein,CALIN
707092,k127_11815389,2317,2572,f,0,1,,,,,k127_11815389_5,2318,2572,protein,CALIN
707093,k127_11815389,2710,2983,r,0,1,COG5304,"Predicted DNA binding protein, CopG/RHH family",7.4e-36,Transcription,k127_11815389_6,2711,2983,protein,CALIN
711434,k127_3462019,7824,8223,f,0,1,,,,,k127_3462019_11,7825,8223,protein,CALIN
711435,k127_3462019,8314,8851,f,0,1,COG4333,"Uncharacterized conserved protein, DUF1643 domain",4.4000000000000004e-08,Function unknown,k127_3462019_12,8315,8851,protein,CALIN
711436,k127_3462019,8973,9573,r,0,1,,,,,k127_3462019_13,8974,9573,protein,CALIN
715375,k127_3462891,356,602,r,0,1,COG5302,Post-segregation antitoxin (ccd killing mechanism protein) encoded by the F plasmid (PDB:2ADL),3.1e-25,"Mobilome: prophages, transposons",k127_3462891_2,357,602,protein,CALIN
715376,k127_3462891,825,1041,f,0,1,,,,,k127_3462891_3,826,1041,protein,CALIN
715377,k127_3462891,1202,1715,f,0,1,COG0655,"Multimeric flavodoxin WrbA, includes NAD(P)H:quinone oxidoreductase (WrbA) (PDB:4DY4)",1.3e-33,Energy production and conversion,k127_3462891_4,1203,1715,protein,CALIN
715378,k127_3462891,1848,2223,f,1,1,COG4319,Ketosteroid isomerase homolog YybH (YybH) (PDB:2GXF),1.1000000000000002e-34,General function prediction only,k127_3462891_5,1849,2223,protein,CALIN
718783,k127_1797278,75,324,r,0,1,,,,,k127_1797278_1,76,324,protein,complete
718784,k127_1797278,380,683,f,0,1,,,,,k127_1797278_2,381,683,protein,complete
718785,k127_1797278,761,1772,f,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),1.7999999999999994e-119,"Replication, recombination and repair",k127_1797278_3,762,1772,protein,complete
718788,k127_1797278,3452,5735,r,0,1,COG0380!!!COG0561,"Trehalose-6-phosphate synthase, GT20 family (OtsA) (PDB:1UQT) (PUBMED:28830929)!!!Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases (Cof) (PDB:1YMQ)",5.399999999999997e-305,Carbohydrate transport and metabolism!!!Coenzyme transport and metabolism!!!General function prediction only,k127_1797278_6,3453,5735,protein,complete
722355,k127_6801821,951,1218,f,0,1,,,,,k127_6801821_2,952,1218,protein,complete
722356,k127_6801821,1343,2306,f,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),4.4999999999999986e-120,"Replication, recombination and repair",k127_6801821_3,1344,2306,protein,complete
726270,k127_1798662,1,628,f,1,1,,,,,k127_1798662_1,2,628,protein,CALIN
726271,k127_1798662,759,1176,f,0,1,,,,,k127_1798662_2,760,1176,protein,CALIN
726272,k127_1798662,1288,1942,f,0,1,,,,,k127_1798662_3,1289,1942,protein,CALIN
726273,k127_1798662,2067,2166,f,1,1,,,,,k127_1798662_4,2068,2166,protein,CALIN
763920,k127_7367913,66024,67011,f,0,1,COG4249,"Uncharacterized conserved protein, contains caspase domain (PDB:3UO8)",2.2999999999999993e-159,General function prediction only,k127_7367913_63,66025,67011,protein,CALIN
763921,k127_7367913,67163,67643,f,0,1,,,,,k127_7367913_64,67164,67643,protein,CALIN
763922,k127_7367913,67752,67983,f,0,1,,,,,k127_7367913_65,67753,67983,protein,CALIN
764492,k127_9046445,1,229,r,1,1,,,,,k127_9046445_1,2,229,protein,CALIN
764493,k127_9046445,317,854,r,0,1,COG3153,Predicted N-acetyltransferase YhbS (yhbS) (PDB:4ZBG),6.4999999999999986e-52,General function prediction only,k127_9046445_2,318,854,protein,CALIN
764494,k127_9046445,869,1367,r,0,1,,,,,k127_9046445_3,870,1367,protein,CALIN
764495,k127_9046445,1489,2737,r,0,1,COG1673,"Predicted RNA-binding protein, contains PUA-like EVE domain (PDB:1WMM)",3.2e-09,General function prediction only,k127_9046445_4,1490,2737,protein,CALIN
765492,k127_4029856,19048,19897,r,0,1,,,,,k127_4029856_23,19049,19897,protein,CALIN
765493,k127_4029856,20062,21091,r,0,1,,,,,k127_4029856_24,20063,21091,protein,CALIN
765494,k127_4029856,21256,21769,r,0,1,,,,,k127_4029856_25,21257,21769,protein,CALIN
781309,k127_4032683,0,858,f,1,1,,,,,k127_4032683_1,1,858,protein,CALIN
781310,k127_4032683,933,1257,f,0,1,,,,,k127_4032683_2,934,1257,protein,CALIN
781311,k127_4032683,1360,2215,f,0,1,COG1715,Restriction endonuclease Mrr (Mrr),1.6e-07,Defense mechanisms,k127_4032683_3,1361,2215,protein,CALIN
781312,k127_4032683,2308,3484,f,0,1,COG2865,"Predicted transcriptional regulator, contains HTH domain (PDB:3LMM)",3.4e-53,Transcription,k127_4032683_4,2309,3484,protein,CALIN
781313,k127_4032683,3585,4158,f,0,1,,,,,k127_4032683_5,3586,4158,protein,CALIN
781314,k127_4032683,4237,4516,f,1,1,,,,,k127_4032683_6,4238,4516,protein,CALIN
786514,k127_9603866,2,275,f,1,1,,,,,k127_9603866_1,3,275,protein,CALIN
786515,k127_9603866,384,888,f,0,1,,,,,k127_9603866_2,385,888,protein,CALIN
786516,k127_9603866,2321,3692,f,0,1,COG3666,"Transposase, IS1182 family",1.6999999999999993e-200,"Mobilome: prophages, transposons",k127_9603866_3,2322,3692,protein,CALIN
786871,k127_10167005,291,876,f,0,1,,,,,k127_10167005_2,292,876,protein,CALIN
786872,k127_10167005,814,1498,f,0,1,COG2941,"Demethoxyubiquinone hydroxylase, CLK1/Coq7/Cat5 family (ubiquinone biosynthesis) (Coq7)",2.1e-39,Coenzyme transport and metabolism,k127_10167005_3,815,1498,protein,CALIN
786873,k127_10167005,1615,2086,f,0,1,,,,,k127_10167005_4,1616,2086,protein,CALIN
793444,k127_2921146,1,316,r,1,1,,,,,k127_2921146_1,2,316,protein,CALIN
793445,k127_2921146,394,1057,r,0,1,,,,,k127_2921146_2,395,1057,protein,CALIN
793446,k127_2921146,1096,2083,r,0,1,,,,,k127_2921146_3,1097,2083,protein,CALIN
822112,k127_5713759,1,475,r,1,1,COG1816,Adenosine deaminase (Add) (PDB:1A4L),3.899999999999999e-72,Nucleotide transport and metabolism,k127_5713759_1,2,475,protein,CALIN
822113,k127_5713759,600,978,r,0,1,,,,,k127_5713759_2,601,978,protein,CALIN
822114,k127_5713759,1183,1471,r,0,1,,,,,k127_5713759_3,1184,1471,protein,CALIN
829191,k127_12400013,3620,4286,r,0,1,COG5285,"Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family (PhyH) (PDB:2A1X)",5.799999999999998e-74,"Secondary metabolites biosynthesis, transport and catabolism",k127_12400013_6,3621,4286,protein,CALIN
829192,k127_12400013,4385,4913,r,0,1,,,,,k127_12400013_7,4386,4913,protein,CALIN
829193,k127_12400013,5013,5442,r,0,1,,,,,k127_12400013_8,5014,5442,protein,CALIN
829420,k127_12959588,165,531,f,0,1,COG3324,"Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family (VOC) (PDB:3OXH) (PUBMED:31710815)",6.4e-59,General function prediction only,k127_12959588_1,166,531,protein,CALIN
829421,k127_12959588,626,1118,f,0,1,COG3837,"Uncharacterized conserved protein, cupin superfamily",9.999999999999999e-52,Function unknown,k127_12959588_2,627,1118,protein,CALIN
829422,k127_12959588,1182,1827,f,0,1,,,,,k127_12959588_3,1183,1827,protein,CALIN
829423,k127_12959588,1933,2257,f,0,1,COG3607,"Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family",3.7000000000000007e-10,General function prediction only,k127_12959588_4,1934,2257,protein,CALIN
829424,k127_12959588,2243,2354,r,1,1,,,,,k127_12959588_5,2244,2354,protein,CALIN
835234,k127_6821952,602,1520,f,0,1,COG1715,Restriction endonuclease Mrr (Mrr),9.999999999999998e-93,Defense mechanisms,k127_6821952_2,603,1520,protein,CALIN
835235,k127_6821952,1625,1919,f,0,1,,,,,k127_6821952_3,1626,1919,protein,CALIN
835236,k127_6821952,1887,2127,f,0,1,,,,,k127_6821952_4,1888,2127,protein,CALIN
835237,k127_6821952,2264,2567,f,0,1,,,,,k127_6821952_5,2265,2567,protein,CALIN
843628,k127_11298543,1647,1899,r,0,1,,,,,k127_11298543_4,1648,1899,protein,CALIN
843629,k127_11298543,1927,2791,r,0,1,,,,,k127_11298543_5,1928,2791,protein,CALIN
