bin,depth,Percent Complete,Percent Contamination,Strain Heterogeneity,GC_content,contigs count,Max. contig length (bp),N50 contig length (bp),Mean contig length (bp),bin_size(Mbp),Coding density,Data repository hosting the genome assembly reported in this study,GenBank Accession ID for newly reported draft genomes,Matches Delmont et al. (2017) genome,Matches Tully et al. (2017) genome,Domain,Phylum,Class,Order,Family,Genus,Species,Phylogeny source method,ocean,Total ORFs,Transposases,Integrases,Percent Transposases,Percent Integrases,Highest Relative Abundance,complete genome size (Mbp),tara_station,size_fraction,biofilm_count,percent_biofilm,defense_count,percent_defense,prot,prot_normalized,bact,bact_over_prot,lifestyle
MED-635,DCM,75.74,0.68,100.0,40.34,123,"95,293","26,900","22,120",2.72,94.47,NCBI Assembly,NZHU00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_D,,,Hug et al. phylogenetic marker set,MED,2165,0,2,0.0,0.000923788,tara009_prot_dcm,3.5912331660000003,tara009,prot,0,0.0,35,0.016166281755196306,0.865149158,1.2204137436129276,5.234849221999999,1.2204137436129276,mixed
MED-636,DCM,82.04,4.76,0.0,36.24,129,"91,380","32,368","22,938",2.96,90.93,NCBI Assembly,NZHT00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flammeovirgaceae,novelGenus_D,,Hug et al. phylogenetic marker set,MED,2433,0,1,0.0,0.000411015,tara009_girus_dcm,3.6079960989999997,tara009,girus,0,0.0,51,0.02096177558569667,1.5835206100000003,0.14064732040126948,1.104234421,0.14064732040126948,mixed
MED-641,DCM,88.45,1.68,0.0,38.62,41,"132,097","49,369","34,215",1.4,96.38,NCBI Assembly,NZHP00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_A,,,,Hug et al. phylogenetic marker set,MED,1394,0,3,0.0,0.00215208,tara025_prok_dcm,1.58281515,tara025,prok,2,0.00143472,32,0.02295552367288379,0.185397392,12.508473511190921,11.497780989000002,12.508473511190921,free_living
MED-648,DCM,87.91,1.1,100.0,32.76,113,"81,633","23,277","19,726",2.23,94.65,NCBI Assembly,NZHK00000000,n.a.,n.a.,Bacteria,Marinimicrobia,,,,,,Hug et al. phylogenetic marker set,MED,1999,0,2,0.0,0.0010005,tara007_girus_dcm,2.536685246,tara007,girus,2,0.0010005,30,0.015007503751875938,0.187852201,18.468565995465926,17.201073899000004,18.468565995465926,free_living
MED-649,SRF,92.95,4.55,73.68,30.57,38,"118,319","46,682","35,829",1.36,95.8,NCBI Assembly,NZHJ00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novel_genus,,Alternative phylogenetic marker set,MED,1265,0,2,0.0,0.001581028,tara009_girus_surface,1.4631522319999999,tara009,girus,0,0.0,19,0.015019762845849802,1.0049678050000002,5.257965496557275,26.198473008000004,5.257965496557275,mixed
MED-650,DCM,80.15,4.57,65.22,59.08,87,"60,886","24,584","20,733",1.8,93.24,NCBI Assembly,NZHI00000000,n.a.,n.a.,Bacteria,Cyanobacteria,,Synechoccales,Synechoccaceae,Synechococcus,,Alternative phylogenetic marker set,MED,2048,0,0,0.0,0.0,tara023_prot_dcm,2.245789145,tara023,prot,5,0.002441406,31,0.01513671875,1.995717898,0.6075379626338384,6.011442131,0.6075379626338384,mixed
MED-652,SRF,98.9,5.49,0.0,30.32,67,"175,410","38,666","25,153",1.69,96.04,NCBI Assembly,NZHH00000000,n.a.,TMED65,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,Hug et al. phylogenetic marker set,MED,1780,0,3,0.0,0.0016853929999999999,tara009_prot_surface,1.7087967640000001,tara009,prot,7,0.003932584,36,0.020224719101123594,0.31408059499999996,1.6132409864088746,2.5121551070000003,1.6132409864088746,mixed
MED-653,SRF,93.94,0.42,33.33,54.75,26,"866,309","217,677","134,297",3.49,91.36,NCBI Assembly,NZHG00000000,n.a.,TMED5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Ponticaulis,,Hug et al. phylogenetic marker set,MED,3354,0,9,0.0,0.002683363,tara009_girus_surface,3.715137322,tara009,girus,7,0.00208706,79,0.02355396541443053,0.297664505,0.17656364656334178,0.26057601500000005,0.17656364656334178,mixed
MED-657,SRF,97.8,1.28,0.0,31.08,29,"387,531","165,270","69,951",2.03,95.64,NCBI Assembly,NZHE00000000,TARA_MED_MAG_00001,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,Hug et al. phylogenetic marker set,MED,2363,1,2,0.000423191,0.000846382,tara009_prot_surface,2.0756646219999997,tara009,prot,7,0.002962336,32,0.013542107490478206,0.7480582780000001,0.39639497532194196,1.4701771620000001,0.39639497532194196,mixed
MED-660,DCM,90.65,1.94,0.0,54.19,120,"164,088","62,714","37,990",4.56,89.86,NCBI Assembly,NZHD00000000,n.a.,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,,,,,Hug et al. phylogenetic marker set,MED,3842,1,4,0.000260281,0.001041124,tara023_prot_dcm,5.030336459,tara023,prot,4,0.001041124,98,0.025507548152004164,0.6573250439999997,0.039283152793651695,0.12802436,0.039283152793651695,particle
MED-661,DCM,97.58,2.35,100.0,51.86,156,"316,922","73,101","45,470",7.09,86.19,NCBI Assembly,NZHC00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rhodopirellula,,Hug et al. phylogenetic marker set,MED,5358,5,15,0.000933184,0.0027995520000000003,tara023_prot_dcm,7.265833163,tara023,prot,2,0.000373274,93,0.017357222844344905,1.463715431,0.019979509935251282,0.144993182,0.019979509935251282,particle
MED-665,SRF,96.09,2.46,70.0,53.63,168,"147,743","39,645","29,549",4.96,86.46,NCBI Assembly,NZGY00000000,n.a.,TMED74,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,,Hug et al. phylogenetic marker set,MED,4951,20,16,0.004039588,0.00323167,tara009_prot_surface,5.161827453,tara009,prot,9,0.001817815,83,0.016764290042415673,1.0289223,0.013419863042288475,0.06845997899999999,0.013419863042288475,particle
MED-667,DCM,78.11,1.12,100.0,34.21,89,"82,549","21,872","19,225",1.71,94.27,NCBI Assembly,NZGX00000000,n.a.,TMED87,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,Hug et al. phylogenetic marker set,MED,1640,0,2,0.0,0.001219512,tara030_prot_dcm,2.18922033,tara030,prot,1,0.000609756,20,0.012195121951219513,0.46741157099999997,0.3849196377916513,0.892022124,0.3849196377916513,mixed
MED-668,SRF,92.78,1.68,44.44,44.13,100,"225,042","68,219","43,669",4.37,87.74,NCBI Assembly,NZGW00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,CheckM,MED,3847,19,18,0.004938913,0.004678971,tara007_prot_surface,4.710066825,tara007,prot,14,0.003639199,103,0.02677410969586691,1.198083972,0.146724131525208,0.8715552110000002,0.146724131525208,mixed
MED-670,SRF,70.57,1.69,33.33,53.09,30,"87,616","52,286","43,460",1.3,94.19,NCBI Assembly,NZGU00000000,n.a.,n.a.,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,,,Hug et al. phylogenetic marker set,MED,1185,0,3,0.0,0.0025316460000000002,tara025_prok_surface,1.8421425530000002,tara025,prok,2,0.001687764,15,0.012658227848101266,0.35235104700000003,2.073226192144199,3.6218324150000005,2.073226192144199,mixed
MED-672,DCM,81.24,4.84,88.89,59.63,183,"126,143","26,246","22,095",4.04,90.68,NCBI Assembly,NZGT00000000,n.a.,n.a.,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,,Alternative phylogenetic marker set,MED,3527,0,3,0.0,0.0008505810000000001,tara009_prot_dcm,4.9729197439999995,tara009,prot,4,0.001134108,87,0.02466685568471789,0.41115922299999996,0.0799813095927852,0.16304393400000003,0.0799813095927852,particle
MED-674,SRF,89.97,3.5,0.0,41.61,154,"123,197","28,322","22,606",3.48,91.42,NCBI Assembly,NZGS00000000,n.a.,TMED37,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,novel_genusE10,,Hug et al. phylogenetic marker set,MED,3369,0,3,0.0,0.000890472,tara009_prot_surface,3.867955985,tara009,prot,3,0.000890472,47,0.013950727218759276,0.455506275,4.802952115572949,10.846976995,4.802952115572949,mixed
MED-682,SRF,83.15,3.7,4.55,39.38,125,"116,440","26,525","20,782",2.6,93.2,NCBI Assembly,NZGN00000000,n.a.,TMED111,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,,Hug et al. phylogenetic marker set,MED,2595,1,3,0.000385356,0.001156069,tara007_girus_surface,3.1268791339999997,tara007,girus,3,0.001156069,43,0.016570327552986513,0.29091406499999994,13.578242045440136,19.584584543,13.578242045440136,free_living
MED-689,DCM,84.62,3.3,0.0,29.05,63,"100,093","27,267","21,537",1.36,96.01,NCBI Assembly,NZGH00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,CheckM,MED,1461,1,3,0.0006844630000000001,0.0020533879999999997,tara030_prot_dcm,1.6071850630000002,tara030,prot,4,0.002737851,24,0.01642710472279261,0.466427583,2.023979857788076,4.680545911,2.023979857788076,mixed
MED-690,DCM,90.51,1.88,0.0,43.43,46,"236,416","106,385","52,590",2.42,91.46,NCBI Assembly,NZGG00000000,n.a.,TMED133,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,,,,Hug et al. phylogenetic marker set,MED,2277,1,4,0.000439174,0.0017566970000000002,tara023_prot_dcm,2.673737709,tara023,prot,3,0.001317523,55,0.024154589371980676,0.44569272299999996,0.09290833473093145,0.20530348299999995,0.09290833473093145,particle
MED-692,DCM,92.2,1.08,0.0,52.09,84,"120,382","40,344","28,438",2.39,95.59,NCBI Assembly,NZGF00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,,,Hug et al. phylogenetic marker set,MED,2004,0,1,0.0,0.000499002,tara023_prot_dcm,2.5921908890000003,tara023,prot,2,0.000998004,40,0.01996007984031936,0.3534877600000001,0.25013808391666253,0.438389655,0.25013808391666253,mixed
MED-694,SRF,83.61,0.84,0.0,38.87,75,"88,266","23,603","21,491",1.61,90.47,NCBI Assembly,NZGE00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Magnetococcales,,,,Hug et al. phylogenetic marker set,MED,1627,0,4,0.0,0.002458513,tara007_girus_surface,1.925606985,tara007,girus,5,0.0030731409999999997,17,0.010448678549477565,0.034858631,0.6880655129893565,0.11891762199999999,0.6880655129893565,mixed
MED-697,DCM,88.6,4.71,0.0,51.76,314,"169,231","34,947","24,782",7.78,87.12,NCBI Assembly,NZGD00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rhodopirellula,,Alternative phylogenetic marker set,MED,6081,12,22,0.00197336,0.0036178259999999998,tara007_prot_dcm,8.781038375,tara007,prot,4,0.000657787,116,0.019075809899687553,0.3500161900000001,0.13489452240875538,0.234093064,0.13489452240875538,mixed
MED-698,DCM,89.88,2.53,10.0,51.54,105,"217,339","59,504","30,556",3.21,89.37,NCBI Assembly,NZGC00000000,n.a.,TMED95,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,,,,Hug et al. phylogenetic marker set,MED,2882,1,3,0.000346981,0.001040944,tara007_girus_dcm,3.571428571,tara007,girus,4,0.001387925,86,0.029840388619014575,0.047366906,1.2286227109141414,0.28853576599999997,1.2286227109141414,mixed
MED-702,DCM,93.99,2.87,88.89,58.38,114,"140,899","35,583","27,557",3.14,92.58,NCBI Assembly,NZFY00000000,TARA_ASW_MAG_00016,TMED31,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,,Hug et al. phylogenetic marker set,MED,3054,0,3,0.0,0.000982318,tara007_prot_dcm,3.3407809339999996,tara007,prot,4,0.001309758,63,0.0206286836935167,0.7831050340000002,0.4707556433934234,1.827770438,0.4707556433934234,mixed
MED-703,DCM,90.91,3.41,0.0,45.1,87,"92,627","31,039","22,267",1.94,93.82,NCBI Assembly,NZFX00000000,n.a.,n.a.,Bacteria,Planctomycetes,Phycisphaerae,JL-ENTP-F27,,,,Hug et al. phylogenetic marker set,MED,1709,0,2,0.0,0.001170275,tara009_girus_dcm,2.13397866,tara009,girus,0,0.0,30,0.017554125219426564,0.097661729,1.408687789298734,0.6820956139999999,1.408687789298734,mixed
MED-704,DCM,88.97,0.0,0.0,29.47,38,"262,255","55,811","36,359",1.38,95.57,NCBI Assembly,NZFW00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,,Hug et al. phylogenetic marker set,MED,1324,0,2,0.0,0.001510574,tara009_girus_dcm,1.551084635,tara009,girus,1,0.000755287,23,0.017371601208459216,0.11521566800000001,6.915938556539306,3.950651914999999,6.915938556539306,mixed
MED-705,DCM,74.53,0.0,0.0,48.22,71,"85,730","36,045","25,457",1.81,94.72,NCBI Assembly,NZFV00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,novelFamily_D,,,Hug et al. phylogenetic marker set,MED,1484,0,1,0.0,0.000673854,tara009_girus_dcm,2.428552261,tara009,girus,0,0.0,19,0.012803234501347708,0.27433476500000004,0.7119391189546539,0.9683443030000001,0.7119391189546539,mixed
MED-707,DCM,75.2,0.0,0.0,42.77,74,"82,561","29,043","22,690",1.68,96.06,NCBI Assembly,NZFU00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,,,,CheckM,MED,1383,0,0,0.0,0.0,tara009_girus_dcm,2.234042553,tara009,girus,0,0.0,16,0.011569052783803326,0.03968325000000001,3.952816095563911,0.777714042,3.952816095563911,mixed
MED-708,DCM,94.32,4.08,80.0,66.13,133,"100,296","30,393","26,090",3.47,90.65,NCBI Assembly,NZFT00000000,n.a.,n.a.,Bacteria,Planctomycetes,Phycisphaerae,Urania1B19,,,,Hug et al. phylogenetic marker set,MED,2849,0,3,0.0,0.001053001,tara023_prot_dcm,3.678965225,tara023,prot,0,0.0,63,0.022113022113022112,1.3589622719999996,0.04976782886038992,0.335322112,0.04976782886038992,particle
MED-715,DCM,94.51,1.1,0.0,29.48,46,"84,211","36,261","28,416",1.31,96.49,NCBI Assembly,NZFP00000000,n.a.,TMED195,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,Hug et al. phylogenetic marker set,MED,1438,0,1,0.0,0.00069541,tara030_prot_dcm,1.386096709,tara030,prot,2,0.001390821,21,0.014603616133518776,0.9593273020000002,2.255700110609461,10.728876926,2.255700110609461,mixed
MED-716,DCM,95.85,0.5,100.0,45.99,21,"281,254","224,842","144,120",3.03,86.16,NCBI Assembly,NZFO00000000,TARA_MED_MAG_00006,TMED8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetovibrio,,Hug et al. phylogenetic marker set,MED,2799,0,3,0.0,0.001071811,tara030_prot_dcm,3.161189358,tara030,prot,3,0.001071811,40,0.01429081814933905,0.13344503400000002,0.9364967869883131,0.6196048470000001,0.9364967869883131,mixed
MED-717,SRF,86.02,4.35,100.0,57.43,24,"157,143","81,903","68,206",1.64,93.06,NCBI Assembly,NZFM00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,SAR116cluster,,,Hug et al. phylogenetic marker set,MED,1597,0,2,0.0,0.0012523480000000001,tara030_prot_surface,1.906533364,tara030,prot,1,0.0006261740000000001,24,0.015028177833437696,1.684085934,0.4375552088270447,3.6534503089999997,0.4375552088270447,mixed
MED-719,DCM,86.49,2.27,90.0,47.78,35,"343,595","165,518","116,666",4.08,90.41,NCBI Assembly,NZFL00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Pedosphaera,OPB35soil,,Hug et al. phylogenetic marker set,MED,3288,3,4,0.000912409,0.001216545,tara023_prot_dcm,4.717308359,tara023,prot,1,0.000304136,70,0.021289537712895375,2.4793728059999998,0.2675093162717054,3.2884166839999995,0.2675093162717054,mixed
MED-721,SRF,77.47,1.1,100.0,30.74,53,"82,517","46,047","32,412",1.72,94.66,NCBI Assembly,NZFK00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,CheckM,MED,1588,0,3,0.0,0.001889169,tara030_prok_surface,2.220214276,tara030,prok,0,0.0,16,0.010075566750629723,0.11418311599999999,3.0325259796569934,1.7167715940000003,3.0325259796569934,mixed
MED-725,DCM,72.19,0.0,0.0,54.03,17,"216,345","118,918","80,341",1.37,93.15,NCBI Assembly,NZFF00000000,TARA_MED_MAG_00057,TMED143,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,novel_genusE6,,Hug et al. phylogenetic marker set,MED,1325,0,2,0.0,0.001509434,tara023_prot_dcm,1.8977697740000001,tara023,prot,1,0.000754717,23,0.017358490566037735,0.5030562989999999,0.3161877019096923,0.7886197760000002,0.3161877019096923,mixed
MED-728,DCM,98.1,1.27,50.0,61.37,49,"414,128","161,090","105,377",5.16,88.16,NCBI Assembly,NZFD00000000,n.a.,TMED4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,,Hug et al. phylogenetic marker set,MED,4956,15,23,0.0030266340000000003,0.004640839,tara023_prot_dcm,5.259938838,tara023,prot,7,0.001412429,117,0.02360774818401937,1.1881964939999998,0.12299837775791321,0.7245923559999999,0.12299837775791321,mixed
MED-730,SRF,90.94,3.18,57.14,56.43,43,"134,370","41,153","34,390",1.48,93.94,NCBI Assembly,NZFC00000000,n.a.,TMED29,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,novel_genusE6,,Hug et al. phylogenetic marker set,MED,1471,0,4,0.0,0.002719239,tara007_girus_surface,1.6274466680000002,tara007,girus,1,0.00067981,22,0.01495581237253569,0.4943913020000001,1.107781081875655,2.715381556,1.107781081875655,mixed
MED-732,SRF,80.34,4.61,77.78,40.68,59,"76,096","32,535","27,025",1.59,93.02,NCBI Assembly,NZFB00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Crenotrichaceae,Balneola,,Hug et al. phylogenetic marker set,MED,1333,0,1,0.0,0.000750188,tara030_prok_surface,1.979088872,tara030,prok,1,0.000750188,25,0.018754688672168042,0.569461329,1.6649919468659702,4.700915803000001,1.6649919468659702,mixed
MED-739,SRF,95.77,5.41,100.0,38.42,37,"84,137","49,477","35,479",1.31,94.35,NCBI Assembly,NZFA00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,novelGenus_A,,Hug et al. phylogenetic marker set,MED,1209,0,2,0.0,0.00165426,tara007_girus_surface,1.367860499,tara007,girus,0,0.0,10,0.008271298593879239,0.19516144400000002,3.7350117207613582,3.6140328009999996,3.7350117207613582,mixed
MED-740,DCM,78.96,1.94,0.0,31.05,39,"49,336","32,293","24,247",0.95,92.41,NCBI Assembly,NZEZ00000000,n.a.,n.a.,Archaea,Thaumarchaeota,,,,,,Hug et al. phylogenetic marker set,MED,1208,0,0,0.0,0.0,tara009_girus_dcm,1.203140831,tara009,girus,0,0.0,14,0.011589403973509934,0.916461511,8.128228114964902,36.93313826900001,8.128228114964902,mixed
MED-743,SRF,82.93,4.0,0.0,40.84,80,"143,358","44,000","24,220",1.94,95.96,NCBI Assembly,NZEY00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,novelFamily_H,,,Hug et al. phylogenetic marker set,MED,1730,0,2,0.0,0.001156069,tara018_prok_surface,2.33932232,tara018,prok,0,0.0,24,0.013872832369942197,0.227790131,2.2634028924930405,2.556247314,2.2634028924930405,mixed
MED-745,DCM,80.24,1.68,0.0,45.01,187,"64,798","18,715","16,699",3.12,87.75,NCBI Assembly,NZEX00000000,n.a.,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324cluster,,,,Hug et al. phylogenetic marker set,MED,2941,1,4,0.00034002,0.001360082,tara023_prot_dcm,3.888334995,tara023,prot,0,0.0,39,0.013260795647738865,6.260479058999998,0.1842697872509456,5.719628212999999,0.1842697872509456,mixed
MED-746,DCM,96.7,6.59,75.0,27.62,46,"160,976","48,332","36,395",1.67,96.84,NCBI Assembly,PAHD00000000,n.a.,n.a.,Bacteria,Marinimicrobia,,,,,,Hug et al. phylogenetic marker set,MED,1527,0,2,0.0,0.001309758,tara018_prok_dcm,1.726990693,tara018,prok,1,0.000654879,24,0.015717092337917484,0.05329484300000001,35.05040279431963,9.261563281,35.05040279431963,free_living
MED-752,SRF,94.79,2.97,55.56,42.49,25,"562,736","226,054","101,788",2.54,92.59,NCBI Assembly,NZEW00000000,TARA_MED_MAG_00102,TMED27,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,,Micavibrio,,Hug et al. phylogenetic marker set,MED,2506,4,8,0.001596169,0.003192338,tara007_girus_surface,2.679607554,tara007,girus,6,0.0023942539999999997,49,0.019553072625698324,0.05367274200000001,1.313927544743556,0.34964820100000005,1.313927544743556,mixed
MED-753,SRF,76.94,1.14,0.0,36.28,35,"159,008","65,177","33,101",1.16,94.85,NCBI Assembly,NZEV00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,,Hug et al. phylogenetic marker set,MED,1166,0,0,0.0,0.0,tara009_girus_surface,1.5076683130000001,tara009,girus,1,0.000857633,15,0.012864493996569469,0.036057257999999995,0.6472422548298674,0.11570860499999998,0.6472422548298674,mixed
MED-754,DCM,72.59,1.91,18.18,41.41,63,"118,694","43,788","29,586",1.86,90.25,NCBI Assembly,NZEU00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE3,,Hug et al. phylogenetic marker set,MED,1804,0,1,0.0,0.000554324,tara030_prot_dcm,2.56233641,tara030,prot,1,0.000554324,24,0.013303769401330377,0.25172750200000005,1.1283774401544366,1.4082869630000001,1.1283774401544366,mixed
MED-756,DCM,86.83,1.74,0.0,58.43,163,"65,923","21,864","18,383",3.0,91.25,NCBI Assembly,PAHJ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,,Geminicoccus,,Hug et al. phylogenetic marker set,MED,2670,0,3,0.0,0.0011235960000000001,tara023_prot_dcm,3.455027064,tara023,prot,4,0.0014981270000000001,43,0.01610486891385768,0.460574301,0.09834198921901106,0.224566406,0.09834198921901106,particle
MED-757,SRF,92.31,4.95,0.0,29.62,78,"98,117","34,114","25,002",1.95,96.69,NCBI Assembly,PAHI00000000,n.a.,n.a.,Bacteria,Marinimicrobia,,,,,,Hug et al. phylogenetic marker set,MED,1848,0,2,0.0,0.001082251,tara030_prok_surface,2.112447189,tara030,prok,1,0.000541126,24,0.012987012987012988,0.034779135999999995,7.818001240493718,1.3480953850000001,7.818001240493718,mixed
MED-759,SRF,89.74,3.21,93.33,50.6,31,"211,681","84,972","57,702",1.79,94.42,NCBI Assembly,PAHG00000000,n.a.,TMED33,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,Hug et al. phylogenetic marker set,MED,1812,0,2,0.0,0.001103753,tara009_prot_surface,1.994651215,tara009,prot,3,0.001655629,30,0.016556291390728478,0.15390413399999997,1.5080601714165582,1.150734288,1.5080601714165582,mixed
MED-766,SRF,93.27,3.91,90.0,33.75,39,"384,135","87,336","41,226",1.61,95.12,NCBI Assembly,PAHC00000000,TARA_MED_MAG_00064,TMED227,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,novel_genusE7,,Hug et al. phylogenetic marker set,MED,1675,0,4,0.0,0.00238806,tara025_prok_surface,1.726171331,tara025,prok,0,0.0,21,0.01253731343283582,0.098328675,5.692789948249743,2.7753096430000004,5.692789948249743,mixed
MED-768,DCM,76.36,1.83,0.0,40.17,119,"47,804","14,763","14,008",1.67,93.13,NCBI Assembly,PAHB00000000,n.a.,n.a.,Bacteria,Proteobacteria,novelClass_B,,,,,Hug et al. phylogenetic marker set,MED,1633,0,4,0.0,0.002449479,tara030_prot_dcm,2.187008905,tara030,prot,3,0.00183711,29,0.017758726270667484,0.208367674,2.030644162135553,2.0978298890000002,2.030644162135553,mixed
MED-769,SRF,81.93,4.67,0.0,28.68,48,"135,183","30,066","26,328",1.26,96.39,NCBI Assembly,PAGZ00000000,n.a.,TMED196,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,,Hug et al. phylogenetic marker set,MED,1335,0,1,0.0,0.0007490639999999999,tara018_prok_surface,1.537898206,tara018,prok,1,0.0007490639999999999,17,0.012734082397003745,0.581470575,2.993380906057886,8.629702509,2.993380906057886,mixed
MED-775,DCM,70.31,1.05,100.0,39.07,114,"86,852","19,622","17,278",1.97,89.14,NCBI Assembly,PAGW00000000,n.a.,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324cluster,,,,Hug et al. phylogenetic marker set,MED,1735,1,3,0.000576369,0.0017291070000000001,tara009_girus_dcm,2.8018774,tara009,girus,2,0.001152738,30,0.01729106628242075,2.0911347570000003,1.0724540073829707,11.119027261,1.0724540073829707,mixed
MED-778,SRF,94.78,4.31,93.33,42.27,31,"130,129","64,240","46,238",1.43,92.69,NCBI Assembly,PAGU00000000,n.a.,TMED47,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE4,,Hug et al. phylogenetic marker set,MED,1335,0,1,0.0,0.0007490639999999999,tara025_prok_surface,1.5087571219999998,tara025,prok,0,0.0,14,0.010486891385767791,0.04959572599999999,4.589008676417117,1.128415983,4.589008676417117,mixed
MED-779,SRF,84.56,4.41,11.11,30.48,74,"71,176","25,565","21,159",1.57,95.69,NCBI Assembly,PAGT00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,,,,CheckM,MED,1471,0,1,0.0,0.00067981,tara018_prok_surface,1.85666982,tara018,prok,0,0.0,31,0.02107409925220938,0.09220429199999998,12.902868506631755,5.8985261200000005,12.902868506631755,free_living
MED-792,SRF,94.66,8.8,100.0,50.86,32,"375,574","119,749","67,656",2.17,93.33,NCBI Assembly,PAGJ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Hug et al. phylogenetic marker set,MED,2197,0,2,0.0,0.000910332,tara025_prok_surface,2.2924149590000003,tara025,prok,3,0.001365498,28,0.012744651797906235,0.169005948,3.275468864452642,2.744615825000001,3.275468864452642,mixed
MED-796,SRF,94.85,5.28,91.67,35.52,61,"116,981","49,165","36,162",2.21,91.08,NCBI Assembly,PAHA00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,,Hug et al. phylogenetic marker set,MED,1925,0,2,0.0,0.0010389610000000001,tara009_prot_surface,2.329994729,tara009,prot,0,0.0,36,0.0187012987012987,0.178797566,1.979080716780822,1.754410459,1.979080716780822,mixed
