gene_callers_id,contig,start,stop,direction,partial,call_type,accession,gene_function,e_value,category,element,cassette_begin,cassette_end,type_molecule,from_integron_type,ocean
951146,c_118202,142463,142718,r,0,1,COG4115,"Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family (PDB:2A6Q)",8.999999999999996e-36,Defense mechanisms,118202_118,142464,142718,protein,CALIN,CPC
951147,c_118202,142714,142966,r,0,1,COG2161,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",2.5999999999999998e-27,Defense mechanisms,118202_119,142715,142966,protein,CALIN,CPC
951148,c_118202,143109,143310,f,0,1,,,,,118202_120,143110,143310,protein,CALIN,CPC
951149,c_118202,143569,144562,f,0,1,COG2267,"Lysophospholipase, alpha-beta hydrolase superfamily (PldB) (PDB:5O7G)",1.9e-28,Lipid transport and metabolism,118202_121,143570,144562,protein,CALIN,CPC
951151,c_118202,145243,146083,f,0,1,COG1266,"Membrane protease YdiL, CAAX protease family (YdiL)",3.3999999999999997e-31,"Posttranslational modification, protein turnover, chaperones",118202_122,145244,146083,protein,CALIN,CPC
954358,c_MHASMcontig_150,1,139,r,1,1,,,,,MHASMcontig_150_1,2,139,protein,CALIN,CPC
954359,c_MHASMcontig_150,376,832,f,0,1,,,,,MHASMcontig_150_2,377,832,protein,CALIN,CPC
954360,c_MHASMcontig_150,1008,1350,f,0,1,,,,,MHASMcontig_150_3,1009,1350,protein,CALIN,CPC
954361,c_MHASMcontig_150,1516,2128,f,1,1,COG3540,Phosphodiesterase/alkaline phosphatase D (PhoD) (PDB:2YEQ),3.1e-37,Inorganic ion transport and metabolism,MHASMcontig_150_4,1517,2128,protein,CALIN,CPC
957386,c_MHASMcontig_1542,828,1290,r,0,1,,,,,MHASMcontig_1542_2,829,1290,protein,CALIN,CPC
957387,c_MHASMcontig_1542,1342,1759,r,0,1,,,,,MHASMcontig_1542_3,1343,1759,protein,CALIN,CPC
957388,c_MHASMcontig_1542,1840,2401,r,0,1,,,,,MHASMcontig_1542_4,1841,2401,protein,CALIN,CPC
957389,c_MHASMcontig_1542,2489,2882,r,0,1,,,,,MHASMcontig_1542_5,2490,2882,protein,CALIN,CPC
958058,c_MHASMcontig_1824,171,498,r,0,1,,,,,MHASMcontig_1824_1,172,498,protein,CALIN,CPC
958059,c_MHASMcontig_1824,1173,1617,r,0,1,,,,,MHASMcontig_1824_2,1174,1617,protein,CALIN,CPC
958060,c_MHASMcontig_1824,1849,2140,r,0,1,,,,,MHASMcontig_1824_3,1850,2140,protein,CALIN,CPC
958061,c_MHASMcontig_1824,2470,2791,r,0,1,,,,,MHASMcontig_1824_4,2471,2791,protein,CALIN,CPC
959036,c_MHASMcontig_2277,2876,3842,f,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),1.7e-114,"Replication, recombination and repair",MHASMcontig_2277_7,2877,3842,protein,In0,CPC
963554,c_MHASMcontig_4007,2075,3296,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),5.499999999999997e-54,"Replication, recombination and repair",MHASMcontig_4007_5,2076,3296,protein,In0,CPC
963799,c_MHASMcontig_4136,231,888,r,0,1,,,,,MHASMcontig_4136_1,232,888,protein,CALIN,CPC
963800,c_MHASMcontig_4136,1008,1323,r,0,1,,,,,MHASMcontig_4136_2,1009,1323,protein,CALIN,CPC
963801,c_MHASMcontig_4136,1406,2078,r,0,1,,,,,MHASMcontig_4136_3,1407,2078,protein,CALIN,CPC
963802,c_MHASMcontig_4136,2203,2434,r,0,1,,,,,MHASMcontig_4136_4,2204,2434,protein,CALIN,CPC
963803,c_MHASMcontig_4136,2512,4039,r,0,1,,,,,MHASMcontig_4136_5,2513,4039,protein,CALIN,CPC
963804,c_MHASMcontig_4136,4123,4636,r,0,1,,,,,MHASMcontig_4136_6,4124,4636,protein,CALIN,CPC
963805,c_MHASMcontig_4136,4694,5735,r,0,1,,,,,MHASMcontig_4136_7,4695,5735,protein,CALIN,CPC
969165,c_MHASMcontig_6572,0,978,f,1,1,COG1278!!!COG3063,"Cold shock protein, CspA family (CspC) (PDB:1C9O)!!!Type IV pilus assembly protein PilF/PilW (PilF) (PDB:2VQ2) (PUBMED:16403447)",3.6e-08,Transcription!!!Cell motility!!!Extracellular structures,MHASMcontig_6572_1,1,978,protein,CALIN,CPC
969166,c_MHASMcontig_6572,1073,2018,f,0,1,,,,,MHASMcontig_6572_2,1074,2018,protein,CALIN,CPC
969167,c_MHASMcontig_6572,2102,2534,f,0,1,,,,,MHASMcontig_6572_3,2103,2534,protein,CALIN,CPC
970497,c_MHASMcontig_7197,118,739,f,0,1,,,,,MHASMcontig_7197_1,119,739,protein,CALIN,CPC
970498,c_MHASMcontig_7197,879,1257,f,0,1,,,,,MHASMcontig_7197_2,880,1257,protein,CALIN,CPC
970499,c_MHASMcontig_7197,1389,1650,f,0,1,,,,,MHASMcontig_7197_3,1390,1650,protein,CALIN,CPC
970500,c_MHASMcontig_7197,1616,1973,f,0,1,,,,,MHASMcontig_7197_4,1617,1973,protein,CALIN,CPC
970501,c_MHASMcontig_7197,2083,2497,f,0,1,COG0456,Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE),9.099999999999995e-62,"Translation, ribosomal structure and biogenesis",MHASMcontig_7197_5,2084,2497,protein,CALIN,CPC
971684,c_MHASMcontig_7699,506,1316,r,0,1,COG0596,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)",2.1e-17,Coenzyme transport and metabolism!!!General function prediction only,MHASMcontig_7699_2,507,1316,protein,CALIN,CPC
971685,c_MHASMcontig_7699,1423,1855,r,0,1,,,,,MHASMcontig_7699_3,1424,1855,protein,CALIN,CPC
971686,c_MHASMcontig_7699,2018,2291,r,0,1,,,,,MHASMcontig_7699_4,2019,2291,protein,CALIN,CPC
977058,c_MHASMcontig_9937,676,1675,f,0,1,,,,,MHASMcontig_9937_2,677,1675,protein,CALIN,CPC
977059,c_MHASMcontig_9937,1799,2231,f,0,1,,,,,MHASMcontig_9937_3,1800,2231,protein,CALIN,CPC
977060,c_MHASMcontig_9937,2330,2747,f,1,1,COG1814,"Predicted Fe2+/Mn2+ transporter, VIT1/CCC1 family (Ccc1) (PDB:6IU3)",3.600000000000001e-58,Inorganic ion transport and metabolism,MHASMcontig_9937_4,2331,2747,protein,CALIN,CPC
980536,c_MHASMcontig_11495,543,1512,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),3.8999999999999995e-111,"Replication, recombination and repair",MHASMcontig_11495_2,544,1512,protein,In0,CPC
984374,c_MHASMcontig_13070,2,299,r,1,1,,,,,MHASMcontig_13070_1,3,299,protein,CALIN,CPC
984375,c_MHASMcontig_13070,381,1110,r,0,1,,,,,MHASMcontig_13070_2,382,1110,protein,CALIN,CPC
984376,c_MHASMcontig_13070,1202,1883,r,0,1,,,,,MHASMcontig_13070_3,1203,1883,protein,CALIN,CPC
984377,c_MHASMcontig_13070,1991,2252,r,1,1,,,,,MHASMcontig_13070_4,1992,2252,protein,CALIN,CPC
986309,c_MHASMcontig_13935,181,478,r,0,1,COG3093,"Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain (VapI) (PDB:4MCT)",2.4e-24,Defense mechanisms,MHASMcontig_13935_1,182,478,protein,CALIN,CPC
986310,c_MHASMcontig_13935,488,770,r,0,1,COG3549,Plasmid maintenance system killer protein (HigB),9.7e-31,Defense mechanisms,MHASMcontig_13935_2,489,770,protein,CALIN,CPC
986311,c_MHASMcontig_13935,931,1453,r,0,1,,,,,MHASMcontig_13935_3,932,1453,protein,CALIN,CPC
986312,c_MHASMcontig_13935,1475,2006,r,1,1,,,,,MHASMcontig_13935_4,1476,2006,protein,CALIN,CPC
986506,c_MHASMcontig_14039,635,998,f,0,1,,,,,MHASMcontig_14039_2,636,998,protein,CALIN,CPC
986507,c_MHASMcontig_14039,1077,1419,f,0,1,,,,,MHASMcontig_14039_3,1078,1419,protein,CALIN,CPC
986508,c_MHASMcontig_14039,1494,2394,f,0,1,,,,,MHASMcontig_14039_4,1495,2394,protein,CALIN,CPC
986790,c_MHASMcontig_14167,1523,2345,f,0,1,,,,,MHASMcontig_14167_3,1524,2345,protein,CALIN,CPC
986791,c_MHASMcontig_14167,2414,3149,f,0,1,,,,,MHASMcontig_14167_4,2415,3149,protein,CALIN,CPC
986792,c_MHASMcontig_14167,3248,3548,f,0,1,,,,,MHASMcontig_14167_5,3249,3548,protein,CALIN,CPC
986793,c_MHASMcontig_14167,3699,4284,f,0,1,,,,,MHASMcontig_14167_6,3700,4284,protein,CALIN,CPC
986794,c_MHASMcontig_14167,4390,4969,f,0,1,,,,,MHASMcontig_14167_7,4391,4969,protein,CALIN,CPC
986993,c_MHASMcontig_14245,1012,1966,f,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),2.0999999999999996e-117,"Replication, recombination and repair",MHASMcontig_14245_3,1013,1966,protein,In0,CPC
993467,c_MHASMcontig_17246,214,736,r,0,1,,,,,MHASMcontig_17246_1,215,736,protein,CALIN,CPC
993470,c_MHASMcontig_17246,4049,4130,r,1,1,,,,,MHASMcontig_17246_4,4050,4130,protein,CALIN,CPC
995183,c_MHASMcontig_18132,1882,2188,r,0,1,,,,,MHASMcontig_18132_3,1883,2188,protein,CALIN,CPC
995184,c_MHASMcontig_18132,2289,2733,r,0,1,,,,,MHASMcontig_18132_4,2290,2733,protein,CALIN,CPC
998429,c_MHASMcontig_19644,348,1311,f,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),1.1999999999999992e-123,"Replication, recombination and repair",MHASMcontig_19644_1,349,1311,protein,In0,CPC
1015429,c_MHASMcontig_27106,136206,136884,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),8.499999999999996e-81,"Replication, recombination and repair",MHASMcontig_27106_113,136207,136884,protein,In0,CPC
1018199,c_MHASMcontig_28004,134182,134929,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),1.6e-56,"Replication, recombination and repair",MHASMcontig_28004_127,134183,134929,protein,In0,CPC
1021396,c_MHASMcontig_29478,80,1094,r,0,1,,,,,MHASMcontig_29478_1,81,1094,protein,CALIN,CPC
1021397,c_MHASMcontig_29478,1074,1530,r,0,1,,,,,MHASMcontig_29478_2,1075,1530,protein,CALIN,CPC
1021398,c_MHASMcontig_29478,1630,1855,r,0,1,,,,,MHASMcontig_29478_3,1631,1855,protein,CALIN,CPC
1022690,c_MHASMcontig_30049,163,643,f,0,1,,,,,MHASMcontig_30049_1,164,643,protein,CALIN,CPC
1022691,c_MHASMcontig_30049,768,1341,f,0,1,,,,,MHASMcontig_30049_2,769,1341,protein,CALIN,CPC
1022692,c_MHASMcontig_30049,1384,1729,f,0,1,,,,,MHASMcontig_30049_3,1385,1729,protein,CALIN,CPC
1022693,c_MHASMcontig_30049,1885,2734,f,0,1,,,,,MHASMcontig_30049_4,1886,2734,protein,CALIN,CPC
1022694,c_MHASMcontig_30049,2844,3285,f,0,1,,,,,MHASMcontig_30049_5,2845,3285,protein,CALIN,CPC
1022695,c_MHASMcontig_30049,3384,3957,f,0,1,,,,,MHASMcontig_30049_6,3385,3957,protein,CALIN,CPC
1022696,c_MHASMcontig_30049,4103,4448,f,0,1,,,,,MHASMcontig_30049_7,4104,4448,protein,CALIN,CPC
1022697,c_MHASMcontig_30049,4462,5077,f,0,1,,,,,MHASMcontig_30049_8,4463,5077,protein,CALIN,CPC
1022698,c_MHASMcontig_30049,5203,5950,f,0,1,,,,,MHASMcontig_30049_9,5204,5950,protein,CALIN,CPC
1022699,c_MHASMcontig_30049,6057,6867,f,0,1,,,,,MHASMcontig_30049_10,6058,6867,protein,CALIN,CPC
1022700,c_MHASMcontig_30049,7037,8522,f,0,1,COG4916,Uncharacterized conserved protein,3.4e-42,Function unknown,MHASMcontig_30049_11,7038,8522,protein,CALIN,CPC
1023883,c_MHASMcontig_30581,497,911,f,0,1,,,,,MHASMcontig_30581_1,498,911,protein,CALIN,CPC
1023884,c_MHASMcontig_30581,1076,1364,f,0,1,,,,,MHASMcontig_30581_2,1077,1364,protein,CALIN,CPC
1023885,c_MHASMcontig_30581,1684,2578,f,0,1,,,,,MHASMcontig_30581_3,1685,2578,protein,CALIN,CPC
1023886,c_MHASMcontig_30581,2814,3162,f,0,1,COG0662,"Mannose-6-phosphate isomerase, cupin superfamily (ManC) (PDB:1IPJ)",4.2e-36,Carbohydrate transport and metabolism,MHASMcontig_30581_4,2815,3162,protein,CALIN,CPC
1032597,c_MHASMcontig_34490,695,1658,f,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),2.8999999999999984e-119,"Replication, recombination and repair",MHASMcontig_34490_2,696,1658,protein,In0,CPC
1034635,c_MHASMcontig_35396,1442,1814,f,0,1,,,,,MHASMcontig_35396_3,1443,1814,protein,CALIN,CPC
1034636,c_MHASMcontig_35396,1901,2567,f,0,1,,,,,MHASMcontig_35396_4,1902,2567,protein,CALIN,CPC
1034637,c_MHASMcontig_35396,2696,3266,f,0,1,,,,,MHASMcontig_35396_5,2697,3266,protein,CALIN,CPC
1034638,c_MHASMcontig_35396,3678,3939,f,1,1,,,,,MHASMcontig_35396_6,3679,3939,protein,CALIN,CPC
1035829,c_MHASMcontig_35935,142,352,f,0,1,,,,,MHASMcontig_35935_1,143,352,protein,CALIN,CPC
1035830,c_MHASMcontig_35935,469,1879,f,0,1,COG1680!!!COG5010,"CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)!!!Flp pilus assembly protein TadD, contains TPR repeats (TadD) (PDB:3WXX)",9.199999999999996e-122,"Defense mechanisms!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",MHASMcontig_35935_2,470,1879,protein,CALIN,CPC
1035832,c_MHASMcontig_35935,3011,4034,r,1,1,COG0457,Tetratricopeptide (TPR) repeat (TPR) (PDB:3AS4),1.3e-93,General function prediction only,MHASMcontig_35935_4,3012,4034,protein,CALIN,CPC
1043561,c_MHASMcontig_39405,3296,4247,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),5.299999999999998e-97,"Replication, recombination and repair",MHASMcontig_39405_4,3297,4247,protein,complete,CPC
1043562,c_MHASMcontig_39405,4552,5173,f,0,1,,,,,MHASMcontig_39405_5,4553,5173,protein,complete,CPC
1043563,c_MHASMcontig_39405,5233,5713,f,0,1,COG3236,"N-glycosidase YbiA/RibX (riboflavin biosynthesis, damage control), NADAR superfamily (RibX) (PDB:2B3W) (PUBMED:22399070;25431972)",1.1e-58,Coenzyme transport and metabolism!!!Defense mechanisms,MHASMcontig_39405_6,5234,5713,protein,complete,CPC
1045206,c_MHASMcontig_40110,625,1048,f,0,1,,,,,MHASMcontig_40110_2,626,1048,protein,CALIN,CPC
1045207,c_MHASMcontig_40110,1164,1479,f,0,1,,,,,MHASMcontig_40110_3,1165,1479,protein,CALIN,CPC
1045208,c_MHASMcontig_40110,1592,2000,f,0,1,,,,,MHASMcontig_40110_4,1593,2000,protein,CALIN,CPC
1050712,c_MHASMcontig_42614,339,1008,f,0,1,,,,,MHASMcontig_42614_2,340,1008,protein,CALIN,CPC
1050713,c_MHASMcontig_42614,1110,1530,f,0,1,,,,,MHASMcontig_42614_3,1111,1530,protein,CALIN,CPC
1050714,c_MHASMcontig_42614,1664,2987,f,0,1,,,,,MHASMcontig_42614_4,1665,2987,protein,CALIN,CPC
1055505,c_MHASMcontig_44776,0,246,f,1,1,,,,,MHASMcontig_44776_1,1,246,protein,CALIN,CPC
1055506,c_MHASMcontig_44776,242,1514,r,0,1,COG2256,Replication-associated recombination protein RarA (DNA-dependent ATPase) (RarA) (PDB:3PVS),3.299999999999997e-203,"Replication, recombination and repair",MHASMcontig_44776_2,243,1514,protein,CALIN,CPC
1055508,c_MHASMcontig_44776,2258,2900,r,1,1,COG0566,tRNA G18 (ribose-2'-O)-methylase SpoU (SpoU) (PDB:1GZ0),7.499999999999996e-95,"Translation, ribosomal structure and biogenesis",MHASMcontig_44776_4,2259,2900,protein,CALIN,CPC
1060059,c_MHASMcontig_46723,345,627,r,0,1,,,,,MHASMcontig_46723_1,346,627,protein,CALIN,CPC
1060060,c_MHASMcontig_46723,836,1175,r,0,1,,,,,MHASMcontig_46723_2,837,1175,protein,CALIN,CPC
1071843,c_MHASMcontig_51840,204,531,r,0,1,,,,,MHASMcontig_51840_2,205,531,protein,CALIN,CPC
1071844,c_MHASMcontig_51840,636,963,r,0,1,,,,,MHASMcontig_51840_3,637,963,protein,CALIN,CPC
1071845,c_MHASMcontig_51840,1077,1560,r,0,1,,,,,MHASMcontig_51840_4,1078,1560,protein,CALIN,CPC
1071846,c_MHASMcontig_51840,1586,2210,r,0,1,,,,,MHASMcontig_51840_5,1587,2210,protein,CALIN,CPC
1071847,c_MHASMcontig_51840,2304,2532,r,0,1,,,,,MHASMcontig_51840_6,2305,2532,protein,CALIN,CPC
1071848,c_MHASMcontig_51840,2576,3005,r,0,1,,,,,MHASMcontig_51840_7,2577,3005,protein,CALIN,CPC
1071940,c_MHASMcontig_51885,52,637,f,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),8.099999999999998e-56,"Replication, recombination and repair",MHASMcontig_51885_1,53,637,protein,In0,CPC
1082113,c_MHASMcontig_56615,0,363,r,1,1,COG1028,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)",5.900000000000001e-20,Lipid transport and metabolism,MHASMcontig_56615_1,1,363,protein,CALIN,CPC
1082114,c_MHASMcontig_56615,456,993,r,0,1,COG3153,Predicted N-acetyltransferase YhbS (yhbS) (PDB:4ZBG),6.499999999999998e-52,General function prediction only,MHASMcontig_56615_2,457,993,protein,CALIN,CPC
1082115,c_MHASMcontig_56615,1008,1506,r,0,1,,,,,MHASMcontig_56615_3,1009,1506,protein,CALIN,CPC
1082116,c_MHASMcontig_56615,1628,2876,r,0,1,COG1673,"Predicted RNA-binding protein, contains PUA-like EVE domain (PDB:1WMM)",3.2e-09,General function prediction only,MHASMcontig_56615_4,1629,2876,protein,CALIN,CPC
1092058,c_MHASMcontig_60899,5068,5482,r,0,1,COG3791,Uncharacterized conserved protein (PDB:1X6M),8e-50,Function unknown,MHASMcontig_60899_11,5069,5482,protein,CALIN,CPC
1092059,c_MHASMcontig_60899,5618,6056,r,0,1,COG0456,Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE),8.2e-61,"Translation, ribosomal structure and biogenesis",MHASMcontig_60899_12,5619,6056,protein,CALIN,CPC
1092060,c_MHASMcontig_60899,6345,6540,r,0,1,,,,,MHASMcontig_60899_13,6346,6540,protein,CALIN,CPC
1092061,c_MHASMcontig_60899,6621,6717,f,0,1,,,,,MHASMcontig_60899_14,6622,6717,protein,CALIN,CPC
1092062,c_MHASMcontig_60899,6690,6990,r,0,1,,,,,MHASMcontig_60899_15,6691,6990,protein,CALIN,CPC
1097985,c_MHASMcontig_63454,78,291,r,0,1,,,,,MHASMcontig_63454_1,79,291,protein,CALIN,CPC
1097987,c_MHASMcontig_63454,657,1023,r,0,1,,,,,MHASMcontig_63454_3,658,1023,protein,CALIN,CPC
1097988,c_MHASMcontig_63454,1153,1357,r,0,1,,,,,MHASMcontig_63454_4,1154,1357,protein,CALIN,CPC
1097989,c_MHASMcontig_63454,1341,1566,r,0,1,,,,,MHASMcontig_63454_5,1342,1566,protein,CALIN,CPC
1097990,c_MHASMcontig_63454,1602,2292,r,1,1,COG1305,"Transglutaminase-like enzyme, putative cysteine protease (YebA) (PDB:3ISR)",1.2e-21,"Posttranslational modification, protein turnover, chaperones",MHASMcontig_63454_6,1603,2292,protein,CALIN,CPC
1099566,c_MHASMcontig_64136,1,388,r,1,1,,,,,MHASMcontig_64136_1,2,388,protein,CALIN,CPC
1099567,c_MHASMcontig_64136,412,955,r,0,1,,,,,MHASMcontig_64136_2,413,955,protein,CALIN,CPC
1099568,c_MHASMcontig_64136,1065,2079,r,0,1,,,,,MHASMcontig_64136_3,1066,2079,protein,CALIN,CPC
1111862,c_MHASMcontig_69632,223118,223679,f,0,1,,,,,MHASMcontig_69632_195,223119,223679,protein,CALIN,CPC
1111863,c_MHASMcontig_69632,223712,224066,f,0,1,,,,,MHASMcontig_69632_196,223713,224066,protein,CALIN,CPC
1111864,c_MHASMcontig_69632,224188,224848,f,0,1,,,,,MHASMcontig_69632_197,224189,224848,protein,CALIN,CPC
1114697,c_MHASMcontig_70968,357,813,r,0,1,,,,,MHASMcontig_70968_2,358,813,protein,CALIN,CPC
1114698,c_MHASMcontig_70968,928,1282,r,0,1,,,,,MHASMcontig_70968_3,929,1282,protein,CALIN,CPC
1114699,c_MHASMcontig_70968,1366,3133,r,0,1,,,,,MHASMcontig_70968_4,1367,3133,protein,CALIN,CPC
1114700,c_MHASMcontig_70968,3258,3822,r,0,1,,,,,MHASMcontig_70968_5,3259,3822,protein,CALIN,CPC
1114701,c_MHASMcontig_70968,3831,4845,r,0,1,COG5474,NAD(P)H dehydrogenase cyanobacteria/chloroplast-specific assembly factor CRR6 (CRR6) (PUBMED:23725563),6.3e-56,Energy production and conversion,MHASMcontig_70968_6,3832,4845,protein,CALIN,CPC
1137224,c_MHASMcontig_81495,1,427,r,1,1,,,,,MHASMcontig_81495_1,2,427,protein,CALIN,CPC
1137225,c_MHASMcontig_81495,655,1933,f,0,1,COG1106,"ATPase/GTPase, AAA15 family",3.099999999999999e-140,General function prediction only,MHASMcontig_81495_2,656,1933,protein,CALIN,CPC
1137226,c_MHASMcontig_81495,1935,2601,f,0,1,,,,,MHASMcontig_81495_3,1936,2601,protein,CALIN,CPC
1137227,c_MHASMcontig_81495,2714,3128,r,0,1,,,,,MHASMcontig_81495_4,2715,3128,protein,CALIN,CPC
1137228,c_MHASMcontig_81495,3283,3826,r,0,1,COG0563,Adenylate kinase or related kinase (Adk) (PDB:1AK2),7.599999999999999e-08,Nucleotide transport and metabolism,MHASMcontig_81495_5,3284,3826,protein,CALIN,CPC
1137229,c_MHASMcontig_81495,3936,4308,r,0,1,,,,,MHASMcontig_81495_6,3937,4308,protein,CALIN,CPC
1138841,c_MHASMcontig_82187,75,264,r,0,1,,,,,MHASMcontig_82187_1,76,264,protein,CALIN,CPC
1138842,c_MHASMcontig_82187,348,723,r,0,1,,,,,MHASMcontig_82187_2,349,723,protein,CALIN,CPC
1138843,c_MHASMcontig_82187,850,2476,r,0,1,,,,,MHASMcontig_82187_3,851,2476,protein,CALIN,CPC
1141016,c_MHASMcontig_83145,996,1377,f,0,1,,,,,MHASMcontig_83145_3,997,1377,protein,CALIN,CPC
1141017,c_MHASMcontig_83145,1452,1824,f,0,1,,,,,MHASMcontig_83145_4,1453,1824,protein,CALIN,CPC
1141018,c_MHASMcontig_83145,1798,2617,f,0,1,,,,,MHASMcontig_83145_5,1799,2617,protein,CALIN,CPC
1141081,c_MHASMcontig_83165,946,1996,f,0,1,COG0265,"Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain (DegQ) (PDB:2HGA) (PUBMED:29686141)",3.6e-38,"Posttranslational modification, protein turnover, chaperones",MHASMcontig_83165_2,947,1996,protein,CALIN,CPC
1141082,c_MHASMcontig_83165,2101,2830,f,0,1,,,,,MHASMcontig_83165_3,2102,2830,protein,CALIN,CPC
1141083,c_MHASMcontig_83165,2916,3687,f,0,1,,,,,MHASMcontig_83165_4,2917,3687,protein,CALIN,CPC
1141084,c_MHASMcontig_83165,3852,4011,r,0,1,,,,,MHASMcontig_83165_5,3853,4011,protein,CALIN,CPC
1142277,c_MHASMcontig_83783,481,1018,f,0,1,,,,,MHASMcontig_83783_1,482,1018,protein,CALIN,CPC
1142278,c_MHASMcontig_83783,1555,1978,f,0,1,,,,,MHASMcontig_83783_2,1556,1978,protein,CALIN,CPC
1142526,c_MHASMcontig_83909,2,569,r,1,1,COG3755!!!COG4676,"Uncharacterized conserved protein YecT, DUF1311 family (YecT) (PDB:3GI7)!!!Uncharacterized conserved protein YfaP, DUF2135 family (YfaP)",6.8e-07,Function unknown!!!Function unknown,MHASMcontig_83909_1,3,569,protein,CALIN,CPC
1142527,c_MHASMcontig_83909,687,1137,r,0,1,,,,,MHASMcontig_83909_2,688,1137,protein,CALIN,CPC
1142528,c_MHASMcontig_83909,1192,1561,r,0,1,,,,,MHASMcontig_83909_3,1193,1561,protein,CALIN,CPC
1143113,c_MHASMcontig_84227,188,572,r,0,1,,,,,MHASMcontig_84227_1,189,572,protein,CALIN,CPC
1143114,c_MHASMcontig_84227,636,972,r,0,1,,,,,MHASMcontig_84227_2,637,972,protein,CALIN,CPC
1143115,c_MHASMcontig_84227,1064,1697,r,0,1,,,,,MHASMcontig_84227_3,1065,1697,protein,CALIN,CPC
1144227,c_MHASMcontig_84802,373,799,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),1.3000000000000002e-42,"Replication, recombination and repair",MHASMcontig_84802_1,374,799,protein,complete,CPC
1144228,c_MHASMcontig_84802,874,1303,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),2.0999999999999997e-37,"Replication, recombination and repair",MHASMcontig_84802_2,875,1303,protein,complete,CPC
1144229,c_MHASMcontig_84802,1556,2252,f,0,1,COG0593,Chromosomal replication initiation ATPase DnaA (DnaA) (PDB:1L8Q),3.6000000000000005e-10,"Replication, recombination and repair",MHASMcontig_84802_3,1557,2252,protein,complete,CPC
1144230,c_MHASMcontig_84802,2396,3365,f,0,1,,,,,MHASMcontig_84802_4,2397,3365,protein,complete,CPC
1149151,c_MHASMcontig_87008,98,485,f,0,1,COG3324,"Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family (VOC) (PDB:3OXH) (PUBMED:31710815)",2.5e-45,General function prediction only,MHASMcontig_87008_1,99,485,protein,CALIN,CPC
1149152,c_MHASMcontig_87008,585,966,f,0,1,,,,,MHASMcontig_87008_2,586,966,protein,CALIN,CPC
1149153,c_MHASMcontig_87008,1132,1420,f,0,1,,,,,MHASMcontig_87008_3,1133,1420,protein,CALIN,CPC
1152544,c_MHASMcontig_88563,352,679,f,0,1,,,,,MHASMcontig_88563_1,353,679,protein,CALIN,CPC
1152545,c_MHASMcontig_88563,1158,1605,f,0,1,,,,,MHASMcontig_88563_2,1159,1605,protein,CALIN,CPC
1153148,c_MHASMcontig_88869,546,1071,f,0,1,,,,,MHASMcontig_88869_2,547,1071,protein,CALIN,CPC
1153149,c_MHASMcontig_88869,1177,1630,f,0,1,,,,,MHASMcontig_88869_3,1178,1630,protein,CALIN,CPC
1153150,c_MHASMcontig_88869,1773,2505,f,0,1,COG2968,"Uncharacterized conserved protein YggE, contains kinase-interacting SIMPL domain (YggE) (PDB:4HVZ)",2.0999999999999998e-40,Function unknown,MHASMcontig_88869_4,1774,2505,protein,CALIN,CPC
1153971,c_MHASMcontig_89196,117,561,r,0,1,,,,,MHASMcontig_89196_1,118,561,protein,CALIN,CPC
1153972,c_MHASMcontig_89196,696,948,r,0,1,,,,,MHASMcontig_89196_2,697,948,protein,CALIN,CPC
1153973,c_MHASMcontig_89196,1130,1520,r,0,1,,,,,MHASMcontig_89196_3,1131,1520,protein,CALIN,CPC
1153974,c_MHASMcontig_89196,1634,2045,r,0,1,COG1714,"Uncharacterized membrane protein YckC, RDD family (YckC)",5.400000000000001e-14,Function unknown,MHASMcontig_89196_4,1635,2045,protein,CALIN,CPC
1155608,c_MHASMcontig_89993,260,998,f,0,1,,,,,MHASMcontig_89993_1,261,998,protein,CALIN,CPC
