magId,domain,phylum,Class,Order,Family,Genus,Species,Completeness,Contamination,genomeSize,contigCount,N50,meanContigLen,minContigLen,maxContigLen,complete genome size (Mbp),is_tara
mp-deep_mag-0273,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,undef,57.09,3.28,1432654,332,4793,4315,2001,16807,2.509465756,Deep_Malaspina
mp-deep_mag-0274,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter_A,undef,98.89,3.84,2763682,76,68589,36364,2195,200484,2.794703206,Deep_Malaspina
mp-deep_mag-0275,Bacteria,Chloroflexota,Dehalococcoidia,SAR202,UBA11138,UBA1123,UBA1123 sp002313895,91.59,2.97,3554238,326,20130,10903,2027,110317,3.880596135,Deep_Malaspina
mp-deep_mag-0280,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tritonibacter,Tritonibacter mobile,94.59,0.78,4510963,217,37139,20788,2025,140185,4.76896395,Deep_Malaspina
mp-deep_mag-0282,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,undef,undef,88.84,0.66,1393037,114,19466,12220,2143,74153,1.568029041,Deep_Malaspina
mp-deep_mag-0283,Bacteria,Chloroflexota,Dehalococcoidia,UBA1127,UBA1127,UBA1127,undef,91.42,7.21,2277710,280,12746,8135,2011,50756,2.491478889,Deep_Malaspina
mp-deep_mag-0284,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,undef,90.02,0.81,2233571,403,7011,5542,2002,27753,2.481194179,Deep_Malaspina
mp-deep_mag-0285,Bacteria,Latescibacterota,UBA2968,UBA8231,UBA8231,GCA-2725915,undef,90.05,6.47,6301917,426,31302,14793,2002,107244,6.998242088,Deep_Malaspina
mp-deep_mag-0286,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,MedAcidi-G1,undef,undef,93.16,4.27,2202530,105,41836,20976,2010,121419,2.364244311,Deep_Malaspina
mp-deep_mag-0289,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,Alteromonas mediterranea,62.93,3.45,3370244,261,19501,12913,2084,82240,5.355544256,Deep_Malaspina
mp-deep_mag-0290,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,TMED27,undef,65.52,1.67,1509892,348,4786,4339,2012,15483,2.304474969,Deep_Malaspina
mp-deep_mag-0291,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,Leeuwenhoekiella palythoae,92.88,2.04,3708737,209,32258,17745,2027,209514,3.993041559,Deep_Malaspina
mp-deep_mag-0293,Bacteria,Chloroflexota,Dehalococcoidia,UBA3495,UBA3495,UBA9611,UBA9611 sp002746355,91.85,6.93,3441940,104,49823,33096,2364,137849,3.747348938,Deep_Malaspina
mp-deep_mag-0294,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,UBA8886,undef,52.81,4.47,824080,196,4547,4204,2007,14838,1.560462034,Deep_Malaspina
mp-deep_mag-0295,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter pontiacus,87.19,1.57,2924193,248,18591,11791,2029,91751,3.353816951,Deep_Malaspina
mp-deep_mag-0296,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter sp002731875,97.43,2.57,3767108,86,86333,43804,2304,175651,3.866476445,Deep_Malaspina
mp-deep_mag-0298,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_D,Pseudomonas_D abyssi,68.97,0,4228690,242,27498,17474,2159,120162,6.131201972,Deep_Malaspina
mp-deep_mag-0300,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Hoeflea,undef,70.6,1.9,3633221,814,4993,4463,2001,23748,5.146205382,Deep_Malaspina
mp-deep_mag-0303,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Spongiibacter,Spongiibacter sp002306875,99.31,3.02,3333582,63,90579,52914,3828,247462,3.35674353,Deep_Malaspina
mp-deep_mag-0304,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,GCA-2721105,undef,66.38,7.01,2150959,283,10237,7601,2001,53807,3.2403721,Deep_Malaspina
mp-deep_mag-0305,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter pacificensis,97.38,1.88,2977285,159,30182,18725,2080,106939,3.057388581,Deep_Malaspina
mp-deep_mag-0307,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,UBA8886,undef,75.77,8.34,1111849,176,8183,6317,2002,31873,1.467400026,Deep_Malaspina
mp-deep_mag-0309,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,UBA1151,UBA1151,UBA1151 sp002311865,94.22,0,3333895,246,30346,13552,2015,100840,3.538415411,Deep_Malaspina
mp-deep_mag-0314,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius indicus,88.23,5.93,4817674,719,8751,6701,2015,54922,5.460358155,Deep_Malaspina
mp-deep_mag-0315,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,Limnobacter sp002954425,85.11,1.52,2607454,539,5672,4838,2000,22916,3.063628246,Deep_Malaspina
mp-deep_mag-0317,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales_A,UBA2165,UBA2165,undef,85.66,0,2762716,110,44446,25116,2081,155964,3.2252113,Deep_Malaspina
mp-deep_mag-0318,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA6940,UBA6940,UBA6940 sp002450655,81.75,0.11,3860228,326,19684,11841,2015,68801,4.721991437,Deep_Malaspina
mp-deep_mag-0319,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Thalassarchaeum sp002507125,65.56,0,1117260,54,31322,20690,2701,69817,1.704179378,Deep_Malaspina
mp-deep_mag-0320,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Idiomarina,Idiomarina zobellii,79.32,1.36,1994542,256,10809,7791,2003,37742,2.514551185,Deep_Malaspina
mp-deep_mag-0321,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,UBA8438,undef,undef,93.96,4.27,2922927,93,76560,31429,2011,223056,3.110820562,Deep_Malaspina
mp-deep_mag-0322,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,UBA1151,GCA-2730555,undef,96.2,0.99,2798438,112,56009,24986,2005,239740,2.90897921,Deep_Malaspina
mp-deep_mag-0323,Bacteria,Proteobacteria,Alphaproteobacteria,UBA1280,UBA6503,UBA6503,UBA6503 sp002436405,91.32,3.36,1765704,107,25839,16502,2087,72880,1.933534823,Deep_Malaspina
mp-deep_mag-0325,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter_A,Erythrobacter_A citreus,71.82,2.46,1876242,260,10241,7216,2000,43150,2.612422723,Deep_Malaspina
mp-deep_mag-0327,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophaga,undef,89.26,2.22,2143400,336,7939,6379,2032,31889,2.401299574,Deep_Malaspina
mp-deep_mag-0328,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter dokdonensis,98.79,1.35,4159979,185,43679,22486,2027,156053,4.210931268,Deep_Malaspina
mp-deep_mag-0329,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,Alcanivorax sp000475295,55.39,0.42,1595181,246,8372,6484,2006,32937,2.879907926,Deep_Malaspina
mp-deep_mag-0330,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Marinagarivorans,undef,88.7,2.42,4351592,681,7694,6390,2000,24378,4.905966178,Deep_Malaspina
mp-deep_mag-0334,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,UM-FILTER-47-13,undef,92.99,1.8,2162960,96,47792,22531,2049,142965,2.32601355,Deep_Malaspina
mp-deep_mag-0335,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,GCA-2718815,undef,70.52,5.46,3565444,601,8089,5933,2005,50335,5.055933069,Deep_Malaspina
mp-deep_mag-0336,Bacteria,Dadabacteria,UBA1144,UBA1144,UBA1144,UBA1144,UBA1144 sp002311855,82.59,1.22,1057952,25,140994,42318,2011,367128,1.28096864,Deep_Malaspina
mp-deep_mag-0338,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,Marinobacter salarius,84.62,6.28,3943636,451,14095,8744,2003,74703,4.660406523,Deep_Malaspina
mp-deep_mag-0339,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,TCS55,TCS55,TCS55 sp002715035,90.11,1.1,1794310,107,31264,16769,2061,104249,1.991244035,Deep_Malaspina
mp-deep_mag-0340,Bacteria,Acidobacteriota,UBA890,UBA890,UBA890,UBA890,undef,72.81,3.09,2499236,398,7946,6279,2016,29202,3.43254498,Deep_Malaspina
mp-deep_mag-0342,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales_A,Casp-alpha2,Casp-alpha2,undef,70.7,0.25,1797085,88,47616,20421,2058,167073,2.541845827,Deep_Malaspina
mp-deep_mag-0343,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA1997,undef,undef,95.81,4.03,1606021,130,17139,12354,2121,55729,1.676256132,Deep_Malaspina
mp-deep_mag-0344,Bacteria,Chloroflexota,Dehalococcoidia,UBA3495,UBA3495,Io17-Chloro-G2,undef,92.74,1.16,3696298,142,60371,26030,2011,138801,3.985656675,Deep_Malaspina
mp-deep_mag-0345,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Oceanococcaceae,OUC007,undef,97.81,1.45,3458577,66,83251,52403,2271,227191,3.536015745,Deep_Malaspina
mp-deep_mag-0347,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Thalassolituus,Thalassolituus oleivorans,96.73,2.98,3647452,273,25374,13361,2004,89274,3.770755712,Deep_Malaspina
mp-deep_mag-0349,Bacteria,Myxococcota,Bradimonadia,Bradymonadales,undef,undef,undef,86.42,1.94,6648200,278,32943,23914,2677,134233,7.692895163,Deep_Malaspina
mp-deep_mag-0351,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Planctomycetaceae,UBA8437,undef,94.17,6.94,6069240,560,18879,10838,2001,69209,6.444982478,Deep_Malaspina
mp-deep_mag-0353,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,undef,undef,71.5,2.27,1706642,311,7213,5488,2001,23184,2.386911888,Deep_Malaspina
mp-deep_mag-0354,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,TCS55,undef,undef,57.58,1.1,1417960,244,7415,5811,2004,30664,2.462591177,Deep_Malaspina
mp-deep_mag-0355,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,undef,undef,82.65,2.99,3291778,77,99689,42750,2341,295189,3.982792498,Deep_Malaspina
mp-deep_mag-0356,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Idiomarina,Idiomarina loihiensis,86.04,4.27,2519775,309,15012,8155,2013,58408,2.928608787,Deep_Malaspina
mp-deep_mag-0358,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp002693615,86.87,5.18,4279195,252,25514,16981,2019,106115,4.925975596,Deep_Malaspina
mp-deep_mag-0361,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_D,Pseudomonas_D aestusnigri,80.17,0,3187147,277,17981,11506,2006,66083,3.975485843,Deep_Malaspina
mp-deep_mag-0362,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,Marinicella,undef,92.05,1.98,3127459,60,82055,52124,2025,198583,3.397565454,Deep_Malaspina
mp-deep_mag-0363,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,UBA1611,GCA-2722105,undef,84.07,0,1601282,209,10214,7662,2035,51242,1.904700845,Deep_Malaspina
mp-deep_mag-0366,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,undef,undef,99.57,0.57,3567305,75,74104,47564,2583,468366,3.582710656,Deep_Malaspina
mp-deep_mag-0367,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Puniceibacterium,undef,97.04,1.05,4648838,74,181757,62822,2218,531360,4.790640973,Deep_Malaspina
mp-deep_mag-0368,Bacteria,Planctomycetota,UBA8108,UBA1146,UBA1146,undef,undef,80.49,3.23,2537492,343,9919,7398,2012,44799,3.152555597,Deep_Malaspina
mp-deep_mag-0373,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,UBA8438,UBA8438,undef,76.92,5.61,3641185,234,38032,15561,2006,87549,4.733729849,Deep_Malaspina
mp-deep_mag-0375,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,Bin127,UBA9455,undef,82.21,0.99,1952443,355,6483,5500,2000,37232,2.37494587,Deep_Malaspina
mp-deep_mag-0376,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA3611,undef,93.6,0.91,2624150,342,9938,7673,2005,54801,2.80357906,Deep_Malaspina
mp-deep_mag-0378,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas_B,Alteromonas_B confluentis,97.53,1.96,4625493,39,161160,118602,9682,410353,4.742636112,Deep_Malaspina
mp-deep_mag-0380,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas_B,Alteromonas_B sp002729795,59.64,0,3567559,714,5746,4997,2003,35390,5.981822602,Deep_Malaspina
mp-deep_mag-0383,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,undef,81.35,5.74,2753922,448,7724,6147,2011,34747,3.385275968,Deep_Malaspina
mp-deep_mag-0386,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Nevskiaceae,undef,undef,98.91,0.99,3458443,63,102847,54896,2460,328698,3.496555454,Deep_Malaspina
mp-deep_mag-0387,Bacteria,Chloroflexota,Dehalococcoidia,UBA3495,UBA3495,UBA1141,undef,57.24,0.99,1801354,348,6434,5176,2003,26437,3.147019567,Deep_Malaspina
mp-deep_mag-0390,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,undef,85.44,1.3,2398383,84,52791,28552,2075,160086,2.807096208,Deep_Malaspina
mp-deep_mag-0391,Bacteria,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,UBA887,UBA887 sp002311875,84.49,3.3,2795430,174,40832,16066,2039,130688,3.308592733,Deep_Malaspina
mp-deep_mag-0397,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Salinicola,Salinicola salarius_A,66.99,8.1,3706451,707,6804,5243,2002,47031,5.532842215,Deep_Malaspina
mp-deep_mag-0399,Bacteria,Chloroflexota,Dehalococcoidia,SAR202,GCA-2722455,GCA-2722455,undef,91.75,6.58,1975805,188,28281,10510,2019,204924,2.15346594,Deep_Malaspina
mp-deep_mag-0400,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305,85.33,0.89,2606373,404,8654,6451,2000,42847,3.054462674,Deep_Malaspina
mp-deep_mag-0401,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,undef,67.26,6.42,2612047,515,6016,5072,2004,39348,3.883507285,Deep_Malaspina
mp-deep_mag-0404,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-2700405,undef,71.68,1.32,1359755,53,52570,25656,2068,91375,1.896979632,Deep_Malaspina
mp-deep_mag-0405,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp001310255,78.66,1.93,2384286,400,7187,5961,2031,26115,3.031128909,Deep_Malaspina
mp-deep_mag-0410,Bacteria,Myxococcota,Bradimonadia,Bradymonadales,undef,undef,undef,96.77,5.52,9314298,156,106591,59707,2111,268098,9.625191692,Deep_Malaspina
mp-deep_mag-0416,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,UBA823,UBA11600,undef,93.11,6.84,2715432,101,80153,26885,2213,229333,2.916369885,Deep_Malaspina
mp-deep_mag-0419,Bacteria,Chloroflexota,Dehalococcoidia,SAR202,UBA11138,Casp-Chloro-G4,undef,53.03,0.99,1385872,237,7603,5848,2001,23633,2.613373562,Deep_Malaspina
mp-deep_mag-0420,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,Robiginitalea biformata,99.01,0,3423895,9,425487,380433,63039,1110744,3.458130492,Deep_Malaspina
mp-deep_mag-0421,Bacteria,Myxococcota,Bradimonadia,Bradymonadales,undef,undef,undef,95.48,4.71,8999217,344,40038,26161,2017,115749,9.425237746,Deep_Malaspina
mp-deep_mag-0422,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,REDSEA-S09-B13,REDSEA-S09-B13 sp003447825,95.12,4.27,3484342,144,52827,24197,2085,135940,3.663101346,Deep_Malaspina
mp-deep_mag-0427,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,undef,65.94,4.69,2759695,715,4113,3860,2003,22729,4.185160752,Deep_Malaspina
mp-deep_mag-0430,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,undef,undef,91.66,1.69,3713693,418,11851,8884,2015,34941,4.051596116,Deep_Malaspina
mp-deep_mag-0434,Bacteria,Cyanobacteria,Sericytochromatia,UBA7694,undef,undef,undef,91.03,5.56,4776979,147,49719,32496,2572,211381,5.247697462,Deep_Malaspina
mp-deep_mag-0435,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophaga,Methylophaga sp002363955,95.29,2.83,2709556,94,47301,28825,2114,177428,2.843484101,Deep_Malaspina
mp-deep_mag-0437,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Thalassarchaeum betae,71.47,3.2,1343191,54,43538,24874,2048,87044,1.879377361,Deep_Malaspina
mp-deep_mag-0438,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Marinoscillaceae,undef,undef,72.97,2.83,1670348,94,46161,17770,2001,90471,2.289088667,Deep_Malaspina
mp-deep_mag-0439,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,UBA845,UBA845 sp002718735,93.45,2.68,3711536,68,100767,54581,2005,297344,3.971681113,Deep_Malaspina
mp-deep_mag-0441,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,Cycloclasticus sp002700385,96.87,1.95,2245330,110,39375,20412,2010,159538,2.317879632,Deep_Malaspina
mp-deep_mag-0447,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,TCS55,UBA2126,undef,87.91,1.49,1738326,176,14584,9877,2000,58029,1.977392788,Deep_Malaspina
mp-deep_mag-0449,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2163,OLB19,undef,63.14,0.85,727588,3,328114,242529,41099,358375,1.15234083,Deep_Malaspina
mp-deep_mag-0452,Bacteria,Verrucomicrobiota_A,Chlamydiia,Parachlamydiales,Parachlamydiaceae,undef,undef,92.57,1.35,1819593,27,78870,67392,8851,276856,1.965640056,Deep_Malaspina
mp-deep_mag-0455,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,undef,89.58,0,2717958,233,20382,11665,2000,81818,3.034112525,Deep_Malaspina
mp-deep_mag-0457,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,Ga0077536,undef,undef,94,6.42,3764873,189,47742,19920,2030,166312,4.005184043,Deep_Malaspina
mp-deep_mag-0459,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1-14-0-65-65-10,1-14-0-65-65-10 sp002783485,84.31,1.87,2517802,53,90504,47506,2292,193636,2.986362235,Deep_Malaspina
mp-deep_mag-0461,Bacteria,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,undef,undef,96.7,6.59,4131253,144,86804,28689,2009,238851,4.272236815,Deep_Malaspina
mp-deep_mag-0465,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,UBA57,UBA57,undef,85.19,0.97,758408,23,78374,32974,2050,167574,0.890254725,Deep_Malaspina
mp-deep_mag-0466,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales_A,Casp-alpha2,Casp-alpha2,Casp-alpha2 sp002938075,86.91,6.65,2834354,420,9272,6748,2015,35199,3.26125187,Deep_Malaspina
mp-deep_mag-0467,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Joostella,Joostella marina,99.34,0.17,4005195,25,197620,160208,2934,484777,4.031804912,Deep_Malaspina
mp-deep_mag-0469,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,AEGEAN-183,undef,60.53,2.25,1502394,180,13466,8347,2028,62074,2.482065092,Deep_Malaspina
mp-deep_mag-0470,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,21-14-all-36-13,undef,undef,63.14,0.85,807088,4,291636,201772,49934,334935,1.278251505,Deep_Malaspina
mp-deep_mag-0471,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,UBA8229,UBA8229,undef,79.06,4.5,2312715,402,7627,5753,2006,47723,2.925265621,Deep_Malaspina
mp-deep_mag-0472,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophaga,Methylophaga sp002696735,69.03,0.79,2190309,257,12070,8523,2002,57427,3.172981312,Deep_Malaspina
mp-deep_mag-0474,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,undef,undef,51.16,1.14,1886227,582,3238,3241,2003,41359,3.686917514,Deep_Malaspina
mp-deep_mag-0477,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2163,OLB19,undef,80.3,1.72,929387,26,55958,35746,3601,123826,1.157393524,Deep_Malaspina
mp-deep_mag-0478,Bacteria,Eremiobacterota,UBP9,UBA4705,undef,undef,undef,94.44,9.26,8141299,599,22161,13591,2002,140601,8.620604617,Deep_Malaspina
mp-deep_mag-0480,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Yonghaparkia,Yonghaparkia sp002729155,92.73,3.93,2389281,283,12934,8443,2004,48061,2.576599806,Deep_Malaspina
mp-deep_mag-0483,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,UBA2020,undef,undef,97.8,2.2,2207526,6,676283,367921,100000,785592,2.257184049,Deep_Malaspina
mp-deep_mag-0484,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,UM-FILTER-47-13,undef,93.79,1.16,2558507,9,512085,284279,5264,908073,2.727910225,Deep_Malaspina
mp-deep_mag-0485,Archaea,Nanoarchaeota,Nanoarchaeia,UBA10117,undef,undef,undef,50.59,0.93,303030,77,4230,3935,2004,19799,0.598991896,Deep_Malaspina
mp-deep_mag-0488,Bacteria,Binatota,Binatia,Bin18,Bin18,Bin18,undef,65.67,5.46,3807991,286,20746,13315,2076,63177,5.798676717,Deep_Malaspina
mp-deep_mag-0489,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,UBA9145 sp002731775,92.39,7.04,3275985,162,48258,20222,2033,270013,3.545822059,Deep_Malaspina
mp-deep_mag-0490,Bacteria,Poribacteria,WGA-4E,WGA-4E,UBA9662,UBA9662,undef,98.84,3.3,7377812,447,48535,16505,2014,206200,7.464399029,Deep_Malaspina
mp-deep_mag-0491,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Croceibacter,Croceibacter atlanticus,93.55,0.19,2431280,66,58577,36838,2829,218832,2.598909674,Deep_Malaspina
mp-deep_mag-0494,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter_B,Mesoflavibacter_B aestuarii,99.67,0.32,2848845,13,294208,219142,20181,672323,2.858277315,Deep_Malaspina
mp-deep_mag-0496,Bacteria,Acidobacteriota,UBA6911,undef,undef,undef,undef,85.2,4.49,2915926,368,10345,7924,2001,45739,3.422448357,Deep_Malaspina
mp-deep_mag-0502,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,UBA1850,UBA1850 sp002338525,93.35,1.3,2015441,21,244618,95973,2211,591413,2.159015533,Deep_Malaspina
mp-deep_mag-0503,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,UBA721,undef,71.68,0,2543283,390,8104,6521,2004,36035,3.548106864,Deep_Malaspina
mp-deep_mag-0505,Bacteria,Proteobacteria,Alphaproteobacteria,UBA828,undef,undef,undef,79.75,8.4,3155360,565,6841,5585,2001,32786,3.956564263,Deep_Malaspina
mp-deep_mag-0507,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,UBA57,undef,undef,100,1.46,1289162,60,139921,21486,2018,230291,1.289162,Deep_Malaspina
mp-deep_mag-0508,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda sp002711825,65.52,0,3452677,164,35196,21053,2000,169048,5.269653541,Deep_Malaspina
mp-deep_mag-0509,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,Salipiger thiooxidans,94.83,6.82,5886968,155,105345,37980,2196,341392,6.207917326,Deep_Malaspina
mp-deep_mag-0510,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,undef,undef,75.98,1.71,1693906,372,5054,4554,2007,22088,2.229410371,Deep_Malaspina
mp-deep_mag-0511,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_A,Pseudomonas_A stutzeri_AI,97.41,1.17,4691839,123,69182,38145,2032,209033,4.816588646,Deep_Malaspina
mp-deep_mag-0512,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,50-400-T64,undef,97.75,1.6,2916481,147,31318,19840,2035,107266,2.983612276,Deep_Malaspina
mp-deep_mag-0514,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,UBA1135,UBA1135 sp002311925,90.32,0,1725742,97,28385,17791,2006,99825,1.91069752,Deep_Malaspina
mp-deep_mag-0518,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophaga,Methylophaga sp002706095,96.14,2.89,3102623,118,49034,26293,2054,259640,3.227192636,Deep_Malaspina
