ocean,gene_callers_id,gene_function,category,pnps,from_integron_type,log_pnps,gene_type
EAC,1261270,"Transposase, IS1182 family","Mobilome: prophages, transposons",0.11000149,CALIN,-0.958601432,non_defense
EAC,1286975,Quinol monooxygenase YgiN (YgiN) (PDB:1R6Y) (PUBMED:15613473),Energy production and conversion,0.26634679,CALIN,-0.574552533,non_defense
EAC,1295644,,,0.094964546,CALIN,-1.022438502,no_call
EAC,1304463,Ribonucleotide reductase alpha subunit (NrdA) (PDB:1R1R)!!!Anaerobic ribonucleoside-triphosphate reductase (NrdD) (PDB:4COI),Nucleotide transport and metabolism!!!Nucleotide transport and metabolism,0.017757008,complete,-1.7506302,non_defense
EAC,1304465,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.155429603,complete,-0.808466262,non_defense
EAC,1304468,Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE),"Translation, ribosomal structure and biogenesis",0.132371381,complete,-0.8782059,non_defense
EAC,1308062,"Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family (RidA) (PDB:1J7H) (PUBMED:22094463;32205462)",Defense mechanisms,0.09028487,CALIN,-1.044385023,defense
EAC,1312516,,,1.485301496,CALIN,0.171814618,no_call
EAC,1375821,,,0.584292273,CALIN,-0.233369857,no_call
EAC,1375822,,,0.815162503,CALIN,-0.088755806,no_call
EAC,1383769,,,0.169541024,CALIN,-0.770725197,no_call
EAC,1383770,"Membrane-associated serine protease, rhomboid family (GlpG) (PDB:2IC8)","Posttranslational modification, protein turnover, chaperones",0.162972011,CALIN,-0.787886975,non_defense
EAC,1389142,,,0.162731688,CALIN,-0.78852787,no_call
EAC,1456247,,,0.153545659,CALIN,-0.813762457,no_call
EAC,1456248,,,1.721091224,CALIN,0.23580389,no_call
EAC,1471343,,,1.154073573,CALIN,0.062233496,no_call
EAC,1471344,,,2.234348812,CALIN,0.349150973,no_call
EAC,1471344,,,2.234348812,CALIN,0.349150973,no_call
EAC,1480119,,,0.872881793,CALIN,-0.059044565,no_call
EAC,1610451,,,0.082657219,CALIN,-1.08271921,no_call
EAC,1610452,,,0.076258132,CALIN,-1.117713835,no_call
EAC,1639052,Phage terminase large subunit (XtmB) (PDB:4IDH),"Mobilome: prophages, transposons",0.023073165,CALIN,-1.636892837,non_defense
EAC,1639053,DNA modification methylase (YhdJ) (PDB:1BOO),"Replication, recombination and repair",0.069271009,CALIN,-1.159448485,non_defense
EAC,1852993,tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE (MnmE),"Translation, ribosomal structure and biogenesis",0.097137617,CALIN,-1.012612553,non_defense
EAC,1920504,Anaerobic ribonucleoside-triphosphate reductase (NrdD) (PDB:4COI),Nucleotide transport and metabolism,0.09116065,CALIN,-1.040192585,non_defense
EAC,1920505,,,0.17934756,CALIN,-0.746304529,no_call
EAC,1920506,,,0.060780497,CALIN,-1.216235751,no_call
EAC,1920507,,,0.249787163,CALIN,-0.602429885,no_call
EAC,1920508,,,0.143073527,CALIN,-0.844440716,no_call
EAC,1946077,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",Defense mechanisms,0.076324179,CALIN,-1.117337857,defense
EAC,1946078,"Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family (PDB:2A6Q)",Defense mechanisms,0.52843194,CALIN,-0.277010941,defense
EAC,2015367,Quinol monooxygenase YgiN (YgiN) (PDB:1R6Y) (PUBMED:15613473),Energy production and conversion,0.029849004,CALIN,-1.525070163,non_defense
EAC,2169952,,,0.203913163,CALIN,-0.690554738,no_call
EAC,2169953,,,1.235043172,CALIN,0.091682139,no_call
EAC,2169954,,,0.030389961,CALIN,-1.51726986,no_call
EAC,2169957,Imidazolonepropionase or related amidohydrolase (HutI) (PDB:3OOQ),"Secondary metabolites biosynthesis, transport and catabolism",0.289489959,CALIN,-0.538366495,non_defense
EAC,2215733,Plasmid stabilization system protein ParE (ParE) (PDB:3KXE),"Mobilome: prophages, transposons",0.320842609,CALIN,-0.49370796,non_defense
EAC,2379755,,,0.038399219,CALIN,-1.415677609,no_call
EAC,2477467,"Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain (VapI) (PDB:4MCT)",Defense mechanisms,0.046527741,CALIN,-1.332288033,defense
EAC,2687378,,,0.715389329,CALIN,-0.145457543,no_call
EAC,2725762,"Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain (DegQ) (PDB:2HGA) (PUBMED:29686141)","Posttranslational modification, protein turnover, chaperones",0.066677838,complete,-1.17601849,non_defense
EAC,2725763,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.047090969,complete,-1.327062376,non_defense
EAC,3079041,,,0.28347013,complete,-0.547492697,no_call
EAC,3155741,,,0.104366044,CALIN,-0.981440776,no_call
EAC,3155757,,,0.129762537,CALIN,-0.886850672,no_call
EAC,3220341,,,0.279786786,CALIN,-0.553172801,no_call
EAC,3220504,,,0.132477298,CALIN,-0.877858537,no_call
EAC,3274988,"Predicted DNA binding protein, CopG/RHH family",Transcription,0.07660858,CALIN,-1.115722588,non_defense
EAC,3274989,,,0.138655521,CALIN,-0.858062832,no_call
EAC,3285203,,,0.376073193,CALIN,-0.424727622,no_call
EAC,3285205,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",Defense mechanisms,0.022672027,CALIN,-1.644509651,defense
EAC,3309231,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.278995144,complete,-0.554403356,non_defense
EAC,3314023,Plasmid maintenance system killer protein (HigB),Defense mechanisms,0.063675339,CALIN,-1.196028737,defense
EAC,3314024,,,0.457562605,CALIN,-0.339549477,no_call
EAC,3327084,"Transposase, IS1182 family","Mobilome: prophages, transposons",0.062728389,CALIN,-1.202535863,non_defense
EAC,3327086,,,0.808164318,CALIN,-0.092500328,no_call
EAC,3327088,"Predicted DNA binding protein, CopG/RHH family",Transcription,0.064559946,CALIN,-1.190036842,non_defense
EAC,3461908,Phosphoserine phosphatase (SerB) (PDB:3N28),Amino acid transport and metabolism,0.116604698,complete,-0.933283951,non_defense
EAC,3461910,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.180055238,complete,-0.744594241,non_defense
EAC,3480060,,,0.05783723,CALIN,-1.237792516,no_call
EAC,3480062,,,0.246776485,CALIN,-0.607696226,no_call
EAC,3613048,,,0.088288867,complete,-1.054094057,no_call
MED,3309,,,0.405763423,CALIN,-0.391727105,no_call
MED,13215,,,3.439997996,complete,0.53655819,no_call
MED,13216,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.086597149,complete,-1.062496405,non_defense
MED,17212,,,2.749583437,CALIN,0.439266903,no_call
MED,17213,,,0.561081944,CALIN,-0.250973707,no_call
MED,17215,,,2.492053366,CALIN,0.396557338,no_call
MED,18479,,,0.145481603,CALIN,-0.837191922,no_call
MED,18480,,,0.456004507,CALIN,-0.341030865,no_call
MED,18481,Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE),"Translation, ribosomal structure and biogenesis",0.528324913,CALIN,-0.277098909,non_defense
MED,23277,Predicted FMN-binding regulatory protein PaiB (PaiB) (PDB:2OL5),Signal transduction mechanisms,3.518094603,CALIN,0.546307514,non_defense
MED,23278,,,0.016770865,CALIN,-1.775444539,no_call
MED,32398,,,0.366479965,CALIN,-0.435949763,no_call
MED,32400,,,1.025705138,CALIN,0.011022531,no_call
MED,32404,,,9.235207777,CALIN,0.965446671,no_call
MED,32405,,,0.365224784,CALIN,-0.437439759,no_call
MED,38152,,,0.996169414,CALIN,-0.001666797,no_call
MED,57518,,,0.703216876,CALIN,-0.152910715,no_call
MED,58471,,,3.225492339,CALIN,0.508596015,no_call
MED,58472,,,0.147755931,CALIN,-0.830455077,no_call
MED,58473,"Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)",Transcription,1.61759815,CALIN,0.208870642,non_defense
MED,64617,,,13.01590913,CALIN,1.114474508,no_call
MED,64618,,,2.59078343,CALIN,0.413431111,no_call
MED,79170,,,0.213672171,CALIN,-0.670252038,no_call
MED,79171,,,0.596081142,CALIN,-0.224694617,no_call
MED,104309,"mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system (RelE) (PDB:1WMI)",Defense mechanisms,0.255290192,CALIN,-0.592965871,defense
MED,104310,"mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system (RelE) (PDB:1WMI)",Defense mechanisms,0.051724716,CALIN,-1.286301885,defense
MED,104311,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",Defense mechanisms,0.094721017,CALIN,-1.023553646,defense
MED,104313,"mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system (RelE) (PDB:1WMI)",Defense mechanisms,0.076121533,CALIN,-1.118492475,defense
MED,119772,,,0.234943183,CALIN,-0.629037152,no_call
MED,120945,Ligand-binding SRPBCC domain (SRPBCC),General function prediction only,0.30626308,CALIN,-0.513905354,non_defense
MED,121041,Transposase,"Mobilome: prophages, transposons",0.22528748,CALIN,-0.647262942,non_defense
MED,122204,,,0.448984223,CALIN,-0.347768919,no_call
MED,122205,,,3.020601336,CALIN,0.48009341,no_call
MED,122206,,,0.171776658,CALIN,-0.765035852,no_call
MED,153413,,,0.044729452,CALIN,-1.349406424,no_call
MED,181511,,,0.130882324,CALIN,-0.883119002,no_call
MED,211610,,,inf,CALIN,inf,no_call
MED,211613,,,0.356087315,CALIN,-0.448443497,no_call
MED,235414,,,0.47290666,CALIN,-0.32522457,no_call
MED,242261,,,0.257259075,CALIN,-0.589629296,no_call
MED,316774,,,1.137151008,CALIN,0.05581814,no_call
MED,364562,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.164028986,complete,-0.7850794,non_defense
MED,420649,,,0.552698895,CALIN,-0.257511404,no_call
MED,420650,Transposase,"Mobilome: prophages, transposons",0.381064413,CALIN,-0.419001608,non_defense
MED,420651,Plasmid stabilization system protein ParE (ParE) (PDB:3KXE),"Mobilome: prophages, transposons",0.170767343,CALIN,-0.767595178,non_defense
MED,420652,"Transcriptional regulator, contains Arc/MetJ-type RHH (ribbon-helix-helix) DNA-binding domain (ParD) (PDB:3KXE)",Transcription,0.033119945,CALIN,-1.479910389,non_defense
MED,420653,,,0.935257287,CALIN,-0.029068899,no_call
MED,442127,GTP cyclohydrolase II (RibA) (PDB:2BZ0),Coenzyme transport and metabolism,0.156479896,CALIN,-0.805541451,non_defense
MED,442128,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)",Signal transduction mechanisms!!!Transcription,0.226690337,CALIN,-0.644566992,non_defense
MED,627621,Acetyl-CoA acetyltransferase (PaaJ) (PDB:1AFW),Lipid transport and metabolism,0.012949395,complete,-1.887750512,non_defense
MED,659810,,,0.16020153,CALIN,-0.79533334,no_call
MED,659811,,,0.439764756,CALIN,-0.356779579,no_call
MED,659812,,,1.36108148,CALIN,0.133884125,no_call
MED,730858,,,0.502712242,CALIN,-0.298680539,no_call
MED,730859,"mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system (RelE) (PDB:1WMI)",Defense mechanisms,0.042264036,CALIN,-1.374029029,defense
MED,733210,Plasmid stabilization system protein ParE (ParE) (PDB:3KXE),"Mobilome: prophages, transposons",0.574921565,CALIN,-0.240391401,non_defense
MED,733212,"Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)",Transcription,0.178466873,CALIN,-0.748442385,non_defense
MED,764786,,,0.343604904,CALIN,-0.463940647,no_call
MED,958869,,,0.370382158,CALIN,-0.431349942,no_call
MED,958870,,,0.148807928,CALIN,-0.827373929,no_call
MED,958872,,,0.23294714,CALIN,-0.632742617,no_call
MED,995231,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.396080057,complete,-0.402217024,non_defense
MED,995235,,,6.602874373,complete,0.819733034,no_call
MED,1285576,,,0.105172963,CALIN,-0.978095891,no_call
MED,1285577,,,0.517421465,CALIN,-0.286155559,no_call
MED,1427992,,,0.216989064,CALIN,-0.663562154,no_call
MED,1793810,,,0.482510198,CALIN,-0.316493503,no_call
MED,2125985,"UDP:flavonoid glycosyltransferase YjiC, YdhE family (YjiC) (PDB:2ACV) (PUBMED:23974133)",Carbohydrate transport and metabolism,0.980987568,CALIN,-0.008336496,non_defense
MED,2125986,,,1.13152247,CALIN,0.053663183,no_call
MED,2232530,"Predicted RNA-binding protein, contains PUA-like EVE domain (PDB:1WMM)",General function prediction only,0.468261426,CALIN,-0.329511617,non_defense
MED,2232533,"Accessory colonization factor AcfC, contains ABC-type periplasmic domain (AcfC) (PDB:4JB7)",Cell wall/membrane/envelope biogenesis,0.172508998,CALIN,-0.763188248,non_defense
MED,2242169,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.316900647,complete,-0.499076875,non_defense
MED,2242170,,,0.036647361,complete,-1.435957291,no_call
MED,2242171,,,1.657629891,complete,0.219487569,no_call
MED,2295936,"Murein L,D-transpeptidase YafK (YafK) (PDB:4XZZ)",Cell wall/membrane/envelope biogenesis,0.254205324,CALIN,-0.594815358,non_defense
MED,2329152,"Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain (PleD) (PDB:1W25)",Signal transduction mechanisms!!!Transcription,0.693935481,CALIN,-0.158680906,non_defense
MED,2346693,Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE),"Translation, ribosomal structure and biogenesis",0.061833235,CALIN,-1.208778032,non_defense
MED,2446395,"Transposase, IS1182 family","Mobilome: prophages, transposons",0.142982929,CALIN,-0.844715811,non_defense
MED,2909981,,,0.726974086,CALIN,-0.13848107,no_call
MED,2909984,,,0.433282542,CALIN,-0.363228809,no_call
MED,3164205,,,0.532069569,CALIN,-0.274031579,no_call
MED,3293280,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.205855273,complete,-0.686438003,non_defense
MED,3293281,,,0.145381936,complete,-0.837489552,no_call
MED,3293282,Retron-type reverse transcriptase (YkfC),"Mobilome: prophages, transposons",0.084886204,complete,-1.071162888,non_defense
MED,3328640,,,0.03938078,CALIN,-1.404715686,no_call
MED,3328641,RecA-family ATPase (RepA),"Replication, recombination and repair",0.011373908,CALIN,-1.944090285,non_defense
MED,3328649,RecA-family ATPase (RepA),"Replication, recombination and repair",0.003788777,CALIN,-2.421500949,non_defense
MED,3529844,,,0.20534029,CALIN,-0.68752583,no_call
MED,3529845,,,0.065279466,CALIN,-1.185223408,no_call
MED,3529846,,,0.066383096,CALIN,-1.177942496,no_call
MED,3529847,RecA-family ATPase (RepA),"Replication, recombination and repair",0.00502037,CALIN,-2.299264298,non_defense
MED,3529855,RecA-family ATPase (RepA),"Replication, recombination and repair",0.01952531,CALIN,-1.709402058,non_defense
NP,47486,,,0.147648004,CALIN,-0.830772418,no_call
NP,291258,,,0.444721311,CALIN,-0.351912058,no_call
NP,326938,Transcription regulator of the Arc/MetJ class (VapB6) (PDB:6A7V),Transcription,0.093696735,CALIN,-1.028275544,non_defense
NP,336506,,,9.726006508,complete,0.987934556,no_call
NP,336510,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.067228741,complete,-1.172445021,non_defense
NP,339577,,,0.70536066,CALIN,-0.151588766,no_call
NP,354804,ATP-dependent DNA ligase (CDC9) (PDB:1A0I),"Replication, recombination and repair",0.084943478,CALIN,-1.070869959,non_defense
NP,364635,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.077361405,complete,-1.11147565,non_defense
NP,521021,,,0.013238614,CALIN,-1.878157497,no_call
NP,838268,"Transposase, IS1182 family","Mobilome: prophages, transposons",0.14203851,CALIN,-0.847593893,non_defense
NP,878019,,,8.853545135,CALIN,0.947117206,no_call
NP,1021065,"Transposase and inactivated derivatives, IS5 family (IS5)","Mobilome: prophages, transposons",0.046519256,CALIN,-1.332367239,non_defense
NP,1023029,,,0.093448856,CALIN,-1.029426013,no_call
NP,1024791,"Uncharacterized conserved protein, DUF1330 family",Function unknown,0.37944478,CALIN,-0.420851417,non_defense
NP,1029645,,,3.598278148,CALIN,0.556094731,no_call
NP,1029648,,,0.30254568,CALIN,-0.519209043,no_call
NP,1029649,,,0.367356954,CALIN,-0.434911735,no_call
NP,1030637,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)","Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",0.132574935,CALIN,-0.877538577,non_defense
NP,1043949,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.10394537,complete,-0.983194852,non_defense
NP,1043951,"mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system (RelE) (PDB:1WMI)",Defense mechanisms,0.022981856,complete,-1.638614895,defense
NP,1049698,,,1.462517732,CALIN,0.16510114,no_call
NP,1049699,"Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family (PDB:2A6Q)",Defense mechanisms,0.218022966,CALIN,-0.661497757,defense
NP,1049700,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",Defense mechanisms,0.271222185,CALIN,-0.566674789,defense
NP,1486975,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",Defense mechanisms,0.289330701,CALIN,-0.53860548,defense
NP,1486976,"Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family (PDB:2A6Q)",Defense mechanisms,0.042073828,CALIN,-1.375987974,defense
NP,1486977,"Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain (GlxA)",Transcription,0.919932274,CALIN,-0.036244144,non_defense
NP,1536827,Transposase,"Mobilome: prophages, transposons",0.025220005,CALIN,-1.598254837,non_defense
NP,1536830,,,0.221678763,CALIN,-0.65427591,no_call
NP,1546461,"Transposase and inactivated derivatives, IS5 family (IS5)","Mobilome: prophages, transposons",0.322275695,CALIN,-0.491772447,non_defense
NP,1567513,,,0.099189076,CALIN,-1.003536155,no_call
NP,1785342,Replicative DNA helicase (DnaB) (PDB:1B79),"Replication, recombination and repair",0.044512969,CALIN,-1.351513436,non_defense
NP,1785343,Alanine racemase (Alr) (PDB:1BD0),Cell wall/membrane/envelope biogenesis,0.323659861,CALIN,-0.489911157,non_defense
NP,1839356,,,1.827277877,CALIN,0.261804596,no_call
NP,2124433,S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase) (QueA) (PDB:1VKY),"Translation, ribosomal structure and biogenesis",0.394777532,CALIN,-0.403647573,non_defense
NP,2297711,"Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain (VapI) (PDB:4MCT)",Defense mechanisms,0.108445388,CALIN,-0.964788913,defense
NP,2297712,Plasmid maintenance system killer protein (HigB),Defense mechanisms,0.062747887,CALIN,-1.202400897,defense
NP,2640601,,,0.412389173,complete,-0.384692745,no_call
NP,2640603,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.048730266,complete,-1.312201214,non_defense
NP,2640604,Hypoxanthine phosphoribosyltransferase (Hpt1) (PDB:2JKZ),Coenzyme transport and metabolism,0.082432433,complete,-1.083901884,non_defense
NP,2864676,,,0.113368203,CALIN,-0.945508738,no_call
NP,2867653,,,1.200144533,complete,0.079233551,no_call
NP,2867657,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.117510981,complete,-0.929921547,non_defense
NP,2893182,"Uncharacterized membrane protein YphA, DoxX/SURF4 family (DoxX)",Function unknown,0.47575876,CALIN,-0.322613207,non_defense
NP,2893185,,,0.82263702,CALIN,-0.08479175,no_call
NP,2903116,,,1.50547997,CALIN,0.177674982,no_call
NP,2914418,,,0.666639407,CALIN,-0.176109017,no_call
NP,2914418,,,0.666639407,CALIN,-0.176109017,no_call
NP,2923747,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.195603517,complete,-0.708623342,non_defense
NP,2923755,"Transcriptional regulator, contains Arc/MetJ-type RHH (ribbon-helix-helix) DNA-binding domain (ParD) (PDB:3KXE)",Transcription,0.158972924,complete,-0.798676838,non_defense
NP,2929097,,,0.194888184,CALIN,-0.710214491,no_call
NP,2937488,"mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system (RelE) (PDB:1WMI)",Defense mechanisms,0.0760305,CALIN,-1.119012154,defense
NP,2943673,,,0.306295768,CALIN,-0.513859004,no_call
NP,2953919,,,0.837737392,CALIN,-0.0768921,no_call
NP,2964568,,,0.006480613,CALIN,-2.18838391,no_call
NP,2981124,,,1.946053946,CALIN,0.289154875,no_call
NP,2986829,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.123726489,complete,-0.907537311,non_defense
NP,3223942,,,1.047742311,CALIN,0.020254482,no_call
NP,3434333,"Accessory colonization factor AcfC, contains ABC-type periplasmic domain (AcfC) (PDB:4JB7)",Cell wall/membrane/envelope biogenesis,0.887070345,CALIN,-0.052041939,non_defense
NP,3439805,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.360746802,complete,-0.442797511,non_defense
NP,3469703,"Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily (ERG3) (PDB:4ZR0)",Lipid transport and metabolism,0.048826127,CALIN,-1.311347722,non_defense
NP,3472815,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.055713121,complete,-1.254042512,non_defense
NP,3488449,Co/Zn/Cd efflux system component (CzcD),Inorganic ion transport and metabolism,0.302566313,CALIN,-0.519179427,non_defense
NP,3489572,"ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components (CydC)","Energy production and conversion!!!Posttranslational modification, protein turnover, chaperones",0.068956715,CALIN,-1.161423434,non_defense
NP,3495157,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.083114134,complete,-1.080325116,non_defense
NP,3499406,"ACT domain, ACT-7 family (ACT-7) (PDB:1ZHV) (PUBMED:16987805)",Signal transduction mechanisms,0.254829753,CALIN,-0.593749867,non_defense
NP,3750824,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",Defense mechanisms,0.021992728,CALIN,-1.657720894,defense
NP,3750825,,,0.087904803,CALIN,-1.055987397,no_call
NP,3750827,Transcription regulator of the Arc/MetJ class (VapB6) (PDB:6A7V),Transcription,0.115012176,CALIN,-0.939256182,non_defense
NP,3750828,"Ribonuclease/mRNA interferase VapC, contains PIN domain (VapC) (PDB:3TND)",Defense mechanisms,0.396208851,CALIN,-0.402075827,defense
NP,3769156,Uncharacterized conserved protein (PDB:1X6M),Function unknown,0.321009332,CALIN,-0.493482342,non_defense
NP,3785383,,,0.491845508,CALIN,-0.308171291,no_call
NP,3785384,,,0.171683708,CALIN,-0.765270916,no_call
NP,3792607,"Antitoxin component HigA of the HigAB toxin-antitoxin module, contains an N-terminal HTH domain (HigA)",Defense mechanisms,1.171707451,CALIN,0.068819192,defense
NP,3852525,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",Defense mechanisms,0.041880337,CALIN,-1.377989833,defense
NP,3852526,,,0.18250818,CALIN,-0.738717666,no_call
NP,3852527,,,0.113416135,CALIN,-0.945325155,no_call
NP,3903386,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.080335223,complete,-1.095093998,non_defense
NP,3989964,,,0.15068502,CALIN,-0.821929921,no_call
NP,4021412,"Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain (VapI) (PDB:4MCT)",Defense mechanisms,0.710940881,CALIN,-0.148166512,defense
NP,4100894,,,0.1102371,CALIN,-0.957672218,no_call
NAT,170429,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",Defense mechanisms,0.003440276,CALIN,-2.463406742,defense
NAT,177296,,,0.403605651,CALIN,-0.394042762,no_call
NAT,212344,Acetyl-CoA acetyltransferase (PaaJ) (PDB:1AFW),Lipid transport and metabolism,0.001616465,complete,-2.79143365,non_defense
NAT,212345,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.030572361,complete,-1.514671027,non_defense
NAT,651115,"Transposase, IS1182 family","Mobilome: prophages, transposons",0.003007459,CALIN,-2.521800274,non_defense
NAT,1796569,,,0.233596434,CALIN,-0.631533791,no_call
NAT,2272213,"Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain (GlxA)",Transcription,0.146059212,CALIN,-0.835471046,non_defense
NAT,2700741,,,0.6136717,CALIN,-0.212063904,no_call
NAT,3181902,,,0.64963311,complete,-0.187331848,no_call
NAT,3181904,"Zn-dependent glyoxalase, PhnB family (PhnB) (PDB:5KEF) (PUBMED:28034013)",Energy production and conversion,0.039257197,complete,-1.406080717,non_defense
NAT,3213777,"TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component (FcbT1) (PDB:2HZK)","Secondary metabolites biosynthesis, transport and catabolism",0.011245575,CALIN,-1.949018348,non_defense
NAT,3675586,,,0.175270128,CALIN,-0.756292096,no_call
NAT,3675590,"Transcriptional regulator, contains Arc/MetJ-type RHH (ribbon-helix-helix) DNA-binding domain (ParD) (PDB:3KXE)",Transcription,0.142459613,CALIN,-0.84630824,non_defense
NAT,3688065,,,1.542612064,CALIN,0.188256723,no_call
NAT,4162579,,,0.127067321,CALIN,-0.895966128,no_call
NAT,4263472,,,0.106310274,CALIN,-0.973424764,no_call
RS,786251,Plasmid stabilization system protein ParE (ParE) (PDB:3KXE),"Mobilome: prophages, transposons",0.061447642,CALIN,-1.211494781,non_defense
RS,932736,"mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system (RelE) (PDB:1WMI)",Defense mechanisms,0.298320398,CALIN,-0.52531705,defense
RS,979809,,,1.363065255,CALIN,0.134516648,no_call
RS,1008581,"Transposase, IS1182 family","Mobilome: prophages, transposons",0.080201345,CALIN,-1.095818349,non_defense
RS,1008582,,,0.163518939,CALIN,-0.786431939,no_call
RS,1378402,TPR repeat (TPR) (PDB:1KLX),General function prediction only,0.184798156,CALIN,-0.733302366,non_defense
RS,1386550,,,0.642542871,CALIN,-0.19209789,no_call
RS,1469873,,,0.113168559,CALIN,-0.946274212,no_call
SAT,103614,,,0.04055994,CALIN,-1.391902695,no_call
SAT,264988,,,0.635232782,CALIN,-0.197067098,no_call
SAT,264991,,,0.719520345,CALIN,-0.142956921,no_call
SAT,404134,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.320882367,complete,-0.493654147,non_defense
SAT,404138,,,0.285058871,complete,-0.545065439,no_call
SAT,518344,,,0.45337074,CALIN,-0.343546512,no_call
SAT,542751,,,0.4748751,CALIN,-0.323420602,no_call
SAT,561330,Predicted dehydrogenase (MviM) (PDB:3UUW),General function prediction only,0.538165836,CALIN,-0.269083876,non_defense
SAT,561331,,,1.122530009,CALIN,0.05019796,no_call
SAT,561332,"Zn-dependent glyoxalase, PhnB family (PhnB) (PDB:5KEF) (PUBMED:28034013)",Energy production and conversion,0.1133509,CALIN,-0.945575026,non_defense
